window,views,representation,weighting,d,captured,null_mean,null_std
2013-11-06..2015-09-24,resid,raw960,heat,1,0.0005467771605793886,0.0001466897211252509,0.00012077669733868397
2013-11-06..2015-09-24,resid,raw960,heat,2,0.0005549476295014261,0.00026085557711446065,0.00013478812536281954
2013-11-06..2015-09-24,resid,raw960,heat,3,0.000621931337331575,0.00036189007223415097,0.00019503078054183712
2013-11-06..2015-09-24,resid,raw960,heat,4,0.0014715193973867781,0.00040275351665306923,0.00021707150308593906
2013-11-06..2015-09-24,resid,raw960,heat,5,0.0014727233177055357,0.0004821125887486076,0.00020667576456766742
2013-11-06..2015-09-24,resid,raw960,heat,6,0.0018450213323552404,0.0005806691975644145,0.00026067635681326263
2013-11-06..2015-09-24,resid,raw960,heat,7,0.0018621553242411531,0.0007042249878602422,0.0003450456562672037
2013-11-06..2015-09-24,resid,raw960,heat,8,0.0019971515327791814,0.000790875413328254,0.0003115986969498889
2013-11-06..2015-09-24,resid,raw960,heat,9,0.0020986840669451963,0.0009558475472307047,0.0003627555311425791
2013-11-06..2015-09-24,resid,raw960,heat,10,0.0025181075974705586,0.0009731081746751687,0.0003504520233846736
2013-11-06..2015-09-24,resid,raw960,heat,11,0.0026417499407672186,0.0009943856987787456,0.00036721127040336576
2013-11-06..2015-09-24,resid,raw960,heat,12,0.0032047495852111935,0.0011313196654240373,0.000490689875211894
2013-11-06..2015-09-24,resid,raw960,heat,13,0.0032935982022983396,0.001167004426529045,0.0004916672621728877
2013-11-06..2015-09-24,resid,raw960,heat,14,0.004247000279754106,0.001217361240367892,0.0004916426390490415
2013-11-06..2015-09-24,resid,raw960,heat,15,0.004283335677685268,0.0013317564293271256,0.0004867608922766864
2013-11-06..2015-09-24,resid,raw960,heat,16,0.004348631729376013,0.0014016595634294246,0.00045482181475851863
2013-11-06..2015-09-24,resid,raw960,heat,17,0.004448559036682172,0.0014192507726453515,0.00046029463379393143
2013-11-06..2015-09-24,resid,raw960,heat,18,0.004576523986356843,0.0015078422883064786,0.00045372470966394005
