window,views,representation,weighting,d,captured,null_mean,null_std
2013-11-06..2015-09-24,resid,recw,heat,64,0.012901799354563759,0.006225902384034648,0.001283831713078582
2013-11-06..2015-09-24,resid,multiscale,binary,1,3.670643008325365e-05,0.0001794039763909542,0.00015932122246460696
2013-11-06..2015-09-24,resid,multiscale,binary,2,0.0001047132193144915,0.0002895798310284648,0.00017288176693797558
2013-11-06..2015-09-24,resid,multiscale,binary,3,0.0007206436514417938,0.0003441048302526823,0.00016665436920474622
2013-11-06..2015-09-24,resid,multiscale,binary,4,0.0018146174766684193,0.0004357182540782041,0.00018342497509523975
2013-11-06..2015-09-24,resid,multiscale,binary,5,0.0018774914516468868,0.000507687233105718,0.00022200202804382145
2013-11-06..2015-09-24,resid,multiscale,binary,6,0.007948143458269722,0.0006107588881551527,0.0001906368096607522
2013-11-06..2015-09-24,resid,multiscale,binary,7,0.008845335964579974,0.0007746962952675151,0.00025754879885689927
2013-11-06..2015-09-24,resid,multiscale,binary,8,0.009360013896771926,0.0008351197124123518,0.00027560566591393337
2013-11-06..2015-09-24,resid,multiscale,binary,9,0.009378255290619971,0.000929203490458445,0.0002190413604799424
2013-11-06..2015-09-24,resid,multiscale,binary,10,0.00957761081576389,0.0011473933114170434,0.0002715613805563706
2013-11-06..2015-09-24,resid,multiscale,binary,11,0.010116554652683676,0.0012985038972820363,0.00022349749238665257
2013-11-06..2015-09-24,resid,multiscale,binary,12,0.010181772125675639,0.001386066131785836,0.0001983250138966509
2013-11-06..2015-09-24,resid,multiscale,binary,13,0.010343636983465512,0.0014218586862768951,0.0002124524573045843
2013-11-06..2015-09-24,resid,multiscale,binary,14,0.010502988109020039,0.0015636938800331357,0.00020734188086887043
2013-11-06..2015-09-24,resid,multiscale,binary,15,0.010517106303182802,0.0016312252978930224,0.00017872521555224225
2013-11-06..2015-09-24,resid,multiscale,binary,16,0.01137190187834476,0.0016878674973196607,0.0002309178401852836
2013-11-06..2015-09-24,resid,multiscale,binary,17,0.011376456678085732,0.0018103246375575318,0.0002612084559623415
2013-11-06..2015-09-24,resid,multiscale,binary,18,0.011827871719712793,0.0018301868637552933,0.0002438942461146052
2013-11-06..2015-09-24,resid,multiscale,binary,19,0.013275367848920175,0.00195649062594856,0.00023861897591115547
2013-11-06..2015-09-24,resid,multiscale,binary,20,0.014605129938897569,0.0021275841086277566,0.0003121177170696054
2013-11-06..2015-09-24,resid,multiscale,binary,21,0.01565212012362501,0.0022378032931539586,0.00035335141159387743
2013-11-06..2015-09-24,resid,multiscale,binary,22,0.015660478003548195,0.002357831348265651,0.00039676119875195275
2013-11-06..2015-09-24,resid,multiscale,binary,23,0.015731906248577517,0.0023920192816668843,0.00040319724395046036
2013-11-06..2015-09-24,resid,multiscale,binary,24,0.015758444544726132,0.0024552164827878363,0.00037136990603880006
2013-11-06..2015-09-24,resid,multiscale,binary,25,0.01615161008607221,0.002538659627321874,0.00032861310313263205
2013-11-06..2015-09-24,resid,multiscale,binary,26,0.01660525743914319,0.0025743831632689196,0.00031969809167334805
2013-11-06..2015-09-24,resid,multiscale,binary,27,0.016958857694470204,0.0026444079822932694,0.00036015715014770455
2013-11-06..2015-09-24,resid,multiscale,binary,28,0.017653344314833366,0.002660916097106308,0.0003562669762107345
2013-11-06..2015-09-24,resid,multiscale,binary,29,0.017738977263123526,0.002733875170293144,0.00034907265118751176
2013-11-06..2015-09-24,resid,multiscale,binary,30,0.017747834512280868,0.0028537945272065737,0.00042420273174202785
2013-11-06..2015-09-24,resid,multiscale,binary,31,0.017748518659489277,0.002950769542279161,0.0004636699590059615
2013-11-06..2015-09-24,resid,multiscale,binary,32,0.017750495598563933,0.0029933921165554564,0.00047641542756865734
2013-11-06..2015-09-24,resid,multiscale,binary,33,0.01776484929020136,0.0030703999326421156,0.00040764162413052475
2013-11-06..2015-09-24,resid,multiscale,binary,34,0.018395693206035547,0.0031109564595708837,0.00039601590123290227
2013-11-06..2015-09-24,resid,multiscale,binary,35,0.018696555622443645,0.003126348490558447,0.0003837395302595963
2013-11-06..2015-09-24,resid,multiscale,binary,36,0.01869908036881187,0.0031971445284123844,0.0003962753973146482
2013-11-06..2015-09-24,resid,multiscale,binary,37,0.018712586745496824,0.0032830551394985785,0.0004241603005642064
2013-11-06..2015-09-24,resid,multiscale,binary,38,0.018832810379993674,0.0034036840237440017,0.0003568411372201793
2013-11-06..2015-09-24,resid,multiscale,binary,39,0.018838686191324287,0.003469334084445815,0.0003281875709175605
2013-11-06..2015-09-24,resid,multiscale,binary,40,0.01884580630190909,0.0035935558916504844,0.0003957548251823186
2013-11-06..2015-09-24,resid,multiscale,binary,41,0.018871716858951487,0.003662059982988202,0.0004054391175789213
2013-11-06..2015-09-24,resid,multiscale,binary,42,0.018958816908372474,0.003711238861279062,0.0004170597422527579
2013-11-06..2015-09-24,resid,multiscale,binary,43,0.018963327844245915,0.0037960954270246905,0.0004213018822701439
2013-11-06..2015-09-24,resid,multiscale,binary,44,0.018997389551592154,0.0038285309542273305,0.00042699866192951006
2013-11-06..2015-09-24,resid,multiscale,binary,45,0.018999966697702726,0.003914347852371695,0.00036322405482972387
2013-11-06..2015-09-24,resid,multiscale,binary,46,0.01902706083876565,0.004027131231834418,0.00042719046736739216
2013-11-06..2015-09-24,resid,multiscale,binary,47,0.019047855420547027,0.004135430513007579,0.00043711886120492536
2013-11-06..2015-09-24,resid,multiscale,binary,48,0.019204483692428,0.004162271931372627,0.00044119134715647106
2013-11-06..2015-09-24,resid,multiscale,binary,49,0.01920978369963955,0.004197888573557263,0.00045570485044880353
2013-11-06..2015-09-24,resid,multiscale,binary,50,0.019768666909899885,0.004306664823124575,0.0005049968042919403
2013-11-06..2015-09-24,resid,multiscale,binary,51,0.01979609474805169,0.0044314079174949,0.0005969631927747847
2013-11-06..2015-09-24,resid,multiscale,binary,52,0.019815155899016224,0.004473093710724108,0.0005917908226614611
2013-11-06..2015-09-24,resid,multiscale,binary,53,0.019815195963719032,0.004599302458186584,0.000631909743154184
2013-11-06..2015-09-24,resid,multiscale,binary,54,0.019857683486390904,0.004683354995561955,0.000610217445634681
2013-11-06..2015-09-24,resid,multiscale,binary,55,0.019890735158631958,0.004770497761052077,0.0006002189691449066
2013-11-06..2015-09-24,resid,multiscale,binary,56,0.019920829989247144,0.004899590193073275,0.000639910774236404
2013-11-06..2015-09-24,resid,multiscale,binary,57,0.02043210335288785,0.00506303734808039,0.0005688551029911161
2013-11-06..2015-09-24,resid,multiscale,binary,58,0.02092984242719634,0.005131184953450492,0.0005794246845867294
2013-11-06..2015-09-24,resid,multiscale,binary,59,0.020941850448635668,0.005254750467925174,0.0006296709491509419
2013-11-06..2015-09-24,resid,multiscale,binary,60,0.020943440837195397,0.00535530485057489,0.0005528258692991816
2013-11-06..2015-09-24,resid,multiscale,binary,61,0.020998134400368445,0.00552905894418677,0.000649742606766334
2013-11-06..2015-09-24,resid,multiscale,binary,62,0.021051583448849647,0.005575863650705953,0.00066675037708693
2013-11-06..2015-09-24,resid,multiscale,binary,63,0.022266233809853056,0.005662634982081189,0.0006126737406873299
2013-11-06..2015-09-24,resid,multiscale,binary,64,0.022321828328858345,0.00577406056519533,0.0006238984521540841
2013-11-06..2015-09-24,resid,multiscale,heat,1,3.29604812275442e-05,0.00011774007387665545,0.0001332117195230491
2013-11-06..2015-09-24,resid,multiscale,heat,2,0.00018938010044387957,0.00022781988812759613,0.00019189924550885659
2013-11-06..2015-09-24,resid,multiscale,heat,3,0.0003274705407345337,0.0002985650810886906,0.0002688445344032804
2013-11-06..2015-09-24,resid,multiscale,heat,4,0.0012395731184628295,0.0004146201546333363,0.0002929911413156165
2013-11-06..2015-09-24,resid,multiscale,heat,5,0.0012895008733530262,0.0005522312780733287,0.00027754739104160725
2013-11-06..2015-09-24,resid,multiscale,heat,6,0.007153870315470064,0.0006087937945034014,0.0003056427451128732
2013-11-06..2015-09-24,resid,multiscale,heat,7,0.008003647100991912,0.0007138479558992239,0.0003475292619269555
2013-11-06..2015-09-24,resid,multiscale,heat,8,0.008093414653048258,0.0008087891405481855,0.0004107411329049977
2013-11-06..2015-09-24,resid,multiscale,heat,9,0.008221881131423435,0.0008429676453461947,0.0003897948631981688
2013-11-06..2015-09-24,resid,multiscale,heat,10,0.008697519814327025,0.0009790185981519454,0.00044115440262304967
2013-11-06..2015-09-24,resid,multiscale,heat,11,0.00902798516409301,0.0010076534146945765,0.0004429659570204033
2013-11-06..2015-09-24,resid,multiscale,heat,12,0.009414616622381975,0.001047033951582758,0.00044215631856996275
2013-11-06..2015-09-24,resid,multiscale,heat,13,0.009414930246888721,0.0011232200772548708,0.0004656469124638427
2013-11-06..2015-09-24,resid,multiscale,heat,14,0.010531346761036337,0.001254181571878598,0.00043883127813213927
2013-11-06..2015-09-24,resid,multiscale,heat,15,0.011017027447348884,0.0012958495716831595,0.00045764883998173435
2013-11-06..2015-09-24,resid,multiscale,heat,16,0.01250916119997172,0.0014289143320382728,0.0005174387889130039
2013-11-06..2015-09-24,resid,multiscale,heat,17,0.013837463026003248,0.0015071638643833036,0.0005249316851298776
2013-11-06..2015-09-24,resid,multiscale,heat,18,0.015285569718774329,0.0015651726288046987,0.0005276035464950468
2013-11-06..2015-09-24,resid,multiscale,heat,19,0.016267967529358524,0.0016494348692440493,0.0005247188628889497
2013-11-06..2015-09-24,resid,multiscale,heat,20,0.01627052319154157,0.0017127762128225042,0.0005124269003043347
2013-11-06..2015-09-24,resid,multiscale,heat,21,0.016427067893539343,0.0017614987204228425,0.0005164605892416747
2013-11-06..2015-09-24,resid,multiscale,heat,22,0.016436278381487354,0.0018245821753362004,0.0005018691331471645
2013-11-06..2015-09-24,resid,multiscale,heat,23,0.016620203970980622,0.00191077561257555,0.00048827754427763264
2013-11-06..2015-09-24,resid,multiscale,heat,24,0.016723011610649388,0.0019301724187599494,0.0004902921617054614
2013-11-06..2015-09-24,resid,multiscale,heat,25,0.01676315120893968,0.0019753748702874166,0.0004644120815331247
2013-11-06..2015-09-24,resid,multiscale,heat,26,0.017204444908256674,0.002098956080226288,0.0003898545882272411
2013-11-06..2015-09-24,resid,multiscale,heat,27,0.017219374752031672,0.002240495910839215,0.0003342437857615334
2013-11-06..2015-09-24,resid,multiscale,heat,28,0.017275595188328212,0.0023033459774813936,0.00033971809701425094
2013-11-06..2015-09-24,resid,multiscale,heat,29,0.0172789172863968,0.0023546850654600584,0.00031283731448093885
2013-11-06..2015-09-24,resid,multiscale,heat,30,0.017480958858779636,0.002384937781204414,0.0003204501978087462
2013-11-06..2015-09-24,resid,multiscale,heat,31,0.017512854951176673,0.00249853080037079,0.0003707811414747225
2013-11-06..2015-09-24,resid,multiscale,heat,32,0.01751465293021248,0.002623113631449767,0.00035178922886122736
2013-11-06..2015-09-24,resid,multiscale,heat,33,0.017614660280548478,0.002689067558088722,0.00035718212809160676
2013-11-06..2015-09-24,resid,multiscale,heat,34,0.01768233840301421,0.0027431347815263353,0.0003282901411598176
2013-11-06..2015-09-24,resid,multiscale,heat,35,0.017768762788970844,0.002834102251200918,0.00033770517152776133
2013-11-06..2015-09-24,resid,multiscale,heat,36,0.01843411693799768,0.0028967485540669345,0.00033545499652207103
2013-11-06..2015-09-24,resid,multiscale,heat,37,0.018434760848357386,0.003042266173212564,0.000381965410643991
2013-11-06..2015-09-24,resid,multiscale,heat,38,0.01863298760232178,0.00306904222932631,0.0003757178300509086
2013-11-06..2015-09-24,resid,multiscale,heat,39,0.01866932857249788,0.003217928383979192,0.0003582225589495807
2013-11-06..2015-09-24,resid,multiscale,heat,40,0.018672547140913556,0.0033144003384096956,0.0003104355321196078
2013-11-06..2015-09-24,resid,multiscale,heat,41,0.018710426978848397,0.00338252856912218,0.00029560742066721393
2013-11-06..2015-09-24,resid,multiscale,heat,42,0.01871048196414633,0.003410744354259819,0.00030176170721888556
2013-11-06..2015-09-24,resid,multiscale,heat,43,0.01871863827867792,0.003463621146545128,0.0003301251524637669
2013-11-06..2015-09-24,resid,multiscale,heat,44,0.018749022947274447,0.003588830289702212,0.00029540710302752404
2013-11-06..2015-09-24,resid,multiscale,heat,45,0.018761417393474502,0.0036510068901149675,0.0002583351600363787
2013-11-06..2015-09-24,resid,multiscale,heat,46,0.018956580207019763,0.003754895944759515,0.00031701605245418486
2013-11-06..2015-09-24,resid,multiscale,heat,47,0.01895684386345716,0.003840735194799975,0.000347687877298595
2013-11-06..2015-09-24,resid,multiscale,heat,48,0.018976595371153204,0.0038933225481317694,0.00035396181445220313
2013-11-06..2015-09-24,resid,multiscale,heat,49,0.019276975181266445,0.003925633193400362,0.0003436970446565267
2013-11-06..2015-09-24,resid,multiscale,heat,50,0.019365634316984473,0.0040520707435096285,0.00030424199357287856
2013-11-06..2015-09-24,resid,multiscale,heat,51,0.01943232863160417,0.00414095347691682,0.00035244397414252573
2013-11-06..2015-09-24,resid,multiscale,heat,52,0.019455943245305807,0.004196757527133235,0.00039097919432757976
2013-11-06..2015-09-24,resid,multiscale,heat,53,0.019599375689219913,0.004291081837869348,0.0004041227443942605
2013-11-06..2015-09-24,resid,multiscale,heat,54,0.019823520640796042,0.004480521938987768,0.0005297633877989179
2013-11-06..2015-09-24,resid,multiscale,heat,55,0.019824162578372943,0.004571696596513697,0.0005918244591554664
2013-11-06..2015-09-24,resid,multiscale,heat,56,0.01983127575430084,0.004648281300276534,0.0006255055285224868
2013-11-06..2015-09-24,resid,multiscale,heat,57,0.020351952278039175,0.004735030757099425,0.0007022597190351757
2013-11-06..2015-09-24,resid,multiscale,heat,58,0.020352794976591076,0.00477732048865599,0.0007114460969988279
2013-11-06..2015-09-24,resid,multiscale,heat,59,0.020431255345012136,0.004889579661438968,0.00071477705211347
2013-11-06..2015-09-24,resid,multiscale,heat,60,0.02046495229677009,0.004943881297048066,0.0007232552613974396
2013-11-06..2015-09-24,resid,multiscale,heat,61,0.02053517726571024,0.005103590930884079,0.000749937535901397
2013-11-06..2015-09-24,resid,multiscale,heat,62,0.020537204871422323,0.005189785228196788,0.0007810787690381419
2013-11-06..2015-09-24,resid,multiscale,heat,63,0.020777918247952002,0.005223312596467853,0.0007835661160297914
2013-11-06..2015-09-24,resid,multiscale,heat,64,0.020844711012596433,0.005324664138210899,0.0008253137887974936
2013-11-06..2015-09-24,raw,raw960,binary,1,0.003945703650037985,0.00011673984191281428,0.0001278697202072685
2013-11-06..2015-09-24,raw,raw960,binary,2,0.01932606354082224,0.00017078398074653895,0.0001648773035174473
2013-11-06..2015-09-24,raw,raw960,binary,3,0.019511474078642704,0.00023816716300164626,0.0001755752291307819
2013-11-06..2015-09-24,raw,raw960,binary,4,0.020637027522132558,0.0003522422760508524,0.00021427125013387502
2013-11-06..2015-09-24,raw,raw960,binary,5,0.020662671543366724,0.00045453922931837744,0.0002741498098269982
2013-11-06..2015-09-24,raw,raw960,binary,6,0.022635211882707753,0.000549468328054052,0.00028925168986314076
2013-11-06..2015-09-24,raw,raw960,binary,7,0.03712110782547964,0.0006491851542506451,0.00031160624936996974
2013-11-06..2015-09-24,raw,raw960,binary,8,0.03971249326218136,0.0007302252439143355,0.00030648840905012634
2013-11-06..2015-09-24,raw,raw960,binary,9,0.03996167940046243,0.0008795457310489996,0.0004357284948357221
2013-11-06..2015-09-24,raw,raw960,binary,10,0.03996905293494178,0.0009768155385088018,0.000469665842396101
2013-11-06..2015-09-24,raw,raw960,binary,11,0.07954031381110585,0.0010539656000745341,0.0004675431099966269
2013-11-06..2015-09-24,raw,raw960,binary,12,0.09968998917853955,0.0011695853065828968,0.00045272804940425294
2013-11-06..2015-09-24,raw,raw960,binary,13,0.09981286569977307,0.0012739576347498736,0.0005425793691651519
2013-11-06..2015-09-24,raw,raw960,binary,14,0.12380132967578288,0.001317207611797159,0.0005257139757505585
2013-11-06..2015-09-24,raw,raw960,binary,15,0.12518769881547773,0.0014336806613953945,0.0006192128823337284
2013-11-06..2015-09-24,raw,raw960,binary,16,0.1501147563743128,0.0015362084818488653,0.0005833851916441376
2013-11-06..2015-09-24,raw,raw960,binary,17,0.158622037991935,0.0016745771423524636,0.0005893282442172008
2013-11-06..2015-09-24,raw,raw960,binary,18,0.15865597595492167,0.0017447896324489173,0.00054392327304655
2013-11-06..2015-09-24,raw,raw960,binary,19,0.2554340046601551,0.0018713095603936994,0.0006010206522589843
2013-11-06..2015-09-24,raw,raw960,binary,20,0.2649906079503138,0.001947238304643517,0.0006445161745721982
2013-11-06..2015-09-24,raw,raw960,binary,21,0.2651968334953086,0.001994127939288524,0.0006723924112818381
2013-11-06..2015-09-24,raw,raw960,binary,22,0.26541981534863907,0.002090683301708295,0.0006304085966976018
2013-11-06..2015-09-24,raw,raw960,binary,23,0.2907250636979834,0.0022019974123550757,0.0007057800440884492
2013-11-06..2015-09-24,raw,raw960,binary,24,0.29115915011344495,0.0023209715038787627,0.0007388159153655036
2013-11-06..2015-09-24,raw,raw960,binary,25,0.30059329442906385,0.0024195839386045273,0.000747596414076987
2013-11-06..2015-09-24,raw,raw960,binary,26,0.3064510117883298,0.002478318166723656,0.0007765993299260674
2013-11-06..2015-09-24,raw,raw960,binary,27,0.314485274019389,0.0026272027541798817,0.0007786469196204031
2013-11-06..2015-09-24,raw,raw960,binary,28,0.3148567487880332,0.00270072887564025,0.0007609168182997542
2013-11-06..2015-09-24,raw,raw960,binary,29,0.3150986733206947,0.0027929128504698064,0.000802187349382526
2013-11-06..2015-09-24,raw,raw960,binary,30,0.3172710410595096,0.0028541983965267867,0.0008086713231633064
2013-11-06..2015-09-24,raw,raw960,binary,31,0.31975658336781565,0.0029451101449800383,0.0008199406985911175
2013-11-06..2015-09-24,raw,raw960,binary,32,0.31982181616561156,0.0029809438434257934,0.0008311580129838137
2013-11-06..2015-09-24,raw,raw960,binary,33,0.3232393846716319,0.0030309354453519058,0.0008219625658107676
2013-11-06..2015-09-24,raw,raw960,binary,34,0.3242637575340386,0.003107360837732718,0.0008127295247360815
2013-11-06..2015-09-24,raw,raw960,binary,35,0.3319593669513614,0.003199477305376542,0.0008582741006241426
2013-11-06..2015-09-24,raw,raw960,binary,36,0.3445219871376507,0.00334128079803412,0.0009591962990698592
2013-11-06..2015-09-24,raw,raw960,binary,37,0.34496394587736834,0.0035042937135702826,0.0011243430180445395
2013-11-06..2015-09-24,raw,raw960,binary,38,0.34517172916393724,0.003594792809778321,0.0011800751165348805
2013-11-06..2015-09-24,raw,raw960,binary,39,0.3469521796064445,0.0036349858707889586,0.0011855855724641183
2013-11-06..2015-09-24,raw,raw960,binary,40,0.35335643101757025,0.00372301100227692,0.001182397243951752
2013-11-06..2015-09-24,raw,raw960,binary,41,0.36170509436772313,0.003798207657003827,0.0011280795243383433
2013-11-06..2015-09-24,raw,raw960,binary,42,0.36213781738585965,0.003985948927716208,0.0012710267032810274
2013-11-06..2015-09-24,raw,raw960,binary,43,0.3630078837704948,0.004077986657807958,0.0012841523620262304
2013-11-06..2015-09-24,raw,raw960,binary,44,0.36411722031195015,0.004163504012462052,0.0012667051664763797
2013-11-06..2015-09-24,raw,raw960,binary,45,0.36424318016042384,0.004192207152547372,0.0012577778467054983
2013-11-06..2015-09-24,raw,raw960,binary,46,0.36519777570160106,0.004235982388656991,0.001264373628879767
2013-11-06..2015-09-24,raw,raw960,binary,47,0.3658033752438074,0.004266684928698793,0.0012579945349589544
2013-11-06..2015-09-24,raw,raw960,binary,48,0.3684909537998271,0.0043094550791409605,0.001269005406895632
2013-11-06..2015-09-24,raw,raw960,binary,49,0.3685377193460258,0.0044491765959403405,0.001309114551571188
2013-11-06..2015-09-24,raw,raw960,binary,50,0.37400103264536394,0.004506736953940821,0.0012748143339694042
2013-11-06..2015-09-24,raw,raw960,binary,51,0.37583089620264515,0.004712509560326263,0.0012462887811182895
2013-11-06..2015-09-24,raw,raw960,binary,52,0.3758912196326369,0.0047697839098698805,0.0012611884431681635
2013-11-06..2015-09-24,raw,raw960,binary,53,0.376119528200539,0.0048694678823734475,0.0012665128335521292
2013-11-06..2015-09-24,raw,raw960,binary,54,0.3794991766343026,0.004934166249650871,0.0013043979121274672
2013-11-06..2015-09-24,raw,raw960,binary,55,0.37955525142696445,0.004958502140996411,0.0012941961786229537
2013-11-06..2015-09-24,raw,raw960,binary,56,0.3796389952068621,0.005005797529724595,0.0012825000426429105
2013-11-06..2015-09-24,raw,raw960,binary,57,0.3847314694612452,0.005057095794868507,0.0012975383233881758
2013-11-06..2015-09-24,raw,raw960,binary,58,0.3864411670923061,0.005145121912602354,0.0013053170160936061
2013-11-06..2015-09-24,raw,raw960,binary,59,0.3869877082488053,0.005276821135296192,0.0013073279119786615
2013-11-06..2015-09-24,raw,raw960,binary,60,0.3870956480774014,0.005415178344087253,0.001324438294612624
2013-11-06..2015-09-24,raw,raw960,binary,61,0.38723579475467357,0.005475115989319265,0.0013186551581965966
2013-11-06..2015-09-24,raw,raw960,binary,62,0.3875781135415108,0.005518093483969351,0.0013141404815871305
2013-11-06..2015-09-24,raw,raw960,binary,63,0.3888444775651552,0.005626460569282718,0.0013887989204702047
2013-11-06..2015-09-24,raw,raw960,binary,64,0.39111284389169243,0.005697992219268323,0.0013697586338826417
2013-11-06..2015-09-24,raw,raw960,heat,1,0.0038456928623545185,6.831340140103593e-05,8.172938141909152e-05
2013-11-06..2015-09-24,raw,raw960,heat,2,0.019936152904451682,0.00017971704095799562,0.00019632446207514665
2013-11-06..2015-09-24,raw,raw960,heat,3,0.020135787077709855,0.0002190197047109673,0.00019584014811931862
2013-11-06..2015-09-24,raw,raw960,heat,4,0.021393922049499876,0.0002963616684564529,0.00023346045003017635
2013-11-06..2015-09-24,raw,raw960,heat,5,0.021440704409183466,0.00038427910394353077,0.00026298044071169897
2013-11-06..2015-09-24,raw,raw960,heat,6,0.023732758345034133,0.00046212783430213975,0.0002713810472174139
2013-11-06..2015-09-24,raw,raw960,heat,7,0.03890412030482926,0.0005059313540319527,0.0003015368838907968
2013-11-06..2015-09-24,raw,raw960,heat,8,0.04167803893091859,0.0005731642712838127,0.0003210306983472023
2013-11-06..2015-09-24,raw,raw960,heat,9,0.04178550649845477,0.0006327471771049351,0.00031000014790820337
2013-11-06..2015-09-24,raw,raw960,heat,10,0.04202035196820572,0.0007289140571960508,0.0003473553809844253
2013-11-06..2015-09-24,raw,raw960,heat,11,0.0790963164485575,0.0007711634078084407,0.0003427370624717852
2013-11-06..2015-09-24,raw,raw960,heat,12,0.10015312634631193,0.0009168933125223953,0.00035627161237734736
2013-11-06..2015-09-24,raw,raw960,heat,13,0.1041091080862094,0.0010193745884941475,0.0003864264626025111
2013-11-06..2015-09-24,raw,raw960,heat,14,0.12846017458510062,0.001134488752682818,0.00039662514141035863
2013-11-06..2015-09-24,raw,raw960,heat,15,0.13039400536862714,0.0012260832833686799,0.00047645629467709907
2013-11-06..2015-09-24,raw,raw960,heat,16,0.15383032788668644,0.0012693619565796717,0.00048641671461059535
2013-11-06..2015-09-24,raw,raw960,heat,17,0.16484054916994972,0.001318041469657879,0.0004470223465911536
2013-11-06..2015-09-24,raw,raw960,heat,18,0.16545689578083494,0.001363563382979116,0.00042880398847997225
2013-11-06..2015-09-24,raw,raw960,heat,19,0.24810265258304867,0.001387725312310716,0.0004256696024765854
2013-11-06..2015-09-24,raw,raw960,heat,20,0.26795311953970713,0.001476710496922501,0.0004978261300177198
2013-11-06..2015-09-24,raw,raw960,heat,21,0.2681782497755287,0.001609195566340094,0.000563999503101074
2013-11-06..2015-09-24,raw,raw960,heat,22,0.26897810175822706,0.0017803587603699767,0.0005407286925329669
2013-11-06..2015-09-24,raw,raw960,heat,23,0.27406065908298927,0.0018452329605509628,0.000546137008668863
2013-11-06..2015-09-24,raw,raw960,heat,24,0.28567095173364326,0.0019228346176738524,0.0005560352654364505
2013-11-06..2015-09-24,raw,raw960,heat,25,0.298563733603475,0.0019779034946137333,0.0005261364176607464
2013-11-06..2015-09-24,raw,raw960,heat,26,0.2992084436193899,0.002008609615620258,0.0005311941298957753
2013-11-06..2015-09-24,raw,raw960,heat,27,0.30480404822396506,0.0020689021682714264,0.0005793716954781369
2013-11-06..2015-09-24,raw,raw960,heat,28,0.30848383195304746,0.002142401343282789,0.000557010946534919
2013-11-06..2015-09-24,raw,raw960,heat,29,0.31618831756139487,0.0021817244690620725,0.0005474504348360224
2013-11-06..2015-09-24,raw,raw960,heat,30,0.3172947092763328,0.0022267309632344936,0.0005643790603140846
2013-11-06..2015-09-24,raw,raw960,heat,31,0.317336880702116,0.0022691517456299845,0.0005614065249055297
2013-11-06..2015-09-24,raw,raw960,heat,32,0.3188583158434521,0.0023052267954847944,0.0005615249619345463
2013-11-06..2015-09-24,raw,raw960,heat,33,0.3300440668779367,0.0023679189942033933,0.0005676736163428446
2013-11-06..2015-09-24,raw,raw960,heat,34,0.33607241787025327,0.002427421995473623,0.0005778386307079559
2013-11-06..2015-09-24,raw,raw960,heat,35,0.3391258352001945,0.0025458957410563142,0.000627109440483014
2013-11-06..2015-09-24,raw,raw960,heat,36,0.3397475634840632,0.002633318990188244,0.0005842853519337697
2013-11-06..2015-09-24,raw,raw960,heat,37,0.3427002999437474,0.0027555452680574966,0.0005701852072354842
2013-11-06..2015-09-24,raw,raw960,heat,38,0.3448854425032984,0.0028205228512503794,0.0006171139186173183
2013-11-06..2015-09-24,raw,raw960,heat,39,0.34687748570492005,0.0028537803678709917,0.000602869056896323
2013-11-06..2015-09-24,raw,raw960,heat,40,0.3473558786479086,0.00293170094361381,0.0006150637610528727
2013-11-06..2015-09-24,raw,raw960,heat,41,0.354590863024441,0.0030480103078165707,0.0006765353521490731
2013-11-06..2015-09-24,raw,raw960,heat,42,0.35663247659294484,0.003142396123153443,0.0006844348999773111
2013-11-06..2015-09-24,raw,raw960,heat,43,0.36350719071671944,0.003218434212757628,0.0007380037329775478
2013-11-06..2015-09-24,raw,raw960,heat,44,0.36555444797334224,0.0032771306254875893,0.0006654369131861284
2013-11-06..2015-09-24,raw,raw960,heat,45,0.37380689416021823,0.003406379951796592,0.0006990117763692607
2013-11-06..2015-09-24,raw,raw960,heat,46,0.3745219120278241,0.0034711271379053985,0.0006874478976894338
2013-11-06..2015-09-24,raw,raw960,heat,47,0.3747187150381645,0.0035775485646961044,0.0007532325428831331
2013-11-06..2015-09-24,raw,raw960,heat,48,0.376456474044945,0.0036678737363070963,0.000785340196286996
2013-11-06..2015-09-24,raw,raw960,heat,49,0.3780874266275437,0.0037222110882151613,0.0007627601861451525
2013-11-06..2015-09-24,raw,raw960,heat,50,0.37967153763591843,0.003804245959573289,0.000800246244349749
2013-11-06..2015-09-24,raw,raw960,heat,51,0.3796991711002817,0.0038789586951200015,0.000744467512931989
2013-11-06..2015-09-24,raw,raw960,heat,52,0.37987924218758584,0.003969102598355939,0.0007971642243938604
2013-11-06..2015-09-24,raw,raw960,heat,53,0.38335665868427515,0.0040753957679431655,0.0008533179569394589
2013-11-06..2015-09-24,raw,raw960,heat,54,0.383391716253826,0.00423443365306715,0.0008850222839000067
2013-11-06..2015-09-24,raw,raw960,heat,55,0.38369509906291444,0.004357552233277504,0.0009927607305167429
2013-11-06..2015-09-24,raw,raw960,heat,56,0.3872414481467061,0.004454760869648812,0.0010576221829641777
2013-11-06..2015-09-24,raw,raw960,heat,57,0.38812078544911754,0.004549629619128229,0.0010893963590775208
2013-11-06..2015-09-24,raw,raw960,heat,58,0.38857738913593576,0.004637706138844877,0.0010650441482708897
2013-11-06..2015-09-24,raw,raw960,heat,59,0.3918361218854956,0.004721616780276296,0.0010537806920820744
2013-11-06..2015-09-24,raw,raw960,heat,60,0.3918503235639625,0.004830967955772273,0.0009997939759047523
2013-11-06..2015-09-24,raw,raw960,heat,61,0.3920455907546293,0.004969635679449723,0.0009707509159169051
