slice,rule,Sharpe mid,Sharpe crossed,mean/day mid,pct long,n finite s
V0 w*V_M,sign(s),2.012747679651259,-2.299827792015441,0.16941192995360502,51.71849427168576,10374
V0 w*V_M,hybrid,2.9722952533758056,-1.0955209315284669,0.24267302845513614,51.71849427168576,10374
abs lagged mean ΔV,sign(s),1.800304192567383,-1.6920692156024344,0.1450608541210608,11.41811880234909,9613
abs lagged mean ΔV,hybrid,2.032325394982691,-1.8977554434654311,0.1656806871770602,11.41811880234909,9613
scaled (μΔ/μV)*V_t,sign(s),1.7710004059896491,-2.215795540007564,0.1429307252285177,45.710984884952346,9612
scaled (μΔ/μV)*V_t,hybrid,3.1583366081705457,-0.9942891568093835,0.2499556852195903,45.710984884952346,9612
ratio mean(ΔV/V)*V_t,sign(s),1.9578896993348816,-1.8872816051047534,0.1580388449926235,38.04755944931164,9612
ratio mean(ΔV/V)*V_t,hybrid,3.1583366081705457,-0.9942891568093835,0.2499556852195903,38.04755944931164,9612
