book,unit,reference,sample,n,mean_diff,ci_lo,ci_hi,ci_halfwidth,boot_mean,boot_sd,excludes_zero_positive,B,block,seed
E1 ratio of sums | expanding | hold,premium,fixed 11:00,deck in-sample,866,-0.04324193365567136,-0.06456562446298036,-0.023117864752130696,0.020723879855424836,-0.043403162905862276,0.010371121490518286,False,2000,21,0
E1 ratio of sums | expanding | hold,index points per contract,fixed 15:00,all,1279,0.2074384738652437,-0.3386738673262538,0.7690293882067363,0.5538516277664951,0.21290087231443663,0.2809647939147762,False,2000,21,0
E1 ratio of sums | expanding | hold,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.2655794426200001,-0.6089356854465011,0.08456193242283967,0.3467488089346704,-0.26141091096625974,0.17673737284060326,False,2000,21,0
E1 ratio of sums | expanding | hold,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.8338072581840555,-1.4203259486914988,-0.2582057301955302,0.5810601092479842,-0.8322846707241902,0.3017072996272698,False,2000,21,0
E1 ratio of sums | expanding | hold,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.4490650468639054,-0.7514305153228991,-0.13532070843916202,0.30805490344186853,-0.4456694431400879,0.15748821396589918,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 11:00,deck in-sample,866,-0.023673099021236668,-0.04095442264297087,-0.007829612168187406,0.01656240523739173,-0.023710519183098817,0.00845554025407555,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 11:00,unseen,413,-0.0057946478966571235,-0.027161265374694495,0.01608474955424171,0.021623007464468103,-0.00560437353323347,0.011184963501399244,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 11:00,all,1279,-0.017899994787889246,-0.031131579885284956,-0.0038872814270934516,0.013622149229095753,-0.017974303784731454,0.006872457047299707,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 13:30,deck in-sample,866,-0.006909066238524423,-0.03205731059376389,0.016795783433110025,0.02442654701343696,-0.007303846244852973,0.0125513185440715,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 13:30,unseen,413,-0.0386244182470338,-0.0780807283761411,-0.0025713418228606676,0.03775469327664022,-0.03825511318441916,0.019218969517263727,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 13:30,all,1279,-0.01715022368927843,-0.03745788526788183,0.003495600177496922,0.020476742722689376,-0.016634238891498995,0.010764868794121361,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 15:00,deck in-sample,866,0.01504013325358782,-0.012831073276322297,0.04325101223908199,0.028041042757702143,0.014932308009898048,0.01450747897839896,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 15:00,unseen,413,-0.00399636403856961,-0.04509696867215284,0.03426441367348681,0.039680691172819825,-0.004440976345196498,0.020538022204198137,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,fixed 15:00,all,1279,0.008893086043532296,-0.013798943844145517,0.03296429832096402,0.02338162108255477,0.009242112925369837,0.011905480193799967,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.020904716239054315,-0.038317045700558314,-0.004091999120620893,0.01711252328996871,-0.0206624592683662,0.00872910235461347,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,43 P&L-Sharpe rolling 252,unseen,413,-0.028384826816112117,-0.051964712884763245,-0.007809494136970341,0.022077609373896454,-0.028382498920549053,0.011555153542082003,False,2000,21,0
E1 ratio of sums | expanding | flatten,premium,43 P&L-Sharpe rolling 252,all,1279,-0.023320107692005744,-0.03642928234760028,-0.009368455652286693,0.013530413347656794,-0.02321484833151665,0.0069334204745576025,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 11:00,deck in-sample,866,-0.3135172340755771,-0.6278861783454253,-0.014673721351757867,0.3066062284968337,-0.3142490421966787,0.15877845670278803,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 11:00,unseen,413,-0.1638379573343499,-0.7334913666510978,0.43024109232380836,0.581866229487453,-0.161468533058589,0.2933869854468679,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 11:00,all,1279,-0.2651845200066742,-0.5487741927877883,0.02410073042136406,0.28643746160457617,-0.2657075557362182,0.14668407216931142,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,deck in-sample,866,0.05586028368921872,-0.3168509752752633,0.4030402756854005,0.35994562548033193,0.05143041120113543,0.18598324759676402,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,unseen,413,-0.8256367894507305,-1.7865071798905479,-0.004186139875462104,0.8911605200075429,-0.8278485288188745,0.46443479608180044,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,all,1279,-0.22878263359522147,-0.6306160025271194,0.14095006626196077,0.3857830343945401,-0.22240666751106875,0.20147084330803586,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,deck in-sample,866,0.3657328270009559,-0.030468719984553496,0.7523484862023336,0.39140860309344355,0.36555723598530027,0.2055517271654785,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,unseen,413,-0.17614806270275024,-1.1020412913693203,0.7334977414754651,0.9177695164223927,-0.18754605159340176,0.46266091731761777,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,all,1279,0.19075486965331667,-0.21402734295096507,0.593071381229004,0.40354936208998454,0.19503188120210838,0.2057398805152595,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.18486105039107628,-0.48639336171919983,0.12008646935488633,0.3032399155370431,-0.17979407799392458,0.158315404185402,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.6520973739652749,-1.1754395829252167,-0.1696947411545973,0.5028724208853097,-0.6556347164103457,0.2635899404421663,False,2000,21,0
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.3357356411933781,-0.5965239419370882,-0.06302066160913071,0.2667516401639788,-0.3324196794567091,0.13977668863272832,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,deck in-sample,866,-0.03207484027115855,-0.07311330572209297,0.008238321528233606,0.04067581362516329,-0.0313793015828658,0.020966986721085965,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,unseen,413,0.025663714354363192,-0.010095383650036847,0.06307854836456706,0.03658696600730195,0.025128886562419666,0.01885840906514644,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,all,1279,-0.013430568918273107,-0.04313756360460653,0.01566019550191051,0.029398879553258518,-0.013824090254758883,0.01534346702189532,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,deck in-sample,866,-0.013698438988317331,-0.05460102413297395,0.023254567677273595,0.03892779590512377,-0.013415401114956592,0.019844883363625197,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,unseen,413,-0.012702579795936607,-0.04640874355732512,0.018912583615848744,0.03266066358658693,-0.012904135257730837,0.016537635929218236,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,all,1279,-0.013376867568103693,-0.041748568477719857,0.01473062134995773,0.028239594913838793,-0.013243319240939503,0.01456773018298632,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,deck in-sample,866,-0.013056730355828392,-0.04868522820718763,0.024512194010091956,0.0365987111086398,-0.01287362791837093,0.018864385228785762,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,unseen,413,0.020107354289274838,-0.05150311704888781,0.08772212688150559,0.0696126219651967,0.018908301537084938,0.03570559714684385,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,all,1279,-0.002347764790208662,-0.03526323501828301,0.030998470476663816,0.03313085274747341,-0.0021907183094339853,0.01687360847828193,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.02030718532285541,-0.061359829553223444,0.021729693952956885,0.041544761753090166,-0.019355963052344455,0.02094887450278168,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,unseen,413,0.004640340936205653,-0.028179508131563658,0.034740966353617425,0.03146023724259054,0.004198880008725275,0.01589825928528404,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,all,1279,-0.012251416483924832,-0.04245125117202771,0.01615597182915012,0.029303611500588914,-0.012560191632007773,0.015222258388521757,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,deck in-sample,866,-0.6319888567944186,-1.1519640738610868,-0.12126177689096891,0.5153511484850589,-0.6291138248764966,0.2645302112159247,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,unseen,413,0.2617250376188026,-0.4905484771999227,0.989571026774816,0.7400597519873693,0.2585596482925965,0.3788389932170658,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,all,1279,-0.3434010238056302,-0.7674759302238626,0.07679889566298641,0.4221374129434245,-0.3494682684471593,0.2124992801774186,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,deck in-sample,866,0.09511516101132272,-0.3539125981051413,0.5983351517933845,0.4761238749492629,0.09458308161628833,0.24912865696839984,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,unseen,413,-0.38308209064554627,-0.9943048940641056,0.12625442151190958,0.5602796577880076,-0.3875604369377367,0.28932441069675896,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,all,1279,-0.05929880688100473,-0.42613324814440046,0.3366315148138009,0.38138238147910064,-0.05894876767322202,0.1931065907811916,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,deck in-sample,866,0.3207244341508331,-0.12347102462813951,0.7700395680381468,0.44675529633314315,0.3218304670932931,0.2242737703187602,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,unseen,413,0.5420152699563777,-0.11062296390406044,1.2189010293892886,0.6647619966466745,0.5270773774797344,0.3479138273665401,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,all,1279,0.3921811309355789,0.027378767663659754,0.7835651036837371,0.37809316801003867,0.39186257106033495,0.19397403353426484,True,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.29104391390693407,-0.7320431076872127,0.18065928294842273,0.4563511953178177,-0.2807271735778655,0.2321229772555397,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.20829130049048689,-0.8831885617413632,0.4811397360561017,0.6821641488987324,-0.2112133442495675,0.34552545771914644,False,2000,21,0
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.26432238979357003,-0.621353252454033,0.11525704277093009,0.3683051476124815,-0.26670774439418954,0.1904920061782422,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,deck in-sample,866,-0.025840604027615947,-0.05112713137736228,7.500485579100771e-05,0.025601068116576645,-0.025538777621668913,0.012680945063103905,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,unseen,413,0.023324068098187933,-0.0037699616427504462,0.05191773511965767,0.02784384838120406,0.023348287662155735,0.01439537152746252,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,all,1279,-0.009964912402942769,-0.030150559079605323,0.009890799869222401,0.020020679474413862,-0.010243458591395315,0.010069898598490399,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,deck in-sample,866,-0.0090765712449037,-0.03588545437635743,0.016704846078291098,0.026295150227324263,-0.009132104683423068,0.013440966627258551,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,unseen,413,-0.009505702252188745,-0.039034403528198966,0.020985964918766784,0.030010184223482873,-0.009302451989029962,0.015078982688040435,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,all,1279,-0.009215141304331946,-0.03057881050280154,0.011514871036231483,0.02104684076951651,-0.008903393698162858,0.010481866450494516,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,deck in-sample,866,0.012872628247208537,-0.012034604812743174,0.035562025650040484,0.02379831523139183,0.013104049571327952,0.012333829042557117,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,unseen,413,0.02512235195627545,-0.009219473387608855,0.05925655629615932,0.03423801484188409,0.0245116848501927,0.017789000181187207,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,all,1279,0.016828168428478778,-0.00352513177166167,0.03753819098757472,0.020531661379618198,0.016972958118705975,0.010369665048928015,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.023072221245433604,-0.05010991366828459,0.0010777136580369068,0.02559381366316075,-0.02249071770693629,0.012890950144075111,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,unseen,413,0.0007338891787329334,-0.017954546611492067,0.019850481445372596,0.01890251402843233,0.0005701622748401434,0.009958512963744342,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,all,1279,-0.015385025307059258,-0.03499364387688217,0.002224913566341061,0.018609278721611614,-0.015484003138180515,0.009436835820083218,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,deck in-sample,866,-0.4915669196739634,-0.856173216219012,-0.13998187360263029,0.35809567130819087,-0.49079964474951876,0.18088902249104488,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,unseen,413,0.5563385098719952,-0.06367033179157987,1.2035997914173184,0.6336350616044492,0.5601926668779397,0.3310650875242905,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,all,1279,-0.15318932592691023,-0.48898039811049665,0.20094393398112984,0.34496216604581326,-0.1580901131965795,0.17146625482082944,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,deck in-sample,866,-0.12218940190916755,-0.42747005515651,0.1722332901098138,0.2998516726331619,-0.12512019135170455,0.15538981705677793,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,unseen,413,-0.10546032224438542,-0.6116852843633408,0.34531880078320437,0.47850204257327256,-0.10618732888234561,0.24643490923719677,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,all,1279,-0.11678743951545767,-0.38449252078985346,0.13933205185236222,0.26191228632110786,-0.11478922497142997,0.13186752992935724,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,deck in-sample,866,0.18768314140256964,-0.10052539965061193,0.4672413978900816,0.2838833987703468,0.1890066334324603,0.14292414766111572,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,unseen,413,0.5440284045035949,0.04540679618846705,1.0461529272918038,0.5003730655516684,0.534115148343127,0.2625969246904133,True,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,all,1279,0.30275006373308055,0.046235081014420455,0.5596849863130934,0.2567249526493365,0.30264932374174713,0.1311985178549756,True,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.36291073598946255,-0.6978151150882037,-0.024951992648928917,0.3364315612196374,-0.3563446805467645,0.17232919373448624,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,0.06807909324107005,-0.37804682348488744,0.6137781135249615,0.49591246850492443,0.06602648352618302,0.2576268209796482,False,2000,21,0
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.2237404471136142,-0.5123328632877864,0.07407088368527048,0.29320187348652843,-0.22480223691707035,0.14583034360469832,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,deck in-sample,866,-0.015730604674211047,-0.04711001196762193,0.01734002519105662,0.03222501857933927,-0.015698076185776892,0.016311154782490265,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,unseen,413,0.00984467405431636,-0.03279171606300677,0.0556807273118512,0.04423622168742898,0.009949737108334468,0.022414666911357052,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,all,1279,-0.007472129213005565,-0.033159841523938076,0.017879592989429947,0.02551971725668401,-0.008050679582963498,0.013161884117661806,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,deck in-sample,866,0.002645796608630167,-0.032795304589073516,0.0365533034314765,0.034674304010275006,0.0022658242821323167,0.017593255122587848,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,unseen,413,-0.028521620095983437,-0.053519323598443226,-0.0024413307885876923,0.025538996404927766,-0.028083284711816037,0.013011401683188437,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,all,1279,-0.007418427862836152,-0.03203123158810797,0.017138835022253204,0.02458503330518059,-0.007469908569144118,0.01249835957006177,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,deck in-sample,866,0.003287505241119102,-0.037406877589450105,0.042115449668715096,0.0397611636290826,0.002807597478717978,0.02039353269099601,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,unseen,413,0.004288313989228006,-0.0616435520624663,0.06856098804404684,0.06510227005325657,0.00372915208299974,0.03448741513176999,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,all,1279,0.0036106749150588823,-0.030856793114437866,0.03712073033754334,0.0339887617259906,0.0035826923623613984,0.016921903784526567,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.003962949725907917,-0.03488637590950107,0.026331154579123085,0.030608765244312077,-0.003674737655255549,0.01597583427415832,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,unseen,413,-0.011178699363841173,-0.0472581116476643,0.02669749181814299,0.036977801732903645,-0.010980269445359923,0.018615080570763762,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,all,1279,-0.006292976778657278,-0.029912692017505897,0.017173006183675527,0.023542849100590714,-0.006786780960212388,0.01227782535886539,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,deck in-sample,866,-0.5344412084286921,-0.9973058693220141,-0.10472679161381221,0.44628953885410094,-0.541130820684007,0.22901445651522476,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,unseen,413,0.13245655904592604,-0.8199891520808392,1.1949618116795575,1.0074754818801983,0.13620851158218295,0.5044007364654509,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,all,1279,-0.31909423581960905,-0.7457462556564369,0.10583735115743975,0.42579180340693834,-0.32938701432838036,0.22055280879457478,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,deck in-sample,866,0.19266280937704938,-0.2762489577592562,0.685477723455254,0.4808633406072551,0.18256608580877792,0.24182083534490756,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,unseen,413,-0.5123505692184228,-1.0492153047677075,-0.04284959823090442,0.5031828532684015,-0.5099115736481502,0.2591104351356521,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,all,1279,-0.034992018894983545,-0.40220390615509916,0.3331461732760225,0.3676750397155608,-0.03886751355444312,0.18342185379891113,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,deck in-sample,866,0.4182720825165597,-0.07359773228197579,0.9120855594331629,0.49284164585756934,0.4098134712857827,0.2563282687148847,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,unseen,413,0.4127467913835009,-0.3480499583880618,1.2734164682783309,0.8107332133331964,0.40472624076932084,0.42219195489820105,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,all,1279,0.41648791892160003,-0.003538759718728825,0.8649547286867253,0.4342467442027271,0.4119438251791138,0.22005989127844303,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.1934962655412076,-0.5633164457121844,0.1763290097145928,0.36982272771338864,-0.19274416938537584,0.1911443032649819,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.3375597790633637,-1.0710299396830794,0.41623107967523054,0.7436305096791549,-0.3335644809599811,0.3877551226654375,False,2000,21,0
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.24001560180754886,-0.5908859775988139,0.09451703488819986,0.34270150624350687,-0.24662649027541064,0.17543551495023355,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,deck in-sample,866,-0.017462365673710074,-0.037866750163551184,0.0030324841496127027,0.020449617156581945,-0.01736314203942887,0.010308901811818656,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,unseen,413,0.012262218198595012,-0.021027885507333116,0.048575660637454096,0.034801773072393606,0.012535902454296378,0.01737914893130606,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,all,1279,-0.00786404422002595,-0.025202164432038748,0.010811973545999477,0.01800706898901911,-0.008177520685433549,0.00914940487057544,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,deck in-sample,866,-0.000698332890997833,-0.023631548546356164,0.021587024805438212,0.022609286675897188,-0.0009564691011830265,0.011380722820546326,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,unseen,413,-0.02056755215178167,-0.04359629812052159,0.0030398268084462035,0.023318062464483896,-0.020114837196889317,0.01226846737415113,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,all,1279,-0.00711427312141513,-0.023286227478732813,0.010068873009738364,0.01667755024423559,-0.006837455792201092,0.008629671130637838,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,deck in-sample,866,0.021250866601114412,-0.0021716659886222463,0.044479143300415885,0.023325404644519064,0.021279685153567995,0.01189046667872399,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,unseen,413,0.01406050205668253,-0.022837515771750517,0.0494867361592258,0.03616212596548816,0.013699299642333348,0.01863491262330485,False,2000,21,0
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,all,1279,0.018929036611395594,-0.0004201181494649741,0.03937325370964988,0.019896685929557425,0.019038896024667743,0.010051936246445074,False,2000,21,0
