,2020,2021,2022,2023,2024H1,2024H2,2025,deck in-sample,unseen,all
10:00,1.1657300887843174,1.0439340434638922,1.0968187199221335,1.164630485000105,1.0828225068586153,1.0601280541421871,0.8567708210297724,1.1285272970057967,0.9045440090758481,1.0713756382623563
10:30,1.0600178180586797,1.0557126676399275,1.1037463587082854,1.1581769284164933,1.0831500358702044,1.0626773611949485,0.829470536596881,1.088865742771054,0.882443558168474,1.0363029545825095
11:00,1.0434298353136957,1.1001031396758798,1.077192288777136,1.1946251329776816,1.0802904304364422,1.0323026555024661,0.7678770021992772,1.0804709090812306,0.8262238343161572,1.0142008827254347
11:30,1.0520008307819197,1.088114962434582,1.1000165551823609,1.1899096370125977,1.0316616207269385,1.030883657401427,0.7968537531165403,1.0886139670146344,0.8489732863172009,1.0266452912163935
12:00,0.9816249710625632,1.1472098432317197,1.081168343500247,1.1745902965286599,1.0118687902315386,1.0417288980160337,0.7743229223629658,1.0524145822667361,0.8325789846463144,0.9965070266687746
12:30,1.0019865909755925,1.137374501141097,1.1094652838552304,1.145875290611899,1.029819461009151,1.0323930464951103,0.7713889981896427,1.06654637770517,0.827415058322804,1.0055166980152797
13:00,0.9792608957901738,1.1106434736285624,1.1006725493984408,1.158137945643381,1.0571214770449011,1.0727625049999059,0.7744463731513267,1.054435840493715,0.8378466736261262,1.0002979553960365
13:30,0.9358435714576677,1.0793056930377005,1.1254558676323674,1.2410671175440193,1.0603189627775405,1.0206829217627165,1.0468176801862643,1.0487847084901532,1.0398668071740351,1.0469254475163263
14:00,0.8702779067074066,1.133978614209979,1.2103168008231058,1.2242130665996838,1.0288494902843885,1.012135651295787,1.1027337564184674,1.0422255926640591,1.0762216484778209,1.04859551842466
14:30,0.8262579551956386,1.0714066648675176,1.1789849306092166,1.2289771840176515,1.0585611913740416,0.9438750649847027,1.0821349688814879,0.9969183981551873,1.040524185837057,1.004609148075166
15:00,0.8248805160029515,1.005477554564804,1.2298078236013459,1.1717989822184889,0.9539725147379796,0.8376335356625246,1.0265118533862143,0.9767338602518155,0.9693638015642912,0.9754763072250818
