,quarter,pick_E1 ratio of sums | expanding,score_E1 ratio of sums | expanding,pick_E1 ratio of sums | rolling 126,score_E1 ratio of sums | rolling 126,pick_E1 ratio of sums | rolling 252,score_E1 ratio of sums | rolling 252,pick_E1 ratio of sums | ewma hl 63,score_E1 ratio of sums | ewma hl 63,pick_E2 relative ratio of sums | rolling 126,score_E2 relative ratio of sums | rolling 126,pick_E2 relative ratio of sums | rolling 252,score_E2 relative ratio of sums | rolling 252,pick_E2 relative ratio of sums | ewma hl 63,score_E2 relative ratio of sums | ewma hl 63,p26_pick_rolling 252,E1_expanding_score_10:00,E1_expanding_score_10:30,E1_expanding_score_11:00,E1_expanding_score_11:30,E1_expanding_score_12:00,E1_expanding_score_12:30,E1_expanding_score_13:00,E1_expanding_score_13:30,E1_expanding_score_14:00,E1_expanding_score_14:30,E1_expanding_score_15:00,I_10:00,R_10:00,I_10:30,R_10:30,I_11:00,R_11:00,I_11:30,R_11:30,I_12:00,R_12:00,I_12:30,R_12:30,I_13:00,R_13:00,I_13:30,R_13:30,I_14:00,R_14:00,I_14:30,R_14:30,I_15:00,R_15:00
2020-03-06,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005711020721450657,0.0006606419434764484,0.0004079779849321796,0.0005497768990753813,0.00042491080405770613,0.0005453100520113644,0.00040213734855478275,0.0005005612228141476,0.0003024120103981433,0.0005000779567814686,0.0002726081297490688,0.00046527541602398243,0.00027659140770707884,0.00044230353169731694,0.00021808613958415826,0.00043094755274546295,0.0002234689430456807,0.0003860112494469413,0.0001718775110904628,0.0003857064472510748,0.0001620256570118726,0.00031955810929674354
2020-03-09,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013840397219838266,0.0005540666053569137,0.0009510592231330567,0.0005435376928847745,0.001014279900022336,0.00047992621485279055,0.0007488897417798874,0.0003999189103303062,0.0006752093645937134,0.0003607184190707542,0.0005981380677817747,0.00032367191279149385,0.0005058201232925806,0.0002994540387043737,0.0004190848904818024,0.00028542597402745327,0.00044591975983209885,0.00018250031506643517,0.00042280188464889027,0.00017475812023830565,0.00039401106342695807,0.000142575023800876
2020-03-11,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008261623299831243,0.00024099949326635548,0.0007320015570468181,0.00020838145925796575,0.0006063294916502452,0.0002059517764552553,0.0006542087968440253,0.00016480196931863521,0.0005734169844324349,0.00014512398108773692,0.0005476151926433763,0.00014345443926307773,0.0005251578957006359,0.00010261920760948833,0.0005045565915963949,0.000102619155093989,0.0004382335828814159,9.916416993312245e-05,0.0003849175175861294,3.9933980153876436e-05,0.00029394474162165295,3.9701125726676674e-05
2020-03-13,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002022675311627979,0.0033678260013895755,0.0014773623614411093,0.0032532727698622067,0.0015783397890394514,0.0028825236266847216,0.0016143259420557906,0.0028417690344677508,0.0014569809694220523,0.002841434451526132,0.0014777162420681691,0.002834789127752246,0.0010984678495248755,0.0026792768825711927,0.0007913235243019646,0.0025143212824586475,0.0006951493759224514,0.0025083292160032137,0.0007643742689743616,0.0023128216746941604,0.0007317615861250407,0.0022890831028226717
2020-03-16,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032822585428965824,0.002210686209114553,0.0025569966603859176,0.002209967191650649,0.002349999726642327,0.001832904093119498,0.0022718700072065358,0.0013983320917619621,0.0021107320872678324,0.0013343201965921475,0.002083898813943839,0.0012365338107165774,0.0016652815808393558,0.0011358203198617055,0.0012771446610947716,0.0011346581403779627,0.0009041991157877168,0.001077399056933911,0.0007154674423995793,0.001065780328107956,0.0007065991823284183,0.0009619174108224936
2020-03-18,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021387811138946725,0.002925458702341254,0.001812570392130493,0.0028994709048848176,0.0016668007142751017,0.0026696604304973356,0.00139719162487078,0.0026027193855812825,0.0012095523134029056,0.00248197347160902,0.0011824811406858904,0.002410320391244221,0.0011957841410015979,0.002220817961423435,0.0012804994211545653,0.0020701757871171107,0.0011223358387186441,0.002050623820493059,0.000910160941415888,0.0019548940455770478,0.0008994424187012837,0.0014075001123301074
2020-03-20,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014221451471008537,0.001561096285112338,0.0009828220969531902,0.0014407854453030655,0.0007647826100587746,0.0013502282621820573,0.0008788685626734166,0.0009109206782744455,0.0008225723258939459,0.0009101171979600628,0.0008690715807775361,0.0006706178942128948,0.0007164287870452034,0.0005749878779581163,0.0006207601822154407,0.000573878231007329,0.0004940414820320977,0.0005711039997022242,0.0004752090246646593,0.0004264392387672143,0.0005045187461099036,0.0003057654925725915
2020-03-23,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022557247122306514,0.0014307467045635573,0.001957596505666598,0.0014229576860753448,0.0015273403045136479,0.0012160520130069514,0.001541866162308259,0.0010502427677531892,0.0014133666359355595,0.0010494099458380113,0.0013012952233234535,0.0009463061411200588,0.0014258424546564853,0.0005128691263431628,0.0014493409414611223,0.0004466153723440378,0.0012462893696043246,0.0003136653328699731,0.0009223473480352404,0.0003017719428487775,0.0007084222960865699,0.0002525362771111957
2020-03-25,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014508298596491733,0.0013370562769258977,0.0013700319425618626,0.0013348050625529842,0.0011846093005766418,0.0011689434522446952,0.0009864873370923498,0.0011688758915296802,0.0008314649773497388,0.0011661368286763436,0.0008180363647563869,0.0009127124185432884,0.0007112324978593412,0.0008972710067249891,0.0006174177706829335,0.0007675238384108272,0.000510774300800735,0.0007659454820159846,0.00044843287545536474,0.0007638690764576302,0.00034171609413087,0.0007552100577890233
2020-03-27,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009914108618294323,0.0009285018173464481,0.0008624731545873017,0.0009278046622508382,0.0007624065792612904,0.0009270401533239213,0.0007083250228429042,0.0009012252821890196,0.0006299538339800907,0.0008578015527567062,0.0006223864559964083,0.0008518224091795243,0.0006064998428145063,0.0008068453801188932,0.00047600142910265503,0.0007915248545186729,0.0004655092473867468,0.0007527370007529255,0.0003629001818026973,0.0007472083051696287,0.00029569456244473254,0.0007219417710644066
2020-03-30,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006250091369234173,0.0002195569754450301,0.0006021618075717444,0.00018713822909305038,0.0004858118796355864,0.00018644271859588187,0.00042604163596026855,8.993775406838795e-05,0.0003423611628260345,8.72579481415501e-05,0.00030687366206063466,7.924647388019796e-05,0.00028097741522196165,7.698996497301373e-05,0.0002576038205206953,7.41980561531074e-05,0.00021033883380417473,6.659218681031647e-05,0.00016738844802987766,6.495375038477762e-05,0.0001557957374604441,5.477176365636804e-05
2020-03-31,2020Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004905046989996854,0.00041478195577829134,0.0004205377252610825,0.0002977564415368266,0.00037231646965328147,0.00029729230278179784,0.00034700927774739654,0.00028143571610628263,0.00032422837203422263,0.0002800070178675056,0.00033469627121114924,0.00021895541620404137,0.0003013303954540074,0.000201293921588514,0.0002730911425924967,0.00019237614971439907,0.0002168554175559549,0.0001604603166217785,0.00018864668548636003,0.00015924090251516753,0.00015705631481856478,0.00015921110795249143
2020-04-01,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005777278543420756,0.00018217504839889166,0.0004445247528241584,0.00017876190527304762,0.0003801250254638692,0.00016949716005989002,0.0003687988945271362,0.00015996327676834427,0.0003444994768197537,0.00015218589302738806,0.0003156886787332989,0.00011935636757162135,0.0002786457526943729,0.00010137806065842817,0.0002395388519822161,9.069556521753766e-05,0.0002008364330191681,7.878745471975498e-05,0.00017430181708018698,7.10512356081243e-05,0.0001517569353868971,3.602032745474352e-05
2020-04-03,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043572151045664177,0.00014869183774582646,0.00038516054940105065,0.00010510626869925093,0.0003312073039212968,9.925955424373774e-05,0.000308756922916301,7.979144326388451e-05,0.00026683423784344473,7.780486942964568e-05,0.0002626691023083026,5.5098687467507115e-05,0.00021188002723281248,5.033797640152079e-05,0.00018798643659362888,3.9092376770127316e-05,0.00017879292881704096,3.21062790765306e-05,0.00014188838929753787,2.229619440566671e-05,0.00013186902090823842,1.0817072681597704e-05
2020-04-06,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00031360277936646726,0.0001883665521885904,0.0002704017392550591,0.00018831349163519006,0.00022968032256584297,0.00018542847669830178,0.00018078609094622362,0.0001721264009094816,0.00013848041142008953,0.00016685175133395705,0.00015374643839184885,0.00014089202702650535,0.00013646044549710145,0.00014038645413342137,0.00011893691711854044,0.00013881088826386552,0.00010201896592634875,0.00012935914363898344,8.417743623435535e-05,0.00011056792879871939,5.8440711268755193e-05,0.00010280854634332889
2020-04-08,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003396938648641583,0.00019904092839876348,0.0002977453676421136,0.00017497054257192244,0.00023907396960252465,0.00015779560719105404,0.00023583257640354008,0.00011874687937756669,0.00019535677827014865,0.000117807894487868,0.0001761833204456501,0.00011757170196437751,0.00015768171792510149,0.00011395756635755843,0.0001478867449784135,0.00011390731810672016,0.00015035527196743595,9.777145712683352e-05,0.00013432708049875372,1.5747340922781545e-05,9.663291957067303e-05,3.0596877812167872e-06
2020-04-09,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038892411750698035,0.00018460850559230558,0.00032510605122811347,0.00015755833657298717,0.00027430331686638696,0.0001565071789166221,0.0002653813911160902,0.0001468504352202025,0.00023098278496959154,0.00013635556094253329,0.00020257766767380975,0.00013635372959676386,0.00018573532089510717,0.00011903888196379907,0.00017924474904897276,0.00011819173102727288,0.0001640549985551056,0.00010555584933683402,0.0001606947595571761,5.4928697421904956e-05,0.0001640065426205595,3.328097362666892e-05
2020-04-13,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002930228981980925,8.178471633842701e-05,0.0002455190438257924,7.447834355062384e-05,0.00023001933482901397,6.691236719367707e-05,0.00018340083266727564,5.74330481351081e-05,0.00014912870691509374,5.737338109665983e-05,0.00012888404898057674,5.253495503249267e-05,0.00011924436244936279,4.08521178288343e-05,0.00010685673247180621,3.896580942866157e-05,9.401803681364417e-05,2.04733989574487e-05,8.228758112346969e-05,1.6645916954821705e-05,6.175839445448405e-05,1.0220402314906311e-05
2020-04-15,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024882047964044386,0.00011142409544648078,0.00023072732878864362,8.724122835196078e-05,0.00020138220610325212,7.997198741252908e-05,0.00016620068207267384,7.869761978789983e-05,0.00014696001333631,7.743686296973546e-05,0.0001373017492912144,7.09487779056222e-05,0.00013481298803893381,6.741740279007649e-05,0.00011261255387646406,6.534030664739908e-05,9.102035584642721e-05,6.057775463796205e-05,7.484247630821134e-05,3.073153185037815e-05,5.981040113227345e-05,2.5112361296901596e-05
2020-04-17,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00019279323920130503,0.0001371621511721002,0.00019550340014818285,0.00010714406545136052,0.00017244434562663523,0.00010413609601662272,0.00016839435862759126,9.790585504244263e-05,0.00013560767876027077,8.949092576324253e-05,0.0001283380264513501,8.923750481380091e-05,0.00011063313626183585,7.722408459573511e-05,9.37616365505222e-05,7.602411683959787e-05,8.223924632232286e-05,7.595471361859725e-05,6.743394971397114e-05,7.16081369693383e-05,5.5079626917197834e-05,7.144441771814083e-05
2020-04-20,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020770389995996484,0.00013137413846089498,0.0001507428958854136,0.00012910590217515998,0.0001306338015885192,0.00010345685301628191,0.00010869658628503744,0.00010302909767340756,9.882013473224493e-05,9.881194710175447e-05,9.029532476798165e-05,9.398524261757841e-05,8.110161137207327e-05,9.387019255714042e-05,8.235255692312483e-05,8.514066890598652e-05,7.184928774239599e-05,8.437318451660322e-05,8.108821471685117e-05,2.3212480391844106e-05,6.615810746597125e-05,1.2859444039691325e-05
2020-04-22,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00019081778698719088,2.758270728852701e-05,0.0001618966154872736,2.7491675632542905e-05,0.00014600559487529176,2.7197322165766602e-05,0.00012622490196335733,2.176955303333295e-05,0.00010617147600456298,1.9663778346105597e-05,9.203212804833077e-05,1.9275909967658385e-05,8.71738274210557e-05,1.834860174505593e-05,7.659941889413963e-05,1.3348884023633647e-05,6.209565272456814e-05,1.3275138620812555e-05,4.9606963844347866e-05,1.3275138620812555e-05,3.87143973599656e-05,6.190860694204946e-06
2020-04-24,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001572863571730074,4.131368790541178e-05,0.00011846885997322496,3.771239496683465e-05,9.59695896459404e-05,3.757719541518189e-05,9.197988953876912e-05,3.522916183252341e-05,7.851723334137263e-05,3.473866294000097e-05,6.160458377626084e-05,2.9907703873265886e-05,5.845769148821951e-05,2.918864922856732e-05,4.6727345624982486e-05,2.904348788415995e-05,4.575232571459386e-05,1.0902967388394134e-05,3.8409408809026356e-05,1.0733987647136953e-05,3.1779623500965534e-05,5.8875082419645085e-06
2020-04-27,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57818305354779e-05,2.3760517018960877e-05,6.431220437718326e-05,2.253454576660711e-05,5.592175262012231e-05,2.2222342116312745e-05,5.8536269634612276e-05,1.1883475205011276e-05,4.7709238270517635e-05,1.0872078806825896e-05,4.205065284584364e-05,1.0322722485578432e-05,3.6275390433482075e-05,8.882163258711899e-06,3.173664246385135e-05,5.76961372063455e-06,3.14144340867059e-05,5.763197612833495e-06,2.3717849361999543e-05,4.345969258405019e-06,1.975277213260636e-05,1.0161819319890765e-06
2020-04-29,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010545226921183714,4.7608643569092057e-05,9.622997735302233e-05,4.735290273616263e-05,7.787787071380051e-05,4.616669471870759e-05,7.922907994939038e-05,4.414478990369927e-05,7.339158403816291e-05,4.4102983533237227e-05,7.112027780595246e-05,3.79330234883718e-05,6.149968628971244e-05,3.67810668732027e-05,5.240060939760229e-05,3.66658615301895e-05,4.063934239863465e-05,3.471787458060881e-05,3.960937101030226e-05,3.415329007128331e-05,2.4268763732680903e-05,3.0256619028086064e-05
2020-04-30,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,8.990078399607924e-05,7.29679041474214e-05,7.581222902926743e-05,6.654023296025224e-05,7.78720267277078e-05,5.505711571548926e-05,7.571860654855283e-05,5.4650088745578134e-05,7.876684720760936e-05,3.71140318309841e-05,7.824962228245598e-05,3.4498869867436525e-05,5.456957138368314e-05,2.684116986650235e-05,4.9607156978568715e-05,2.6563779880082113e-05,4.43362449392967e-05,2.2704419421469145e-05,3.512610284315607e-05,1.9733999880391044e-05,3.335779591837653e-05,1.7746959051560883e-05
2020-05-01,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011879160951853327,4.835623728870972e-05,9.791970739341692e-05,4.822621706063406e-05,0.00010259515197992874,3.0064020019672598e-05,8.971785156391215e-05,1.1199014567894631e-05,7.45894770998704e-05,9.905137185607242e-06,7.09465643561844e-05,9.888045707474815e-06,6.0770632941135494e-05,9.518185815607727e-06,5.141807799888713e-05,8.950121437643935e-06,4.178598202396273e-05,1.4261536135266747e-06,3.422809610878258e-05,1.1267045310191838e-06
2020-05-04,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00013708344689065065,4.704868173697997e-05,0.00010802722572031007,4.336822523827029e-05,9.094840807442448e-05,4.0947768085910405e-05,7.481890480053602e-05,4.0126752084179604e-05,6.561800208363911e-05,3.765518535337935e-05,5.6689917294532066e-05,3.519137154410616e-05,5.2360378850540966e-05,2.7582988837354817e-05,4.572279717574127e-05,2.662187449701505e-05,3.4875596827532776e-05,2.1347309604448863e-05,2.8604861949544792e-05,2.126071418540001e-05,2.449163842756229e-05,1.0007236149237291e-05
2020-05-06,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010504623320285336,7.404246224423648e-05,8.887194440383305e-05,7.393747641326578e-05,7.436882607894917e-05,6.786880063078508e-05,7.434633157300279e-05,6.000119718704485e-05,6.920284603975763e-05,5.891432924985235e-05,5.8872384902914427e-05,5.6770734940683995e-05,5.0669505461723135e-05,5.668099337857762e-05,4.7361957719177804e-05,5.6537006866388986e-05,3.638775356455378e-05,5.5305098632468295e-05,3.04433753866388e-05,4.3000930222319964e-05,2.4690812709683428e-05,4.2428040907085514e-05
2020-05-08,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,8.053910215073172e-05,2.0418870766268288e-05,6.209587670443112e-05,1.9604049533541237e-05,5.500496473211846e-05,1.8832083347612132e-05,5.203172253704717e-05,1.396874080844728e-05,4.250002883469128e-05,1.3163702936605146e-05,3.8922979640329135e-05,1.3086800775837373e-05,3.4165805116496146e-05,1.2181669347296432e-05,3.071320601343718e-05,9.636903010061925e-06,2.7430074593390638e-05,7.992973983229724e-06,2.5772390271288044e-05,5.655767403483285e-06,2.173669550183893e-05,5.51390175713548e-06
2020-05-11,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.285678740579288e-05,4.116910039984285e-05,4.956279728332608e-05,3.8987698806687576e-05,4.6047430909631045e-05,3.896055220326511e-05,3.729791010656823e-05,3.0330124256725524e-05,3.266707220395942e-05,2.988493374166932e-05,3.078157321971325e-05,2.2039544784023e-05,2.7966820159241604e-05,2.1358606573375137e-05,2.3082386971943208e-05,1.638605277961919e-05,1.971622783284509e-05,1.5432498399426456e-05,1.6273751782339636e-05,1.2425218051067227e-05,1.4531974241265918e-05,7.583345023473252e-06
2020-05-13,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001206916657421388,0.000191250485210955,9.098722720716395e-05,0.0001649832716611516,9.839632707594928e-05,0.00013725857814411547,8.535932186133124e-05,0.00012922213298357797,9.721414248013101e-05,7.424300884694316e-05,9.222942616633269e-05,6.74404664994075e-05,6.769580503019003e-05,6.270670780677596e-05,6.547747666680997e-05,6.161163971490956e-05,6.012997046137497e-05,5.6293553195562334e-05,4.726898380164398e-05,5.622609972457682e-05,4.2346723448665704e-05,4.315982986332436e-05
2020-05-15,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017064440696639473,8.274473798672516e-05,0.00015807994822011196,8.224966262284039e-05,0.00014083991819660696,6.480973166902285e-05,0.00012204377957524348,6.480613081417883e-05,0.00010355717740805262,6.447504252128602e-05,9.163775398051308e-05,5.008155670241657e-05,7.383511374328843e-05,4.9957894042772835e-05,6.252338458353625e-05,4.2718573736741384e-05,5.567587749999015e-05,4.2484405207407994e-05,4.404957762595323e-05,3.3608760442580454e-05,3.60221935691772e-05,1.4769420160214421e-05
2020-05-18,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89186318173741e-05,3.681654045061781e-05,6.615151401794377e-05,3.671181940711528e-05,5.061436934459737e-05,2.172021795295494e-05,4.8480268591834066e-05,1.6028523291829736e-05,4.0089206569943614e-05,1.568146293125291e-05,3.714634397862355e-05,1.5631501309979e-05,3.277105377473994e-05,1.5255306300114374e-05,2.8595681481048147e-05,4.962936753526736e-06,2.4684992338119936e-05,4.621080223486338e-06,2.0805225091203074e-05,4.538509087953525e-06,1.7105724893858196e-05,4.538097078358578e-06
2020-05-20,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.401092283439062e-05,3.263970740202822e-05,5.870164029583364e-05,2.75998918409281e-05,4.976655414775504e-05,2.71742356890166e-05,4.181639311456944e-05,2.2180141227220542e-05,3.603335991732299e-05,2.1861883904573608e-05,3.639494612286092e-05,1.606526475281053e-05,3.246535801710611e-05,1.6060268418177495e-05,3.226899863902397e-05,1.047804835995226e-05,2.712706420299903e-05,9.1243666527565e-06,2.2991608652093146e-05,8.325943372406138e-06,1.4655811956403528e-05,2.231751855043445e-07
2020-05-22,2020Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,7.455222587235294e-05,2.5980285580356528e-05,6.35163218151715e-05,2.598027401836417e-05,6.515221791003667e-05,1.7539844979874867e-05,5.311684251261546e-05,1.6820836770674464e-05,4.104681541937119e-05,1.592617627917359e-05,3.7739372307514176e-05,1.5888599595566747e-05,3.3115963163324884e-05,1.3966998335602624e-05,2.9362366637348192e-05,1.327559726223255e-05,2.1675127476312128e-05,1.3223917540158691e-05,1.764129059814996e-05,1.1590907705783133e-05,1.3401918538511744e-05,1.147612041303063e-05
2020-05-26,2020Q2,10:30,1.042300622341878,10:30,1.042300622341878,10:30,1.042300622341878,10:30,1.0596139104186983,10:30,1.0,10:30,1.0,14:30,1.0235239088667243,11:00,,1.042300622341878,1.0137990722490042,1.035786031192846,0.9613052661256024,0.9919255923837851,0.9691765273597205,0.9159764341222624,0.8414632747739873,0.7789548307210991,0.7860946595325764,5.1100667579818704e-05,4.692547190281295e-05,3.981046441582185e-05,4.379263565625966e-05,3.2065187720883745e-05,4.378730889358232e-05,3.448717168269495e-05,4.14132253876284e-05,3.412787709377558e-05,3.9183543570688895e-05,2.835677646994739e-05,3.9169984693456315e-05,1.8898179466502136e-05,3.420774803907248e-05,1.633154285082222e-05,3.214268063142387e-05,1.5091190947108467e-05,3.115830680299764e-05,1.3261731633790648e-05,3.1076805992759166e-05,1.1461592160677849e-05,3.0586072272747786e-05
2020-05-27,2020Q2,10:00,1.205132009235226,10:00,1.205132009235226,10:00,1.205132009235226,10:00,1.2214031722048198,10:00,1.0,10:00,1.0,14:30,1.0229139735397705,10:00,1.205132009235226,1.0420063694371198,1.0131088684716427,1.0352616026737842,0.9610761550942563,0.991189928987081,0.9680746327316532,0.9148984474157126,0.8404851437181267,0.7779095689896175,0.7847268417622683,7.823270179611203e-05,9.159226188509635e-05,6.230991520692692e-05,9.159008646189154e-05,8.14211752287497e-05,5.310382838402377e-05,5.405014520144331e-05,4.312757105086626e-05,4.766008393080829e-05,3.887899700160749e-05,3.879855185398654e-05,3.845143442681351e-05,3.1523807444292054e-05,3.6368931820155516e-05,3.1421828268276044e-05,3.631145496898802e-05,2.7817378708163016e-05,3.617977350976439e-05,2.2154392398774564e-05,2.808580283548674e-05,1.4449782792804322e-05,2.4950634339137424e-05
2020-05-29,2020Q2,10:00,1.2035884310385905,10:00,1.2035884310385905,10:00,1.2035884310385905,10:00,1.219128362579914,10:00,1.0,10:00,1.0,14:30,1.0228418658699217,10:00,1.2035884310385905,1.040343357365267,1.0146509109143007,1.035846440745079,0.9617408426415531,0.9912378685804759,0.9677906629947499,0.9147509289374807,0.8402580927866257,0.7779387292801417,0.7841706924770501,0.000108076155333965,6.110588644028238e-05,9.409405370153212e-05,5.5401819485832634e-05,9.008344186068084e-05,5.289522523063357e-05,7.653544702988023e-05,5.171664115140481e-05,5.800897102279571e-05,5.0618436484950514e-05,7.232765253114922e-05,4.7456466327069544e-05,7.46580155259062e-05,4.411502792098655e-05,6.978993038915143e-05,4.3411226097162295e-05,7.06082691822059e-05,4.263196754645865e-05,4.4366821874997206e-05,1.1174969938735764e-05,2.467141223292324e-05,6.2486536448514095e-06
2020-06-01,2020Q2,10:00,1.2052415181376581,10:00,1.2052415181376581,10:00,1.2052415181376581,10:00,1.221414810440389,10:00,1.0,10:00,1.0,14:30,1.024590406710618,10:00,1.2052415181376581,1.0421684404564906,1.0166778113660957,1.037270388215038,0.9623411148296465,0.9929994680367884,0.9702461298995659,0.9172080709814286,0.8432948876502941,0.7813326421467357,0.7863128282904753,8.676145622358137e-05,2.1387808360212894e-05,5.798649094967451e-05,1.4695414980616152e-05,4.743054426407818e-05,1.4651408685290582e-05,4.80020066538501e-05,1.1535952580642091e-05,3.875410890432915e-05,8.972259703593979e-06,3.280413097630285e-05,8.081490338115918e-06,2.578580659973952e-05,7.669631627567444e-06,1.9321500626373744e-05,4.5624310431051555e-06,1.819455044698985e-05,4.440189075941534e-06,1.3786364251052646e-05,2.9358612991893864e-06,1.2040441187053408e-05,1.0039516532009652e-06
2020-06-03,2020Q2,10:00,1.2081580906222031,10:00,1.2081580906222031,10:00,1.2081580906222031,10:00,1.2255831415000547,10:00,1.0,10:00,1.0,14:30,1.0251734370493868,10:00,1.2081580906222031,1.0443030453638253,1.0184873455561878,1.039503218936858,0.9642784267242073,0.9947247213553023,0.9716545149961912,0.9184441105403784,0.8445558734613603,0.7824257144683909,0.7875316895024684,4.1193305082100774e-05,1.6460981090992902e-05,3.803767684287714e-05,1.5027973441103209e-05,3.331080279704787e-05,1.498559883128337e-05,2.891939978776609e-05,1.077284184421629e-05,2.665118762439034e-05,1.0733255154870111e-05,2.192767191141167e-05,1.0403273558596853e-05,2.0596006009438445e-05,9.386365509351086e-06,1.6736614606465307e-05,8.108665081993686e-06,1.6287534230501113e-05,7.618775749293417e-06,1.4881126639247263e-05,3.269298738259621e-06,9.878620204292689e-06,3.113942036838763e-06
2020-06-05,2020Q2,10:00,1.209176245501698,10:00,1.209176245501698,10:00,1.209176245501698,10:00,1.2270423274689715,10:00,1.0,10:00,1.0,14:30,1.0258194508917124,10:00,1.209176245501698,1.0454199437243792,1.019490320306692,1.0406004959840138,0.9653262113580064,0.9955303452957062,0.9725349247866453,0.9192021500461585,0.845415123662041,0.7835974284581605,0.7883359335704855,5.567429186276678e-05,5.1975833712206486e-05,5.1567602266812894e-05,5.007576013725852e-05,3.7793033554871855e-05,3.808364437517138e-05,4.20420071851718e-05,1.7126104534070112e-05,4.0834781384808395e-05,1.6323593701457977e-05,3.233561372822679e-05,1.4372596598337851e-05,2.7994657034395556e-05,1.3712085236510765e-05,2.3527222834970576e-05,1.1117111596632609e-05,2.1661370042498493e-05,7.837680671316874e-06,1.8175458409024198e-05,7.578296517086652e-06,1.6698502152377973e-05,4.986399955404861e-06
2020-06-08,2020Q2,10:00,1.2088342832626608,10:00,1.2088342832626608,10:00,1.2088342832626608,10:00,1.2264756953075822,10:00,1.0,10:00,1.0,14:30,1.0264656937481678,11:00,1.2088342832626608,1.0453809220185901,1.0194330425591402,1.0420986356528739,0.9669363827345056,0.9967833320098194,0.9736583871383121,0.9202871786094998,0.8467254018875767,0.7847601258073613,0.7897178721254107,4.561717259055966e-05,4.4813931631534646e-05,4.448010590690334e-05,3.704005070557244e-05,3.144056853605339e-05,3.032321797582361e-05,2.6697905909105203e-05,2.861005803926997e-05,2.4766315612322457e-05,2.7799292146892333e-05,2.266403941656007e-05,2.6918108140959192e-05,1.8015703690476003e-05,2.61226054189233e-05,1.4022309150803026e-05,2.5430329920846978e-05,1.3942607548349093e-05,2.1402397248133584e-05,1.1405194692760564e-05,2.0516093388677808e-05,9.06295830124004e-06,2.0515851808535758e-05
2020-06-10,2020Q2,10:00,1.2084273214382681,10:00,1.2084273214382681,10:00,1.2084273214382681,10:00,1.2258169364419338,10:00,1.0,10:00,1.0,14:30,1.0261224053526736,11:00,1.2084273214382681,1.0456675543221914,1.0194622778513338,1.0419062021956356,0.9668008983966615,0.9964942115931831,0.9730909555835872,0.9195239373472334,0.8463618627665507,0.7843149016274027,0.7889468943927357,0.00013908346640753688,0.0001886283537988097,0.000146448899186816,0.00017306018973006965,0.00013701783257274812,0.00017184789351818035,0.0001244155591484089,0.00016260706858145843,0.00011851924356042025,0.00016253802667231523,0.00010775001229741698,0.00015900996492646446,0.0001065198144832492,0.00015893786320583328,0.00010384738460033262,0.00015879963577212973,9.845558886749232e-05,0.00015866825435285518,6.204322767025212e-05,0.00011529768581629562,4.417201069621079e-05,6.835644926677547e-05
