rule,estimator,window,year,n_sessions,frac_10:00,frac_10:30,frac_11:00,frac_11:30,frac_12:00,frac_12:30,frac_13:00,frac_13:30,frac_14:00,frac_14:30,frac_15:00,frac_flat,modal_clock
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2020,158,0.5949367088607594,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987341772151899,10:00
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2021,158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2022,219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2023,248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2024,249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | expanding,E1 ratio of sums,expanding,2025,247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2020,158,0.5949367088607594,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987341772151899,10:00
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2021,158,0.05063291139240506,0.26582278481012656,0.26582278481012656,0.06962025316455696,0.02531645569620253,0.08227848101265822,0.006329113924050633,0.0,0.13924050632911392,0.02531645569620253,0.06962025316455696,0.0,10:30
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2022,219,0.2237442922374429,0.0,0.0091324200913242,0.0,0.0228310502283105,0.0,0.0,0.0,0.6073059360730594,0.0,0.136986301369863,0.0,14:00
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2023,248,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.21774193548387097,0.0,0.3387096774193548,0.31451612903225806,0.0,14:30
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2024,249,0.2971887550200803,0.08433734939759036,0.008032128514056224,0.0,0.0,0.0,0.357429718875502,0.060240963855421686,0.0,0.0,0.1927710843373494,0.0,13:00
E1 ratio of sums | rolling 126,E1 ratio of sums,rolling 126,2025,247,0.10121457489878542,0.02834008097165992,0.0,0.0,0.0,0.012145748987854251,0.10526315789473684,0.05263157894736842,0.5141700404858299,0.048582995951417005,0.13765182186234817,0.0,14:00
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2020,158,0.5949367088607594,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987341772151899,10:00
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2021,158,0.8037974683544303,0.02531645569620253,0.13924050632911392,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.02531645569620253,0.0,10:00
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2022,219,0.0,0.2100456621004566,0.0639269406392694,0.0,0.0,0.0,0.0,0.0,0.726027397260274,0.0,0.0,0.0,14:00
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2023,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13306451612903225,0.3548387096774194,0.1774193548387097,0.3346774193548387,0.0,14:00
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2024,249,0.12449799196787148,0.25301204819277107,0.004016064257028112,0.0,0.0,0.0,0.0963855421686747,0.40160642570281124,0.0,0.12048192771084337,0.0,0.0,13:30
E1 ratio of sums | rolling 252,E1 ratio of sums,rolling 252,2025,247,0.11740890688259109,0.032388663967611336,0.0,0.0,0.0,0.0,0.11740890688259109,0.004048582995951417,0.7246963562753036,0.004048582995951417,0.0,0.0,14:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2020,158,0.5949367088607594,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987341772151899,10:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2021,158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2022,219,0.2968036529680365,0.0045662100456621,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.4840182648401826,0.0,0.1872146118721461,0.0,14:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2023,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020161290322580645,0.4475806451612903,0.2862903225806452,0.24596774193548387,0.0,14:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2024,249,0.26104417670682734,0.14859437751004015,0.0,0.0,0.0,0.0,0.3333333333333333,0.08032128514056225,0.04417670682730924,0.028112449799196786,0.10441767068273092,0.0,13:00
E1 ratio of sums | ewma hl 63,E1 ratio of sums,ewma hl 63,2025,247,0.13765182186234817,0.12550607287449392,0.0,0.0,0.0,0.0,0.0,0.0,0.708502024291498,0.02834008097165992,0.0,0.0,14:00
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2020,158,0.46835443037974683,0.006329113924050633,0.0,0.006329113924050633,0.0,0.0,0.0379746835443038,0.05063291139240506,0.0,0.0,0.03164556962025317,0.3987341772151899,10:00
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2021,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518987341772152,0.5063291139240507,0.34177215189873417,0.0,14:30
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2022,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552511415525114,0.1278538812785388,0.7168949771689498,0.0,15:00
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2023,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.0,0.5040322580645161,0.4475806451612903,0.0,14:30
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2024,249,0.0,0.13654618473895583,0.020080321285140562,0.0,0.0,0.0,0.3895582329317269,0.0,0.028112449799196786,0.08835341365461848,0.3373493975903614,0.0,13:00
E2 relative ratio of sums | rolling 126,E2 relative ratio of sums,rolling 126,2025,247,0.0,0.10121457489878542,0.0,0.0,0.0,0.0,0.08502024291497975,0.016194331983805668,0.04048582995951417,0.5425101214574899,0.2145748987854251,0.0,14:30
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2020,158,0.5949367088607594,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987341772151899,10:00
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2021,158,0.6708860759493671,0.0,0.0,0.006329113924050633,0.0,0.0,0.02531645569620253,0.06329113924050633,0.0,0.1518987341772152,0.08227848101265822,0.0,10:00
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2022,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337899543378995,0.5662100456621004,0.0,15:00
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2023,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18548387096774194,0.8145161290322581,0.0,15:00
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2024,249,0.0,0.0,0.0,0.0,0.0,0.0,0.20080321285140562,0.08835341365461848,0.012048192771084338,0.6666666666666666,0.0321285140562249,0.0,14:30
E2 relative ratio of sums | rolling 252,E2 relative ratio of sums,rolling 252,2025,247,0.0,0.0,0.0,0.0,0.0,0.0,0.21862348178137653,0.0,0.0,0.7813765182186235,0.0,0.0,14:30
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2020,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5253164556962026,0.0759493670886076,0.3987341772151899,14:30
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2021,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08227848101265822,0.9113924050632911,0.006329113924050633,0.0,14:30
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2022,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963470319634703,0.228310502283105,0.5753424657534246,0.0,15:00
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2023,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,14:30
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2024,249,0.0,0.008032128514056224,0.0,0.0,0.020080321285140562,0.0,0.23694779116465864,0.020080321285140562,0.14056224899598393,0.3253012048192771,0.24899598393574296,0.0,14:30
E2 relative ratio of sums | ewma hl 63,E2 relative ratio of sums,ewma hl 63,2025,247,0.0,0.08097165991902834,0.0,0.0,0.004048582995951417,0.0,0.09716599190283401,0.0,0.0,0.7044534412955465,0.11336032388663968,0.0,14:30
