book,unit,reference,sample,n,mean_diff,sd_diff,t_hac,t_lag,d_Sharpe
E1 ratio of sums | expanding | flatten,index points per contract,fixed 11:00,all,1279,-0.2651845200066742,5.748585836264337,-1.7568826916303275,16,-0.6235187224325855
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,deck in-sample,866,0.05586028368921872,6.2669610167356105,0.28943098602653633,14,-0.1074608895514737
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,unseen,413,-0.8256367894507305,9.68902275072244,-1.6481280528721605,11,-1.786012849517055
E1 ratio of sums | expanding | flatten,index points per contract,fixed 13:30,all,1279,-0.22878263359522147,7.550942417802474,-1.100880739283766,16,-0.8288147199441773
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,deck in-sample,866,0.3657328270009559,6.732798100540508,1.7221416952302713,14,0.8157804223263239
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,unseen,413,-0.17614806270275024,10.15557327386751,-0.3387284595334225,11,-0.2236546827695186
E1 ratio of sums | expanding | flatten,index points per contract,fixed 15:00,all,1279,0.19075486965331667,7.999655235758562,0.8866547810797389,16,0.3191174146453635
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.18486105039107628,4.9155745343986315,-1.1766887674021902,14,-0.6478129301195779
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.6520973739652749,6.794476727217741,-2.211686712452521,11,-0.9543668185399651
E1 ratio of sums | expanding | flatten,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.3357356411933781,5.59327491307397,-2.398385722872112,16,-0.7249312965586376
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,deck in-sample,866,-0.03207484027115855,0.5122522199571906,-1.6308116101529424,14,-2.181375996649824
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,unseen,413,0.025663714354363192,0.4762164283898091,1.244357435426918,11,0.5009665660216134
E1 ratio of sums | rolling 126 | hold,premium,fixed 11:00,all,1279,-0.013430568918273107,0.5014411814186389,-0.878648322920053,16,-1.2826621268921836
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,deck in-sample,866,-0.013698438988317331,0.5294574250552375,-0.7183415830169753,14,-0.5718645491439003
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,unseen,413,-0.012702579795936607,0.40026737187966555,-0.7736105710324533,11,-0.269046459357547
E1 ratio of sums | rolling 126 | hold,premium,fixed 13:30,all,1279,-0.013376867568103693,0.49130921217138546,-0.9532790549154994,16,-0.5093741572103765
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,deck in-sample,866,-0.013056730355828392,0.5934267745358671,-0.6740924953026983,14,0.0012912073527500123
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,unseen,413,0.020107354289274838,0.6236834882709488,0.5968093570690095,11,1.1574565974963729
E1 ratio of sums | rolling 126 | hold,premium,fixed 15:00,all,1279,-0.002347764790208662,0.6033177308107327,-0.1365223858570805,16,0.3405584398622783
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.02030718532285541,0.5020622189740189,-1.0252450979522265,14,-1.4637190242822695
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,unseen,413,0.004640340936205653,0.435110564064994,0.26396425232716353,11,-0.3093612349960564
E1 ratio of sums | rolling 126 | hold,premium,43 P&L-Sharpe rolling 252,all,1279,-0.012251416483924832,0.4814329444007589,-0.8241059624317799,16,-1.124467354522591
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,deck in-sample,866,-0.6319888567944186,6.859404161033119,-2.5507250509214954,14,-1.3568731967479113
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,unseen,413,0.2617250376188026,9.406502582950996,0.6113875818136987,11,0.5492822439370177
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 11:00,all,1279,-0.3434010238056302,7.781118613473301,-1.5729875900747328,16,-0.5121130908637566
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,deck in-sample,866,0.09511516101132272,6.7215535509803015,0.3762167889000543,14,0.31057332005528004
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,unseen,413,-0.38308209064554627,7.9995026721345885,-1.2082520233324587,11,-0.7372173057605269
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 13:30,all,1279,-0.05929880688100473,7.1595251292040585,-0.2993663025976307,16,-0.09618159542087801
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,deck in-sample,866,0.3207244341508331,7.0257558582558355,1.353153286363528,14,0.7897795103513756
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,unseen,413,0.5420152699563777,8.25784746928322,1.3705958502410545,11,0.8641608556597253
E1 ratio of sums | rolling 126 | hold,index points per contract,fixed 15:00,all,1279,0.3921811309355789,7.443385355345196,1.9416712930314783,16,0.7767197076370561
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.29104391390693407,6.137625395428856,-1.2874100018319434,14,-0.7377023826952425
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.20829130049048689,9.697097626744231,-0.5755078712776093,11,0.052172498852939286
E1 ratio of sums | rolling 126 | hold,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.26432238979357003,7.470795288149913,-1.3749021385247293,16,-0.2519875960175526
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,deck in-sample,866,-0.025840604027615947,0.36089833008362715,-2.0753228626171545,14,-1.5157882785866654
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,unseen,413,0.023324068098187933,0.34524340625403394,1.4843517506848074,11,1.1057183493552063
E1 ratio of sums | rolling 126 | flatten,premium,fixed 11:00,all,1279,-0.009964912402942769,0.3565260473051417,-0.989967918721853,16,-0.6849399342277429
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,deck in-sample,866,-0.0090765712449037,0.33978648215634066,-0.7032788002479269,14,-0.4926404501539059
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,unseen,413,-0.009505702252188745,0.27728895603252013,-0.6622297239929777,11,-0.17109484927968843
E1 ratio of sums | rolling 126 | flatten,premium,fixed 13:30,all,1279,-0.009215141304331946,0.32082985581034457,-0.9207530410870121,16,-0.4622555014153522
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,deck in-sample,866,0.012872628247208537,0.40454621364810844,0.9959335474620639,14,0.4244736262614957
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,unseen,413,0.02512235195627545,0.3566218553132287,1.4835869617130173,11,0.7825922907407477
E1 ratio of sums | rolling 126 | flatten,premium,fixed 15:00,all,1279,0.016828168428478778,0.3896184361567668,1.6372091762830323,16,0.5498613039452516
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.023072221245433604,0.34376658281480854,-1.8383228956181414,14,-1.4001345709684236
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,unseen,413,0.0007338891787329334,0.3228572771119734,0.0606547737295599,11,0.06306795058564552
E1 ratio of sums | rolling 126 | flatten,premium,43 P&L-Sharpe rolling 252,all,1279,-0.015385025307059258,0.3372142924912324,-1.6469182234790716,16,-0.9865261253334365
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,deck in-sample,866,-0.4915669196739634,5.379619565903787,-2.804446229326881,14,-1.1548692417810131
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,unseen,413,0.5563385098719952,7.684719521051521,1.4848143693322982,11,1.2814882796316605
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 11:00,all,1279,-0.15318932592691023,6.234279939466984,-0.8780386730094796,16,-0.13976327730494864
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,deck in-sample,866,-0.12218940190916755,4.675650763781175,-0.7945408877847491,14,-0.3912461989127134
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,unseen,413,-0.10546032224438542,5.678687663028888,-0.40340406721831745,11,-0.2784831956067966
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 13:30,all,1279,-0.11678743951545767,5.019245030094234,-0.8808065802695602,16,-0.3450592748165404
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,deck in-sample,866,0.18768314140256964,4.85821926273948,1.252120332503815,14,0.5319951129650842
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,unseen,413,0.5440284045035949,6.395160698989723,1.8064377940037144,11,1.2838749711407398
E1 ratio of sums | rolling 126 | flatten,index points per contract,fixed 15:00,all,1279,0.30275006373308055,5.402536850322362,2.212506634092726,16,0.8028728597730004
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.36291073598946255,4.88316974735577,-2.1141320879518113,14,-0.9315982394808175
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,0.06807909324107005,8.300925940030334,0.24112322906037412,11,0.5531628353702934
E1 ratio of sums | rolling 126 | flatten,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.2237404471136142,6.1962670836250835,-1.5176265128852509,16,-0.24117585143100073
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,deck in-sample,866,-0.015730604674211047,0.4477913503779787,-1.0041042646509124,14,-1.3801871419214113
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,unseen,413,0.00984467405431636,0.46974910194507935,0.41764719827884167,11,0.012774632461569624
E1 ratio of sums | rolling 252 | hold,premium,fixed 11:00,all,1279,-0.007472129213005565,0.4549706815143281,-0.5703698045203742,16,-0.8647663288791931
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,deck in-sample,866,0.002645796608630167,0.4682617708058706,0.15290386803980743,14,0.22932430558451267
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,unseen,413,-0.028521620095983437,0.3666637976850265,-1.9445893147612527,11,-0.7572383929175908
E1 ratio of sums | rolling 252 | hold,premium,fixed 13:30,all,1279,-0.007418427862836152,0.43813665681565267,-0.5873214419915064,16,-0.091478359197386
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,deck in-sample,866,0.003287505241119102,0.5919432490338501,0.15959345512225578,14,0.802480062081163
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,unseen,413,0.004288313989228006,0.6474285049371619,0.12707507434384205,11,0.6692646639363291
E1 ratio of sums | rolling 252 | hold,premium,fixed 15:00,all,1279,0.0036106749150588823,0.6101572134038067,0.20544863944257608,16,0.7584542378752688
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.003962949725907917,0.43641969314607326,-0.2557073203910792,14,-0.6625301695538566
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,unseen,413,-0.011178699363841173,0.4054337426772332,-0.6098438740725363,11,-0.7975531685561001
E1 ratio of sums | rolling 252 | hold,premium,43 P&L-Sharpe rolling 252,all,1279,-0.006292976778657278,0.4265150154040477,-0.5148172500473297,16,-0.7065715565096005
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,deck in-sample,866,-0.5344412084286921,6.89523494825878,-2.41933287843003,14,-1.0123164867028032
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,unseen,413,0.13245655904592604,9.477589150562919,0.2605205346885659,11,0.3126272664166361
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 11:00,all,1279,-0.31909423581960905,7.825259753970175,-1.4288980512751346,16,-0.4273117932874879
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,deck in-sample,866,0.19266280937704938,6.619015183380005,0.7831246326963489,14,0.6551300301003882
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,unseen,413,-0.5123505692184228,7.846101584362392,-1.6769018759959378,11,-0.9738722832809086
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 13:30,all,1279,-0.034992018894983545,7.0432978285607835,-0.18198926499232748,16,-0.011380297844609366
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,deck in-sample,866,0.4182720825165597,6.969067074549744,1.602014626681891,14,1.1343362203964837
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,unseen,413,0.4127467913835009,8.837910575273803,0.9383249679310002,11,0.6275058781393437
E1 ratio of sums | rolling 252 | hold,index points per contract,fixed 15:00,all,1279,0.41648791892160003,7.6192659897371176,1.8575195139156118,16,0.8615210052133248
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.1934962655412076,6.245966194056994,-0.9890866262739582,14,-0.39314567265013434
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.3375597790633637,9.698221548632882,-0.9164244422547304,11,-0.18448247866744238
E1 ratio of sums | rolling 252 | hold,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.24001560180754886,7.531993900782949,-1.338734468204316,16,-0.16718629844128396
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,deck in-sample,866,-0.017462365673710074,0.3304940352208283,-1.7145586584332049,14,-1.0150716784969585
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,unseen,413,0.012262218198595012,0.3628585402174031,0.6874976176738331,11,0.4655795172621464
E1 ratio of sums | rolling 252 | flatten,premium,fixed 11:00,all,1279,-0.00786404422002595,0.3414210783994274,-0.8733458827105032,16,-0.4860540248389973
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,deck in-sample,866,-0.000698332890997833,0.30876673400447185,-0.06341073777014518,14,0.00807614993580108
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,unseen,413,-0.02056755215178167,0.26440946934990084,-1.6930605720665257,11,-0.8112336813727483
E1 ratio of sums | rolling 252 | flatten,premium,fixed 13:30,all,1279,-0.00711427312141513,0.29521577465432053,-0.8366200715557615,16,-0.2633695920266066
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,deck in-sample,866,0.021250866601114412,0.3627101803625107,1.7026094428024845,14,0.9251902263512026
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,unseen,413,0.01406050205668253,0.3892673701198551,0.749913931337699,11,0.14245345864768777
E1 ratio of sums | rolling 252 | flatten,premium,fixed 15:00,all,1279,0.018929036611395594,0.3713557350348254,1.8496077176859185,16,0.7487472133339972
E1 ratio of sums | rolling 252 | flatten,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.014693982891527728,0.31668568928767926,-1.4306914802638662,14,-0.8994179708787167
E1 ratio of sums | rolling 252 | flatten,premium,43 P&L-Sharpe rolling 252,unseen,413,-0.010327960720859992,0.30949922504118205,-0.8424558945029186,11,-0.5770708815074144
E1 ratio of sums | rolling 252 | flatten,premium,43 P&L-Sharpe rolling 252,all,1279,-0.013284157124142444,0.314268675854933,-1.6838311287780157,16,-0.7876402159446909
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 11:00,deck in-sample,866,-0.40141952629371697,5.375843455860038,-2.4171898116073773,14,-0.8406203803960631
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 11:00,unseen,413,0.4060034598314702,7.9985850350977,0.9532917321084436,11,0.8901602151135954
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 11:00,all,1279,-0.14069576298667835,6.350434851174798,-0.7862378603896091,16,-0.10495320586315715
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 13:30,deck in-sample,866,-0.03204200852892111,4.524159921024614,-0.22249954288867838,14,-0.07699733752776339
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 13:30,unseen,413,-0.25579537228491034,5.915758898894724,-0.966852578419093,11,-0.6698112601248616
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 13:30,all,1279,-0.10429387657522562,5.014632418783779,-0.8234208618722684,16,-0.3102492033747489
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 15:00,deck in-sample,866,0.27783053478281616,4.717905591794532,1.7030026644371035,14,0.8462439743500342
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 15:00,unseen,413,0.39369335446307013,6.584007677945321,1.201841859005381,11,0.8925469066226749
E1 ratio of sums | rolling 252 | flatten,index points per contract,fixed 15:00,all,1279,0.31524362667331257,5.389182663982117,2.1253728270096994,16,0.8376829312147919
E1 ratio of sums | rolling 252 | flatten,index points per contract,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.27276334260921614,4.970973971594441,-1.6684777944147515,14,-0.6173493780958675
E1 ratio of sums | rolling 252 | flatten,index points per contract,43 P&L-Sharpe rolling 252,unseen,413,-0.0822559567994548,8.264932761927497,-0.2827930907405697,11,0.16183477085222842
E1 ratio of sums | rolling 252 | flatten,index points per contract,43 P&L-Sharpe rolling 252,all,1279,-0.21124688417338236,6.225305352308082,-1.4605708812086835,16,-0.20636577998920924
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 11:00,deck in-sample,866,-0.031662194566359464,0.48486420651291284,-1.8507941885136845,14,-2.0185645684901377
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 11:00,unseen,413,0.016815276712321466,0.4765679833544386,0.7526287260456422,11,0.21547990752424684
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 11:00,all,1279,-0.016008405951742397,0.4825476002969012,-1.1620500782892382,16,-1.2342540778952031
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 13:30,deck in-sample,866,-0.013285793283518242,0.5020736921040885,-0.7197186266212722,14,-0.40905312098421365
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 13:30,unseen,413,-0.021551017437978333,0.401646666345359,-1.3606602984308556,11,-0.5545331178549135
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 13:30,all,1279,-0.015954704601572983,0.4718445349985713,-1.1836093843548048,16,-0.460966108213396
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 15:00,deck in-sample,866,-0.01264408465102931,0.6270842409111845,-0.5782113048946245,14,0.16410263551243665
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 15:00,unseen,413,0.011258916647233119,0.6353896864775823,0.34729970346905786,11,0.8719699389990063
E1 ratio of sums | ewma hl 63 | hold,premium,fixed 15:00,all,1279,-0.004925601823677955,0.6296286525121021,-0.27258434113648117,16,0.3889664888592588
E1 ratio of sums | ewma hl 63 | hold,premium,43 P&L-Sharpe rolling 252,deck in-sample,866,-0.01989453961805632,0.45213682456458004,-1.1934333304401887,14,-1.3009075961225829
E1 ratio of sums | ewma hl 63 | hold,premium,43 P&L-Sharpe rolling 252,unseen,413,-0.004208096705836056,0.4109559748382255,-0.23372214943084502,11,-0.5948478934934229
E1 ratio of sums | ewma hl 63 | hold,premium,43 P&L-Sharpe rolling 252,all,1279,-0.014829253517394109,0.4391620629111774,-1.1539716784166727,16,-1.0760593055256105
E1 ratio of sums | ewma hl 63 | hold,index points per contract,fixed 11:00,deck in-sample,866,-0.6525974800576246,7.087058289109428,-2.8920618169676247,14,-1.3841074820916128
E1 ratio of sums | ewma hl 63 | hold,index points per contract,fixed 11:00,unseen,413,0.07006276652457136,9.669844089105922,0.1470396135917034,11,0.18282885377810343
E1 ratio of sums | ewma hl 63 | hold,index points per contract,fixed 11:00,all,1279,-0.419244327721075,8.015843773566768,-1.953656674201068,16,-0.6897605932265374
E1 ratio of sums | ewma hl 63 | hold,index points per contract,fixed 13:30,deck in-sample,866,0.07450653774811697,7.033778962311241,0.2867198450638709,14,0.2833390347115785
