estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
ridge,baseline,0.13819166680101166,5.3084886234152164e-11,7.285937567269717e-06,2.1083176652872532e-06,0.3537531052168965,0.39863759378684105,-0.001980319772965755,0.9002860182394578,0.7415088920547964,29656,0.13778698255594923,6.317710699481656,2.6546637037725436e-10,0.000404684245062449,b
