estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
ridge,baseline,0.17085536303306764,6.62530300584246e-11,8.139596430930995e-06,1.5117344706528906e-06,0.489419667668387,0.43668821047451195,0.0070635164915185955,0.9556939147721265,0.6420931804835833,204317,0.17060037680348397,5.44702446391562,5.1219420843582094e-08,0.0002549862295836975,b
