,sign(s),tail: p-hat > break-even p*,tail: p-hat > trailing top quintile,sign(s) AND p-hat > trailing median,sign(s) OR break-even
2022-11-15,0.6483850038511009,0.6483850038511009,-0.8155812420050709,0.6483850038511009,0.6483850038511009
2022-11-16,1.0,1.0,-1.224,1.0,1.0
2022-11-17,-1.4353026660665997,-1.4353026660665997,1.67164453125,-1.4353026660665997,-1.4353026660665997
2022-11-18,0.9460177967732204,0.9460177967732204,0.9460177967732204,0.9460177967732204,0.9460177967732204
2022-11-21,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2022-11-22,0.3048392119020774,0.3048392119020774,-0.4344476622693977,0.3048392119020774,0.3048392119020774
2022-11-23,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2022-11-28,0.010241361514327085,-0.0944281973952239,0.012535426493536353,0.011961284822076673,0.007874011616542937
2022-11-29,-0.43443381536270853,0.395429225251411,-0.5317469900039552,-0.5073921660343085,-0.33401192839444427
2022-11-30,-2.408492728273865,-2.408492728273865,-2.408492728273865,-2.408492728273865,-2.408492728273865
2022-12-01,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2022-12-02,1.0,1.0,1.0,1.0,1.0
2022-12-05,-0.30001288862753217,-0.30001288862753217,-0.30001288862753217,-0.30001288862753217,-0.30001288862753217
2022-12-06,-1.5406264880206213,-1.5406264880206213,-1.5406264880206213,-1.5406264880206213,-1.5406264880206213
2022-12-07,-0.3466796875,-0.4495084083686441,-0.4243359375,-0.40490070372137404,-0.26654267430904527
2022-12-08,1.0,1.0,-1.224,1.0,1.0
2022-12-09,-3.1240234375,3.796009571731235,3.5834330357142856,-3.1240234375,2.2509001480617377
2022-12-12,0.13124079294447855,0.13124079294447855,0.13124079294447855,0.13124079294447855,0.13124079294447855
2022-12-13,1.0,1.0,1.0,1.0,1.0
2022-12-14,0.6977233624651963,0.6977233624651963,0.6977233624651963,0.6977233624651963,0.6977233624651963
2022-12-15,-0.05113634085359697,-0.05113634085359697,-0.05113634085359697,-0.05113634085359697,-0.05113634085359697
2022-12-16,0.7509535393281779,0.7509535393281779,0.7509535393281779,0.7509535393281779,0.7509535393281779
2022-12-19,-0.8755425347222223,-0.8755425347222223,-0.8755425347222223,-0.8755425347222223,-0.8755425347222223
2022-12-20,-0.33071630003083863,-0.4288101178365959,-0.4047967512377465,-0.3862564420207505,-0.25426931610411213
2022-12-21,-0.40174932065217395,0.3745561079545454,0.3745561079545454,-0.469218672212081,-0.3088826435164956
2022-12-22,0.7430222823458668,0.7430222823458668,0.7430222823458668,0.7430222823458668,0.7430222823458668
2022-12-23,0.15437394374291746,-0.24623204297830092,-0.23244304857151607,0.15437394374291746,-0.146006940057485
2022-12-27,-0.22340430496720276,0.17972808654552325,0.16966331369897394,-0.22340430496720276,0.10657243322799871
2022-12-28,-0.6672842672983139,0.6475189644268162,-0.8167559431731363,-0.7793472740201682,-0.5130376527469449
2022-12-29,1.0,1.0,-1.224,1.0,1.0
2022-12-30,-1.4375,1.7496429183628615,1.651662914934541,-1.4375,1.0374767053608926
2023-01-03,0.3821055677643268,0.3821055677643268,-0.5103058812151691,0.3821055677643268,0.3821055677643268
2023-01-04,-0.20757124885956446,0.17966769682581715,0.1696063058035714,-0.20757124885956446,0.1065366242484745
2023-01-05,0.7361246674888575,-0.970327680313088,-0.915989330215555,0.7361246674888575,-0.575370182296203
2023-01-06,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-01-09,-0.37421246243112904,0.33865635311264664,-0.45803605401570197,-0.4370573034500973,-0.287711089205843
2023-01-10,1.0786517744879465,1.398590860141151,1.3202697719732464,1.2597994007378306,0.8293151834002805
2023-01-11,1.40252685546875,1.8185305837857522,1.71669287109375,1.6380657166925097,1.0783246677724563
2023-01-12,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-01-13,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-01-17,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-01-18,1.395675774119474,1.8096474020362674,1.7083071475222362,1.6300640720632027,1.0730572534687415
2023-01-19,2.1666472815235154,-2.295898373352783,2.6519762725847826,2.530511710481663,1.6658142415733563
2023-01-20,-0.23741591770922144,-0.23741591770922144,-0.23741591770922144,-0.23741591770922144,-0.23741591770922144
2023-01-23,0.19158676505166594,0.19158676505166594,0.19158676505166594,0.19158676505166594,0.19158676505166594
2023-01-24,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-01-25,0.7676246279761905,0.7676246279761905,0.7676246279761905,0.7676246279761905,0.7676246279761905
2023-01-26,-0.20665147569444442,0.17016156074048963,0.16063251333902218,-0.20665147569444442,0.10089981993657174
2023-01-27,-1.5557417986753044,-1.5557417986753044,-1.5557417986753044,-1.5557417986753044,-1.5557417986753044
2023-01-30,1.0,1.0,1.0,1.0,1.0
2023-01-31,-3.3252190640268235,4.050670163915331,3.8238326347360725,-3.3252190640268235,2.401904921316629
2023-02-01,0.603421966477824,0.603421966477824,0.603421966477824,0.603421966477824,0.603421966477824
2023-02-02,-0.7162517407327811,-0.7162517407327811,-0.7162517407327811,-0.7162517407327811,-0.7162517407327811
2023-02-03,1.0,1.0,1.0,1.0,1.0
2023-02-06,-0.10546875,-0.10546875,-0.10546875,-0.10546875,-0.10546875
2023-02-07,-0.4805194998213719,0.44444442972724785,0.44444442972724785,-0.5612174310890832,-0.3694446405661804
2023-02-08,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-02-09,-0.7794117708932156,0.7674418535880704,0.7674418535880704,-0.9103053507378778,-0.5992462359128744
2023-02-10,0.10492449244987034,0.10492449244987034,-0.187877149593062,0.10492449244987034,0.10492449244987034
2023-02-13,-0.38857886904761907,-0.38857886904761907,-0.38857886904761907,-0.38857886904761907,-0.38857886904761907
2023-02-14,0.3327384378913867,-0.47398174639506635,-0.4474387685969426,0.3327384378913867,-0.2810545028875268
2023-02-15,-0.52001953125,-0.52001953125,0.5147885734494949,-0.52001953125,-0.52001953125
2023-02-16,0.24546591354471992,-0.33195668676049683,-0.33195668676049683,0.28668919673543625,0.188725049107247
2023-02-17,0.43193222236453754,0.43193222236453754,0.43193222236453754,0.43193222236453754,0.43193222236453754
2023-02-21,0.5639488277114622,0.5639488277114622,0.5639488277114622,0.5639488277114622,0.5639488277114622
2023-02-22,-0.05467981425999491,0.00818877872474677,0.00818877872474677,-0.06386268383037573,-0.042040259204920716
2023-02-23,0.3241261013910326,-0.37141638775240327,-0.37141638775240327,0.3785594924643358,0.24920247996395978
2023-02-24,1.0,1.0,1.0,1.0,1.0
2023-02-27,1.0,1.0,1.0,1.0,1.0
2023-02-28,0.09343967426049904,-0.16351364192400267,-0.1543568779762585,0.09343967426049904,-0.0969578379247855
2023-03-01,0.7449738299509392,0.7449738299509392,0.7449738299509392,0.7449738299509392,0.7449738299509392
2023-03-02,-0.7403658258132138,0.7272529882278053,0.7272529882278053,-0.8647020713696314,-0.5692259866805112
2023-03-03,0.8803939191590839,0.8803939191590839,0.8803939191590839,0.8803939191590839,0.8803939191590839
2023-03-06,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-03-07,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-03-08,1.402001953125,1.8178499900688563,1.716050390625,1.6374526628101147,1.0779210996388193
2023-03-09,1.0,1.0,1.0,1.0,1.0
2023-03-10,0.22130444806938798,0.22130444806938798,0.22130444806938798,0.22130444806938798,0.22130444806938798
2023-03-13,-0.6634928487295468,0.6313051970108696,0.6313051970108696,-0.77491912866886,-0.5101226424905562
2023-03-14,2.987213667616127,-3.131330387283729,-3.131330387283729,-3.131330387283729,2.296701965554108
2023-03-15,0.8179309838517752,0.8179309838517752,0.8179309838517752,0.8179309838517752,0.8179309838517752
2023-03-16,1.0,1.0,1.0,1.0,1.0
2023-03-17,0.6639892578125,0.6639892578125,0.6639892578125,0.6639892578125,0.6639892578125
2023-03-20,-0.731612241885393,0.7171048098347703,0.7171048098347703,-0.8544784199119476,-0.562495844263644
2023-03-21,0.3621961805555556,0.3621961805555556,0.3621961805555556,0.3621961805555556,0.3621961805555556
2023-03-22,-3.6345608477154663,-3.6345608477154663,-3.6345608477154663,-3.6345608477154663,-3.6345608477154663
2023-03-23,0.11484059979838712,0.11484059979838712,0.11484059979838712,0.11484059979838712,0.11484059979838712
2023-03-24,0.8807240708885636,0.8807240708885636,0.8807240708885636,0.8807240708885636,0.8807240708885636
2023-03-27,1.5191860977013367,-1.710863252533275,1.8594837835864362,1.7743165873916376,1.1680174520015305
2023-03-28,0.2795959223218585,-0.33404676291472923,-0.33404676291472923,0.3265509627117889,0.2149657091218309
2023-03-29,1.0,1.0,1.0,1.0,1.0
2023-03-30,0.7725813415584475,0.7725813415584475,-0.9634831794473898,0.7725813415584475,0.7725813415584475
2023-03-31,0.4328870200218279,-0.5892094433779048,-0.5562137145487421,0.4328870200218279,-0.34938047396277777
2023-04-03,1.0,1.0,-1.224,1.0,1.0
2023-04-04,0.41774622497382063,-0.5135399851175249,0.5113213793679564,0.4879020795495768,0.3211817709597717
2023-04-05,-0.8914620535714286,0.8866021422941903,-1.0911495535714286,-1.0411732381406762,-0.6853954482232593
2023-04-06,-0.9935420864948792,-1.2882367731670892,-1.216095513869732,-1.160396482700126,-0.7638790916267163
2023-04-10,-0.09596354166666665,-0.09596354166666665,0.0826163067165303,-0.09596354166666665,-0.09596354166666665
2023-04-11,3.1736068663108803,4.11493093682682,3.8844948043645173,3.706579011798204,2.4400092992239433
2023-04-12,-0.7000075120192308,0.6854917367963402,0.6854917367963402,-0.8175660254881093,-0.5381967303464439
2023-04-13,-1.0,1.0,-1.224,-1.16793893129771,-0.7688442211055277
2023-04-14,-0.4499715387832507,0.43222867427890177,-0.5507651634706988,-0.5255392781208958,-0.34595801725546416
2023-04-17,-0.5875549070569818,-0.7618296676247307,-0.7191672062377457,-0.6862282502268566,-0.4517381948729559
2023-04-18,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-04-19,-0.8254616477272727,-1.070301966968413,-1.0103650568181817,-0.9640887946738377,-0.6346514175993605
2023-04-20,0.8299138760774181,-0.9386215233143147,1.0158145843187596,0.9692887254949998,0.6380744876374119
2023-04-21,0.13085941593220007,0.13085941593220007,0.13085941593220007,0.13085941593220007,0.13085941593220007
2023-04-24,0.2965382774439096,-0.4148983712923729,-0.39166406249999997,0.2965382774439096,-0.24602013976130654
2023-04-25,-0.9022993195642273,-0.9022993195642273,-0.9022993195642273,-0.9022993195642273,-0.9022993195642273
2023-04-26,-0.7775302748746669,0.7697697231483582,-0.9516970564465922,-0.9081078782887331,-0.5977996585719801
2023-04-27,0.909065541578653,0.909065541578653,0.909065541578653,0.909065541578653,0.909065541578653
2023-04-28,0.026091182254525558,-0.1111432058487252,-0.10491918632119658,0.026091182254525558,-0.06590401150828933
2023-05-01,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-05-02,0.9134181684006006,0.9134181684006006,-1.1251568473359932,0.9134181684006006,0.9134181684006006
2023-05-03,0.6828358118665272,-0.902996368038741,-0.8524285714285714,0.6828358118665272,-0.5354450825556354
2023-05-04,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-05-05,0.13793101558314824,0.13793101558314824,0.13793101558314824,0.13793101558314824,0.13793101558314824
2023-05-08,1.0,1.0,-1.224,1.0,1.0
2023-05-09,-0.47596912775197664,0.5032324326746216,0.4750514164448428,-0.47596912775197664,0.2983991309326902
2023-05-10,0.3621990802970618,-0.5120402581438402,-0.4833660036877851,0.3621990802970618,-0.3036218616129304
2023-05-11,0.7966829020589046,-1.045344469614119,-0.9868051793157283,0.7966829020589046,-0.6198524995701812
2023-05-12,-1.21465325273312,-1.21465325273312,1.42219431660036,-1.21465325273312,-1.21465325273312
2023-05-15,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-05-16,2.8846530871997644,3.740270528318339,3.5308153787325116,3.3690986438287327,2.217848855987759
2023-05-17,0.10237626131949018,0.10237626131949018,-0.150859604287276,0.10237626131949018,0.10237626131949018
2023-05-18,-2.5752890956025225,-2.5752890956025225,2.9794105620429105,-2.5752890956025225,-2.5752890956025225
2023-05-19,0.5285760574602425,0.5285760574602425,0.5285760574602425,0.5285760574602425,0.5285760574602425
2023-05-22,0.31300947288897263,-0.4546600412985031,-0.4291990789857869,0.31300947288897263,-0.269597411423233
2023-05-23,-0.027888762545529522,-0.027888762545529522,-0.008273122049101203,-0.027888762545529522,-0.027888762545529522
2023-05-24,-0.5869538585975373,-0.5869538585975373,0.6280856736610914,-0.5869538585975373,-0.5869538585975373
2023-05-25,0.2484414167477932,-0.3689815971779322,-0.34831862773596795,0.2484414167477932,-0.21879310787435177
2023-05-26,1.0,1.0,-1.224,1.0,1.0
2023-05-30,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-05-31,-0.37864583333333335,0.4004464386830456,0.37802143811679495,-0.37864583333333335,0.23745065208341395
2023-06-01,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-06-02,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-06-05,-1.0,1.0,-1.224,-1.16793893129771,-0.7688442211055277
2023-06-06,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-06-07,-0.008007812500000044,-0.010383011122881414,-0.009801562500000055,-0.009352635973282494,-0.006156760364321643
2023-06-08,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-06-09,-0.6199544270833333,-0.8038392147775424,-0.75882421875,-0.7240689110209924,-0.47664837861180903
2023-06-12,0.04142051886164311,0.04142051886164311,0.04142051886164311,0.04142051886164311,0.04142051886164311
2023-06-13,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-06-14,0.6679687581192222,-0.8820400972078051,-0.8326458517641679,0.6679687581192222,-0.5230187511081458
2023-06-15,0.2701480018932946,0.2701480018932946,0.2701480018932946,0.2701480018932946,0.2701480018932946
2023-06-16,0.9127327092244862,0.9127327092244862,0.9127327092244862,0.9127327092244862,0.9127327092244862
2023-06-20,-0.483984375,-0.6275390625,-0.592396875,-0.5652641937022901,-0.37210858982412065
2023-06-21,0.3903415246268711,0.5061207904060279,0.47777802614329024,0.4558950631138266,0.3001118254668909
2023-06-22,1.5055042613636362,1.9520521354969183,1.8427372159090907,1.7583370380811936,1.1574982511991778
2023-06-23,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-06-26,2.9228688264434823,3.78982144445638,3.5775914435668223,3.4137322934797925,2.2472308062605673
2023-06-27,-0.45177803526983473,0.43219865104468635,0.43219865104468635,-0.5276491556968299,-0.3473469316396217
2023-06-28,0.9055176286039783,1.1741033659017686,1.1083535774112694,1.0575892914229672,0.6962019958613502
2023-06-29,-0.5118842769576852,-0.6637143591061513,-0.6265463549962067,-0.5978495753780599,-0.39355926821369774
2023-06-30,0.04739849930986417,-0.09851198358050843,-0.09299531249999994,0.04739849930986417,-0.05841414101758791
2023-07-05,1.1201171875,1.452355336334746,1.3710234374999999,1.3082284708969467,0.8611956265703519
2023-07-06,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-07-07,4.015563890106024,-4.349934895833333,-4.349934895833333,4.689933398368105,3.087343091388049
2023-07-10,0.7422251240005906,0.9623766438312743,0.9084835517767229,0.86687361810756,0.5706554973471878
2023-07-11,-1.9396080459228986,-1.9396080459228986,-1.9396080459228986,-1.9396080459228986,-1.9396080459228986
2023-07-12,1.0,1.0,1.0,1.0,1.0
2023-07-13,1.0,1.0,1.0,1.0,1.0
2023-07-14,-0.8936906594235703,0.8880208333333334,0.8880208333333334,-1.0437761136779105,-0.6871088989538003
2023-07-17,0.45433065841436227,0.45433065841436227,0.45433065841436227,0.45433065841436227,0.45433065841436227
2023-07-18,-0.993933475291129,0.9935420864948792,0.9935420864948792,0.9935420864948792,-0.7641800086409184
2023-07-19,0.5851057254018237,0.7586540337837206,0.7161694078918323,0.6833677556219774,0.44985515571094997
2023-07-20,0.2024980143559767,-0.24874796625900353,-0.24874796625900353,0.23650531447682777,0.15568942812293687
2023-07-21,-1.0,1.0,1.0,1.0,-0.7688442211055277
2023-07-24,0.4500428110386616,0.5835300854992816,0.5508524007113218,0.5256225197627117,0.346012814517162
2023-07-25,-0.07634943181818177,0.04149472789063624,0.04149472789063624,-0.08917147380291458,-0.05870081943809956
2023-07-26,0.18421056594214735,0.23884929312837752,0.22547373271318835,0.2151466915202179,0.14162922909119874
2023-07-27,-0.4971177277589497,0.4767992222641154,0.4767992222641154,0.4767992222641154,-0.38220609219657947
2023-07-28,0.449387564511355,0.449387564511355,0.449387564511355,0.449387564511355,0.449387564511355
2023-07-31,2.037275090445508,2.6415516003234134,2.493624710705302,2.3794128918943724,1.5663471800912703
2023-08-01,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-08-02,-0.3779565435971791,0.3480506070962541,0.3480506070962541,-0.44143016160586573,-0.2905897043737106
2023-08-03,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-08-04,0.6688714442171833,0.6688714442171833,0.6688714442171833,0.6688714442171833,0.6688714442171833
2023-08-07,1.5193855661245763,1.9700507764157644,1.8597279329364813,1.7745495543287038,1.1681708121460312
2023-08-08,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-08-09,3.610677083333333,-3.8704336041522174,-3.8704336041522174,4.217050333969466,2.7760482097989954
2023-08-10,0.8200120192307692,0.8200120192307692,0.8200120192307692,0.8200120192307692,0.8200120192307692
2023-08-11,0.8190104166666666,0.8190104166666666,0.8190104166666666,0.8190104166666666,0.8190104166666666
2023-08-14,2.0857823966561453,-2.2400716145833335,-2.2400716145833335,2.4360664632701545,1.603641742152715
2023-08-15,1.0,1.0,1.0,1.0,1.0
2023-08-16,0.895324700792116,0.895324700792116,0.895324700792116,0.895324700792116,0.895324700792116
2023-08-17,-1.0,1.0,1.0,1.0,-0.7688442211055277
2023-08-18,1.0,1.0,1.0,1.0,1.0
2023-08-21,-0.9333389908798323,0.9313491118516242,0.9313491118516242,-1.0900829435466743,-0.717592289470424
2023-08-22,0.449394288197819,0.449394288197819,0.449394288197819,0.449394288197819,0.449394288197819
2023-08-23,1.0,1.0,1.0,1.0,1.0
2023-08-24,1.8520710129709634,-1.976074280450122,-1.976074280450122,-1.976074280450122,1.4239540953997862
2023-08-25,0.6017308201713949,-0.6890980113636365,-0.6890980113636365,0.7027848510398734,0.46263726374986647
2023-08-28,-0.9785854693179117,-0.9785854693179117,-0.9785854693179117,-0.9785854693179117,-0.9785854693179117
2023-08-29,1.0,1.0,1.0,1.0,1.0
2023-08-30,-1.0,-1.2966101694915255,1.0,-1.16793893129771,-0.7688442211055277
2023-08-31,0.8820111719275456,1.143624655126394,1.0795816744393159,1.0301351855336984,0.6781291924870075
2023-09-01,-0.7701434333227599,-0.9985758076134091,-0.9426555623870582,-0.8994804984609334,-0.5921203281325743
2023-09-05,0.21920076587386372,-0.32080072876609456,-0.32080072876609456,0.2560131082343599,0.1685312421040259
2023-09-06,-0.8814863095937513,0.8753297452884462,0.8753297452884462,-1.0295221783804882,-0.6777256551147938
2023-09-07,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-09-08,1.4162047114281413,1.8362654309195392,1.7334345667880449,1.654040617164165,1.088840808283948
2023-09-11,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-09-12,-0.39685641706992203,-0.5145680662008312,0.3559653176135481,-0.463504059631283,-0.30512076287285467
2023-09-13,-0.2606238056041805,-0.3379274767579629,-0.319003538059517,-0.30439268898808874,-0.20037910682130466
2023-09-14,-0.968719482887991,-1.256051532897141,0.9660685916501612,-1.1314051975714705,-0.7447943762907671
2023-09-15,-1.0,1.0,1.0,1.0,-0.7688442211055277
2023-09-18,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-09-19,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-09-20,-2.211239924297068,2.753041590484266,2.598871261417147,-2.211239924297068,1.6324568224982081
2023-09-21,-0.09890105283544126,-0.09890105283544126,-0.09890105283544126,-0.09890105283544126,-0.09890105283544126
2023-09-22,3.2425408969043525,-3.4310980902777777,-3.4310980902777777,-3.4310980902777777,2.4930088302832463
2023-09-25,-0.30525292196618214,-0.30525292196618214,-0.30525292196618214,-0.30525292196618214,-0.30525292196618214
2023-09-26,0.3146048367212382,0.3146048367212382,0.3146048367212382,0.3146048367212382,0.3146048367212382
2023-09-27,0.20431381470576937,0.20431381470576937,0.20431381470576937,0.20431381470576937,0.20431381470576937
2023-09-28,-0.9618675595238095,-0.9618675595238095,-0.9618675595238095,-0.9618675595238095,-0.9618675595238095
2023-09-29,0.7833116319444444,0.7833116319444444,0.7833116319444444,0.7833116319444444,0.7833116319444444
2023-10-02,1.391095883354049,-1.4796549041243852,-1.4796549041243852,1.6247150393371719,1.0695360309204498
2023-10-03,0.2520679907299648,0.2520679907299648,0.2520679907299648,0.2520679907299648,0.2520679907299648
2023-10-04,0.3697478789561257,0.3697478789561257,0.3697478789561257,0.3697478789561257,0.3697478789561257
2023-10-05,-0.6584795229037474,0.6450865436083951,0.6450865436083951,-0.7690638702616287,-0.5062681759008713
2023-10-06,-1.4210526315789473,-1.4210526315789473,-1.4210526315789473,-1.4210526315789473,-1.4210526315789473
2023-10-09,-1.0,1.0,1.0,1.0,-0.7688442211055277
2023-10-10,-0.6045470336119849,0.5859375,0.5859375,-0.7060740163559824,-0.46480249317906386
2023-10-11,0.7821013186014294,1.014080523271345,0.9572920139681496,0.9134465782138832,0.6013140791257222
2023-10-12,-1.0,1.0,1.0,-1.16793893129771,-0.7688442211055277
2023-10-13,0.61391871807095,0.61391871807095,0.61391871807095,0.61391871807095,0.61391871807095
2023-10-16,0.592529296875,-0.676346649324852,-0.676346649324852,0.692038033754771,0.4555627257380654
2023-10-17,-0.16878041772174635,0.1350823591195911,0.1350823591195911,-0.1971252206979175,-0.12976584880114167
2023-10-18,-0.928588872051997,0.925944005185163,0.925944005185163,-1.0845350948393553,-0.7139401880600782
2023-10-19,1.0,1.0,1.0,1.0,1.0
2023-10-20,0.6059027777777777,-0.6805959799299603,-0.6805959799299603,-0.6805959799299603,0.46584484924623115
2023-10-23,0.5945259095668556,0.5945259095668556,0.5945259095668556,0.5945259095668556,0.5945259095668556
2023-10-24,-0.3465284241943132,-0.44931227882821967,0.31769877832921034,-0.4047240374177856,-0.2664263763906026
2023-10-25,-0.35400390625,0.312770085142829,0.312770085142829,0.312770085142829,-0.2721738575690955
2023-10-26,1.3218217329545454,-1.3869193683574808,-1.3869193683574808,1.5438070621530187,1.0162750007137964
2023-10-27,1.0,1.0,1.0,1.0,1.0
2023-10-30,-0.12871898680598148,0.07820986751666237,0.07820986751666237,-0.15033591588790204,-0.09896484915233754
2023-10-31,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-11-01,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-11-02,0.5025866484042321,0.6516589593715891,-0.6847183008586755,0.5869905130217367,0.3864108402303895
2023-11-03,1.1836576503279859,1.5347425466117106,1.4487969640014546,1.3824398511464262,0.9100483442220194
2023-11-06,-0.49744592575058755,-0.6449934461003382,-0.6088738131187191,-0.5809864628995413,-0.3824584253258287
2023-11-07,-0.18994140625,-0.2462799589512712,-0.23248828124999998,-0.22183996302480918,-0.14603535254396988
2023-11-08,0.11191406249999991,0.14510891154661007,0.13698281249999988,0.130708790553435,0.08604448021356778
2023-11-09,-1.0,1.0,1.0,1.0,-0.7688442211055277
2023-11-10,0.9303668487885123,0.9303668487885123,0.9303668487885123,0.9303668487885123,0.9303668487885123
2023-11-13,0.5682705625995601,0.7368253904892602,0.6955631686218615,0.6637053135704786,0.43691153807905886
2023-11-14,-2.0999348958333335,2.471583940638462,-2.0999348958333335,-2.0999348958333335,1.4655623366599928
2023-11-15,-0.19995580709364524,-0.25926473292650615,-0.24474590788262177,-0.2335361716437231,-0.15373486676044085
2023-11-16,0.3225446171167994,0.41821463066839243,0.39479461135096244,0.37671241541122374,0.2479865649189463
2023-11-17,-0.5219607358318593,0.4702808345294536,0.4702808345294536,0.4702808345294536,-0.401306495388314
2023-11-20,2.242603190101591,-2.38671875,-2.38671875,-2.38671875,1.7242125029424293
2023-11-21,-1.0,-1.2966101694915255,1.0,-1.16793893129771,-0.7688442211055277
2023-11-22,-1.0,-1.2966101694915255,-1.224,-1.16793893129771,-0.7688442211055277
2023-11-27,1.0,-1.2966101694915255,-1.224,1.0,-0.7688442211055277
2023-11-28,1.1261464435358968,1.4601729310253577,-1.2227893694359744,1.3152702737480322,0.8658311852311167
2023-11-29,-0.812878032828391,0.8033633347439093,0.8033633347439093,-0.9493919009369758,-0.6249765780037378
2023-11-30,-5.608638948514649,6.80269387950787,6.421743022255428,-5.608638948514649,4.033758179808687
2023-12-01,1.0,1.0,1.0,1.0,1.0
2023-12-04,1.078167286900455,1.3979626686082172,-1.1726295693867952,1.259233548822669,0.8289426879184404
