tag,definition,feature,n,AUC,ci_lo,ci_hi,separates,hit_in_top_decile,base_rate
sub_live_ridge,top20_R,s,866,0.6151891252955083,0.5112402649432749,0.7165679035568263,True,0.011494252873563218,0.023094688221709007
sub_live_ridge,top20_R,s_rel,866,0.6182033096926713,0.4882136569469396,0.7341178568930545,False,0.011494252873563218,0.023094688221709007
sub_live_ridge,top20_R,qlike_63,803,0.5582035445757251,0.44094348013839213,0.6679444541075406,False,0.012345679012345678,0.023661270236612703
sub_live_ridge,top20_R,isur_63,803,0.6296321160042965,0.5106888516977618,0.7409437690718821,True,0.04938271604938271,0.023661270236612703
sub_live_ridge,top20_R,vix,812,0.3516802763819096,0.2411049584146641,0.45367718603621315,True,0.0,0.019704433497536946
sub_live_ridge,top20_R,vvix,812,0.41084327889447236,0.29200752823086573,0.5217436088785925,False,0.0,0.019704433497536946
sub_live_ridge,top20_R,vix3m,812,0.34712625628140703,0.23543859293827965,0.44939235914099324,True,0.0,0.019704433497536946
sub_live_ridge,top20_R,vix_slope,812,0.5907663316582915,0.48097024616576567,0.7074026531451161,False,0.012195121951219513,0.019704433497536946
sub_live_ridge,top20_R,log_last_bar_ratio,866,0.5365839243498818,0.3855063896135986,0.6633972585513074,False,0.034482758620689655,0.023094688221709007
sub_live_ridge,top20_R,last_bar_over_iv,866,0.6174940898345154,0.49611203140861543,0.7226399714606746,False,0.034482758620689655,0.023094688221709007
sub_live_ridge,top20_R,day_ret,866,0.4743498817966903,0.3922750928648816,0.5535403591623687,False,0.0,0.023094688221709007
sub_live_ridge,top20_R,abs_day_ret,866,0.3339243498817967,0.22742609279758455,0.43883792157583007,True,0.0,0.023094688221709007
sub_live_ridge,top20_R,day_range,866,0.3372340425531915,0.23460290699650263,0.43420889415877617,True,0.0,0.023094688221709007
sub_live_ridge,top20_R,entry_over_spot,866,0.32346335697399525,0.20210057546135957,0.4362227358991884,True,0.011494252873563218,0.023094688221709007
sub_live_ridge,top20_R,month_end,866,0.5460401891252955,0.469625280100563,0.6362720182867739,False,0.023094688221709007,0.023094688221709007
sub_live_ridge,top20_R,quarter_end,866,0.48995271867612294,0.48629279728395836,0.4934988179669031,False,0.023094688221709007,0.023094688221709007
sub_live_ridge,top20_R,third_friday,866,0.46926713947990545,0.46551724137931033,0.47287735849056606,False,0.023094688221709007,0.023094688221709007
sub_live_ridge,top20_R,fomc_day,866,0.508451536643026,0.48009367681498827,0.5602393617021276,False,0.023094688221709007,0.023094688221709007
sub_live_ridge,top20_R,fomc_next,866,0.48286052009456265,0.4792647879385854,0.48645465253239106,False,0.023094688221709007,0.023094688221709007
sub_live_ridge,top20_R,dow,866,0.43578605200945625,0.3388728380503145,0.5511854246937647,False,0.018779342723004695,0.023094688221709007
sub_live_ridge,R_gt_1,s,866,0.5829303215083156,0.5248899431549654,0.6395659301171183,False,0.20689655172413793,0.1581986143187067
sub_live_ridge,R_gt_1,s_rel,866,0.5800967228380043,0.525028560436604,0.6339871417703433,False,0.1724137931034483,0.1581986143187067
sub_live_ridge,R_gt_1,qlike_63,803,0.5589380530973451,0.5072089274440367,0.6132407128571037,False,0.2222222222222222,0.15566625155666253
sub_live_ridge,R_gt_1,isur_63,803,0.5595634218289085,0.5065068138779056,0.6072760649132095,False,0.24691358024691357,0.15566625155666253
sub_live_ridge,R_gt_1,vix,812,0.475783008252063,0.4138506024817662,0.5341399686457009,False,0.13414634146341464,0.15270935960591134
sub_live_ridge,R_gt_1,vvix,812,0.5268192048012003,0.4715122120470723,0.5852502643657266,False,0.17073170731707318,0.15270935960591134
sub_live_ridge,R_gt_1,vix3m,812,0.47509728994748684,0.41888466688886855,0.5314636296377362,False,0.14634146341463414,0.15270935960591134
sub_live_ridge,R_gt_1,vix_slope,812,0.5086037134283571,0.4417223586651536,0.5741121114024906,False,0.18292682926829268,0.15270935960591134
sub_live_ridge,R_gt_1,log_last_bar_ratio,866,0.4719994392878956,0.410329861831387,0.5281238529005697,False,0.14942528735632185,0.1581986143187067
sub_live_ridge,R_gt_1,last_bar_over_iv,866,0.5159652759003935,0.4604764619423045,0.5671847498810234,False,0.12643678160919541,0.1581986143187067
sub_live_ridge,R_gt_1,day_ret,866,0.4910736635527119,0.44066659274947173,0.5402396979526058,False,0.12643678160919541,0.1581986143187067
sub_live_ridge,R_gt_1,abs_day_ret,866,0.46450992760806226,0.41310289854226856,0.516442163492051,False,0.13793103448275862,0.1581986143187067
sub_live_ridge,R_gt_1,day_range,866,0.4646601183503049,0.4025480498207771,0.5265628193826218,False,0.14942528735632185,0.1581986143187067
sub_live_ridge,R_gt_1,entry_over_spot,866,0.43595366114966005,0.3730055854376678,0.4970163713141896,False,0.14942528735632185,0.1581986143187067
sub_live_ridge,R_gt_1,month_end,866,0.5163607781882992,0.4929558848784634,0.542726940173818,False,0.1581986143187067,0.1581986143187067
sub_live_ridge,R_gt_1,quarter_end,866,0.5013467103221091,0.4896261968253238,0.5159539318668854,False,0.1581986143187067,0.1581986143187067
sub_live_ridge,R_gt_1,third_friday,866,0.4730057172609214,0.4630404463040446,0.48759233610341646,False,0.1581986143187067,0.1581986143187067
sub_live_ridge,R_gt_1,fomc_day,866,0.49311625764721195,0.4806620867359065,0.5085309247676773,False,0.1581986143187067,0.1581986143187067
sub_live_ridge,R_gt_1,fomc_next,866,0.49311625764721195,0.48095711986724277,0.5075947752726648,False,0.1581986143187067,0.1581986143187067
sub_live_ridge,R_gt_1,dow,866,0.4657464980525267,0.41257639236369825,0.5200118525995185,False,0.15492957746478872,0.1581986143187067
sub_live_ridge,top2.5pct_absR,s,866,0.6363097802671263,0.5359937953580242,0.7345489501831879,True,0.011494252873563218,0.025404157043879907
sub_live_ridge,top2.5pct_absR,s_rel,866,0.6454653166738474,0.5220582667636137,0.7606793384301819,True,0.022988505747126436,0.025404157043879907
sub_live_ridge,top2.5pct_absR,qlike_63,803,0.577152600170503,0.45834659996503296,0.685496043036936,False,0.024691358024691357,0.026151930261519303
sub_live_ridge,top2.5pct_absR,isur_63,803,0.6503470953598831,0.5287908861749914,0.7548135106446878,True,0.06172839506172839,0.026151930261519303
sub_live_ridge,top2.5pct_absR,vix,812,0.3374028856825749,0.22948049402025877,0.441788542726091,True,0.0,0.020935960591133004
sub_live_ridge,top2.5pct_absR,vvix,812,0.41161672216056233,0.2975672272198353,0.5217137181095775,False,0.0,0.020935960591133004
sub_live_ridge,top2.5pct_absR,vix3m,812,0.3348131705512394,0.22891389965597223,0.43580674900637845,True,0.0,0.020935960591133004
sub_live_ridge,top2.5pct_absR,vix_slope,812,0.6043655197928228,0.49754532729348744,0.715554170668543,False,0.012195121951219513,0.020935960591133004
sub_live_ridge,top2.5pct_absR,log_last_bar_ratio,866,0.5241813873330461,0.3781578722214379,0.6487993793014911,False,0.034482758620689655,0.025404157043879907
sub_live_ridge,top2.5pct_absR,last_bar_over_iv,866,0.6283929340801379,0.5206756629309186,0.7226984432311525,True,0.034482758620689655,0.025404157043879907
sub_live_ridge,top2.5pct_absR,day_ret,866,0.45589185695820766,0.3639843770295898,0.5416734813084111,False,0.0,0.025404157043879907
sub_live_ridge,top2.5pct_absR,abs_day_ret,866,0.33988582507539855,0.22756139822318475,0.450803431547215,True,0.0,0.025404157043879907
sub_live_ridge,top2.5pct_absR,day_range,866,0.34602542007755277,0.24347912998224236,0.43322086597401366,True,0.0,0.025404157043879907
sub_live_ridge,top2.5pct_absR,entry_over_spot,866,0.3111266695389918,0.19817671694879255,0.42237325143193416,True,0.011494252873563218,0.025404157043879907
sub_live_ridge,top2.5pct_absR,month_end,866,0.5391533821628608,0.46962438989691174,0.6228280141843971,False,0.025404157043879907,0.025404157043879907
sub_live_ridge,top2.5pct_absR,quarter_end,866,0.48992890995260663,0.4862600431307986,0.49348360512072686,False,0.025404157043879907,0.025404157043879907
sub_live_ridge,top2.5pct_absR,third_friday,866,0.46919431279620855,0.46543457012828593,0.4727818694308056,False,0.025404157043879907,0.025404157043879907
sub_live_ridge,top2.5pct_absR,fomc_day,866,0.5061395950021542,0.48007033997655335,0.5545710361912968,False,0.025404157043879907,0.025404157043879907
sub_live_ridge,top2.5pct_absR,fomc_next,866,0.4828199052132701,0.4792155341876117,0.4864230685159609,False,0.025404157043879907,0.025404157043879907
sub_live_ridge,top2.5pct_absR,dow,866,0.41415338216286085,0.32649813266688604,0.5191994582727084,False,0.018779342723004695,0.025404157043879907
blk2,top20_R,s,866,0.6056737588652482,0.5185390049440418,0.6912971402353095,True,0.011494252873563218,0.023094688221709007
blk2,top20_R,s_rel,866,0.6260047281323877,0.5267460859401784,0.7176470853468991,True,0.0,0.023094688221709007
blk2,top20_R,qlike_63,803,0.519938238453276,0.39821058733608966,0.6396336010441411,False,0.0,0.023661270236612703
blk2,top20_R,isur_63,803,0.6296321160042965,0.5106888516977618,0.7409437690718821,True,0.04938271604938271,0.023661270236612703
blk2,top20_R,vix,812,0.3516802763819096,0.2411049584146641,0.45367718603621315,True,0.0,0.019704433497536946
blk2,top20_R,vvix,812,0.41084327889447236,0.29200752823086573,0.5217436088785925,False,0.0,0.019704433497536946
blk2,top20_R,vix3m,812,0.34712625628140703,0.23543859293827965,0.44939235914099324,True,0.0,0.019704433497536946
blk2,top20_R,vix_slope,812,0.5907663316582915,0.48097024616576567,0.7074026531451161,False,0.012195121951219513,0.019704433497536946
blk2,top20_R,log_last_bar_ratio,866,0.5365839243498818,0.3855063896135986,0.6633972585513074,False,0.034482758620689655,0.023094688221709007
blk2,top20_R,last_bar_over_iv,866,0.6174940898345154,0.49611203140861543,0.7226399714606746,False,0.034482758620689655,0.023094688221709007
blk2,top20_R,day_ret,866,0.4743498817966903,0.3922750928648816,0.5535403591623687,False,0.0,0.023094688221709007
blk2,top20_R,abs_day_ret,866,0.3339243498817967,0.22742609279758455,0.43883792157583007,True,0.0,0.023094688221709007
blk2,top20_R,day_range,866,0.3372340425531915,0.23460290699650263,0.43420889415877617,True,0.0,0.023094688221709007
blk2,top20_R,entry_over_spot,866,0.32346335697399525,0.20210057546135957,0.4362227358991884,True,0.011494252873563218,0.023094688221709007
blk2,top20_R,month_end,866,0.5460401891252955,0.469625280100563,0.6362720182867739,False,0.023094688221709007,0.023094688221709007
blk2,top20_R,quarter_end,866,0.48995271867612294,0.48629279728395836,0.4934988179669031,False,0.023094688221709007,0.023094688221709007
blk2,top20_R,third_friday,866,0.46926713947990545,0.46551724137931033,0.47287735849056606,False,0.023094688221709007,0.023094688221709007
blk2,top20_R,fomc_day,866,0.508451536643026,0.48009367681498827,0.5602393617021276,False,0.023094688221709007,0.023094688221709007
blk2,top20_R,fomc_next,866,0.48286052009456265,0.4792647879385854,0.48645465253239106,False,0.023094688221709007,0.023094688221709007
blk2,top20_R,dow,866,0.43578605200945625,0.3388728380503145,0.5511854246937647,False,0.018779342723004695,0.023094688221709007
blk2,R_gt_1,s,866,0.5688724680344037,0.5141131781157263,0.6210268564820725,False,0.1724137931034483,0.1581986143187067
blk2,R_gt_1,s_rel,866,0.5731779359786929,0.52297066329452,0.6223109344350081,False,0.1839080459770115,0.1581986143187067
blk2,R_gt_1,qlike_63,803,0.5619705014749262,0.5113849424326088,0.6159456675232077,False,0.19753086419753085,0.15566625155666253
blk2,R_gt_1,isur_63,803,0.5595634218289085,0.5065068138779056,0.6072760649132095,False,0.24691358024691357,0.15566625155666253
blk2,R_gt_1,vix,812,0.475783008252063,0.4138506024817662,0.5341399686457009,False,0.13414634146341464,0.15270935960591134
blk2,R_gt_1,vvix,812,0.5268192048012003,0.4715122120470723,0.5852502643657266,False,0.17073170731707318,0.15270935960591134
blk2,R_gt_1,vix3m,812,0.47509728994748684,0.41888466688886855,0.5314636296377362,False,0.14634146341463414,0.15270935960591134
blk2,R_gt_1,vix_slope,812,0.5086037134283571,0.4417223586651536,0.5741121114024906,False,0.18292682926829268,0.15270935960591134
blk2,R_gt_1,log_last_bar_ratio,866,0.4719994392878956,0.410329861831387,0.5281238529005697,False,0.14942528735632185,0.1581986143187067
blk2,R_gt_1,last_bar_over_iv,866,0.5159652759003935,0.4604764619423045,0.5671847498810234,False,0.12643678160919541,0.1581986143187067
blk2,R_gt_1,day_ret,866,0.4910736635527119,0.44066659274947173,0.5402396979526058,False,0.12643678160919541,0.1581986143187067
blk2,R_gt_1,abs_day_ret,866,0.46450992760806226,0.41310289854226856,0.516442163492051,False,0.13793103448275862,0.1581986143187067
blk2,R_gt_1,day_range,866,0.4646601183503049,0.4025480498207771,0.5265628193826218,False,0.14942528735632185,0.1581986143187067
blk2,R_gt_1,entry_over_spot,866,0.43595366114966005,0.3730055854376678,0.4970163713141896,False,0.14942528735632185,0.1581986143187067
blk2,R_gt_1,month_end,866,0.5163607781882992,0.4929558848784634,0.542726940173818,False,0.1581986143187067,0.1581986143187067
blk2,R_gt_1,quarter_end,866,0.5013467103221091,0.4896261968253238,0.5159539318668854,False,0.1581986143187067,0.1581986143187067
blk2,R_gt_1,third_friday,866,0.4730057172609214,0.4630404463040446,0.48759233610341646,False,0.1581986143187067,0.1581986143187067
blk2,R_gt_1,fomc_day,866,0.49311625764721195,0.4806620867359065,0.5085309247676773,False,0.1581986143187067,0.1581986143187067
blk2,R_gt_1,fomc_next,866,0.49311625764721195,0.48095711986724277,0.5075947752726648,False,0.1581986143187067,0.1581986143187067
blk2,R_gt_1,dow,866,0.4657464980525267,0.41257639236369825,0.5200118525995185,False,0.15492957746478872,0.1581986143187067
blk2,top2.5pct_absR,s,866,0.6322705730288669,0.5422446343914703,0.7173358792943326,True,0.022988505747126436,0.025404157043879907
blk2,top2.5pct_absR,s_rel,866,0.6572598018095649,0.5549380999715896,0.7478509169275788,True,0.022988505747126436,0.025404157043879907
blk2,top2.5pct_absR,qlike_63,803,0.536475459749117,0.4163438683260442,0.6549913148514134,False,0.0,0.026151930261519303
blk2,top2.5pct_absR,isur_63,803,0.6503470953598831,0.5287908861749914,0.7548135106446878,True,0.06172839506172839,0.026151930261519303
blk2,top2.5pct_absR,vix,812,0.3374028856825749,0.22948049402025877,0.441788542726091,True,0.0,0.020935960591133004
blk2,top2.5pct_absR,vvix,812,0.41161672216056233,0.2975672272198353,0.5217137181095775,False,0.0,0.020935960591133004
blk2,top2.5pct_absR,vix3m,812,0.3348131705512394,0.22891389965597223,0.43580674900637845,True,0.0,0.020935960591133004
blk2,top2.5pct_absR,vix_slope,812,0.6043655197928228,0.49754532729348744,0.715554170668543,False,0.012195121951219513,0.020935960591133004
blk2,top2.5pct_absR,log_last_bar_ratio,866,0.5241813873330461,0.3781578722214379,0.6487993793014911,False,0.034482758620689655,0.025404157043879907
blk2,top2.5pct_absR,last_bar_over_iv,866,0.6283929340801379,0.5206756629309186,0.7226984432311525,True,0.034482758620689655,0.025404157043879907
blk2,top2.5pct_absR,day_ret,866,0.45589185695820766,0.3639843770295898,0.5416734813084111,False,0.0,0.025404157043879907
blk2,top2.5pct_absR,abs_day_ret,866,0.33988582507539855,0.22756139822318475,0.450803431547215,True,0.0,0.025404157043879907
blk2,top2.5pct_absR,day_range,866,0.34602542007755277,0.24347912998224236,0.43322086597401366,True,0.0,0.025404157043879907
blk2,top2.5pct_absR,entry_over_spot,866,0.3111266695389918,0.19817671694879255,0.42237325143193416,True,0.011494252873563218,0.025404157043879907
blk2,top2.5pct_absR,month_end,866,0.5391533821628608,0.46962438989691174,0.6228280141843971,False,0.025404157043879907,0.025404157043879907
blk2,top2.5pct_absR,quarter_end,866,0.48992890995260663,0.4862600431307986,0.49348360512072686,False,0.025404157043879907,0.025404157043879907
blk2,top2.5pct_absR,third_friday,866,0.46919431279620855,0.46543457012828593,0.4727818694308056,False,0.025404157043879907,0.025404157043879907
blk2,top2.5pct_absR,fomc_day,866,0.5061395950021542,0.48007033997655335,0.5545710361912968,False,0.025404157043879907,0.025404157043879907
blk2,top2.5pct_absR,fomc_next,866,0.4828199052132701,0.4792155341876117,0.4864230685159609,False,0.025404157043879907,0.025404157043879907
blk2,top2.5pct_absR,dow,866,0.41415338216286085,0.32649813266688604,0.5191994582727084,False,0.018779342723004695,0.025404157043879907
