,w0p5_K_c,w0p5_K_p,w0p5_entry,w0p5_ask,w0p5_pay,w1_K_c,w1_K_p,w1_entry,w1_ask,w1_pay,w2_K_c,w2_K_p,w2_entry,w2_ask,w2_pay
2020-02-24,3260.0,3225.0,1.4000000208616257,1.6000000536441803,0.0,3275.0,3205.0,0.22500000335276127,0.30000000447034836,0.0,3310.0,3175.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-26,3140.0,3105.0,2.974999964237213,3.299999952316284,0.0,3155.0,3090.0,0.6250000037252903,0.75,0.0,3190.0,3060.0,0.1250000037252903,0.20000000670552254,0.0
2020-02-28,2905.0,2870.0,15.299999952316284,16.800000190734863,49.219970703125,2920.0,2860.0,8.99999988079071,10.199999809265137,34.219970703125,2950.0,2830.0,2.25,2.899999976158142,4.219970703125
2020-03-02,3050.0,3015.0,4.875,5.549999952316284,40.22998046875,3065.0,3000.0,1.625,1.8000000417232513,25.22998046875,3095.0,2970.0,0.22500000335276127,0.30000000074505806,0.0
2020-03-04,3130.0,3095.0,3.975000023841858,4.350000023841858,0.1201171875,3145.0,3075.0,1.0000000149011612,1.2000000476837158,0.0,3175.0,3045.0,0.1250000037252903,0.20000000670552254,0.0
2020-03-06,2940.0,2905.0,10.200000047683716,11.300000190734863,32.3701171875,2955.0,2890.0,4.225000083446503,4.8500001430511475,17.3701171875,2980.0,2860.0,0.8250000104308128,1.050000011920929,0.0
2020-03-09,2795.0,2760.0,16.84999990463257,17.899999618530273,13.43994140625,2805.0,2745.0,10.399999856948853,11.299999713897705,0.0,2835.0,2720.0,2.850000023841858,3.350000023841858,0.0
2020-03-11,2745.0,2710.0,17.699999809265137,19.399999618530273,0.0,2755.0,2695.0,10.700000047683716,11.900000095367432,0.0,2785.0,2670.0,2.975000023841858,3.700000047683716,0.0
2020-03-13,2600.0,2570.0,32.14999961853027,39.29999923706055,111.02001953125,2615.0,2560.0,20.449999570846558,23.59999942779541,96.02001953125,2640.0,2530.0,10.200000286102295,15.90000057220459,71.02001953125
2020-03-16,2470.0,2440.0,30.050000190734863,32.60000038146973,53.8701171875,2480.0,2430.0,23.500000476837158,25.800000190734863,43.8701171875,2505.0,2400.0,11.499999761581421,13.399999618530273,13.8701171875
2020-03-18,2330.0,2300.0,39.0,41.10000038146973,68.10009765625,2340.0,2290.0,31.5,33.5,58.10009765625,2370.0,2260.0,15.399999856948853,17.0,28.10009765625
2020-03-20,2360.0,2330.0,26.65000057220459,33.90000057220459,25.080078125,2370.0,2320.0,16.90000033378601,24.40000057220459,15.080078125,2395.0,2295.0,6.9999998807907104,7.999999761581421,0.0
2020-03-23,2220.0,2190.0,22.699999809265137,23.899999618530273,17.39990234375,2240.0,2180.0,13.450000047683716,14.5,0.0,2260.0,2160.0,5.75,6.299999952316284,0.0
2020-03-25,2560.0,2530.0,17.0,18.100000381469727,54.43994140625,2570.0,2515.0,9.550000190734863,10.5,39.43994140625,2595.0,2490.0,2.474999964237213,2.9499999284744263,14.43994140625
2020-03-27,2625.0,2590.0,15.449999809265137,16.399999618530273,48.530029296875,2635.0,2580.0,10.0,11.0,38.530029296875,2660.0,2550.0,2.550000011920929,2.950000047683716,8.530029296875
2020-03-30,2625.0,2590.0,9.450000047683716,10.300000190734863,1.64990234375,2635.0,2580.0,5.125,5.450000047683716,0.0,2660.0,2555.0,0.8499999940395355,1.0499999821186066,0.0
2020-03-31,2590.0,2560.0,10.599999904632568,11.199999809265137,0.0,2605.0,2545.0,4.474999964237213,5.049999952316284,0.0,2630.0,2520.0,0.6750000044703484,0.8499999940395355,0.0
2020-04-01,2475.0,2445.0,7.024999976158142,7.700000047683716,0.0,2485.0,2430.0,2.675000011920929,2.950000047683716,0.0,2510.0,2405.0,0.3500000014901161,0.5,0.0
2020-04-03,2495.0,2465.0,7.700000047683716,8.400000095367432,0.0,2510.0,2455.0,3.074999988079071,3.399999976158142,0.0,2535.0,2430.0,0.5000000149011612,0.6000000238418579,0.0
2020-04-06,2655.0,2620.0,2.974999964237213,3.299999952316284,8.679931640625,2665.0,2610.0,1.1750000268220901,1.4000000357627869,0.0,2695.0,2580.0,0.15000000409781933,0.2500000074505806,0.0
2020-04-08,2760.0,2730.0,6.274999976158142,6.799999952316284,0.0,2775.0,2715.0,1.8999999463558197,2.1999999284744263,0.0,2805.0,2690.0,0.20000000298023224,0.30000000447034836,0.0
2020-04-09,2805.0,2770.0,8.849999904632568,9.400000095367432,0.0,2820.0,2760.0,4.149999976158142,4.549999952316284,0.0,2845.0,2730.0,0.5750000029802322,0.75,0.0
2020-04-13,2770.0,2740.0,3.6750000715255737,4.050000071525574,0.0,2785.0,2725.0,0.7250000014901161,0.9000000059604645,0.0,2815.0,2700.0,0.15000000409781933,0.2500000074505806,0.0
2020-04-15,2805.0,2770.0,2.950000047683716,3.200000047683716,0.0,2815.0,2755.0,0.7749999910593033,0.8999999761581421,0.0,2845.0,2730.0,0.07500000111758709,0.15000000223517418,0.0
2020-04-17,2870.0,2835.0,2.449999988079071,2.649999976158142,4.56005859375,2885.0,2820.0,0.550000011920929,0.7000000178813934,0.0,2910.0,2795.0,0.07500000111758709,0.15000000223517418,0.0
2020-04-20,2845.0,2815.0,4.175000011920929,4.450000047683716,0.0,2860.0,2800.0,0.9749999940395355,1.149999976158142,0.0,2890.0,2770.0,0.1250000037252903,0.2500000074505806,0.0
2020-04-22,2825.0,2790.0,1.5999999940395355,1.75,0.0,2835.0,2775.0,0.4000000022351742,0.5,0.0,2865.0,2750.0,0.05000000074505806,0.10000000149011612,0.0
2020-04-24,2850.0,2820.0,1.7749999463558197,1.9499999284744263,0.0,2865.0,2805.0,0.3250000048428774,0.45000000298023224,0.0,2895.0,2775.0,0.05000000074505806,0.10000000149011612,0.0
2020-04-27,2900.0,2865.0,0.5750000029802322,0.6500000059604645,0.0,2910.0,2850.0,0.15000000223517418,0.20000000298023224,0.0,2940.0,2820.0,0.05000000074505806,0.10000000149011612,0.0
2020-04-29,2970.0,2935.0,1.0999999791383743,1.2999999523162842,0.0,2985.0,2920.0,0.25000000186264515,0.3500000014901161,0.0,3015.0,2890.0,0.07500000111758709,0.15000000223517418,0.0
2020-04-30,2930.0,2895.0,2.199999988079071,2.399999976158142,0.0,2945.0,2880.0,0.37500000931322575,0.5000000149011612,0.0,2970.0,2850.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-01,2850.0,2815.0,1.324999988079071,1.5,0.0,2865.0,2800.0,0.22500000707805157,0.30000001192092896,0.0,2890.0,2775.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-04,2855.0,2820.0,0.7999999821186066,0.8999999761581421,0.0,2870.0,2810.0,0.15000000223517418,0.20000000298023224,0.0,2900.0,2780.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-06,2885.0,2850.0,0.8250000029802322,0.949999988079071,1.580078125,2900.0,2835.0,0.15000000409781933,0.20000000670552254,0.0,2925.0,2805.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-08,2940.0,2905.0,0.8250000029802322,0.9500000178813934,0.0,2955.0,2890.0,0.20000000298023224,0.30000000447034836,0.0,2985.0,2865.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-11,2955.0,2920.0,0.3500000052154064,0.45000000298023224,0.0,2970.0,2905.0,0.07500000111758709,0.15000000223517418,0.0,3000.0,2875.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-13,2820.0,2785.0,2.0500000417232513,2.200000047683716,0.0,2830.0,2770.0,0.5750000029802322,0.75,0.0,2860.0,2745.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-15,2875.0,2840.0,1.2750000059604645,1.449999988079071,0.0,2890.0,2825.0,0.25000000558793545,0.30000000447034836,0.0,2915.0,2795.0,0.07500000111758709,0.15000000223517418,0.0
2020-05-18,2975.0,2945.0,0.4749999977648258,0.5999999940395355,0.0,2990.0,2930.0,0.05000000074505806,0.10000000149011612,0.0,3020.0,2900.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-20,2990.0,2955.0,0.5000000074505806,0.550000011920929,0.0,3005.0,2940.0,0.10000000149011612,0.15000000223517418,0.0,3035.0,2910.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-22,2965.0,2930.0,0.45000000670552254,0.550000011920929,0.0,2980.0,2915.0,0.10000000149011612,0.15000000223517418,0.0,3010.0,2885.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-26,3025.0,2990.0,0.20000000298023224,0.30000000447034836,0.0,3040.0,2975.0,0.05000000074505806,0.10000000149011612,0.0,3070.0,2945.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-27,3040.0,3005.0,0.5000000037252903,0.550000011920929,0.0,3055.0,2990.0,0.15000000409781933,0.20000000670552254,0.0,3085.0,2960.0,0.05000000074505806,0.10000000149011612,0.0
2020-05-29,3055.0,3020.0,1.375,1.550000011920929,0.0,3070.0,3005.0,0.37499999813735485,0.44999999552965164,0.0,3100.0,2975.0,0.10000000149011612,0.15000000223517418,0.0
2020-06-01,3075.0,3040.0,0.350000012665987,0.45000001788139343,0.0,3090.0,3025.0,0.05000000074505806,0.10000000149011612,0.0,3120.0,2995.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-03,3145.0,3110.0,0.3500000052154064,0.4000000059604645,0.0,3160.0,3090.0,0.05000000074505806,0.10000000149011612,0.0,3190.0,3060.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-05,3220.0,3180.0,0.75,0.9000000059604645,0.0,3235.0,3165.0,0.17500000447034836,0.2500000074505806,0.0,3265.0,3135.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-08,3235.0,3200.0,0.2000000048428774,0.2500000074505806,0.0,3260.0,3185.0,0.05000000074505806,0.10000000149011612,0.0,3290.0,3150.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-10,3230.0,3195.0,2.600000023841858,2.850000023841858,4.860107421875,3245.0,3180.0,0.5749999955296516,0.699999988079071,0.0,3280.0,3145.0,0.07500000111758709,0.15000000223517418,0.0
2020-06-12,3030.0,2995.0,6.074999809265137,6.449999809265137,11.31005859375,3045.0,2980.0,1.9500000178813934,2.150000035762787,0.0,3080.0,2950.0,0.20000000298023224,0.30000000447034836,0.0
2020-06-15,3075.0,3040.0,2.299999952316284,2.549999952316284,0.0,3090.0,3025.0,0.5000000037252903,0.5999999940395355,0.0,3120.0,2995.0,0.10000000149011612,0.15000000223517418,0.0
2020-06-17,3135.0,3100.0,1.7000000476837158,1.8000000715255737,0.0,3150.0,3085.0,0.3250000085681677,0.4000000134110451,0.0,3180.0,3050.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-19,3130.0,3090.0,1.625,1.800000011920929,0.0,3145.0,3075.0,0.4000000078231096,0.550000011920929,0.0,3175.0,3045.0,0.10000000149011612,0.15000000223517418,0.0
2020-06-22,3125.0,3090.0,1.199999988079071,1.3499999642372131,0.0,3140.0,3075.0,0.1750000026077032,0.2500000037252903,0.0,3170.0,3045.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-24,3075.0,3040.0,2.224999964237213,2.399999976158142,0.0,3090.0,3025.0,0.4750000052154064,0.6000000089406967,0.0,3120.0,2995.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-26,3030.0,2995.0,3.025000035762787,3.25,0.0,3045.0,2980.0,0.6499999985098839,0.7999999821186066,0.0,3075.0,2950.0,0.10000000149011612,0.15000000223517418,0.0
2020-06-29,3055.0,3020.0,0.5750000029802322,0.699999988079071,0.0,3070.0,3005.0,0.10000000149011612,0.15000000223517418,0.0,3100.0,2975.0,0.05000000074505806,0.10000000149011612,0.0
2020-06-30,3105.0,3070.0,1.300000011920929,1.4500000476837158,0.0,3120.0,3055.0,0.15000000223517418,0.20000000298023224,0.0,3150.0,3025.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-01,3145.0,3105.0,0.3500000089406967,0.4000000059604645,0.0,3160.0,3090.0,0.07500000111758709,0.15000000223517418,0.0,3190.0,3060.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-02,3160.0,3125.0,0.5750000178813934,0.7000000178813934,0.0,3175.0,3110.0,0.12500000186264515,0.20000000298023224,0.0,3210.0,3075.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-06,3190.0,3155.0,0.4000000022351742,0.5,0.0,3205.0,3135.0,0.05000000074505806,0.10000000149011612,0.0,3235.0,3105.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-08,3185.0,3145.0,0.27500000409781933,0.3500000014901161,0.0,3200.0,3130.0,0.05000000074505806,0.10000000149011612,0.0,3230.0,3100.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-10,3200.0,3165.0,0.5750000067055225,0.6500000059604645,0.0,3215.0,3145.0,0.10000000149011612,0.15000000223517418,0.0,3250.0,3115.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-13,3200.0,3160.0,0.7000000104308128,0.800000011920929,4.780029296875,3215.0,3145.0,0.12500000186264515,0.20000000298023224,0.0,3245.0,3115.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-15,3240.0,3205.0,1.0499999970197678,1.199999988079071,0.0,3260.0,3190.0,0.1250000037252903,0.20000000670552254,0.0,3290.0,3155.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-17,3250.0,3210.0,0.3000000063329935,0.4000000059604645,0.0,3265.0,3195.0,0.10000000149011612,0.15000000223517418,0.0,3300.0,3165.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-20,3270.0,3235.0,0.2000000048428774,0.2500000074505806,0.0,3290.0,3220.0,0.05000000074505806,0.10000000149011612,0.0,3320.0,3185.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-22,3285.0,3250.0,0.27500000409781933,0.3500000014901161,0.0,3305.0,3235.0,0.07500000111758709,0.15000000223517418,0.0,3335.0,3200.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-24,3230.0,3190.0,0.8999999985098839,1.0000000149011612,0.0,3245.0,3175.0,0.20000000298023224,0.30000000447034836,0.0,3275.0,3140.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-27,3260.0,3220.0,0.17500000447034836,0.2500000074505806,0.0,3275.0,3205.0,0.10000000149011612,0.15000000223517418,0.0,3305.0,3170.0,0.05000000074505806,0.10000000149011612,0.0
2020-07-29,3280.0,3240.0,0.4749999921768904,0.5499999895691872,0.0,3295.0,3225.0,0.1750000026077032,0.2500000037252903,0.0,3325.0,3190.0,0.07500000111758709,0.15000000223517418,0.0
2020-07-31,3270.0,3235.0,0.5250000134110451,0.6000000089406967,1.1201171875,3290.0,3220.0,0.15000000409781933,0.2500000074505806,0.0,3320.0,3185.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-03,3315.0,3275.0,0.25000000558793545,0.30000000447034836,0.0,3330.0,3260.0,0.10000000149011612,0.15000000223517418,0.0,3365.0,3230.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-05,3345.0,3305.0,0.12500000186264515,0.20000000298023224,0.0,3360.0,3290.0,0.05000000074505806,0.10000000149011612,0.0,3395.0,3255.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-07,3360.0,3320.0,0.4749999921768904,0.5499999895691872,0.0,3375.0,3305.0,0.1250000037252903,0.20000000670552254,0.0,3410.0,3270.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-10,3380.0,3340.0,0.15000000409781933,0.20000000670552254,0.0,3395.0,3325.0,0.05000000074505806,0.10000000149011612,0.0,3430.0,3290.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-12,3405.0,3365.0,0.37499999813735485,0.44999999552965164,0.0,3420.0,3350.0,0.15000000409781933,0.20000000670552254,0.0,3455.0,3315.0,0.07500000111758709,0.15000000223517418,0.0
2020-08-14,3385.0,3345.0,0.49999999441206455,0.5999999940395355,0.0,3400.0,3330.0,0.22500000335276127,0.30000000074505806,0.0,3435.0,3295.0,0.10000000149011612,0.15000000223517418,0.0
2020-08-17,3405.0,3365.0,0.10000000149011612,0.15000000223517418,0.0,3420.0,3345.0,0.05000000074505806,0.10000000149011612,0.0,3455.0,3315.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-19,3400.0,3365.0,0.40000000409781933,0.5000000074505806,0.0,3420.0,3345.0,0.1250000037252903,0.20000000670552254,0.0,3450.0,3310.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-21,3420.0,3380.0,0.30000000819563866,0.4000000134110451,0.0,3435.0,3360.0,0.10000000149011612,0.15000000223517418,0.0,3470.0,3330.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-24,3440.0,3400.0,0.10000000149011612,0.15000000223517418,0.0,3460.0,3385.0,0.05000000074505806,0.10000000149011612,0.0,3495.0,3350.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-26,3500.0,3460.0,0.30000000447034836,0.4000000059604645,0.0,3515.0,3445.0,0.12500000186264515,0.20000000298023224,0.0,3550.0,3410.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-28,3525.0,3485.0,0.25000000558793545,0.3500000089406967,0.0,3545.0,3470.0,0.10000000149011612,0.15000000223517418,0.0,3580.0,3435.0,0.05000000074505806,0.10000000149011612,0.0
2020-08-31,3525.0,3485.0,0.35000001080334187,0.45000001788139343,0.0,3545.0,3470.0,0.15000000409781933,0.20000000670552254,0.0,3580.0,3435.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-02,3600.0,3560.0,0.5000000037252903,0.550000011920929,0.0,3615.0,3540.0,0.10000000149011612,0.15000000223517418,0.0,3650.0,3505.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-04,3470.0,3430.0,2.4749999940395355,2.799999952316284,3.0400390625,3490.0,3415.0,0.8750000186264515,1.050000011920929,0.0,3525.0,3380.0,0.30000000819563866,0.4000000134110451,0.0
2020-09-08,3370.0,3330.0,2.800000011920929,3.0,0.0,3385.0,3315.0,0.7000000029802322,0.8499999940395355,0.0,3420.0,3280.0,0.07500000111758709,0.15000000223517418,0.0
2020-09-09,3440.0,3405.0,0.8249999955296516,0.8999999761581421,6.0400390625,3460.0,3385.0,0.17500000447034836,0.2500000074505806,0.0,3495.0,3350.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-11,3365.0,3330.0,2.024999976158142,2.149999976158142,0.0,3385.0,3310.0,0.25000000558793545,0.3500000089406967,0.0,3415.0,3280.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-14,3400.0,3360.0,0.3500000052154064,0.45000000298023224,0.0,3420.0,3345.0,0.05000000074505806,0.10000000149011612,0.0,3450.0,3310.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-16,3415.0,3375.0,1.550000011920929,1.699999988079071,0.0,3430.0,3360.0,0.4000000022351742,0.5,0.0,3465.0,3325.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-18,3345.0,3305.0,0.8999999910593033,1.0499999821186066,0.0,3360.0,3290.0,0.27500000409781933,0.4000000059604645,0.0,3395.0,3255.0,0.10000000149011612,0.15000000223517418,0.0
2020-09-21,3280.0,3245.0,1.5750000178813934,1.7000000476837158,1.06005859375,3295.0,3225.0,0.22500000335276127,0.30000000447034836,0.0,3330.0,3195.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-23,3265.0,3230.0,1.8499999940395355,2.050000011920929,0.0,3285.0,3215.0,0.3750000037252903,0.5000000074505806,0.0,3315.0,3180.0,0.07500000111758709,0.15000000223517418,0.0
2020-09-25,3325.0,3285.0,0.7750000059604645,0.9000000059604645,0.0,3340.0,3270.0,0.17500000447034836,0.2500000074505806,0.0,3375.0,3235.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-28,3375.0,3340.0,0.5499999932944775,0.6499999910593033,0.0,3395.0,3320.0,0.07500000111758709,0.15000000223517418,0.0,3425.0,3290.0,0.05000000074505806,0.10000000149011612,0.0
2020-09-30,3370.0,3335.0,2.6249999403953552,2.799999952316284,0.0,3390.0,3315.0,0.42500001192092896,0.550000011920929,0.0,3420.0,3285.0,0.07500000111758709,0.15000000223517418,0.0
2020-10-02,3380.0,3340.0,1.25,1.3499999642372131,0.0,3395.0,3325.0,0.3250000085681677,0.4000000134110451,0.0,3430.0,3290.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-05,3430.0,3390.0,0.22500000335276127,0.30000000447034836,0.0,3445.0,3370.0,0.05000000074505806,0.10000000149011612,0.0,3480.0,3340.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-07,3445.0,3405.0,0.40000000409781933,0.5000000074505806,0.0,3460.0,3385.0,0.1250000037252903,0.20000000670552254,0.0,3500.0,3350.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-09,3500.0,3460.0,0.2750000022351742,0.3500000014901161,0.0,3515.0,3440.0,0.10000000149011612,0.15000000223517418,0.0,3550.0,3405.0,0.07500000111758709,0.15000000223517418,0.0
2020-10-12,3565.0,3525.0,0.3499999977648258,0.44999999552965164,0.0,3580.0,3505.0,0.1250000037252903,0.20000000670552254,0.0,3615.0,3470.0,0.07500000111758709,0.15000000223517418,0.0
2020-10-14,3515.0,3475.0,0.3500000052154064,0.45000000298023224,0.0,3535.0,3460.0,0.07500000111758709,0.15000000223517418,0.0,3570.0,3425.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-16,3515.0,3475.0,0.30000000447034836,0.4000000059604645,0.0,3535.0,3460.0,0.10000000149011612,0.15000000223517418,0.0,3570.0,3425.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-19,3450.0,3410.0,1.0999999940395355,1.2000000178813934,0.0,3465.0,3390.0,0.22500000335276127,0.30000000447034836,0.0,3500.0,3355.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-21,3475.0,3435.0,0.625,0.75,0.0,3490.0,3415.0,0.12500000186264515,0.20000000298023224,0.0,3525.0,3385.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-23,3480.0,3440.0,0.22500000335276127,0.30000000447034836,0.0,3495.0,3425.0,0.05000000074505806,0.10000000149011612,0.0,3530.0,3390.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-26,3410.0,3370.0,0.7750000059604645,0.9000000059604645,0.0,3430.0,3355.0,0.17500000447034836,0.2500000074505806,0.0,3460.0,3320.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-28,3315.0,3280.0,2.8249999284744263,3.049999952316284,8.969970703125,3335.0,3260.0,0.27500000409781933,0.4000000059604645,0.0,3365.0,3230.0,0.05000000074505806,0.10000000149011612,0.0
2020-10-30,3265.0,3225.0,2.975000023841858,3.25,4.9599609375,3280.0,3210.0,0.7749999910593033,0.8999999761581421,0.0,3315.0,3180.0,0.15000000409781933,0.2500000074505806,0.0
2020-11-02,3325.0,3285.0,1.25,1.399999976158142,0.0,3340.0,3270.0,0.3000000026077032,0.3500000014901161,0.0,3375.0,3240.0,0.1250000037252903,0.20000000670552254,0.0
2020-11-04,3465.0,3425.0,2.474999964237213,2.6999999284744263,0.0,3480.0,3410.0,0.6500000022351742,0.7500000149011612,0.0,3515.0,3375.0,0.10000000149011612,0.15000000223517418,0.0
2020-11-06,3525.0,3485.0,0.5,0.5999999940395355,0.0,3545.0,3470.0,0.15000000409781933,0.20000000670552254,0.0,3580.0,3435.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-09,3610.0,3570.0,1.6500000059604645,1.800000011920929,19.5,3625.0,3550.0,0.25000000558793545,0.30000000447034836,0.0,3660.0,3515.0,0.07500000111758709,0.15000000223517418,0.0
2020-11-11,3580.0,3540.0,0.5499999932944775,0.6499999910593033,0.0,3600.0,3520.0,0.10000000149011612,0.15000000223517418,0.0,3635.0,3485.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-13,3600.0,3560.0,0.5750000029802322,0.6500000059604645,0.0,3620.0,3545.0,0.15000000409781933,0.2500000074505806,0.0,3655.0,3510.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-16,3635.0,3595.0,0.4500000011175871,0.5499999895691872,0.0,3650.0,3575.0,0.10000000149011612,0.15000000223517418,0.0,3690.0,3540.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-18,3615.0,3575.0,0.3250000085681677,0.4000000134110451,7.2099609375,3635.0,3555.0,0.07500000111758709,0.15000000223517418,0.0,3670.0,3520.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-20,3585.0,3545.0,1.0499999895691872,1.149999976158142,0.0,3600.0,3525.0,0.2500000037252903,0.3500000014901161,0.0,3635.0,3490.0,0.10000000149011612,0.15000000223517418,0.0
2020-11-23,3600.0,3560.0,0.25000000558793545,0.30000000447034836,0.0,3620.0,3540.0,0.05000000074505806,0.10000000149011612,0.0,3655.0,3505.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-25,3655.0,3610.0,0.17500000447034836,0.2500000074505806,0.0,3670.0,3595.0,0.05000000074505806,0.10000000149011612,0.0,3710.0,3560.0,0.05000000074505806,0.10000000149011612,0.0
2020-11-30,3635.0,3595.0,0.7250000163912773,0.8000000268220901,0.0,3655.0,3575.0,0.10000000149011612,0.15000000223517418,0.0,3690.0,3540.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-02,3685.0,3645.0,0.20000000298023224,0.30000000447034836,0.0,3705.0,3625.0,0.05000000074505806,0.10000000149011612,0.0,3740.0,3590.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-04,3710.0,3670.0,0.22500000335276127,0.30000000447034836,0.0,3730.0,3650.0,0.10000000149011612,0.15000000223517418,0.0,3765.0,3615.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-07,3710.0,3670.0,0.1250000037252903,0.20000000670552254,0.0,3730.0,3650.0,0.05000000074505806,0.10000000149011612,0.0,3765.0,3610.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-09,3680.0,3640.0,0.4750000089406967,0.550000011920929,0.0,3700.0,3625.0,0.10000000149011612,0.15000000223517418,0.0,3735.0,3585.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-11,3680.0,3640.0,0.40000000037252903,0.5,0.0,3700.0,3620.0,0.1250000037252903,0.20000000670552254,0.0,3735.0,3585.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-14,3685.0,3640.0,0.3000000063329935,0.4000000059604645,0.0,3700.0,3625.0,0.07500000111758709,0.15000000223517418,0.0,3740.0,3585.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-16,3730.0,3685.0,0.350000012665987,0.45000001788139343,0.0,3745.0,3670.0,0.15000000409781933,0.2500000074505806,0.0,3785.0,3630.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-18,3710.0,3665.0,3.299999952316284,3.4999998807907104,0.0,3725.0,3650.0,1.350000023841858,1.550000011920929,0.0,3765.0,3610.0,0.32499999925494194,0.44999999552965164,0.0
2020-12-21,3715.0,3670.0,0.4249999988824129,0.5499999970197678,0.0,3730.0,3655.0,0.15000000409781933,0.20000000670552254,0.0,3770.0,3615.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-23,3725.0,3680.0,0.10000000149011612,0.15000000223517418,0.0,3740.0,3665.0,0.07500000111758709,0.15000000223517418,0.0,3780.0,3625.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-28,3755.0,3715.0,0.15000000223517418,0.2500000037252903,0.0,3775.0,3695.0,0.05000000074505806,0.10000000149011612,0.0,3815.0,3660.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-30,3755.0,3710.0,0.10000000149011612,0.15000000223517418,0.0,3770.0,3690.0,0.05000000074505806,0.10000000149011612,0.0,3810.0,3655.0,0.05000000074505806,0.10000000149011612,0.0
2020-12-31,3770.0,3725.0,0.5250000022351742,0.6499999910593033,0.0,3785.0,3705.0,0.2000000048428774,0.2500000037252903,0.0,3825.0,3670.0,0.05000000074505806,0.10000000149011612,0.0
