,w0p5_K_c,w0p5_K_p,w0p5_entry,w0p5_ask,w0p5_pay,w1_K_c,w1_K_p,w1_entry,w1_ask,w1_pay,w2_K_c,w2_K_p,w2_entry,w2_ask,w2_pay
2020-01-27,3270.0,3230.0,0.22500000335276127,0.30000000074505806,0.0,3285.0,3215.0,0.05000000074505806,0.10000000149011612,0.0,3320.0,3185.0,0.05000000074505806,0.10000000149011612,0.0
2020-01-29,3300.0,3265.0,0.3750000037252903,0.5000000074505806,0.0,3320.0,3245.0,0.10000000149011612,0.15000000223517418,0.0,3350.0,3215.0,0.05000000074505806,0.10000000149011612,0.0
2020-01-31,3240.0,3205.0,1.2749999910593033,1.449999988079071,0.0,3255.0,3185.0,0.25000000558793545,0.3500000089406967,0.0,3290.0,3155.0,0.07500000111758709,0.15000000223517418,0.0
2020-02-03,3275.0,3240.0,0.15000000409781933,0.20000000670552254,0.0,3290.0,3220.0,0.05000000074505806,0.10000000149011612,0.0,3325.0,3190.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-05,3355.0,3315.0,0.10000000149011612,0.15000000223517418,0.0,3370.0,3300.0,0.05000000074505806,0.10000000149011612,0.0,3405.0,3265.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-07,3345.0,3310.0,0.15000000409781933,0.20000000670552254,0.0,3365.0,3290.0,0.05000000074505806,0.10000000149011612,0.0,3395.0,3260.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-10,3365.0,3325.0,0.05000000074505806,0.10000000149011612,0.0,3385.0,3310.0,0.05000000074505806,0.10000000149011612,0.0,3415.0,3275.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-12,3395.0,3360.0,0.10000000149011612,0.15000000223517418,0.0,3415.0,3340.0,0.05000000074505806,0.10000000149011612,0.0,3445.0,3305.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-14,3390.0,3355.0,0.10000000149011612,0.15000000223517418,0.0,3410.0,3335.0,0.05000000074505806,0.10000000149011612,0.0,3440.0,3300.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-18,3390.0,3355.0,0.1250000037252903,0.20000000670552254,0.0,3410.0,3335.0,0.07500000111758709,0.15000000223517418,0.0,3440.0,3300.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-19,3410.0,3370.0,0.05000000074505806,0.10000000149011612,0.0,3425.0,3355.0,0.05000000074505806,0.10000000149011612,0.0,3460.0,3320.0,0.05000000074505806,0.10000000149011612,0.0
2020-02-21,3350.0,3315.0,0.37499999813735485,0.44999999552965164,0.0,3370.0,3295.0,0.10000000149011612,0.15000000223517418,0.0,3400.0,3265.0,0.05000000074505806,0.10000000149011612,0.0
