dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
fomc_day,fomc,0.05,b2,3700,3465,19,0.9364864864864865,0.031746031746031744,4.099984030531199,1.408840300662371,0.6842105263157895,0.02779106362375613,-0.017287009392929067,4.1232674030787875,0.4435775954887192
fomc_day,no_fomc,0.05,b2,57247,43235,547,0.7552360822401174,0.31393546894876834,9.549083216396701,6.089256226652417,0.773308957952468,0.16904850376888567,0.11640349023869252,4.448597849274494,0.11100426603264461
fomc_day,ALL,0.05,b2,66475,50362,623,0.7576081233546446,0.3048925777371828,9.11997567586574,5.765844434162344,0.7640449438202247,0.15913726914488177,0.10668370195240671,4.192516403321571,0.11407951104816902
fomc_day,fomc,0.05,a0,3700,3634,19,0.9821621621621621,0.008805723720418272,4.421922030991606,1.6832876519331281,0.7368421052631579,0.033236297183853125,-0.01056038407131156,4.1232674030787875,0.46569158221809215
fomc_day,no_fomc,0.05,a0,57247,43565,547,0.761000576449421,0.21308389762423965,9.600459026430649,6.12252811644799,0.7861060329067642,0.16612161825323019,0.11402280817213233,4.448597849274494,0.10994255040574011
fomc_day,ALL,0.05,a0,66475,51227,623,0.7706205340353517,0.21646787826731997,9.08732523845783,5.704168507736839,0.7800963081861958,0.15283750639026103,0.10092591027848281,4.192516403321571,0.11586682027625121
fomc_day,fomc,0.1,b2,3700,3323,19,0.8981081081081081,0.02046343665362624,4.1147365154022735,1.4516936025907945,0.6842105263157895,0.030202643765800275,-0.015266681170688638,4.1232674030787875,0.4435775954887192
fomc_day,no_fomc,0.1,b2,57247,30986,546,0.5412685380893322,0.2727038017169044,9.314386634539144,6.170856243854334,0.7655677655677655,0.2006301768504223,0.14781750960392537,4.448597849274494,0.11100426603264461
fomc_day,ALL,0.1,b2,66475,36555,621,0.5499059796916134,0.2604294898098755,9.011407225384497,5.967213901189074,0.7584541062801933,0.18646915607449094,0.13418017444775304,4.192516403321571,0.11407951104816902
fomc_day,fomc,0.1,a0,3700,3555,19,0.9608108108108108,0.005063291139240506,4.5489013147278765,1.8638705723377882,0.7368421052631579,0.0343545713169754,-0.00888253078277002,4.1232674030787875,0.46569158221809215
fomc_day,no_fomc,0.1,a0,57247,30937,546,0.540412598040072,0.16711381194039499,9.164033396028877,6.147800421749136,0.7985347985347986,0.19336181251669865,0.14162112441477012,4.448597849274494,0.10994255040574011
fomc_day,ALL,0.1,a0,66475,37257,621,0.5604663407295976,0.17156507501945942,8.68627036359746,5.806831764953209,0.789049919484702,0.1748536695970648,0.12355907779916547,4.192516403321571,0.11586682027625121
