book,n,mean,vol,sharpe,sharpe_ann,hit
A  short smile (MFIV-RV),671,9.382403020038183e-05,0.00017294964344960963,0.5424933427383345,8.611814836762566,0.9746646795827124
A  short strip,671,9.153924091507205e-05,0.0002165054826173303,0.42280333878133736,6.711794927419258,0.849478390461997
"B  incr vs a0, drop D10",604,1.674157179524311e-10,1.9932537896075856e-09,0.08399117002827344,1.3333184893209205,0.6225165562913907
A+B dollar (VRP swallows B),671,9.382418089947814e-05,0.00017294970154179047,0.5424940318662942,8.611825776329782,0.9746646795827124
A+B risk-parity,671,0.618097913038817,1.3996647880524018,0.4416042457557889,7.010250073080409,0.977645305514158
A_strip+B risk-parity,671,0.4984079090818212,1.4582029605440485,0.3417959794128162,5.425842963888386,0.8599105812220567
