dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
voldemand_tercile,T1_low,0.05,b2,18309,14085,487,0.769293789939374,0.27717429889953854,7.296906230990894,4.509653773411731,0.6928647497337593,0.150908834381332,0.10067911259281807,4.317317334023627,0.12002390195039826
voldemand_tercile,T2_mid,0.05,b2,18305,14159,480,0.77350450696531,0.27523130164559645,8.117133350818374,5.074048228032578,0.7239211808743555,0.15808536626641606,0.10710656572771382,4.435783054240259,0.12416511982114725
voldemand_tercile,T3_high,0.05,b2,18297,14244,481,0.7784882767666831,0.2968267340634653,8.918260774447846,5.648838226712498,0.7344846953103061,0.1722262340412232,0.11889093411243963,4.426856078597384,0.12250310585650837
voldemand_tercile,ALL,0.05,b2,66590,50475,626,0.7579966962006307,0.30634967805844476,9.109714478751759,5.722558466897536,0.7098167409608718,0.15894754510536235,0.10629587879595233,4.1801102819608715,0.11429272193276149
voldemand_tercile,T1_low,0.05,a0,18309,14356,489,0.7840952537003659,0.1726107550849819,6.748080897778265,4.114819340439294,0.7183059348007802,0.15410318536987377,0.10440797949361688,4.317317334023627,0.1222205241756791
voldemand_tercile,T2_mid,0.05,a0,18305,14431,482,0.7883638350177548,0.18231584782759339,7.716755743579982,4.775222406440247,0.7221952740627815,0.14579268185912847,0.0954835841303689,4.435783054240259,0.12258598837383318
voldemand_tercile,T3_high,0.05,a0,18297,14117,484,0.7715472481827622,0.2022384359283134,9.505306141962096,6.173989795820422,0.7488843238648438,0.17484248049576834,0.12208924543165037,4.426856078597384,0.1156410582868868
voldemand_tercile,ALL,0.05,a0,66590,51333,626,0.7708815137408019,0.2179689478503107,9.077693679269432,5.659795658016178,0.7205696140884031,0.15268610358628518,0.10057924587942657,4.1801102819608715,0.11598198614094876
voldemand_tercile,T1_low,0.1,b2,18309,10363,466,0.5660057895024305,0.23786548296825244,7.385688860161762,4.861599968163249,0.731544919424877,0.18015632309047075,0.12982685256365162,4.317317334023627,0.12002390195039826
voldemand_tercile,T2_mid,0.1,b2,18305,10628,461,0.5806063916962578,0.23739179525780957,8.106259873932855,5.301323054437122,0.750940910801656,0.17831409501922954,0.1267911406764208,4.435783054240259,0.12416511982114725
voldemand_tercile,T3_high,0.1,b2,18297,10585,462,0.578510138274034,0.2482758620689655,9.887155421390466,6.676498492736143,0.7819555975436939,0.20503258225530546,0.15177288425501625,4.426856078597384,0.12250310585650837
voldemand_tercile,ALL,0.1,b2,66590,36663,624,0.5505781648896231,0.2624989771704443,9.000064784755612,5.92635245391132,0.7493658456754766,0.18614884023608705,0.1335943759238457,4.1801102819608715,0.11429272193276149
voldemand_tercile,T1_low,0.1,a0,18309,10686,472,0.5836473865312142,0.13344562979599475,6.171849688552133,3.7932047298851215,0.7477072805539959,0.17541590753611946,0.12631541872846003,4.317317334023627,0.1222205241756791
voldemand_tercile,T2_mid,0.1,a0,18305,10773,464,0.5885277246653919,0.14703425229741018,8.040582876811587,5.412444035299683,0.7469599925740277,0.167369718606802,0.11723186467479096,4.435783054240259,0.12258598837383318
voldemand_tercile,T3_high,0.1,a0,18297,10218,459,0.558452205279554,0.1483656292816598,9.537475310979618,6.575090050223824,0.7835192797024858,0.19638524151804101,0.14395813374325978,4.426856078597384,0.1156410582868868
voldemand_tercile,ALL,0.1,a0,66590,37345,624,0.5608199429343745,0.1733833177132146,8.677646075508815,5.7658340027333805,0.7528718703976436,0.17462584017898208,0.12307219831509165,4.1801102819608715,0.11598198614094876
