dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
vix_term_slope_tercile,T1_low,0.05,b2,18848,15225,274,0.8077780135823429,0.6141871921182266,0.4256761491204109,-2.923836676289264,0.4635036496350365,0.015003622448036661,-0.05424757617949392,4.149832817178487,0.14135992927065455
vix_term_slope_tercile,T2_mid,0.05,b2,18834,14855,217,0.788733142189657,0.5291820935711882,-0.21084750053577714,-2.93405411428003,0.48847926267281105,0.01377848079164536,-0.03399927970958131,3.262142083782462,0.12937665547669297
vix_term_slope_tercile,T3_high,0.05,b2,18836,14704,142,0.7806328307496284,0.49836779107725787,2.6000753546638258,-0.23469871461524894,0.5633802816901409,0.03177803374507289,-0.005611279289738704,4.216453557673613,0.11874897503500162
vix_term_slope_tercile,ALL,0.05,b2,60417,47589,562,0.7876756542032871,0.5492655865851352,0.8499158276652318,-2.5502861356635376,0.501779359430605,0.016369437687693927,-0.03558092947613305,4.273971836657898,0.12673617775028428
vix_term_slope_tercile,T1_low,0.05,a0,18848,15281,274,0.8107491511035654,0.6192003141155683,-0.36756772176803343,-4.025477318066421,0.46715328467153283,0.0006850033282614641,-0.06831880327641988,4.149832817178487,0.14044223299978825
vix_term_slope_tercile,T2_mid,0.05,a0,18834,14803,219,0.7859721779760008,0.5559008309126529,-0.4282110985332579,-3.133967610540226,0.4657534246575342,0.005917560777812661,-0.04173907734079864,3.262142083782462,0.1283044346372714
vix_term_slope_tercile,T3_high,0.05,a0,18836,14815,143,0.7865258016564026,0.4740465744178198,2.5999579155747186,-0.36708094502674954,0.5734265734265734,0.021230041241828767,-0.01627025828260829,4.216453557673613,0.12745631141038893
vix_term_slope_tercile,ALL,0.05,a0,60417,47826,562,0.79159839118129,0.5575210136745703,0.08482141735890968,-3.5240415029044097,0.49110320284697506,0.0040585801856644396,-0.04783454300359885,4.273971836657898,0.13011190096643424
vix_term_slope_tercile,T1_low,0.1,b2,18848,11959,274,0.6344970288624788,0.6263065473701814,0.27503018896836545,-2.950622092976027,0.4781021897810219,0.012874006071941939,-0.05642728912084671,4.149832817178487,0.14135992927065455
vix_term_slope_tercile,T2_mid,0.1,b2,18834,11192,214,0.5942444515238399,0.5243924231593996,-0.11833424424017913,-2.619265177930398,0.48130841121495327,0.0173582092005008,-0.03038916905656273,3.262142083782462,0.12937665547669297
vix_term_slope_tercile,T3_high,0.1,b2,18836,10821,140,0.5744850286685071,0.4861842713242769,2.846644990795219,0.30328360545053545,0.55,0.04093813614189519,0.0035141818542911893,4.216453557673613,0.11874897503500162
vix_term_slope_tercile,ALL,0.1,b2,60417,35863,562,0.5935912077726467,0.5491732426177397,0.6588956449945284,-2.4456614946500714,0.5,0.019386379363670873,-0.032929737220511596,4.273971836657898,0.12673617775028428
vix_term_slope_tercile,T1_low,0.1,a0,18848,11904,273,0.631578947368421,0.6336525537634409,-0.43255367830949004,-3.712443729603083,0.4542124542124542,-0.0012617151189977826,-0.07006195349469632,4.149832817178487,0.14044223299978825
vix_term_slope_tercile,T2_mid,0.1,a0,18834,11218,215,0.5956249336306679,0.5556248885719379,-0.8012544861955748,-3.3045709331579016,0.4744186046511628,0.00248147541157765,-0.04513066516289425,3.262142083782462,0.1283044346372714
vix_term_slope_tercile,T3_high,0.1,a0,18836,11290,140,0.5993841579953281,0.4661647475642161,2.0403505589649735,-0.5187844792455846,0.5928571428571429,0.018050074832711385,-0.019530370097433098,4.216453557673613,0.12745631141038893
vix_term_slope_tercile,ALL,0.1,a0,60417,36513,562,0.6043497691047222,0.5620463944348588,-0.151919208759358,-3.3596001800589166,0.49644128113879005,0.0019086778853634788,-0.05007460424803466,4.273971836657898,0.13011190096643424
