n_traded,n_days,frac_traded,frac_long,sh_mid,hit_mid,hit_contract_mid,sh_crossed,hit_crossed,hit_contract_crossed,mean_crossed,model,theta,days,exit,era,leg
50362,623,0.7576081233546446,0.3048925777371828,9.11997567586574,0.7640449438202247,0.7100591715976331,5.765844434162344,0.666131621187801,0.654501409793098,0.10668370195240671,b2,0.05,all_days,hold,all,both
25149,622,0.7552252252252252,0.3016422124140125,8.784222735048948,0.7540192926045016,0.7118772118175672,5.562043591041058,0.6639871382636656,0.6567656765676567,0.10626596765830523,b2,0.05,all_days,hold,all,call
25213,623,0.76,0.3081346924205767,8.967117516440656,0.7768860353130016,0.708245746242018,5.672898961645762,0.6789727126805778,0.6522428905723238,0.10710037588102916,b2,0.05,all_days,hold,all,put
26930,337,0.7329287211169474,0.3267359821760119,8.74584119529787,0.7507418397626113,0.7030449313033791,5.563637938915299,0.6646884272997032,0.6525807649461567,0.1093773007575359,b2,0.05,all_days,hold,daily_0dte,both
13449,336,0.7295757838776175,0.3177931444717079,8.539195557042607,0.7440476190476191,0.7066696408654919,5.476624075438261,0.6636904761904762,0.6554390661015689,0.10921951815725821,b2,0.05,all_days,hold,daily_0dte,call
13481,337,0.7363045496750232,0.3356575921667532,8.42422171190848,0.7507418397626113,0.699428825754766,5.345595224018865,0.6765578635014837,0.6497292485720644,0.1095347088274962,b2,0.05,all_days,hold,daily_0dte,put
50362,623,0.7576081233546446,0.3048925777371828,11.662251261859332,0.8041733547351525,0.75836940550415,7.393414135718047,0.7255216693418941,0.6843254834994639,0.11335983847368218,b2,0.05,all_days,sigcross,all,both
25149,622,0.7552252252252252,0.3016422124140125,10.849874209496098,0.8054662379421221,0.7605471390512545,6.9610692854324645,0.7090032154340836,0.6896894508727981,0.11543795330386546,b2,0.05,all_days,sigcross,all,call
25213,623,0.76,0.3081346924205767,11.605414743646719,0.812199036918138,0.7561971998572166,7.2846324191163,0.7255216693418941,0.678975131876413,0.11128699867420265,b2,0.05,all_days,sigcross,all,put
26930,337,0.7329287211169474,0.3267359821760119,10.911768467896371,0.798219584569733,0.7525807649461567,7.110989773998871,0.7270029673590505,0.6870404753063498,0.12217098576351142,b2,0.05,all_days,sigcross,daily_0dte,both
13449,336,0.7295757838776175,0.3177931444717079,10.669325178430535,0.7976190476190477,0.7562644062755596,7.084418998208693,0.7113095238095238,0.6926165514164622,0.1253260502457777,b2,0.05,all_days,sigcross,daily_0dte,call
13481,337,0.7363045496750232,0.3356575921667532,10.403031908517075,0.798219584569733,0.7489058675172465,6.684151660442954,0.7270029673590505,0.6814776351902678,0.11902341049298261,b2,0.05,all_days,sigcross,daily_0dte,put
46897,604,0.7470649143767424,0.32507409855641084,9.304418086119089,0.7665562913907285,0.7145233170565282,5.9188369642536784,0.6655629139072847,0.6586988506727509,0.11584331802191199,b2,0.05,ex_fomc,hold,all,both
23415,603,0.7444677603967951,0.32167414050822124,8.965121922210773,0.7562189054726368,0.7164210975870169,5.717199935032905,0.6666666666666666,0.6609011317531497,0.11587811599161224,b2,0.05,ex_fomc,hold,all,call
23482,604,0.7496727644223095,0.3284643556766885,9.129130635154365,0.7798013245033113,0.7126309513670045,5.805948377321369,0.6788079470198676,0.6565028532492974,0.11580861933949432,b2,0.05,ex_fomc,hold,all,put
25278,331,0.7204172366621067,0.3480496874752749,8.854214459781081,0.7492447129909365,0.7024289896352559,5.629929449288735,0.6616314199395771,0.6506448294960044,0.11491115455775862,b2,0.05,ex_fomc,hold,daily_0dte,both
12623,330,0.716930766172545,0.3385090707438802,8.619174290168369,0.7424242424242424,0.7061712746573715,5.5232050825859345,0.6606060606060606,0.6537273231402995,0.11448077557703912,b2,0.05,ex_fomc,hold,daily_0dte,call
12655,331,0.7239288370230536,0.3575661793757408,8.539678226215868,0.7492447129909365,0.6986961675227183,5.419036978745891,0.6737160120845922,0.6475701303832477,0.11534044526290456,b2,0.05,ex_fomc,hold,daily_0dte,put
46897,604,0.7470649143767424,0.32507409855641084,11.97211179011623,0.804635761589404,0.7644838689041943,7.6353763104221475,0.7251655629139073,0.6892125295861142,0.12284337847039127,b2,0.05,ex_fomc,sigcross,all,both
23415,603,0.7444677603967951,0.32167414050822124,11.135250318609925,0.8076285240464345,0.7672859278240444,7.199563488161101,0.7097844112769486,0.6953235105701473,0.1259690766563821,b2,0.05,ex_fomc,sigcross,all,call
23482,604,0.7496727644223095,0.3284643556766885,11.879820363909179,0.8129139072847682,0.7616898049569883,7.48949596549906,0.7235099337748344,0.6831189847542799,0.11972659868055327,b2,0.05,ex_fomc,sigcross,all,put
25278,331,0.7204172366621067,0.3480496874752749,11.09153198224462,0.797583081570997,0.7550834717936545,7.2246946150155775,0.7250755287009063,0.6873170345755202,0.1285369081176039,b2,0.05,ex_fomc,sigcross,daily_0dte,both
12623,330,0.716930766172545,0.3385090707438802,10.8169650854415,0.796969696969697,0.7590113285272915,7.179090675269683,0.7090909090909091,0.6934167788956667,0.13189782820699505,b2,0.05,ex_fomc,sigcross,daily_0dte,call
12655,331,0.7239288370230536,0.3575661793757408,10.577250507178134,0.797583081570997,0.7511655472145397,6.794195718568203,0.7250755287009063,0.6812327143421573,0.12518448660133494,b2,0.05,ex_fomc,sigcross,daily_0dte,put
36555,621,0.5499059796916134,0.2604294898098755,9.011407225384497,0.7584541062801933,0.749774312679524,5.967213901189074,0.6988727858293076,0.6957187799206674,0.13418017444775304,b2,0.1,all_days,hold,all,both
18184,616,0.5460660660660661,0.2558293004839419,8.644311816650047,0.7662337662337663,0.7531346238451386,5.739003205056065,0.689935064935065,0.6997910250769908,0.1338311240512093,b2,0.1,all_days,hold,all,call
18371,613,0.5537603617181612,0.2649828534102662,9.041975551696877,0.7699836867862969,0.7464482064122803,5.963841985582019,0.6949429037520392,0.6916879865004627,0.13452567183008124,b2,0.1,all_days,hold,all,put
18908,335,0.5146014206787688,0.2789824412946901,7.992293144519946,0.7522388059701492,0.7439708060080389,5.2841473603640665,0.6865671641791045,0.6962661307383118,0.13696887025236928,b2,0.1,all_days,hold,daily_0dte,both
9454,330,0.5128566778778344,0.27152528030463297,7.759636014289336,0.7666666666666667,0.7489951343346731,5.151686569250298,0.6818181818181818,0.6999153797334462,0.13562690297519417,b2,0.1,all_days,hold,daily_0dte,call
9454,328,0.5163580752635316,0.2864396022847472,7.9255438314523,0.7378048780487805,0.7389464776814046,5.184730628822042,0.6798780487804879,0.6926168817431775,0.13831083752954446,b2,0.1,all_days,hold,daily_0dte,put
36555,621,0.5499059796916134,0.2604294898098755,10.7269290004027,0.8019323671497585,0.7813431815073177,7.078427122078039,0.7375201288244766,0.7168923539871427,0.1379769829354012,b2,0.1,all_days,sigcross,all,both
18184,616,0.5460660660660661,0.2558293004839419,10.345387050155825,0.8051948051948052,0.7834909810822701,6.929278663332166,0.724025974025974,0.7225032996040475,0.13918114387349467,b2,0.1,all_days,sigcross,all,call
18371,613,0.5537603617181612,0.2649828534102662,10.631738287672665,0.8075040783034257,0.7792172445702465,6.880068942583121,0.7292006525285482,0.711338522671602,0.13678507925578157,b2,0.1,all_days,sigcross,all,put
18908,335,0.5146014206787688,0.2789824412946901,9.572130327026574,0.8,0.7787180029617093,6.463498175069592,0.7402985074626866,0.7237148297017135,0.14794476723175237,b2,0.1,all_days,sigcross,daily_0dte,both
9454,330,0.5128566778778344,0.27152528030463297,9.32861922062832,0.806060606060606,0.7815739369579014,6.403283075067847,0.7333333333333333,0.7287920456949439,0.14915098019651404,b2,0.1,all_days,sigcross,daily_0dte,call
9454,328,0.5163580752635316,0.2864396022847472,9.300538963643897,0.7804878048780488,0.7758620689655172,6.096588273878214,0.7195121951219512,0.7186376137084832,0.1467385542669907,b2,0.1,all_days,sigcross,daily_0dte,put
33232,602,0.5293827160493827,0.2844246509388541,9.176965064421884,0.760797342192691,0.7595991815117958,6.1119546883389635,0.6993355481727574,0.7051336061627347,0.14912396059424085,b2,0.1,ex_fomc,hold,all,both
16522,597,0.5253084064606385,0.27944558770124683,8.807196886330159,0.7688442211055276,0.7632247911875075,5.885417891210674,0.6934673366834171,0.709357220675463,0.14950571643838045,b2,0.1,ex_fomc,hold,all,call
16710,594,0.5334738051910737,0.28934769599042487,9.200005795838836,0.7727272727272727,0.7560143626570915,6.099823133859938,0.6952861952861953,0.7009575104727708,0.14874649978892213,b2,0.1,ex_fomc,hold,all,put
