era,book,n,mean,sharpe_ann,hit,frac_long
all,always_short,608,0.5701633773884446,36.62181129900095,0.9802631578947368,0.0
all,timing_sign_blk2_vs_deb,608,0.26249936898561954,7.398073723626872,0.5970394736842105,0.42269736842105265
all,sized_level_blk2_vs_deb,608,0.2705272072621355,7.420690961650133,0.5970394736842105,0.42269736842105265
all,sized_revision,608,0.018125565594855026,3.143843205221758,0.537828947368421,0.46875
all,info_rev_x_lsurprise,608,0.029823987247842906,4.125156215407485,0.5921052631578947,0.46875
all,info_lvl_x_lsurprise,608,0.5556693885473233,5.940523495551525,0.8782894736842105,0.42269736842105265
drop_2020,always_short,532,0.5594095376932294,35.995570140690106,0.9774436090225563,0.0
drop_2020,timing_sign_blk2_vs_deb,532,0.2318938362426626,6.507214734291026,0.575187969924812,0.4473684210526316
drop_2020,sized_level_blk2_vs_deb,532,0.23342864143157735,6.951627157578273,0.575187969924812,0.4473684210526316
drop_2020,sized_revision,532,0.01051977701589473,1.9438694866240755,0.5150375939849624,0.4924812030075188
drop_2020,info_rev_x_lsurprise,532,0.02583530458656431,3.8499499886818906,0.5808270676691729,0.4924812030075188
drop_2020,info_lvl_x_lsurprise,532,0.4800351880831242,6.125435858649042,0.8703007518796992,0.4473684210526316
daily_0dte,always_short,337,0.535663866985684,40.43403997426841,0.9851632047477745,0.0
daily_0dte,timing_sign_blk2_vs_deb,337,0.17423176597088977,5.042942941243472,0.5459940652818991,0.4688427299703264
daily_0dte,sized_level_blk2_vs_deb,337,0.13763087155558495,5.766207466310642,0.5459940652818991,0.4688427299703264
daily_0dte,sized_revision,337,-0.009413954904162612,-2.18603028457834,0.4540059347181009,0.543026706231454
daily_0dte,info_rev_x_lsurprise,337,-0.002305476406033173,-0.6398986130409944,0.49851632047477745,0.543026706231454
daily_0dte,info_lvl_x_lsurprise,337,0.25855991755735364,5.752998264501525,0.8456973293768546,0.4688427299703264
