panel,era,hour,forecast,n_days,qlike,dm_t_vs_A_blk2,nested_in,dm_t_vs_nested,dm_t_pooled_vs_perhour
fixed,daily_0dte,13:30,B_joint,489,0.0735565516611262,-3.164316943465782,B_direct_blk2,-4.086351841420819,
fixed,daily_0dte,13:30,B_joint_realized,489,0.05707664249170127,-4.052216720895184,B_joint,-3.9043577522934014,
fixed,daily_0dte,13:30,B_ft_blk2,489,0.38141548757280913,4.61697585060787,,,
fixed,daily_0dte,13:30,B_ft_joint,489,0.285637784410769,4.975218088116064,B_ft_blk2,-3.417044434966918,
fixed,daily_0dte,13:30,P_direct_blk2,489,0.07880652205495114,4.254764833460211,,,0.38725138207235593
fixed,daily_0dte,13:30,P_direct_iv,489,0.23047790288282669,9.548946048655361,,,2.0909231169113522
fixed,daily_0dte,13:30,P_joint,489,0.07493901277350416,-3.300916992898017,P_direct_blk2,-4.281504409757676,2.506850434534204
fixed,daily_0dte,13:30,P_joint_realized,489,0.06393816053376795,-4.247298715066742,P_joint,-4.04864792771851,3.6381291505102777
fixed,daily_0dte,13:30,P_ft_blk2,489,0.386263997826578,4.2775952581066985,,,0.6843638747155538
fixed,daily_0dte,13:30,P_ft_joint,489,0.31174174249143016,4.509015697145583,P_ft_blk2,-3.1717788701599656,2.3694978709316232
fixed,daily_0dte,14:00,A_blk2,489,0.08473257392059169,,,,
fixed,daily_0dte,14:00,A_a0,489,0.09135197952891007,1.353569383873726,,,
fixed,daily_0dte,14:00,B_direct_blk2,489,0.0857680094831236,4.2926718432895115,,,
fixed,daily_0dte,14:00,B_direct_iv,489,0.24242029201874896,9.603130176571504,,,
fixed,daily_0dte,14:00,B_joint,489,0.07919951517457444,-3.5433557784828618,B_direct_blk2,-4.119438499104646,
fixed,daily_0dte,14:00,B_joint_realized,489,0.062355752209450645,-4.16141422247698,B_joint,-3.8617464482590993,
fixed,daily_0dte,14:00,B_ft_blk2,489,0.3880130873600661,4.468824660663633,,,
fixed,daily_0dte,14:00,B_ft_joint,489,0.294781726910055,5.07423987184477,B_ft_blk2,-2.9528139222238883,
fixed,daily_0dte,14:00,P_direct_blk2,489,0.08555889631358893,2.776456255201764,,,-0.7240259645875854
fixed,daily_0dte,14:00,P_direct_iv,489,0.24208538794914822,9.615898323103034,,,-0.9417230179196416
fixed,daily_0dte,14:00,P_joint,489,0.0814506426946042,-4.154985596951509,P_direct_blk2,-4.387119739709321,2.6442715456656374
fixed,daily_0dte,14:00,P_joint_realized,489,0.06968065555129979,-4.545338906530254,P_joint,-4.060488100308512,3.4773737953863315
fixed,daily_0dte,14:00,P_ft_blk2,489,0.3948498835455036,4.533926579430421,,,1.713475166288515
fixed,daily_0dte,14:00,P_ft_joint,489,0.3189585130169959,4.697306367947241,P_ft_blk2,-3.496003502350263,2.37758473348243
fixed,daily_0dte,14:30,A_blk2,489,0.06969419225878087,,,,
fixed,daily_0dte,14:30,A_a0,489,0.07882691304329857,2.3311053954267993,,,
fixed,daily_0dte,14:30,B_direct_blk2,489,0.07157420723970782,3.64957818011899,,,
fixed,daily_0dte,14:30,B_direct_iv,489,0.26652557265141724,12.663717981993589,,,
fixed,daily_0dte,14:30,B_joint,489,0.06804362561070011,-1.844279809877911,B_direct_blk2,-4.096246953169116,
fixed,daily_0dte,14:30,B_joint_realized,489,0.06743562885291611,-2.3467213302331698,B_joint,-1.103144093287928,
fixed,daily_0dte,14:30,B_ft_blk2,489,0.17087293400922535,8.507023850853951,,,
fixed,daily_0dte,14:30,B_ft_joint,489,0.16190157442308753,5.043051174405431,B_ft_blk2,-0.9833562535977365,
fixed,daily_0dte,14:30,P_direct_blk2,489,0.07077172917643489,3.20138405104273,,,-3.813069778069624
fixed,daily_0dte,14:30,P_direct_iv,489,0.2605001412319069,12.214056078801821,,,-4.388849079053194
fixed,daily_0dte,14:30,P_joint,489,0.0682056035997345,-2.069236447691801,P_direct_blk2,-3.9793890465937154,0.8566166311841017
fixed,daily_0dte,14:30,P_joint_realized,489,0.0637884527926253,-3.1823822139755316,P_joint,-2.7232202821272,-2.8096435346449278
fixed,daily_0dte,14:30,P_ft_blk2,489,0.18793747675456282,11.730255316139786,,,3.929628455841358
fixed,daily_0dte,14:30,P_ft_joint,489,0.1610262146288283,7.231323307771639,P_ft_blk2,-4.370861992711125,-0.12942261515519024
fixed,daily_0dte,15:00,A_blk2,489,0.057618515850839006,,,,
fixed,daily_0dte,15:00,A_a0,489,0.07021182494340465,3.106161153026748,,,
fixed,daily_0dte,15:00,B_direct_blk2,489,0.05889523861108695,1.5752178507365366,,,
fixed,daily_0dte,15:00,B_direct_iv,489,0.28477401165067445,14.152604986692207,,,
fixed,daily_0dte,15:00,B_joint,489,0.0578721341609991,0.28760463965598154,B_direct_blk2,-2.4581025817322524,
fixed,daily_0dte,15:00,B_joint_realized,489,0.05903307736419126,1.2061503840884904,B_joint,1.3511931985728705,
fixed,daily_0dte,15:00,B_ft_blk2,489,0.09996867647064285,8.072410577457886,,,
fixed,daily_0dte,15:00,B_ft_joint,489,0.09713600375010617,6.3114291161121425,B_ft_blk2,-0.8845847503147362,
fixed,daily_0dte,15:00,P_direct_blk2,489,0.057944384696141125,0.8732941252032133,,,-2.0183916023793325
fixed,daily_0dte,15:00,P_direct_iv,489,0.2775369238960752,13.44252035775234,,,-2.5463049833582665
fixed,daily_0dte,15:00,P_joint,489,0.05705566194813036,-0.9031723575684169,P_direct_blk2,-1.8021059081818323,-1.9858535606433803
fixed,daily_0dte,15:00,P_joint_realized,489,0.057472900254017155,-0.14877497112050705,P_joint,0.4978709338591152,-0.9356251830563745
fixed,daily_0dte,15:00,P_ft_blk2,489,0.11763083918176881,11.062141501196939,,,6.205079810649619
fixed,daily_0dte,15:00,P_ft_joint,489,0.10726242508857158,9.042378247742947,P_ft_blk2,-3.0932952713321282,2.9824726598363482
fixed,daily_0dte,15:30,A_blk2,489,0.09435049270257481,,,,
fixed,daily_0dte,15:30,A_a0,489,0.11260121199342163,2.3718868323791433,,,
fixed,daily_0dte,15:30,B_direct_blk2,489,0.09399040673175242,-0.23694369109888838,,,
fixed,daily_0dte,15:30,B_direct_iv,489,0.30066995381741046,12.385918811098152,,,
fixed,daily_0dte,15:30,B_joint,489,0.09232746944560137,-1.236989151834602,B_direct_blk2,-2.4411280158752873,
fixed,daily_0dte,15:30,B_joint_realized,489,0.09113036556373397,-1.3761617096296548,B_joint,-0.6005523713115377,
fixed,daily_0dte,15:30,B_ft_blk2,489,0.09399040673175242,-0.23694369109888838,,,
fixed,daily_0dte,15:30,B_ft_joint,489,0.09113036556373397,-1.3761617096296548,B_ft_blk2,-1.3199840285903863,
fixed,daily_0dte,15:30,P_direct_blk2,489,0.09374567150633076,-1.317507786001172,,,-0.13767825227719846
fixed,daily_0dte,15:30,P_direct_iv,489,0.3044751897609425,11.440340746820512,,,0.7209228556647146
fixed,daily_0dte,15:30,P_joint,489,0.09205743147023378,-2.3932314739756486,P_direct_blk2,-2.034352597104713,-0.17163404163550303
fixed,daily_0dte,15:30,P_joint_realized,489,0.09675494650925565,1.5805364298064435,P_joint,4.493212605842417,1.7508754502751542
fixed,daily_0dte,15:30,P_ft_blk2,489,0.09690082678113333,0.8825904605612599,,,2.0098605451100173
fixed,daily_0dte,15:30,P_ft_joint,489,0.09956569131892137,1.172136670431632,P_ft_blk2,0.8649068061441445,2.8173649226444817
asis,all,10:00,A_blk2,800,0.06473468240711104,,,,
asis,all,10:00,A_a0,800,0.06869095477480534,1.427283271718804,,,
asis,all,10:00,B_direct_blk2,800,0.06547247478977743,0.8121825088160777,,,
asis,all,10:00,B_direct_iv,800,0.2725981959086198,14.233842445789406,,,
asis,all,10:00,B_joint,800,0.06545947685342561,0.7835176186704481,B_direct_blk2,-0.08119535271616758,
asis,all,10:00,B_joint_realized,800,0.06621329121479652,1.5053000717084168,B_joint,1.9015130328017438,
asis,all,10:00,B_ft_blk2,800,0.2880236925830816,5.895642485571597,,,
asis,all,10:00,B_ft_joint,800,0.18687018059464136,6.861615113579547,B_ft_blk2,-4.302033658315797,
asis,all,10:00,P_direct_blk2,800,0.06861841392046289,2.7014093109100195,,,3.868853105604994
asis,all,10:00,P_direct_iv,800,0.3087501260194312,15.03030842769793,,,4.88961945469409
asis,all,10:00,P_joint,800,0.07017989575374277,3.1053514489959397,P_direct_blk2,3.3621522584845467,4.320508129652093
asis,all,10:00,P_joint_realized,800,0.07163992584641402,3.1971827792157703,P_joint,1.2674207333032836,3.8136264320433972
asis,all,10:00,P_ft_blk2,800,0.27719273280496126,5.926493575040681,,,-3.3102855061847625
asis,all,10:00,P_ft_joint,800,0.23177503551872683,5.5951770709036825,P_ft_blk2,-3.5817833403721036,3.3405730796234936
asis,all,10:30,A_blk2,800,0.06778814316931868,,,,
asis,all,10:30,A_a0,800,0.07162381841714423,1.3761718707587243,,,
asis,all,10:30,B_direct_blk2,800,0.06878591173267141,1.139676200463176,,,
asis,all,10:30,B_direct_iv,800,0.29307559657052723,14.292283638944868,,,
asis,all,10:30,B_joint,800,0.06880757931252297,1.1196760735577647,B_direct_blk2,0.10433127216904106,
asis,all,10:30,B_joint_realized,800,0.05831614853277328,-2.3774777864380447,B_joint,-2.9035772252751126,
asis,all,10:30,B_ft_blk2,800,0.27356503339753907,5.443507109084684,,,
asis,all,10:30,B_ft_joint,800,0.10613827608895837,4.247861661033358,B_ft_blk2,-4.176698575052614,
asis,all,10:30,P_direct_blk2,800,0.07165867170069029,2.609032739545555,,,3.6690176469577214
asis,all,10:30,P_direct_iv,800,0.3225825717704548,15.042705379636859,,,4.465616147808718
asis,all,10:30,P_joint,800,0.07315392891585104,2.9898505324706925,P_direct_blk2,3.0166141262458632,4.035408488838314
asis,all,10:30,P_joint_realized,800,0.0686031152614119,0.33181809153148883,P_joint,-3.8503864455285695,4.137682173448297
asis,all,10:30,P_ft_blk2,800,0.26227029449939915,6.098076968978792,,,-1.6500281116771987
asis,all,10:30,P_ft_joint,800,0.1341063313706554,7.189015153114041,P_ft_blk2,-4.70814215452593,3.5488523062714536
asis,all,11:00,A_blk2,800,0.06070024186508965,,,,
asis,all,11:00,A_a0,800,0.0647172846727927,1.733457949281756,,,
asis,all,11:00,B_direct_blk2,800,0.06151225282039724,1.0527509231619827,,,
asis,all,11:00,B_direct_iv,800,0.30140108108267755,14.15697144876863,,,
asis,all,11:00,B_joint,800,0.061644824197169726,1.2328057854966266,B_direct_blk2,0.9204968513058015,
asis,all,11:00,B_joint_realized,800,0.058843702198720836,-1.0944736376448816,B_joint,-1.8595305738791468,
asis,all,11:00,B_ft_blk2,800,0.20280416774869345,15.48768749460251,,,
asis,all,11:00,B_ft_joint,800,0.13984365432987883,8.685428448294093,B_ft_blk2,-6.7538614488078546,
asis,all,11:00,P_direct_blk2,800,0.06432538087768619,2.7454907343880444,,,4.069499351971901
asis,all,11:00,P_direct_iv,800,0.3183218878986614,15.306242400236085,,,3.1716337537583073
asis,all,11:00,P_joint,800,0.06579098002876399,3.269081935876344,P_direct_blk2,3.4784823202063406,4.283100435267998
asis,all,11:00,P_joint_realized,800,0.06392568276937441,1.8870318123095133,P_joint,-2.5961976835460026,3.799416920457257
asis,all,11:00,P_ft_blk2,800,0.1987248888617121,16.30682434927369,,,-1.4561699180409353
asis,all,11:00,P_ft_joint,800,0.15889976696055907,12.035448940405152,P_ft_blk2,-6.307458477786677,4.174142967527741
asis,all,11:30,A_blk2,800,0.07007342924920983,,,,
asis,all,11:30,A_a0,800,0.07326883251387764,1.273368431848474,,,
asis,all,11:30,B_direct_blk2,800,0.07073743717898723,0.8759470742607417,,,
asis,all,11:30,B_direct_iv,800,0.3781339977483411,15.671726670341538,,,
asis,all,11:30,B_joint,800,0.07069756265781237,0.7425762792584292,B_direct_blk2,-0.15455221847259837,
asis,all,11:30,B_joint_realized,800,0.07076886736363885,0.7424506843761821,B_joint,0.21624194220045062,
asis,all,11:30,B_ft_blk2,800,0.16555382300121377,9.464215630425775,,,
asis,all,11:30,B_ft_joint,800,0.16194962505014035,10.092691374546165,B_ft_blk2,-1.1785444873932676,
asis,all,11:30,P_direct_blk2,800,0.0738567488127455,2.913009618699894,,,4.205352520168605
asis,all,11:30,P_direct_iv,800,0.3829337794969993,16.498108448179924,,,1.072926530955123
asis,all,11:30,P_joint,800,0.07515669665004551,3.279272115888339,P_direct_blk2,2.7416698424993053,5.33308849271355
asis,all,11:30,P_joint_realized,800,0.07551740345491685,2.516163095203655,P_joint,0.33949686262248,3.0531615461353403
asis,all,11:30,P_ft_blk2,800,0.17381183969902417,13.62413453010413,,,1.4815401198984022
asis,all,11:30,P_ft_joint,800,0.1669273941493146,10.499786519667017,P_ft_blk2,-0.966085372722917,0.6865436463678094
asis,all,12:00,A_blk2,800,0.06690245045151197,,,,
asis,all,12:00,A_a0,800,0.07265608616670552,2.0498889612113844,,,
asis,all,12:00,B_direct_blk2,800,0.06755244470753252,0.728957932070464,,,
asis,all,12:00,B_direct_iv,800,0.37639408633040483,13.847697473855506,,,
asis,all,12:00,B_joint,800,0.06751861775987286,0.6440523628750706,B_direct_blk2,-0.14173235237855758,
asis,all,12:00,B_joint_realized,800,0.06709291460790738,0.12354040316028767,B_joint,-0.4133482803834683,
asis,all,12:00,B_ft_blk2,800,0.21122621609210554,10.361485106312179,,,
asis,all,12:00,B_ft_joint,800,0.1180781214091471,5.244533958466529,B_ft_blk2,-6.6488937990660615,
asis,all,12:00,P_direct_blk2,800,0.06924372358948976,1.9410618553820478,,,3.88512622148778
asis,all,12:00,P_direct_iv,800,0.37230178704066014,14.633803606473371,,,-1.013113058828273
asis,all,12:00,P_joint,800,0.07026984613000714,2.334120593730966,P_direct_blk2,2.1040709601033165,4.760177628085844
asis,all,12:00,P_joint_realized,800,0.07044342217114215,1.9589059306322159,P_joint,0.21114362104276466,5.059413365894166
asis,all,12:00,P_ft_blk2,800,0.2764875972981287,11.169042510499951,,,8.212049493382588
asis,all,12:00,P_ft_joint,800,0.12602374539903533,7.402024805891546,P_ft_blk2,-8.704107176426088,2.590177558599317
asis,all,12:30,A_blk2,800,0.09698580469079338,,,,
asis,all,12:30,A_a0,800,0.10586354460257852,2.4965543992868358,,,
asis,all,12:30,B_direct_blk2,800,0.09867983716931088,1.0846937206849239,,,
asis,all,12:30,B_direct_iv,800,0.3968129775526894,6.977054334252072,,,
asis,all,12:30,B_joint,800,0.09952612150686525,1.618804329088579,B_direct_blk2,2.1388623924890915,
asis,all,12:30,B_joint_realized,800,0.10016871356339957,1.9962848632432044,B_joint,2.839210761203958,
asis,all,12:30,B_ft_blk2,800,0.3320329017942518,11.281737588863985,,,
asis,all,12:30,B_ft_joint,800,0.20177245432789456,7.13275240757738,B_ft_blk2,-7.968291868082453,
asis,all,12:30,P_direct_blk2,800,0.09856952460924705,1.1982972380146348,,,-0.18614853436566167
asis,all,12:30,P_direct_iv,800,0.3838813322154577,7.757363376799918,,,-1.9065701402361257
asis,all,12:30,P_joint,800,0.10005785108652229,2.139951402420063,P_direct_blk2,2.6028129916838156,0.7120084788041807
asis,all,12:30,P_joint_realized,800,0.10037586766591013,2.0511690659544737,P_joint,0.5215193996717811,0.2125781249433607
asis,all,12:30,P_ft_blk2,800,0.3908188498597287,12.896473074811576,,,5.851851581007531
asis,all,12:30,P_ft_joint,800,0.24141820663809174,11.573296800962254,P_ft_blk2,-9.430680731533458,5.431498920992779
asis,all,13:00,A_blk2,800,0.0835349268503431,,,,
asis,all,13:00,A_a0,800,0.09206899911250468,2.7579600544080485,,,
asis,all,13:00,B_direct_blk2,800,0.0839992321481749,0.3352489143368864,,,
asis,all,13:00,B_direct_iv,800,0.3981494587873188,6.671287866039543,,,
asis,all,13:00,B_joint,800,0.0845598848950857,0.7176529135179261,B_direct_blk2,0.7665607273654672,
asis,all,13:00,B_joint_realized,800,0.08499053422916117,0.984475806714172,B_joint,1.2270779806909322,
asis,all,13:00,B_ft_blk2,800,0.2587205608764607,9.811079783279133,,,
asis,all,13:00,B_ft_joint,800,0.21381912897988883,8.75002832015805,B_ft_blk2,-4.143543400966042,
asis,all,13:00,P_direct_blk2,800,0.08415225977634753,0.43486495895897637,,,0.29261930794243196
asis,all,13:00,P_direct_iv,800,0.38672715151432313,7.688941520394412,,,-1.291271109907345
asis,all,13:00,P_joint,800,0.08500869892015388,0.97098014719784,P_direct_blk2,1.5668498217376954,0.974556423601926
asis,all,13:00,P_joint_realized,800,0.08540086810162567,1.0783274260995281,P_joint,0.5338899512224302,0.588260917398441
asis,all,13:00,P_ft_blk2,800,0.25890920292603076,9.478313226087044,,,0.057850359316597544
asis,all,13:00,P_ft_joint,800,0.21092385255541735,8.300885935487113,P_ft_blk2,-4.080297449942489,-0.8574357725508205
asis,all,13:30,A_blk2,800,0.09086611778388973,,,,
asis,all,13:30,A_a0,800,0.09824250930040503,2.342588037530472,,,
asis,all,13:30,B_direct_blk2,800,0.08932655678430672,-0.8856658861831852,,,
asis,all,13:30,B_direct_iv,800,0.40296478020551485,8.411934456442856,,,
asis,all,13:30,B_joint,800,0.0904138891883295,-0.24072084724882037,B_direct_blk2,1.0894964253922068,
asis,all,13:30,B_joint_realized,800,0.0909124146967584,0.023580470162402216,B_joint,1.2122675846295146,
asis,all,13:30,B_ft_blk2,800,0.22861281409057127,7.561485502418708,,,
asis,all,13:30,B_ft_joint,800,0.1796840467966173,7.562261370787599,B_ft_blk2,-3.6269957785877787,
asis,all,13:30,P_direct_blk2,800,0.08866284615324513,-1.669444182913669,,,-1.1502917353936002
asis,all,13:30,P_direct_iv,800,0.3980285435970677,9.151890283242446,,,-0.8278453628913208
asis,all,13:30,P_joint,800,0.08905496571034469,-1.279518137760995,P_direct_blk2,0.6337877553708317,-1.969492714394771
asis,all,13:30,P_joint_realized,800,0.08928472884809623,-0.9808196490895528,P_joint,0.36454569022052125,-2.1020651892588496
asis,all,13:30,P_ft_blk2,800,0.2355039548578882,8.232543070015709,,,1.9279317682323127
asis,all,13:30,P_ft_joint,800,0.1744833230759558,7.480476656600317,P_ft_blk2,-5.346353606318666,-1.8162674838552169
asis,all,14:00,A_blk2,800,0.10132970939139394,,,,
asis,all,14:00,A_a0,800,0.10753009611354956,1.8176186412381294,,,
asis,all,14:00,B_direct_blk2,800,0.09978263178992544,-1.1285368916600846,,,
asis,all,14:00,B_direct_iv,800,0.4159554552777084,9.782567309752238,,,
asis,all,14:00,B_joint,800,0.10335906950217502,1.0070339095182275,B_direct_blk2,2.2163422035176144,
asis,all,14:00,B_joint_realized,800,0.10404276069116836,1.2158186691161141,B_joint,1.2912466401709846,
asis,all,14:00,B_ft_blk2,800,0.21301870824283425,11.817760569868812,,,
asis,all,14:00,B_ft_joint,800,0.16937645666600656,7.0104811486744785,B_ft_blk2,-4.688492372980084,
asis,all,14:00,P_direct_blk2,800,0.09988309845957176,-1.109001370220891,,,0.17348708071013805
asis,all,14:00,P_direct_iv,800,0.4132149162940912,10.635147052301198,,,-0.4819654065601956
asis,all,14:00,P_joint,800,0.10092361356106676,-0.28522753507888876,P_direct_blk2,1.5080755568725601,-2.211621192738071
asis,all,14:00,P_joint_realized,800,0.10072044984963195,-0.36302489681294575,P_joint,-0.31399196060144663,-2.4320095396940733
asis,all,14:00,P_ft_blk2,800,0.20788502726144933,11.462804607929888,,,-1.5097521826456688
asis,all,14:00,P_ft_joint,800,0.16525211342614476,7.871992242775472,P_ft_blk2,-5.878545336876231,-0.8552520564088996
asis,all,14:30,A_blk2,800,0.1402100270520374,,,,
asis,all,14:30,A_a0,800,0.14953235756837344,2.087589278580634,,,
asis,all,14:30,B_direct_blk2,800,0.13675422181760585,-1.7785685921666443,,,
asis,all,14:30,B_direct_iv,800,0.4648211641597279,9.639744983163506,,,
asis,all,14:30,B_joint,800,0.14211485100795473,0.576717485141168,B_direct_blk2,2.009421201466261,
asis,all,14:30,B_joint_realized,800,0.14095261240704116,0.18514554160720337,B_joint,-0.934288367257617,
asis,all,14:30,B_ft_blk2,800,0.22576174340572636,9.482118930339295,,,
asis,all,14:30,B_ft_joint,800,0.21153372325697525,7.61659276254593,B_ft_blk2,-2.0666542595358024,
asis,all,14:30,P_direct_blk2,800,0.13674040595834175,-2.6142689119757523,,,-0.012925676405860568
asis,all,14:30,P_direct_iv,800,0.46221586124911546,10.07040769617119,,,-0.46304564272633136
asis,all,14:30,P_joint,800,0.13744623564559239,-1.757969744543039,P_direct_blk2,0.697432342944254,-2.1750479479513314
asis,all,14:30,P_joint_realized,800,0.13519820566746596,-2.5189077209543416,P_joint,-2.738716143167694,-2.2753771818022446
asis,all,14:30,P_ft_blk2,800,0.22062843941158367,8.55559228535168,,,-2.4124623019246085
asis,all,14:30,P_ft_joint,800,0.1998180716355736,6.227442805516742,P_ft_blk2,-3.0847268988915193,-1.9904795278876302
asis,all,15:00,A_blk2,800,0.16638789160054077,,,,
asis,all,15:00,A_a0,800,0.14522614390069538,-3.12571962712196,,,
asis,all,15:00,B_direct_blk2,800,0.16002285980305941,-2.4053205727071285,,,
asis,all,15:00,B_direct_iv,800,0.48767010860837035,7.731759824872677,,,
asis,all,15:00,B_joint,800,0.16379649063150228,-0.7730120976696321,B_direct_blk2,2.005680768605208,
asis,all,15:00,B_joint_realized,800,0.16440097249076183,-0.47518582982388496,B_joint,0.41150876976624023,
asis,all,15:00,B_ft_blk2,800,0.2145961061754459,6.19909423016651,,,
asis,all,15:00,B_ft_joint,800,0.2177548722384671,5.699526900284204,B_ft_blk2,0.6862220979979279,
asis,all,15:00,P_direct_blk2,800,0.16076875727939488,-3.5414272974374787,,,0.4583765759893069
asis,all,15:00,P_direct_iv,800,0.498064649504778,7.523323795773363,,,1.2611106560916066
asis,all,15:00,P_joint,800,0.1636237023608423,-1.2343877272183423,P_direct_blk2,1.7177361544206815,-0.08974680909164257
asis,all,15:00,P_joint_realized,800,0.1612364887092454,-1.855433980313791,P_joint,-2.3692137942982057,-1.5215489533832585
asis,all,15:00,P_ft_blk2,800,0.20828778002828102,4.542097148884121,,,-2.049117418526945
asis,all,15:00,P_ft_joint,800,0.21477247597397578,4.177118228707142,P_ft_blk2,0.9403330568465743,-0.4662180900296846
asis,all,15:30,A_blk2,800,0.25278293592197004,,,,
asis,all,15:30,A_a0,800,0.2377704362525069,-1.827615118166044,,,
asis,all,15:30,B_direct_blk2,800,0.23568508167021998,-3.38789572561686,,,
asis,all,15:30,B_direct_iv,800,0.5838195512311521,6.320519541645453,,,
asis,all,15:30,B_joint,800,0.24162537791931907,-1.854558179158049,B_direct_blk2,2.257861332779315,
asis,all,15:30,B_joint_realized,800,0.23696672953026582,-2.0109406714151725,B_joint,-1.5265289936837634,
asis,all,15:30,B_ft_blk2,800,0.23568508167021998,-3.38789572561686,,,
asis,all,15:30,B_ft_joint,800,0.23696672953026582,-2.0109406714151725,B_ft_blk2,0.25646534888874056,
asis,all,15:30,P_direct_blk2,800,0.2514139803130786,-0.450673728817617,,,2.6660362723760893
asis,all,15:30,P_direct_iv,800,0.6390927398022129,5.806594832467337,,,2.4682346008776612
asis,all,15:30,P_joint,800,0.25531394185977585,0.694762090768163,P_direct_blk2,1.7565936328366734,2.051140030284591
asis,all,15:30,P_joint_realized,800,0.24837898385574486,-1.1111824708073132,P_joint,-4.281063958969453,1.6428171874833866
asis,all,15:30,P_ft_blk2,800,0.22987056156790728,-2.899316454709057,,,-1.5129013265174958
asis,all,15:30,P_ft_joint,800,0.24236320011656207,-0.8052231039959112,P_ft_blk2,1.5228829771309313,0.621171373608673
asis,daily_0dte,10:00,A_blk2,489,0.06789454671190376,,,,
asis,daily_0dte,10:00,A_a0,489,0.0728079301534099,1.2586631073628682,,,
asis,daily_0dte,10:00,B_direct_blk2,489,0.06870972341639375,3.54426330796067,,,
asis,daily_0dte,10:00,B_direct_iv,489,0.21550415512943213,10.19564490681946,,,
asis,daily_0dte,10:00,B_joint,489,0.06853755286412293,2.318084333632565,B_direct_blk2,-0.8044037167917556,
asis,daily_0dte,10:00,B_joint_realized,489,0.06910429083432262,1.7778977316239146,B_joint,1.007855251842147,
asis,daily_0dte,10:00,B_ft_blk2,489,0.34854548270579566,4.608716314065405,,,
asis,daily_0dte,10:00,B_ft_joint,489,0.20254658143231682,4.838862461372451,B_ft_blk2,-3.9413061125040776,
asis,daily_0dte,10:00,P_direct_blk2,489,0.07299649044002317,4.297263849174129,,,4.344018821043757
asis,daily_0dte,10:00,P_direct_iv,489,0.2477625558515221,11.603176725869984,,,3.9735074553422085
asis,daily_0dte,10:00,P_joint,489,0.07405821772585033,4.767712628248532,P_direct_blk2,4.901368507930755,4.695016201149566
asis,daily_0dte,10:00,P_joint_realized,489,0.07579628257031634,3.357692374001222,P_joint,0.9661655869542859,3.601998824616585
asis,daily_0dte,10:00,P_ft_blk2,489,0.34014227077684883,4.720359287500226,,,-2.332136661548481
asis,daily_0dte,10:00,P_ft_joint,489,0.2698996657103396,4.223413603493048,P_ft_blk2,-3.6820956726968967,3.18255196913636
asis,daily_0dte,10:30,A_blk2,489,0.06910972727520562,,,,
asis,daily_0dte,10:30,A_a0,489,0.07449270687638827,1.386300154726324,,,
asis,daily_0dte,10:30,B_direct_blk2,489,0.07015690885478057,2.6105134667369425,,,
asis,daily_0dte,10:30,B_direct_iv,489,0.23662075383327608,10.360128174287599,,,
asis,daily_0dte,10:30,B_joint,489,0.0700350140820562,2.3039247153765667,B_direct_blk2,-0.5158984531019328,
asis,daily_0dte,10:30,B_joint_realized,489,0.06230820075434154,-1.6947774488325176,B_joint,-1.9254313760657715,
asis,daily_0dte,10:30,B_ft_blk2,489,0.30674996819595474,3.935146355113212,,,
asis,daily_0dte,10:30,B_ft_joint,489,0.11820930245222756,4.003666053321979,B_ft_blk2,-2.9659288256302125,
asis,daily_0dte,10:30,P_direct_blk2,489,0.07417669673596272,3.9504247063585693,,,4.339734356485348
asis,daily_0dte,10:30,P_direct_iv,489,0.26766331046297154,11.229735105377541,,,3.855683436605198
asis,daily_0dte,10:30,P_joint,489,0.07513205177339427,4.3780362889652995,P_direct_blk2,4.135882381359881,4.485691402410075
asis,daily_0dte,10:30,P_joint_realized,489,0.07095218923644273,1.1050317002506336,P_joint,-3.3718114750010084,2.563558836645133
asis,daily_0dte,10:30,P_ft_blk2,489,0.29319514576096156,4.40391719188627,,,-1.3230505844435065
asis,daily_0dte,10:30,P_ft_joint,489,0.14923663461151954,6.4086295106014965,P_ft_blk2,-3.358614670073937,2.5331761018048704
asis,daily_0dte,11:00,A_blk2,489,0.06657817364054656,,,,
asis,daily_0dte,11:00,A_a0,489,0.07225961594331567,1.72941900684933,,,
asis,daily_0dte,11:00,B_direct_blk2,489,0.0679940042615702,2.5967060172100296,,,
asis,daily_0dte,11:00,B_direct_iv,489,0.2611745406018217,10.514727869465187,,,
asis,daily_0dte,11:00,B_joint,489,0.0680313172250175,2.6882800575688024,B_direct_blk2,0.18771264947004115,
asis,daily_0dte,11:00,B_joint_realized,489,0.06502414637669122,-0.7384715239894398,B_joint,-1.4464619182224596,
asis,daily_0dte,11:00,B_ft_blk2,489,0.21487710565063714,11.217947884855901,,,
asis,daily_0dte,11:00,B_ft_joint,489,0.15480162396446595,6.4023446439457645,B_ft_blk2,-4.310185405186997,
asis,daily_0dte,11:00,P_direct_blk2,489,0.07183427104982061,3.788486003763694,,,4.072748704706869
asis,daily_0dte,11:00,P_direct_iv,489,0.2854213839676502,11.473583160258967,,,3.6834109304747926
asis,daily_0dte,11:00,P_joint,489,0.07266841305984838,3.9963450163350225,P_direct_blk2,3.4056880315983005,3.8884434476947365
asis,daily_0dte,11:00,P_joint_realized,489,0.06998546535109162,1.9415727865108732,P_joint,-2.6047759693388657,2.788506959046746
asis,daily_0dte,11:00,P_ft_blk2,489,0.22018978659956118,12.418156903013516,,,1.7353757569067807
