stat,expected,got,abs_diff,within_0p05
sh_daily_mid,0.66,0.6588956449945284,0.00110435500547168,True
sh_daily_crossed,-2.45,-2.4456614946500714,0.004338505349928745,True
frac_traded,0.59,0.5935912077726467,0.003591207772646765,True
hit_mid,0.5,0.5,0.0,True
always_short_sh,4.27,4.273971836657898,0.003971836657898464,True
