dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
vvix_tercile,T1_low,0.05,b2,18880,15330,206,0.8119703389830508,0.5918460534898891,-0.5315131127085195,-3.8716507388393517,0.47416829745596867,-0.010710972993857258,-0.061718077344836475,4.056548170847478,0.14597039020415975
vvix_tercile,T2_mid,0.05,b2,18876,14831,227,0.7857067175248993,0.5259928528083069,1.634187184414165,-1.9053191667216138,0.5557952936416964,0.05285744116293815,-0.0011384060884234808,6.339791908673748,0.12685459105555302
vvix_tercile,T3_high,0.05,b2,18869,14728,178,0.7805395092479729,0.5275665399239544,1.2492055471826335,-1.6667101101791435,0.5069934818033678,0.01957408363218054,-0.030886760819182832,3.443951383185393,0.118362869759916
vvix_tercile,ALL,0.05,b2,60532,47701,565,0.7880294720148021,0.5502190729754093,0.8633204738389563,-2.5714330996869426,0.5078719523699713,0.016473333799551276,-0.03569033873191218,4.2599451147559675,0.12700178086611594
vvix_tercile,T1_low,0.05,a0,18880,15351,206,0.8130826271186441,0.627906976744186,-1.1099679866728331,-4.4986077939658955,0.4586671878053547,-0.017788036508406237,-0.06920381207810658,4.056548170847478,0.14661063302982724
vvix_tercile,T2_mid,0.05,a0,18876,15072,227,0.7984742530197075,0.5567277070063694,-0.1513462240004716,-3.976411385930149,0.5264065817409767,0.025996207638494983,-0.027639187665156988,6.339791908673748,0.13232288176238688
vvix_tercile,T3_high,0.05,a0,18869,14570,178,0.7721659865387673,0.46520247083047356,1.297469991015871,-1.7324151768731977,0.5210020590253946,0.02055386271438213,-0.02950516456980138,3.443951383185393,0.11924110358530011
vvix_tercile,ALL,0.05,a0,60532,47928,565,0.7917795546157405,0.5583792355199466,0.09584151693572147,-3.552235882962286,0.49628609581038224,0.004142224222815134,-0.04796967021266695,4.2599451147559675,0.13029685858865253
vvix_tercile,T1_low,0.1,b2,18880,12080,206,0.6398305084745762,0.5966059602649006,-0.804972787647331,-3.7235680243299227,0.46961920529801326,-0.015048814786617163,-0.06600592567658178,4.056548170847478,0.14597039020415975
vvix_tercile,T2_mid,0.1,b2,18876,11234,225,0.5951472769654588,0.529553142246751,2.017346416473934,-1.2682149838422732,0.570144205091686,0.06398751473241979,0.009492203217915106,6.339791908673748,0.12685459105555302
vvix_tercile,T3_high,0.1,b2,18869,10762,176,0.5703534898510785,0.5173759524251997,1.3093100307704302,-1.4354022276252825,0.5131945734993496,0.024307151903720677,-0.02701711250201929,3.443951383185393,0.118362869759916
vvix_tercile,ALL,0.1,b2,60532,35974,565,0.5942972312165467,0.5504531050202924,0.6703725555731155,-2.465730294216646,0.5124256407405349,0.019508947644301562,-0.033087779686566184,4.2599451147559675,0.12700178086611594
vvix_tercile,T1_low,0.1,a0,18880,12133,206,0.6426377118644068,0.636116376823539,-1.3398803435323523,-4.458042450727753,0.45190801945108383,-0.02514156032127312,-0.07625497911430562,4.056548170847478,0.14661063302982724
vvix_tercile,T2_mid,0.1,a0,18876,11650,227,0.6171858444585717,0.5695278969957082,-0.2864138866904599,-3.667497361951953,0.5316738197424893,0.028695867043842874,-0.02496870096172124,6.339791908673748,0.13232288176238688
vvix_tercile,T3_high,0.1,a0,18869,10723,176,0.5682866076633631,0.44577077310454166,0.7208488750773893,-1.998490262101631,0.520470017718922,0.017995990240945597,-0.0326991400804737,3.443951383185393,0.11924110358530011
vvix_tercile,ALL,0.1,a0,60532,36615,565,0.6048866715125883,0.5631571760207565,-0.14157920774304697,-3.383919718219803,0.49496108152396556,0.002024154642080375,-0.05024524170889179,4.2599451147559675,0.13029685858865253
