era,k,entry_et,target_et,model,n_days,qlike
all,4,12:00,14:30,M3k,737,0.41796292597031925
all,4,12:00,15:00,M3k,737,0.3257727692334526
all,4,12:00,15:30,M3k,737,0.3089647386311678
all,4,12:00,12:30,M4,737,0.31676948004401545
all,4,12:00,13:00,M4,737,0.3519917675055858
all,4,12:00,13:30,M4,737,0.32279757691701794
all,4,12:00,14:00,M4,737,0.24115311818682303
all,4,12:00,14:30,M4,737,0.27515188451661293
all,4,12:00,15:00,M4,737,0.2500850510783273
all,4,12:00,15:30,M4,737,0.24439140994218508
daily_0dte,4,12:00,12:30,M0,489,0.5341570849394851
daily_0dte,4,12:00,13:00,M0,489,0.4342955061018339
daily_0dte,4,12:00,13:30,M0,489,0.4730523252010088
daily_0dte,4,12:00,14:00,M0,489,0.25844288701408763
daily_0dte,4,12:00,14:30,M0,489,0.41151321978401684
daily_0dte,4,12:00,15:00,M0,489,0.29819243782127663
daily_0dte,4,12:00,15:30,M0,489,0.29467268271016867
daily_0dte,4,12:00,12:30,M1,489,0.4165414781698542
daily_0dte,4,12:00,13:00,M1,489,0.38060601469800465
daily_0dte,4,12:00,13:30,M1,489,0.37537010789440384
daily_0dte,4,12:00,14:00,M1,489,0.27565284740260204
daily_0dte,4,12:00,14:30,M1,489,0.26956155027451056
daily_0dte,4,12:00,15:00,M1,489,0.2592333434889775
daily_0dte,4,12:00,15:30,M1,489,0.31673238187496744
daily_0dte,4,12:00,12:30,M2,489,0.4414235499302718
daily_0dte,4,12:00,13:00,M2,489,0.4253085735851151
daily_0dte,4,12:00,13:30,M2,489,0.37904337851472225
daily_0dte,4,12:00,14:00,M2,489,0.2570079211217675
daily_0dte,4,12:00,14:30,M2,489,0.2611507471968351
daily_0dte,4,12:00,15:00,M2,489,0.25405094560449926
daily_0dte,4,12:00,15:30,M2,489,0.2946516903181919
daily_0dte,4,12:00,12:30,M3,489,0.39997826260659547
daily_0dte,4,12:00,13:00,M3,489,0.5748918292916481
daily_0dte,4,12:00,13:30,M3,489,0.5297562145062374
daily_0dte,4,12:00,14:00,M3,489,0.3776032029917167
daily_0dte,4,12:00,14:30,M3,489,0.496849993508004
daily_0dte,4,12:00,15:00,M3,489,0.31028206689096344
daily_0dte,4,12:00,15:30,M3,489,0.2875486249208262
daily_0dte,4,12:00,12:30,M3k,489,0.3809420076623851
daily_0dte,4,12:00,13:00,M3k,489,0.5490237259602987
daily_0dte,4,12:00,13:30,M3k,489,0.5184802574649745
daily_0dte,4,12:00,14:00,M3k,489,0.35963359524267513
daily_0dte,4,12:00,14:30,M3k,489,0.46581821020753156
daily_0dte,4,12:00,15:00,M3k,489,0.29575692535499043
daily_0dte,4,12:00,15:30,M3k,489,0.2829818872267578
daily_0dte,4,12:00,12:30,M4,489,0.28339879431752046
daily_0dte,4,12:00,13:00,M4,489,0.36990928142720636
daily_0dte,4,12:00,13:30,M4,489,0.3167888336639422
daily_0dte,4,12:00,14:00,M4,489,0.22808147931048872
daily_0dte,4,12:00,14:30,M4,489,0.2926299619311479
daily_0dte,4,12:00,15:00,M4,489,0.23087983577806423
daily_0dte,4,12:00,15:30,M4,489,0.23680586565192396
all,5,12:30,13:00,M0,737,0.39219999844337894
all,5,12:30,13:30,M0,737,0.47553256470492977
all,5,12:30,14:00,M0,737,0.24446091208015647
all,5,12:30,14:30,M0,737,0.37887630820374923
all,5,12:30,15:00,M0,737,0.3037229833470209
all,5,12:30,15:30,M0,737,0.26536251083668844
all,5,12:30,13:00,M1,737,0.3882003847425495
all,5,12:30,13:30,M1,737,0.29797740986981286
all,5,12:30,14:00,M1,737,0.22914141351213121
all,5,12:30,14:30,M1,737,0.26165615223112426
all,5,12:30,15:00,M1,737,0.22670295342689412
all,5,12:30,15:30,M1,737,0.25356743289649397
all,5,12:30,13:00,M2,737,0.3812797045264452
all,5,12:30,13:30,M2,737,0.33220169380299297
all,5,12:30,14:00,M2,737,0.22933461836471392
all,5,12:30,14:30,M2,737,0.2704951708184212
all,5,12:30,15:00,M2,737,0.2298054314073864
all,5,12:30,15:30,M2,737,0.2507128627635665
all,5,12:30,13:00,M3,737,0.3490088834751534
all,5,12:30,13:30,M3,737,0.4087677066775009
all,5,12:30,14:00,M3,737,0.32655111186505814
all,5,12:30,14:30,M3,737,0.38806763625114366
all,5,12:30,15:00,M3,737,0.3084119846212699
all,5,12:30,15:30,M3,737,0.30067428247333133
all,5,12:30,13:00,M3k,737,0.335645298771344
all,5,12:30,13:30,M3k,737,0.395621402189416
all,5,12:30,14:00,M3k,737,0.3117401051872608
all,5,12:30,14:30,M3k,737,0.3729434694672929
all,5,12:30,15:00,M3k,737,0.2995344247961561
all,5,12:30,15:30,M3k,737,0.2898728721464528
all,5,12:30,13:00,M4,737,0.3055833100278715
all,5,12:30,13:30,M4,737,0.2760737558140174
all,5,12:30,14:00,M4,737,0.20710852907396435
all,5,12:30,14:30,M4,737,0.25923587299717993
all,5,12:30,15:00,M4,737,0.242103542088958
all,5,12:30,15:30,M4,737,0.24190773453373293
daily_0dte,5,12:30,13:00,M0,489,0.4342955061018339
daily_0dte,5,12:30,13:30,M0,489,0.4730523252010088
daily_0dte,5,12:30,14:00,M0,489,0.25844288701408763
daily_0dte,5,12:30,14:30,M0,489,0.41151321978401684
daily_0dte,5,12:30,15:00,M0,489,0.29819243782127663
daily_0dte,5,12:30,15:30,M0,489,0.29467268271016867
daily_0dte,5,12:30,13:00,M1,489,0.3715950819683114
daily_0dte,5,12:30,13:30,M1,489,0.2978915415712986
daily_0dte,5,12:30,14:00,M1,489,0.22925951312231263
daily_0dte,5,12:30,14:30,M1,489,0.2734446439652913
daily_0dte,5,12:30,15:00,M1,489,0.22277741228907108
daily_0dte,5,12:30,15:30,M1,489,0.26175685557811773
daily_0dte,5,12:30,13:00,M2,489,0.41313810573559
daily_0dte,5,12:30,13:30,M2,489,0.323650289305569
daily_0dte,5,12:30,14:00,M2,489,0.2222743042386548
daily_0dte,5,12:30,14:30,M2,489,0.2625735424602482
daily_0dte,5,12:30,15:00,M2,489,0.21754783331164912
daily_0dte,5,12:30,15:30,M2,489,0.25639204747231586
daily_0dte,5,12:30,13:00,M3,489,0.35903149747834323
daily_0dte,5,12:30,13:30,M3,489,0.3813016078276411
daily_0dte,5,12:30,14:00,M3,489,0.3013552657633874
daily_0dte,5,12:30,14:30,M3,489,0.4172148024513237
daily_0dte,5,12:30,15:00,M3,489,0.27396988918814413
daily_0dte,5,12:30,15:30,M3,489,0.2667134994441533
daily_0dte,5,12:30,13:00,M3k,489,0.3427394694777214
daily_0dte,5,12:30,13:30,M3k,489,0.3749981407108309
daily_0dte,5,12:30,14:00,M3k,489,0.290208436472791
daily_0dte,5,12:30,14:30,M3k,489,0.4017885060117577
daily_0dte,5,12:30,15:00,M3k,489,0.2663716555234657
daily_0dte,5,12:30,15:30,M3k,489,0.2641233947653197
daily_0dte,5,12:30,13:00,M4,489,0.2956389497834581
daily_0dte,5,12:30,13:30,M4,489,0.2688047550105983
daily_0dte,5,12:30,14:00,M4,489,0.20231291397683127
daily_0dte,5,12:30,14:30,M4,489,0.2677523372320005
daily_0dte,5,12:30,15:00,M4,489,0.22646734670500132
daily_0dte,5,12:30,15:30,M4,489,0.24604823419885696
all,6,13:00,13:30,M0,737,0.47553256470492977
all,6,13:00,14:00,M0,737,0.24446091208015647
all,6,13:00,14:30,M0,737,0.37887630820374923
all,6,13:00,15:00,M0,737,0.3037229833470209
all,6,13:00,15:30,M0,737,0.26536251083668844
all,6,13:00,13:30,M1,737,0.2822566609928909
all,6,13:00,14:00,M1,737,0.21567866668258728
all,6,13:00,14:30,M1,737,0.27486358789794124
all,6,13:00,15:00,M1,737,0.23696897093157
all,6,13:00,15:30,M1,737,0.2525864007893571
all,6,13:00,13:30,M2,737,0.3217555026903688
all,6,13:00,14:00,M2,737,0.21724693894549696
all,6,13:00,14:30,M2,737,0.2735026798672533
all,6,13:00,15:00,M2,737,0.22667943758773046
all,6,13:00,15:30,M2,737,0.24506402937312174
all,6,13:00,13:30,M3,737,0.39262222021874765
all,6,13:00,14:00,M3,737,0.3254678192161261
all,6,13:00,14:30,M3,737,0.3739033694385653
all,6,13:00,15:00,M3,737,0.29889591320310255
all,6,13:00,15:30,M3,737,0.2992286700943802
all,6,13:00,13:30,M3k,737,0.3775153429252951
all,6,13:00,14:00,M3k,737,0.3104402235130853
all,6,13:00,14:30,M3k,737,0.3639480638159499
all,6,13:00,15:00,M3k,737,0.294372573801092
all,6,13:00,15:30,M3k,737,0.28818304488901453
all,6,13:00,13:30,M4,737,0.2719262096372669
all,6,13:00,14:00,M4,737,0.20438786479207663
all,6,13:00,14:30,M4,737,0.26606419613509014
all,6,13:00,15:00,M4,737,0.24870250923569157
all,6,13:00,15:30,M4,737,0.24582721173421881
daily_0dte,6,13:00,13:30,M0,489,0.4730523252010088
daily_0dte,6,13:00,14:00,M0,489,0.25844288701408763
daily_0dte,6,13:00,14:30,M0,489,0.41151321978401684
daily_0dte,6,13:00,15:00,M0,489,0.29819243782127663
daily_0dte,6,13:00,15:30,M0,489,0.29467268271016867
daily_0dte,6,13:00,13:30,M1,489,0.2843265062429529
daily_0dte,6,13:00,14:00,M1,489,0.21789358816842896
daily_0dte,6,13:00,14:30,M1,489,0.2862531704298424
daily_0dte,6,13:00,15:00,M1,489,0.23153812508590604
daily_0dte,6,13:00,15:30,M1,489,0.26200273299999566
daily_0dte,6,13:00,13:30,M2,489,0.3180156759923087
daily_0dte,6,13:00,14:00,M2,489,0.2154103920790553
daily_0dte,6,13:00,14:30,M2,489,0.26552217600054173
daily_0dte,6,13:00,15:00,M2,489,0.2158139976862036
daily_0dte,6,13:00,15:30,M2,489,0.2535298570372704
daily_0dte,6,13:00,13:30,M3,489,0.36031252137278513
daily_0dte,6,13:00,14:00,M3,489,0.2962752846490275
daily_0dte,6,13:00,14:30,M3,489,0.3994087555088127
daily_0dte,6,13:00,15:00,M3,489,0.27301640376350406
daily_0dte,6,13:00,15:30,M3,489,0.26810703399642893
daily_0dte,6,13:00,13:30,M3k,489,0.3489530116406582
daily_0dte,6,13:00,14:00,M3k,489,0.2862040182089326
daily_0dte,6,13:00,14:30,M3k,489,0.39114675316297653
daily_0dte,6,13:00,15:00,M3k,489,0.2679771851045728
daily_0dte,6,13:00,15:30,M3k,489,0.2638752133456212
daily_0dte,6,13:00,13:30,M4,489,0.268088277767854
daily_0dte,6,13:00,14:00,M4,489,0.20008052510433585
daily_0dte,6,13:00,14:30,M4,489,0.2694281360707414
daily_0dte,6,13:00,15:00,M4,489,0.23665169377844916
daily_0dte,6,13:00,15:30,M4,489,0.25451445499702596
all,7,13:30,14:00,M0,737,0.24446091208015647
all,7,13:30,14:30,M0,737,0.37887630820374923
all,7,13:30,15:00,M0,737,0.3037229833470209
all,7,13:30,15:30,M0,737,0.26536251083668844
all,7,13:30,14:00,M1,737,0.2144567690511614
all,7,13:30,14:30,M1,737,0.24614701872811107
all,7,13:30,15:00,M1,737,0.22916882453021323
all,7,13:30,15:30,M1,737,0.2593198659676486
all,7,13:30,14:00,M2,737,0.21974085002996538
all,7,13:30,14:30,M2,737,0.25352915782559476
all,7,13:30,15:00,M2,737,0.2271734009896718
all,7,13:30,15:30,M2,737,0.2524056426892253
all,7,13:30,14:00,M3,737,0.2917722341193667
all,7,13:30,14:30,M3,737,0.3297769604201545
all,7,13:30,15:00,M3,737,0.294975152059417
all,7,13:30,15:30,M3,737,0.2848305004922743
all,7,13:30,14:00,M3k,737,0.2799645188013095
all,7,13:30,14:30,M3k,737,0.3220699511191382
all,7,13:30,15:00,M3k,737,0.2872514715747734
all,7,13:30,15:30,M3k,737,0.27551177383344877
all,7,13:30,14:00,M4,737,0.19072935644242195
all,7,13:30,14:30,M4,737,0.24138699683335896
all,7,13:30,15:00,M4,737,0.24450653394925645
all,7,13:30,15:30,M4,737,0.24604455791982016
daily_0dte,7,13:30,14:00,M0,489,0.25844288701408763
daily_0dte,7,13:30,14:30,M0,489,0.41151321978401684
daily_0dte,7,13:30,15:00,M0,489,0.29819243782127663
daily_0dte,7,13:30,15:30,M0,489,0.29467268271016867
daily_0dte,7,13:30,14:00,M1,489,0.2170842210479268
daily_0dte,7,13:30,14:30,M1,489,0.2626436062392811
daily_0dte,7,13:30,15:00,M1,489,0.23208946014872928
daily_0dte,7,13:30,15:30,M1,489,0.2811662105039513
daily_0dte,7,13:30,14:00,M2,489,0.21193622695366787
daily_0dte,7,13:30,14:30,M2,489,0.25270540274688075
daily_0dte,7,13:30,15:00,M2,489,0.2196134703422379
daily_0dte,7,13:30,15:30,M2,489,0.2675952087426999
daily_0dte,7,13:30,14:00,M3,489,0.25677853719504873
daily_0dte,7,13:30,14:30,M3,489,0.3435346481048646
daily_0dte,7,13:30,15:00,M3,489,0.2640066777507601
daily_0dte,7,13:30,15:30,M3,489,0.2647922185108076
daily_0dte,7,13:30,14:00,M3k,489,0.2515405974003035
daily_0dte,7,13:30,14:30,M3k,489,0.3385623742203727
daily_0dte,7,13:30,15:00,M3k,489,0.25847453396877645
daily_0dte,7,13:30,15:30,M3k,489,0.2610365990276964
daily_0dte,7,13:30,14:00,M4,489,0.1820414684571468
daily_0dte,7,13:30,14:30,M4,489,0.2539034475078497
daily_0dte,7,13:30,15:00,M4,489,0.23757763453212652
daily_0dte,7,13:30,15:30,M4,489,0.26500494068909447
all,8,14:00,14:30,M0,737,0.37887630820374923
all,8,14:00,15:00,M0,737,0.3037229833470209
all,8,14:00,15:30,M0,737,0.26536251083668844
all,8,14:00,14:30,M1,737,0.23747928054591969
all,8,14:00,15:00,M1,737,0.24033340821267804
all,8,14:00,15:30,M1,737,0.27203793469614895
all,8,14:00,14:30,M2,737,0.2439653962673046
all,8,14:00,15:00,M2,737,0.233874882447876
all,8,14:00,15:30,M2,737,0.2566391067086797
all,8,14:00,14:30,M3,737,0.3179334597936591
all,8,14:00,15:00,M3,737,0.2918224702438678
all,8,14:00,15:30,M3,737,0.2835387975114549
all,8,14:00,14:30,M3k,737,0.3113484604388328
all,8,14:00,15:00,M3k,737,0.285758430713258
all,8,14:00,15:30,M3k,737,0.2760264569269709
all,8,14:00,14:30,M4,737,0.23447649300822512
all,8,14:00,15:00,M4,737,0.25229721795413723
all,8,14:00,15:30,M4,737,0.25024051571543
daily_0dte,8,14:00,14:30,M0,489,0.41151321978401684
daily_0dte,8,14:00,15:00,M0,489,0.29819243782127663
daily_0dte,8,14:00,15:30,M0,489,0.29467268271016867
daily_0dte,8,14:00,14:30,M1,489,0.258758322673379
daily_0dte,8,14:00,15:00,M1,489,0.24708639511717337
daily_0dte,8,14:00,15:30,M1,489,0.297362960505439
daily_0dte,8,14:00,14:30,M2,489,0.2500551567455283
daily_0dte,8,14:00,15:00,M2,489,0.22632019964450117
daily_0dte,8,14:00,15:30,M2,489,0.27054733329350983
daily_0dte,8,14:00,14:30,M3,489,0.3232788379845803
daily_0dte,8,14:00,15:00,M3,489,0.2633163676522014
daily_0dte,8,14:00,15:30,M3,489,0.2655885055022718
daily_0dte,8,14:00,14:30,M3k,489,0.3203599970611811
daily_0dte,8,14:00,15:00,M3k,489,0.2586391389114468
daily_0dte,8,14:00,15:30,M3k,489,0.26269857501969807
daily_0dte,8,14:00,14:30,M4,489,0.2548048056998029
daily_0dte,8,14:00,15:00,M4,489,0.25563605089293523
daily_0dte,8,14:00,15:30,M4,489,0.27559298273507904
all,9,14:30,15:00,M0,737,0.3037229833470209
all,9,14:30,15:30,M0,737,0.26536251083668844
all,9,14:30,15:00,M1,737,0.21521640566881314
all,9,14:30,15:30,M1,737,0.2503909635578368
all,9,14:30,15:00,M2,737,0.20309806329496927
all,9,14:30,15:30,M2,737,0.23693231367225043
all,9,14:30,15:00,M3,737,0.26142368427251517
all,9,14:30,15:30,M3,737,0.2658571721631465
all,9,14:30,15:00,M3k,737,0.2551121356631321
all,9,14:30,15:30,M3k,737,0.2589506558359095
all,9,14:30,15:00,M4,737,0.22500683803038737
all,9,14:30,15:30,M4,737,0.24836191476521466
daily_0dte,9,14:30,15:00,M0,489,0.29819243782127663
daily_0dte,9,14:30,15:30,M0,489,0.29467268271016867
daily_0dte,9,14:30,15:00,M1,489,0.21896414686321156
daily_0dte,9,14:30,15:30,M1,489,0.27488067737790833
daily_0dte,9,14:30,15:00,M2,489,0.1970667967150663
daily_0dte,9,14:30,15:30,M2,489,0.250400196505369
daily_0dte,9,14:30,15:00,M3,489,0.24270247071324502
daily_0dte,9,14:30,15:30,M3,489,0.2536761037747024
daily_0dte,9,14:30,15:00,M3k,489,0.23621806267449322
daily_0dte,9,14:30,15:30,M3k,489,0.25087657918270023
daily_0dte,9,14:30,15:00,M4,489,0.22639260145277268
daily_0dte,9,14:30,15:30,M4,489,0.2754782997957013
all,10,15:00,15:30,M0,737,0.26536251083668844
all,10,15:00,15:30,M1,737,0.26536251083668844
all,10,15:00,15:30,M2,737,0.22657712651169187
all,10,15:00,15:30,M3,737,0.2509915824775876
all,10,15:00,15:30,M3k,737,0.24519781826690565
all,10,15:00,15:30,M4,737,0.26536251083668844
daily_0dte,10,15:00,15:30,M0,489,0.29467268271016867
daily_0dte,10,15:00,15:30,M1,489,0.29467268271016867
daily_0dte,10,15:00,15:30,M2,489,0.2365183665428002
daily_0dte,10,15:00,15:30,M3,489,0.24425363260131094
daily_0dte,10,15:00,15:30,M3k,489,0.24171540198352476
daily_0dte,10,15:00,15:30,M4,489,0.29467268271016867
