term,coef,se_ols,t_ols,se_day_clustered,t_day_clustered,n_obs,n_days,note
const,-0.04432904311434818,0.0020028078267565913,-22.133448113260073,0.015138725016455115,-2.928188672835031,62687,588,"DESCRIPTIVE association, not causal"
sig,-0.46898075235185055,0.009352542093139403,-50.14473580352805,0.10734254556670654,-4.369010906867389,62687,588,"DESCRIPTIVE association, not causal"
sig_x_vix_z,0.031834784090892104,0.009068341649594113,3.5105408817848174,0.10855348661294381,0.29326357986456564,62687,588,"DESCRIPTIVE association, not causal"
