dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
contango_vs_backwardation,backwardation,0.05,b2,2977,2157,23,0.7245549210614712,0.47890588780713955,3.7741984232583894,1.475386438821025,0.5217391304347826,0.054811173815975646,0.018139381883264676,-0.7600303915995402,0.09938914206468918
contango_vs_backwardation,contango,0.05,b2,53541,42627,517,0.7961562167311033,0.5514579961057545,0.766181309323467,-2.5441786359825427,0.49709864603481624,0.01834860511407658,-0.03407731120691451,4.379471829212669,0.1311879958997019
contango_vs_backwardation,ALL,0.05,b2,60417,47589,562,0.7876756542032871,0.5492655865851352,0.8499158276652318,-2.5502861356635376,0.501779359430605,0.016369437687693927,-0.03558092947613305,4.273971836657898,0.12673617775028428
contango_vs_backwardation,backwardation,0.05,a0,2977,2239,23,0.7520994289553241,0.37516748548459133,3.516336444452709,1.095357489333082,0.5217391304347826,0.032114930361001985,-0.003763467688568169,-0.7600303915995402,0.1125309643379667
contango_vs_backwardation,contango,0.05,a0,53541,42660,517,0.7967725668179526,0.559634317862166,0.5548968394228093,-2.899818533935899,0.4951644100580271,0.007986003749942195,-0.04440836069022392,4.379471829212669,0.1328561459466866
contango_vs_backwardation,ALL,0.05,a0,60417,47826,562,0.79159839118129,0.5575210136745703,0.08482141735890968,-3.5240415029044097,0.49110320284697506,0.0040585801856644396,-0.04783454300359885,4.273971836657898,0.13011190096643424
contango_vs_backwardation,backwardation,0.1,b2,2977,1479,23,0.4968088679879073,0.4719405003380663,3.0979264663739694,1.0275386524205716,0.4782608695652174,0.04809180514869475,0.010854763864421831,-0.7600303915995402,0.09938914206468918
contango_vs_backwardation,contango,0.1,b2,53541,32493,513,0.6068807082422816,0.5515649524512972,0.8835535886120095,-2.210953242472881,0.5009746588693957,0.022161607341977873,-0.030559097792984675,4.379471829212669,0.1311879958997019
contango_vs_backwardation,ALL,0.1,b2,60417,35863,562,0.5935912077726467,0.5491732426177397,0.6588956449945284,-2.4456614946500714,0.5,0.019386379363670873,-0.032929737220511596,4.273971836657898,0.12673617775028428
contango_vs_backwardation,backwardation,0.1,a0,2977,1615,22,0.5424924420557609,0.3913312693498452,0.7897408580204942,-1.4517519477053844,0.45454545454545453,0.03139549961332911,-0.004785790901696876,-0.7600303915995402,0.1125309643379667
contango_vs_backwardation,contango,0.1,a0,53541,32797,514,0.6125585999514391,0.5612403573497576,0.03091351779625916,-3.176408994871758,0.4961089494163424,0.005058369587959675,-0.04735378608689795,4.379471829212669,0.1328561459466866
contango_vs_backwardation,ALL,0.1,a0,60417,36513,562,0.6043497691047222,0.5620463944348588,-0.151919208759358,-3.3596001800589166,0.49644128113879005,0.0019086778853634788,-0.05007460424803466,4.273971836657898,0.13011190096643424
