stat,expected,got,abs_diff,within_0p05
sh_daily_mid,6.78,6.776673584636362,0.003326415363638091,True
sh_daily_crossed,3.62,3.6224546194447993,0.0024546194447991887,True
frac_traded,0.58,0.5802972972972973,0.00029729729729732757,True
hit_mid,0.697,0.6966140375390061,0.00038596246099387166,True
always_short_sh,3.81,3.8090033919664514,0.0009966080335486183,True
