dim,bucket,theta,model,n_rows,n_traded,n_days,frac_traded,frac_long,sh_mid,sh_crossed,hit_mid,mean_mid,mean_crossed,sh_always_short,med_abs_sig
vvix_tercile,T1_low,0.05,b2,20894,15917,222,0.7617976452570115,0.3162656279449645,8.763812156405496,5.401596926351293,0.6913991330024503,0.1451429495002109,0.09434315905823643,4.453856419406824,0.11877162577072001
vvix_tercile,T2_mid,0.05,b2,20900,16105,262,0.7705741626794258,0.2723377832971127,10.962730180968858,7.156491659829886,0.7654144675566594,0.19880869363070294,0.1429093958292079,5.752619486674665,0.12114486581730599
vvix_tercile,T3_high,0.05,b2,20889,15889,200,0.7606395710661114,0.3070048461199572,7.071767932238392,4.3986930394640344,0.6844987097992322,0.13335455091680226,0.08272362813479647,2.549333462076041,0.11327146599521766
vvix_tercile,ALL,0.05,b2,66590,50475,626,0.7579966962006307,0.30634967805844476,9.109714478751759,5.722558466897536,0.7098167409608718,0.15894754510536235,0.10629587879595233,4.1801102819608715,0.11429272193276149
vvix_tercile,T1_low,0.05,a0,20894,16143,223,0.7726141476021825,0.24512172458650808,7.802292387645419,4.618072449341221,0.7026574986062071,0.144241558081858,0.09359914041420993,4.453856419406824,0.11549939499973122
vvix_tercile,T2_mid,0.05,a0,20900,15888,263,0.7601913875598086,0.2292925478348439,9.989580938538273,6.4764626291220235,0.7716515609264853,0.19452353930089122,0.13960199523353398,5.752619486674665,0.11269959188678069
vvix_tercile,T3_high,0.05,a0,20889,16517,200,0.7907032409402077,0.14367015801901073,7.924623007685315,4.835320104016445,0.7057577041835684,0.12876124728892846,0.07865334548009012,2.549333462076041,0.1232334746768877
vvix_tercile,ALL,0.05,a0,66590,51333,626,0.7708815137408019,0.2179689478503107,9.077693679269432,5.659795658016178,0.7205696140884031,0.15268610358628518,0.10057924587942657,4.1801102819608715,0.11598198614094876
vvix_tercile,T1_low,0.1,b2,20894,11801,219,0.5648032928113333,0.2682823489534785,7.625104100171826,4.860209456221599,0.7228200999915262,0.1643739153807703,0.11475339799261919,4.453856419406824,0.11877162577072001
vvix_tercile,T2_mid,0.1,b2,20900,11879,254,0.5683732057416268,0.2261133092011112,11.113974811905244,7.370692512964038,0.813115582119707,0.2312429193038315,0.17494895972387417,5.752619486674665,0.12114486581730599
vvix_tercile,T3_high,0.1,b2,20889,11451,199,0.5481832543443917,0.26879748493581346,8.11938319172877,5.4595581767867785,0.718015893808401,0.15903367471399318,0.10762149881818674,2.549333462076041,0.11327146599521766
vvix_tercile,ALL,0.1,b2,66590,36663,624,0.5505781648896231,0.2624989771704443,9.000064784755612,5.92635245391132,0.7493658456754766,0.18614884023608705,0.1335943759238457,4.1801102819608715,0.11429272193276149
vvix_tercile,T1_low,0.1,a0,20894,11678,220,0.5589164353402891,0.18984415139578695,7.296011529129675,4.641219120982029,0.736598732659702,0.16480729077192785,0.11580492165872561,4.453856419406824,0.11549939499973122
vvix_tercile,T2_mid,0.1,a0,20900,11431,253,0.5469377990430622,0.18414836847169977,9.565143803622563,6.409132361193409,0.809203044353075,0.22009375906912992,0.16531463101384156,5.752619486674665,0.11269959188678069
vvix_tercile,T3_high,0.1,a0,20889,12310,199,0.5893053760352338,0.10649878147847279,8.411890160568683,5.433742012813991,0.7303818034118603,0.14794635299266273,0.09772272747095795,2.549333462076041,0.1232334746768877
vvix_tercile,ALL,0.1,a0,66590,37345,624,0.5608199429343745,0.1733833177132146,8.677646075508815,5.7658340027333805,0.7528718703976436,0.17462584017898208,0.12307219831509165,4.1801102819608715,0.11598198614094876
