rule,entry_hour,theta,model,n_traded,n_days,frac_exit_early,mean_bars_held,sh_mid,hit_mid,mean_mid,sh_crossed,hit_crossed,mean_crossed
hold,ALL,0.1,b2,35974,565,0.0,7.294407071774059,0.6703725555731159,0.5124256407405349,0.019508947644301562,-2.465730294216646,0.457191304831267,-0.033087779686566184
hold,10:00,0.1,b2,3849,443,0.0,12.0,0.9728464410080668,0.5513120290984671,0.026443102735402062,-1.9528106568642647,0.4796050922317485,-0.02899987442648676
hold,10:30,0.1,b2,3788,440,0.0,11.0,1.1242310754034377,0.545142555438226,0.026729174282486428,-1.1490740354885363,0.5002639915522703,-0.017918829501399013
hold,11:00,0.1,b2,3517,428,0.0,10.0,0.7547121021086837,0.5459198180267273,0.028205450654419054,-1.6132263473728305,0.49843616718794426,-0.016092767653410854
hold,11:30,0.1,b2,3570,448,0.0,9.0,0.3811124174839495,0.515126050420168,0.0006895386958568773,-1.9023924133117074,0.45182072829131653,-0.04513175166284181
hold,12:00,0.1,b2,3246,428,0.0,8.0,0.5646193028150337,0.5070856438693777,0.007469753800432198,-1.6375895443359862,0.4507085643869378,-0.03873166215960351
hold,12:30,0.1,b2,3216,445,0.0,7.0,-0.30457240469106894,0.4732587064676617,0.0019652974785065048,-2.497625456555974,0.4259950248756219,-0.0467411510452054
hold,13:00,0.1,b2,3243,442,0.0,6.0,0.33927302660911235,0.4838112858464385,0.0248127089405951,-1.7385595365091213,0.43478260869565216,-0.02468786075293026
hold,13:30,0.1,b2,3157,468,0.0,5.0,-0.04969460569043843,0.4399746594868546,-0.022059052769254295,-1.9065867134649697,0.38232499208108967,-0.073921085525407
hold,14:00,0.1,b2,2927,461,0.0,4.0,0.011956361936878514,0.4738640245985651,0.007026193116953611,-2.090144605579023,0.40177656303382303,-0.0640630120268454
hold,14:30,0.1,b2,2273,441,0.0,3.0,1.4658287864760913,0.5274967003959525,0.03473125404716784,-0.2828592214119175,0.46854377474703035,-0.022483826958934097
hold,15:00,0.1,b2,1815,414,0.0,2.0,1.5932980760663427,0.5575757575757576,0.06510811857012623,-0.24955508004636842,0.5162534435261708,-7.592673569617198e-05
hold,15:30,0.1,b2,1373,404,0.0,1.0,2.2382221039040755,0.5564457392571013,0.100545956965385,0.5082801656948099,0.5185724690458849,0.025597940356988272
sigcross,ALL,0.1,b2,35974,565,0.6658975927058431,4.374770667704453,1.6613787465224095,0.5267971312614667,0.027650149809155564,-2.9202039125882706,0.41552232167676656,-0.03404371774261525
sigcross,10:00,0.1,b2,3849,443,0.7983891919979216,6.049103663289166,1.5993117984410599,0.5518316445830086,0.02313899753547391,-3.3932890313831257,0.40893738633411275,-0.04063715545776661
sigcross,10:30,0.1,b2,3788,440,0.7703273495248152,6.0625659978880675,1.4490015320951366,0.544350580781415,0.017961351127442755,-2.367771292776063,0.44324181626187964,-0.033577863471094996
sigcross,11:00,0.1,b2,3517,428,0.7648564117145294,5.8783053738982085,1.2814146662056798,0.5516064827978391,0.012827267364563062,-2.9107233774604606,0.4225191924936025,-0.03987892344505698
sigcross,11:30,0.1,b2,3570,448,0.7711484593837535,5.40812324929972,0.9767709367966526,0.5305322128851541,0.008692624533230749,-2.8618039338901435,0.4134453781512605,-0.0468694650991916
sigcross,12:00,0.1,b2,3246,428,0.7529266789895256,5.021565003080715,0.8470729077672553,0.5489833641404805,0.015913144433311984,-3.1948590715367873,0.4208256315465188,-0.04137930281719478
sigcross,12:30,0.1,b2,3216,445,0.7282338308457711,4.5590796019900495,0.735839554807788,0.5003109452736318,0.010273836608463125,-3.2503900721914483,0.3843283582089552,-0.04971431345508099
sigcross,13:00,0.1,b2,3243,442,0.7311131668208449,3.7992599444958373,0.6765305049977975,0.5041628122109159,0.022658575024451306,-2.778187412060476,0.3792784458834413,-0.0386802052084602
sigcross,13:30,0.1,b2,3157,468,0.6917960088691796,3.232499208108964,1.0144804818880724,0.46721571111815013,0.015298281438995334,-1.7829151562539742,0.36585365853658536,-0.04788656389079514
sigcross,14:00,0.1,b2,2927,461,0.6361462248035531,2.6276050563717117,1.2169247309717965,0.4837717799795012,0.038785551227562894,-2.1456529991188273,0.35838742740006835,-0.04248071633767377
sigcross,14:30,0.1,b2,2273,441,0.4258688957325121,2.33919929608447,2.230500759014167,0.5340959084909811,0.06808991538548385,-0.02988242686850687,0.46370435547734273,0.00179020929846023
sigcross,15:00,0.1,b2,1815,414,0.1928374655647383,1.8071625344352618,2.6669873848216814,0.5707988980716253,0.08188665402019887,0.4079782096211886,0.5129476584022039,0.012361981189117138
sigcross,15:30,0.1,b2,1373,404,0.0,1.0,2.2382221039040755,0.5564457392571013,0.100545956965385,0.5082801656948099,0.5185724690458849,0.025597940356988272
k1,ALL,0.1,b2,35974,565,0.9850169566909435,1.00083393562017,2.08100187376019,0.5006393506421304,0.01017615093028022,-13.140735966264629,0.29132150997942957,-0.05909530623726801
k1,10:00,0.1,b2,3849,443,1.0,1.0,0.6699895358104999,0.5170174071187321,0.0025476641393707357,-6.44694307399596,0.2907248636009353,-0.05677303863688472
k1,10:30,0.1,b2,3788,440,1.0,1.0,1.0068604855631687,0.5414466737064414,0.003341142697885556,-4.173054938238537,0.33526927138331575,-0.04294823242538215
k1,11:00,0.1,b2,3517,428,1.0,1.0,1.4847419510408988,0.5319874893375035,0.006652626650853069,-6.635389331138119,0.2840489053170316,-0.03993928788003387
k1,11:30,0.1,b2,3570,448,1.0,1.0,1.1914490117441459,0.511484593837535,0.0047789854152381845,-6.491164102182659,0.2876750700280112,-0.04308491558497427
k1,12:00,0.1,b2,3246,428,1.0,1.0,0.9185964719335334,0.5304990757855823,0.010006545146298307,-7.603464748788747,0.2729513247073321,-0.039394614387284504
k1,12:30,0.1,b2,3216,445,0.9984452736318408,1.0093283582089552,0.8510234681971944,0.4633084577114428,0.0007221560808396968,-9.04486068280465,0.20677860696517414,-0.05309352522041251
k1,13:00,0.1,b2,3243,442,1.0,1.0,0.728085642441218,0.465618254702436,0.007113180638682885,-5.63862555011039,0.2608695652173913,-0.048352725376230574
k1,13:30,0.1,b2,3157,468,1.0,1.0,-0.17859590553348131,0.37028824833702884,-0.0037925621084790554,-7.626245293879244,0.20335761799176433,-0.08009771365364948
