entry_hour,k_bars,n,mean_cum_pnl,mean_final_pnl,realized_fraction
ALL,1,34929,0.0450227089863204,0.190887597467456,0.23585979174993923
10:00,1,4487,0.039591369998313974,0.19486920773245212,0.20316893807394854
10:30,1,4073,0.045804524401114495,0.20507938733318948,0.22335021084638093
11:00,1,3754,0.029287274083532624,0.19782398582779107,0.14804713372334768
11:30,1,3545,0.03034453339712462,0.19777280667038363,0.15343127251916933
12:00,1,3290,0.03662972227313844,0.19652712927220037,0.18638506759239512
12:30,1,3168,0.02757588074768945,0.1971108397901033,0.1399003767476922
13:00,1,2904,0.0436446932906388,0.19688226793612582,0.22167914738161376
13:30,1,2727,0.045326326099899734,0.19221464372685876,0.23581099348658077
14:00,1,2548,0.07560844231080469,0.1967044963637014,0.38437577029762793
14:30,1,2325,0.07619645444132371,0.1670399369551213,0.45615710727785685
15:00,1,2108,0.0772513162480397,0.12220247834323189,0.632158343229855
ALL,2,32812,0.07682206239796392,0.1952373041106908,0.39348045061311265
10:00,2,4487,0.07284503646232476,0.19486920773245212,0.3738150183395736
10:30,2,4073,0.06724326737925967,0.20507938733318948,0.32788896170247733
11:00,2,3754,0.049818439021267896,0.19782398582779107,0.25183214670760723
11:30,2,3545,0.05885615724067864,0.19777280667038363,0.2975947918804164
12:00,2,3290,0.058210151841914616,0.19652712927220037,0.2961939761573096
12:30,2,3168,0.06579317609663439,0.1971108397901033,0.3337877113541565
13:00,2,2904,0.07626731895666719,0.19688226793612582,0.38737525606628254
13:30,2,2727,0.0961647252681897,0.19221464372685876,0.5002986422035665
14:00,2,2548,0.12944189891156652,0.1967044963637014,0.6580525677065961
14:30,2,2316,0.13419726569021914,0.1660553576456844,0.8081477622453983
ALL,3,30451,0.09669232346840012,0.19710343559622825,0.49056640324868295
10:00,3,4487,0.08968637353714244,0.19486920773245212,0.46023881649007553
10:30,3,4073,0.0863538378143297,0.20507938733318948,0.4210751696562848
11:00,3,3754,0.07381856838315948,0.19782398582779107,0.37315277050084167
11:30,3,3545,0.0750376995538494,0.19777280667038363,0.37941363535842587
12:00,3,3290,0.09068424367403032,0.19652712927220037,0.4614337166062599
12:30,3,3168,0.09147718321956977,0.1971108397901033,0.46409006890225185
13:00,3,2903,0.11109598381109556,0.19647160823842275,0.5654556645980017
13:30,3,2726,0.13530789115844943,0.19193407285440175,0.7049706659488851
14:00,3,2505,0.14674675504984105,0.19321502519572384,0.7594997071329668
ALL,4,27874,0.1128279708565823,0.19727264120475702,0.5719392723062583
10:00,4,4487,0.10661855817403688,0.19486920773245212,0.5471288122668413
10:30,4,4073,0.10327997861429357,0.20507938733318948,0.5036097481922749
11:00,4,3754,0.08763645613610627,0.19782398582779107,0.44300217574422546
11:30,4,3545,0.09900839010488599,0.19777280667038363,0.5006168025409958
12:00,4,3290,0.10991336358920556,0.19652712927220037,0.5592783245562489
12:30,4,3166,0.11852686750774913,0.1967243990976971,0.6025021199779415
13:00,4,2899,0.14279442298284079,0.19586047976424384,0.7290619483558992
13:30,4,2660,0.1560548781997799,0.1910421222211939,0.8168611005016747
ALL,5,25120,0.12693350630996303,0.197785958339343,0.6417720821828118
10:00,5,4487,0.12176555582497692,0.19486920773245212,0.6248578584675949
10:30,5,4073,0.11344454927406712,0.20507938733318948,0.553173825752441
11:00,5,3754,0.10871020397607337,0.19782398582779107,0.5495299446180775
11:30,5,3545,0.1145184868930611,0.19777280667038363,0.5790406114017604
12:00,5,3290,0.1346529218734316,0.19652712927220037,0.6851620047170702
12:30,5,3161,0.14913179108691846,0.19620638972426138,0.76007611829819
13:00,5,2810,0.16073599073839986,0.1950883623176998,0.8239137836250972
ALL,6,22179,0.1395668044781059,0.19790147597900798,0.7052337724500356
10:00,6,4483,0.1290883761470875,0.19514520629625381,0.6614990887919424
10:30,6,4073,0.1310984600812269,0.20507938733318948,0.6392571276226466
11:00,6,3754,0.1225718053962114,0.19782398582779107,0.6196003223942324
11:30,6,3545,0.13719997254469227,0.19777280667038363,0.693725163001582
12:00,6,3276,0.16003697843989076,0.1949013334319394,0.8211179247564078
12:30,6,3048,0.16797747271794172,0.19583330726284792,0.8577574216855868
ALL,7,18987,0.15090449996162225,0.19802771047675075,0.762037290631298
10:00,7,4480,0.14175505490025164,0.1948812403336369,0.7273919986221702
10:30,7,4069,0.13809071661580172,0.20478513089509173,0.6743200349176888
11:00,7,3752,0.14652823958884595,0.19783277324637372,0.7406671664374084
11:30,7,3529,0.15977538269175617,0.1967150237974455,0.8122174890733027
12:00,7,3157,0.17568852975987956,0.19548229341579526,0.8987439562425538
ALL,8,15642,0.16142284667807147,0.19895682395894804,0.811346117544472
10:00,8,4465,0.14863645111950577,0.19548512963732606,0.7603465869514662
10:30,8,4069,0.15956846674984831,0.2050010909298313,0.778378622406776
11:00,8,3734,0.16594067331357937,0.1969093902286793,0.8427260534445076
11:30,8,3374,0.17558027508350998,0.19852769248009264,0.884412007665461
ALL,9,12005,0.17155074452704733,0.1992062976027478,0.8611712912266937
10:00,9,4448,0.16019508464151147,0.19419946360529602,0.8248997276691901
10:30,9,4025,0.17665583076641136,0.2050744043859628,0.8614231078488668
11:00,9,3532,0.18003375785021358,0.19882443684913087,0.9054910990987705
ALL,10,8157,0.1827411942875784,0.2007361033320315,0.9103553932463844
10:00,10,4404,0.17527409052743406,0.19457219423054986,0.9008177721414328
10:30,10,3753,0.19150355105807557,0.2079692116941219,0.9208264506947125
ALL,11,4053,0.18809442090209982,0.1999268827920097,0.9408160537259035
10:00,11,4053,0.18809442090209982,0.1999268827920097,0.9408160537259035
