n_traded,n_days,frac_traded,frac_long,sh_mid,hit_mid,hit_contract_mid,sh_crossed,hit_crossed,hit_contract_crossed,mean_crossed,days,exit,entry
3825,440,0.5256286931427786,0.5215686274509804,1.0019709283390756,0.5613636363636364,0.552156862745098,-1.9039031151480301,0.47045454545454546,0.48130718954248364,-0.02829605798265365,all_days,hold,10:00
3772,437,0.563489692261727,0.4634146341463415,1.1297400336541348,0.551487414187643,0.5442735949098622,-1.1241756786485333,0.494279176201373,0.49973488865323434,-0.017948483353795043,all_days,hold,10:30
3499,425,0.5587671670392845,0.4855673049442698,0.7381890989700641,0.5035294117647059,0.5452986567590741,-1.6071910922472263,0.4541176470588235,0.49814232637896544,-0.016225094450086783,all_days,hold,11:00
3556,445,0.6050706142589757,0.5511811023622047,0.3758662227805731,0.5235955056179775,0.5149043869516311,-1.8853551949952223,0.4651685393258427,0.452474690663667,-0.0448936908339192,all_days,hold,11:30
3230,425,0.5851449275362319,0.5944272445820433,0.5096784809733365,0.5294117647058824,0.5061919504643962,-1.671057102843473,0.46352941176470586,0.4498452012383901,-0.03949137852592917,all_days,hold,12:00
3205,442,0.6153993855606759,0.6580343213728549,-0.432186650275895,0.4683257918552036,0.4717628705148206,-2.617169774963836,0.4276018099547511,0.4243369734789392,-0.048410958686473285,all_days,hold,12:30
3238,439,0.6546704407602103,0.6399011735639284,0.4635794937045963,0.45785876993166286,0.4845583693638048,-1.526989321827824,0.4031890660592255,0.4354539839407041,-0.022757009326220178,all_days,hold,13:00
3153,466,0.6795258620689655,0.7228036790358389,0.006643491771330736,0.4570815450643777,0.44021566761814146,-1.7922606591493537,0.38412017167381973,0.38281002220107835,-0.0724513462241119,all_days,hold,13:30
2927,461,0.6716383662230381,0.6740690126409293,0.011956361936878514,0.4772234273318872,0.4738640245985651,-2.090144605579023,0.39913232104121477,0.40177656303382303,-0.0640630120268454,all_days,hold,14:00
2272,440,0.5955439056356487,0.4586267605633803,1.4470579155304097,0.5659090909090909,0.5272887323943662,-0.2863348434745654,0.49318181818181817,0.46830985915492956,-0.02251733201651149,all_days,hold,14:30
1814,413,0.5491976990614593,0.2965821389195149,1.5746387321956488,0.559322033898305,0.5573318632855567,-0.25300322661034663,0.5278450363196125,0.515986769570011,-0.00010553841739000284,all_days,hold,15:00
1372,403,0.545093365117203,0.26239067055393583,2.2240148940459545,0.575682382133995,0.5561224489795918,0.5063162352741177,0.5384615384615384,0.5182215743440233,0.025577501783008733,all_days,hold,15:30
3825,440,0.5256286931427786,0.5215686274509804,1.6103972495724186,0.55,0.5518954248366013,-3.33917425190688,0.4113636363636364,0.41019607843137257,-0.04016792523997603,all_days,sigcross,10:00
3772,437,0.563489692261727,0.4634146341463415,1.4344597559339896,0.5583524027459954,0.5432131495227995,-2.3399416293647004,0.448512585812357,0.4424708377518558,-0.033698983891689877,all_days,sigcross,10:30
3499,425,0.5587671670392845,0.4855673049442698,1.2212784846530889,0.5364705882352941,0.5507287796513289,-2.912096165078172,0.43058823529411766,0.4218348099456988,-0.04018906724375927,all_days,sigcross,11:00
3556,445,0.6050706142589757,0.5511811023622047,0.9641703437254907,0.5348314606741573,0.53037120359955,-2.838738845166348,0.40898876404494383,0.41394825646794153,-0.046641520901703176,all_days,sigcross,11:30
3230,425,0.5851449275362319,0.5944272445820433,0.7549969669112228,0.5505882352941176,0.548297213622291,-3.2528706958144107,0.4211764705882353,0.4198142414860681,-0.04215598454116455,all_days,sigcross,12:00
3205,442,0.6153993855606759,0.6580343213728549,0.5544212763763563,0.5,0.49890795631825274,-3.4510238170405785,0.3755656108597285,0.3825273010920437,-0.051394325397911646,all_days,sigcross,12:30
3238,439,0.6546704407602103,0.6399011735639284,0.8165250191673842,0.4783599088838269,0.5046324891908586,-2.5447762799890485,0.33712984054669703,0.37986411365040146,-0.03679505106249973,all_days,sigcross,13:00
3153,466,0.6795258620689655,0.7228036790358389,1.0617428230300603,0.4742489270386266,0.46749127814779573,-1.6454528255420173,0.3583690987124464,0.36631779257849667,-0.04640922248643927,all_days,sigcross,13:30
2927,461,0.6716383662230381,0.6740690126409293,1.2169247309717965,0.46637744034707157,0.4837717799795012,-2.1456529991188273,0.3470715835140998,0.35838742740006835,-0.04248071633767377,all_days,sigcross,14:00
2272,440,0.5955439056356487,0.4586267605633803,2.2100576981104543,0.5727272727272728,0.5338908450704225,-0.03349039521037612,0.48863636363636365,0.46346830985915494,0.0017673882357144366,all_days,sigcross,14:30
1814,413,0.5491976990614593,0.2965821389195149,2.646877190675694,0.5956416464891041,0.5705622932745315,0.4048783511782753,0.5278450363196125,0.5126791620727673,0.012339226127007009,all_days,sigcross,15:00
1372,403,0.545093365117203,0.26239067055393583,2.2240148940459545,0.575682382133995,0.5561224489795918,0.5063162352741177,0.5384615384615384,0.5182215743440233,0.025577501783008733,all_days,sigcross,15:30
3502,424,0.5040299366724237,0.5696744717304397,0.8094123384090006,0.5495283018867925,0.5314106225014278,-2.136978344592948,0.455188679245283,0.45602512849800114,-0.03399449603539193,ex_fomc,hold,10:00
3459,421,0.5420780441937001,0.5053483665799364,0.9478942016351306,0.5415676959619953,0.5284764382769587,-1.3219725306251489,0.4821852731591449,0.4813529921942758,-0.023665270817724644,ex_fomc,hold,10:30
