theta,book,n_days,t_b2_minus_a0,mean_diff
0.05,ex_fomc+sigcross,549,2.059222169576587,0.00421101267195946
0.1,ex_fomc+sigcross,549,2.0486930629429283,0.004142832533996246
0.2,ex_fomc+sigcross,549,2.1949345512300296,0.003486758910245549
