era,entry,n,prem_frac_med,frac_long,sh_always_short,sh_sign_b2,sh_sign_a0,t_b2_minus_a0,sh_sign_b2_crossed
all,10:00,648,0.04319607104733769,0.4166666666666667,-0.37871932538534053,2.7580351097656868,2.5300062604548414,0.592608234161934,2.3550179623602747
all,10:30,648,0.0680227105850078,0.37037037037037035,0.17649220344168542,2.8717920617366017,3.034931919241549,-0.49525930363908854,2.6433907133492838
all,11:00,648,0.06679031485374992,0.36882716049382713,-0.16472144159508958,2.5986738925945096,2.571389266344939,0.06894162912421926,2.3808087773142566
all,11:30,648,0.017097911822371414,0.4783950617283951,0.07385661591717821,1.7791689309301546,2.2017704215486167,-1.6308079086915117,1.5684346022155304
all,12:00,648,0.03446895488312979,0.4537037037037037,0.231679105976439,1.3973322528096184,1.9712265764209376,-1.7638303973322595,1.1715242252246278
all,12:30,648,0.09280313652678313,0.3317901234567901,-0.15984900601107657,2.259614595070833,1.7139101476688448,1.4690071040486767,2.029109693567707
all,13:00,647,0.09837465865080952,0.35239567233384855,-0.1423229688870806,1.5574065438942166,1.4106707795074769,0.35307434514268093,1.2932704004542088
all,13:30,647,0.06579467878696532,0.42194744976816073,-0.11517044692741164,2.256091630219304,2.2121873833053973,0.14003329140192558,1.9894936102438188
all,14:00,646,0.014959212050075166,0.48142414860681115,-0.12978289878791094,1.5471684478184657,1.1840719651222966,0.9021293764490711,1.123062904903794
all,14:30,647,0.022544763751144448,0.4760432766615147,0.7538390909102635,0.940649094756683,1.3647788949530248,-1.0422615989857371,0.5763317804114428
all,15:00,647,0.02886023489836509,0.47913446676970634,0.59594213195115,0.9910054113215667,1.195388305941876,-0.5464577141367526,0.58661681485248
all,15:30,647,-0.10091194803320747,0.6089644513137558,0.4287977589850353,1.1432968117712154,1.6618688658279004,-1.840809595365391,0.6551255179042892
daily_0dte,10:00,433,0.0032527239623144633,0.48729792147806006,0.07359404490959637,1.4498216642938804,1.2128221703525306,0.46977227444296893,1.1120693757242412
daily_0dte,10:30,433,0.05341468649187242,0.39260969976905313,0.7811456212352738,1.403696626114276,2.378275027883369,-2.363421631170709,1.2243141302773182
daily_0dte,11:00,433,0.0479273426895378,0.40415704387990764,0.083388861852127,1.10252515753105,1.5467319667359867,-0.9406090758992072,0.915356805120867
daily_0dte,11:30,433,-0.013132564857188944,0.5404157043879908,0.9402522450481184,0.12683864762511196,0.7496527502678295,-1.630132902583735,-0.05771698166589506
daily_0dte,12:00,433,0.012845512520477831,0.4896073903002309,0.6908140972550266,0.20690770176754458,0.7054992553993443,-1.2536469683704363,0.01292389047034459
daily_0dte,12:30,433,0.07561697067919859,0.38799076212471134,0.1768107174173172,1.3975231575546934,0.9340846630221694,1.0534657088974675,1.2000870418846783
daily_0dte,13:00,432,0.07251859663312327,0.4027777777777778,0.25382751428718897,0.8339457652540374,1.201363431671513,-0.793982842941913,0.6169433082365818
daily_0dte,13:30,432,0.02777574484881873,0.46064814814814814,0.648105499236043,1.7949174897487972,2.0243985323014995,-0.623679451432965,1.5701237100414145
daily_0dte,14:00,431,-0.012347867723442763,0.5290023201856149,0.7538726004075016,0.7372682409511271,0.5313881590924782,0.49887001710775264,0.41830952411754413
daily_0dte,14:30,432,-0.014708549830137585,0.5231481481481481,2.0133674903165524,0.28272503176791763,1.0039615001021678,-1.4423711832551729,-0.04148858190397831
daily_0dte,15:00,432,-0.005259792509941241,0.5046296296296297,2.114981990829735,0.4035623691230136,0.8754355781614377,-1.2436108784170365,0.05362296403068365
daily_0dte,15:30,432,-0.09364816996640613,0.5995370370370371,1.3082721867934208,1.2532105229620778,1.747883725814231,-1.3166268209707686,0.8247787274732115
