deck,block_months,f_me,growth_median_per_yr,loggrowth_per_yr,growth_meanlog_per_yr,terminal_median,terminal_p05,prob_ruin,p_loss_1y,p05_1y,p_dd_gt_25,p_dd_gt_50,p_dd_gt_75,p_dd_ge_39_in_12,longest_loser_run_median,longest_loser_run_p95
sub_live_ridge,1,0.1,0.524111557434467,0.42666030010690303,0.5321321081996704,8.224012881227972,2.120621755626445,0.0,0.1302,0.8487283387479111,0.61155,0.0272,0.00015,0.08335,4.0,8.0
sub_live_ridge,1,0.15,0.7857468971127577,0.5862475521476753,0.7972317279298995,18.15931745421802,2.4753469495702793,0.0,0.14175,0.758410583903312,0.9426,0.19855,0.00525,0.47125,4.0,8.0
sub_live_ridge,1,0.22,1.125868325947088,0.7617387604941421,1.1419974049012813,43.419198907828,2.7299389639358322,0.0,0.166,0.626431174948842,0.9967,0.60485,0.071,0.8852,4.0,8.0
sub_live_ridge,1,0.3,1.4318861679155201,0.8980029072417102,1.4546959572471256,85.05820486489944,2.1280089995712967,0.0,0.18965,0.49503471889328593,0.99995,0.9026,0.2935,0.98585,4.0,8.0
sub_live_ridge,3,0.1,0.5313814114394235,0.4286738727852397,0.5352202756337214,8.422031388692206,2.49014453549771,0.0,0.10005,0.8853752306882634,0.5779,0.0131,0.0,0.07025,4.0,7.0
sub_live_ridge,3,0.15,0.7941503530583496,0.5867748876117527,0.798179721890651,18.590632871799592,3.1443286985518766,0.0,0.1104,0.8302652088813947,0.95425,0.15945,0.00245,0.4406,4.0,7.0
sub_live_ridge,3,0.22,1.1384609988936187,0.7604700358993685,1.1392815233289197,44.720502018295235,3.59731301953718,0.0,0.13535,0.6949264065247559,0.9942,0.56425,0.051,0.894,4.0,7.0
sub_live_ridge,3,0.3,1.4472711489006502,0.8964315407337323,1.4508417592045615,87.78300659307166,3.109675578630437,0.0,0.15915,0.5506899134288691,0.9997,0.9043,0.25785,0.9827,4.0,7.0
sub_live_ridge,6,0.1,0.525012584369281,0.4253401855307326,0.5301108527089724,8.248351072366923,3.078795283187532,0.0,0.05215,0.9899700202351615,0.38925,0.0004,0.0,0.0067,4.0,6.0
sub_live_ridge,6,0.15,0.7913619679378938,0.5865288789294038,0.7977374084753432,18.4466177220189,4.426007735476274,0.0,0.0574,0.9718640932947478,0.9774,0.03715,0.0,0.25535,4.0,6.0
sub_live_ridge,6,0.22,1.126439444826289,0.7589401025766561,1.136011067667193,43.47755353709758,5.903458705043135,0.0,0.0884,0.8960172976366738,0.99775,0.38,0.00455,0.9122,4.0,6.0
sub_live_ridge,6,0.3,1.4410931091075936,0.8970294650216073,1.4523076152099104,86.68056306962134,6.1812764438917025,0.0,0.11425,0.7557576671220415,0.99995,0.91995,0.10225,0.9957,4.0,6.0
blk2,1,0.1,0.5233861632727534,0.4260761448100504,0.5312373664726906,8.20446058877107,2.141862549089484,0.0,0.12755,0.8517535345317324,0.6175,0.02665,0.0001,0.08465,4.0,8.0
blk2,1,0.15,0.7906604532672028,0.5856517697974485,0.7961612878934348,18.410526630856623,2.4459239945067024,0.0,0.1419,0.7594454590568585,0.94035,0.19735,0.00465,0.4692,4.0,8.0
blk2,1,0.22,1.1208030236446187,0.7586460756285218,1.1353831151737874,42.90438385629601,2.673956908721924,0.0,0.16295,0.6309397142835946,0.9969,0.604,0.06975,0.88635,4.0,8.0
blk2,1,0.3,1.4269774398502495,0.8961458273033518,1.4501416208224516,84.20321943315946,2.3235957952513786,0.0,0.1932,0.4844285953534848,1.0,0.9068,0.293,0.98495,5.0,8.0
blk2,3,0.1,0.5302093664021819,0.4266516592212795,0.5321188692785614,8.38985161293701,2.4867150149205313,0.0,0.1008,0.8933304948366356,0.5831,0.0161,0.0,0.06825,4.0,7.0
blk2,3,0.15,0.7915222634463128,0.5853855902147157,0.7956832500560811,18.454872444542637,3.1563056441005317,0.0,0.11245,0.812071029651667,0.95435,0.15885,0.00325,0.43925,4.0,7.0
blk2,3,0.22,1.1318694656262553,0.7589076711069032,1.1359417948121764,44.03551162881767,3.758235577702251,0.0,0.1378,0.6918516372146196,0.99415,0.56315,0.05265,0.8956,4.0,7.0
blk2,3,0.3,1.4635589880079465,0.9006234936367032,1.4611371362233099,90.74335411421902,3.2169755344997695,0.0,0.16285,0.548193372425448,0.99975,0.90735,0.2538,0.9862,4.0,7.0
blk2,6,0.1,0.5271005660719612,0.4273366977964348,0.5331687893825678,8.304972346395745,3.0746151998408813,0.0,0.0495,1.0028543576572848,0.3877,0.0004,0.0,0.00615,4.0,6.0
blk2,6,0.15,0.7939484686832332,0.5865239517532295,0.7977285507282383,18.58017579457995,4.369004598857489,0.0,0.05895,0.9603054393395396,0.9776,0.04065,0.0,0.2665,4.0,6.0
blk2,6,0.22,1.131080597197728,0.7608748727274703,1.140147758605381,43.954098282122935,5.731300034850285,0.0,0.08665,0.8748451154275771,0.9966,0.3777,0.0039,0.9099,4.0,6.0
blk2,6,0.3,1.4429893106620835,0.8982937272864686,1.455409935849893,87.01774678160434,6.091855604305421,0.0,0.11495,0.7532895390284944,0.99995,0.91705,0.09935,0.9955,4.0,6.0
