year,n days,event days,"sign(s) within, mid","flat within, mid","gain within, mid","gain leaving out, mid","sign(s) within, crossed","flat within, crossed","gain within, crossed","gain leaving out, crossed"
2020,158,19,1.3624408651540862,1.613350975630014,0.2509101104759277,0.48871211909324197,0.5582200863669812,0.889113289343643,0.3308932029766618,0.5147821080635342
2021,158,20,0.948161638379151,0.8290974605167772,-0.11906417786237378,0.6248305578310083,0.4394724336618723,0.36983087999159403,-0.06964155367027824,0.655295181509192
2022,219,20,0.10607316758006212,0.8027720638741761,0.696698896294114,0.3919882374241992,-0.3321432976319781,0.3891095936715619,0.72125289130354,0.42753332915006115
2023,248,20,2.179334052534108,3.1617648458802297,0.9824307933461216,0.27602421045937686,1.8559736864309555,2.8675890582965886,1.011615371865633,0.32077931065874726
2024,83,5,2.093120513609721,2.5293303841438775,0.4362098705341566,0.44689710005537964,1.8022210294896517,2.247679701433157,0.4454586719435054,0.48417121330054635
