,r_causal_hold,r_causal_exit,r_causal_mark,r_15_sign,r_causal_exit_plus_15,pick
2020-07-27,0.32169901433173564,0.22414934130663303,0.22414934130663303,-1.0,-0.775850658693367,10:30
2020-07-29,0.39426194935496467,0.3728679232178045,0.3728679232178045,-1.0,-0.6271320767821955,10:30
2020-07-31,-0.12071025254742912,-0.10122602940139244,-0.10122602940139244,2.3237355679332214,2.222509538531829,10:30
2020-08-03,0.7193165144772683,0.399373835813937,0.399373835813937,-0.8987292011141517,-0.4993553653002147,10:30
2020-08-05,0.7797804137480833,0.5053556187411228,0.5053556187411228,-0.16060014507770481,0.34475547366341797,10:30
2020-08-07,-0.4984311390457154,-0.4984311390457154,-0.20338779240251015,-0.9118693800775455,-1.410300519123261,10:30
2020-08-10,-0.7079054580611792,-1.099197507995697,-1.099197507995697,-0.8721168117427543,-1.9713143197384513,10:30
2020-08-12,0.25804426797183894,0.25804426797183894,-0.031099515439704864,-0.05082538558716054,0.2072188823846784,11:00
2020-08-14,0.3866498765325498,0.3866498765325498,0.2985705557168447,0.4299804755451623,0.8166303520777121,11:00
2020-08-17,0.8669522469793436,0.8669522469793436,0.5691023966997599,1.0,1.8669522469793436,11:00
2020-08-19,-0.6772260242891409,-0.6772260242891409,-0.6449037258644162,-0.28747560512238146,-0.9647016294115224,11:00
2020-08-21,0.35796601767653097,0.35796601767653097,0.29976190098085753,1.0,1.357966017676531,11:00
2020-08-24,0.25979026917583314,0.5419982780670155,0.5419982780670155,2.1400146016476365,2.682012879714652,11:00
2020-08-26,-0.9641641419480929,-0.9641641419480929,-0.9693402906538151,1.0,0.03583585805190714,11:00
2020-08-28,0.17781404595505929,0.17781404595505929,0.17700314230172845,1.0,1.1778140459550592,11:00
2020-08-31,-0.05993317371908702,-0.05993317371908702,-0.12225922102490083,0.027991440007296364,-0.031941733711790654,11:00
2020-09-02,-0.06282131623926573,-0.06282131623926573,-0.06301830281847617,0.8414928493993944,0.7786715331601286,10:30
2020-09-04,-0.015944865116753332,-0.016340438055657595,-0.016340438055657595,1.0389415185596733,1.0226010805040158,10:30
2020-09-08,0.18157571899337316,0.2451329890222429,0.2451329890222429,0.47641565299031763,0.7215486420125605,10:30
2020-09-09,0.34907351679218496,0.361092426437308,0.361092426437308,2.2122197275832933,2.573312154020601,10:30
2020-09-11,0.1593265117964352,0.1593265117964352,0.056525341015081824,0.5712734616573196,0.7305999734537548,10:30
2020-09-14,0.3729537471925068,0.3602371257775825,0.3602371257775825,-1.0,-0.6397628742224175,10:30
2020-09-16,-0.06684757320768032,-0.04127885652958605,-0.04127885652958605,0.028109150601604238,-0.013169705927981813,10:30
2020-09-18,-0.24020973632671103,-0.24020973632671103,-0.2399471221667234,0.9283744191104477,0.6881646827837367,10:30
2020-09-21,0.10816066617664363,0.10816066617664363,0.15050542078590104,-0.8783694366453374,-0.7702087704686937,11:00
2020-09-23,-0.39631676587998443,-0.3962669255304559,-0.3962669255304559,-0.07656247483832423,-0.47282940036878013,11:00
2020-09-25,0.19233475791362592,0.19233475791362592,0.19230678727968714,0.7830930905171076,0.9754278484307335,11:00
2020-09-28,0.4324126424258307,0.4324126424258307,0.34380918816008604,0.3928745711339299,0.8252872135597606,11:00
2020-09-30,0.21806394173155505,0.21806394173155505,-0.13691728480597437,0.26267282078115195,0.480736762512707,10:30
2020-10-02,0.18182305982571906,0.18182305982571906,0.2301891309916936,-0.3159179580543423,-0.13409489822862325,10:30
2020-10-05,0.180098978137791,0.180098978137791,0.17647543225089707,1.0,1.180098978137791,10:30
2020-10-07,0.3533847901472151,0.3533847901472151,0.34520672817522474,0.8827102415609621,1.2360950317081771,10:30
2020-10-09,0.1526561045209742,0.1526561045209742,0.14992793238650262,1.0,1.1526561045209742,10:30
2020-10-12,-0.37979531563553676,-0.37989153320245167,-0.37989153320245167,0.5111187515867301,0.13122721838427848,10:30
2020-10-14,-0.13627654738345876,-0.11877055109017247,-0.11877055109017247,0.2291413891854397,0.11037083809526722,10:30
2020-10-16,0.14229060413989922,0.1886807316293028,0.1886807316293028,1.5872696607813568,1.7759503924106597,10:30
2020-10-19,-0.065043711493701,-0.065043711493701,-0.06504378259442388,1.0,0.934956288506299,10:30
2020-10-21,-0.2738774351983693,-0.2738774351983693,0.1488363634410559,-1.033794591578559,-1.3076720267769282,10:30
2020-10-23,0.4994450107603492,0.4994450107603492,0.45843958072055196,-0.07261545624497678,0.4268295545153724,10:30
2020-10-26,-0.3961656412411616,-0.3961656412411616,-0.40745617676834667,0.2144775415267519,-0.1816880997144097,10:30
2020-10-28,0.1486664994821168,0.1486664994821168,0.535883057994481,-1.1594568386546715,-1.0107903391725548,10:30
2020-10-30,0.12871679552211995,0.12871679552211995,0.21106866126330462,-0.6293845980388213,-0.5006678025167013,10:30
2020-11-02,0.21056709215055222,0.21056709215055222,0.09250919928052487,0.9733344184027778,1.18390151055333,10:30
2020-11-04,0.4510736107353127,0.3226978001298093,0.3226978001298093,-0.8637503417246192,-0.5410525415948099,10:30
2020-11-06,0.7649240049848538,0.50016565259854,0.50016565259854,-1.0,-0.49983434740146004,10:30
2020-11-09,0.0696781374448854,0.1040982497424,0.1040982497424,2.4158416164118854,2.5199398661542856,10:30
2020-11-11,0.2536809546177587,0.2536809546177587,0.407535109122448,-0.1605927396521687,0.09308821496559,10:30
2020-11-13,0.2000417799086483,0.2000417799086483,0.19934417053131406,0.9715824939473884,1.1716242738560367,10:30
2020-11-16,0.01668438159248743,0.33050591483607566,0.33050591483607566,1.1556401635831919,1.4861460784192675,10:30
2020-11-18,0.10819863038273043,0.14921310768961443,0.14921310768961443,2.930966471259084,3.0801795789486985,10:30
2020-11-20,0.37467215483260263,0.37467215483260263,0.3497873752908351,0.6535266296845872,1.0281987845171898,10:30
2020-11-23,-0.01348874121122236,-0.01348874121122236,-0.0299794934565878,0.5056590544871795,0.49217031327595717,10:30
2020-11-25,0.5331084037215483,0.4424887382039657,0.4424887382039657,-0.9053790115194675,-0.4628902733155018,10:30
2020-11-30,0.22065070077028662,0.22065070077028662,0.09584556028679768,0.11601563905055301,0.3366663398208396,10:30
2020-12-02,0.3236934846939771,0.3236934846939771,0.3081413388018716,1.0,1.323693484693977,10:30
2020-12-04,0.2641773112746774,0.2641773112746774,0.38240027309665786,-0.12112035585936454,0.14305695541531288,10:30
2020-12-07,0.4811436804649187,0.3564775779897023,0.3564775779897023,-0.3299278873462844,0.02654969064341789,10:30
2020-12-09,-0.5537358603141179,-0.5539068280412786,-0.5539068280412786,0.30879804655578624,-0.2451087814854923,10:30
2020-12-11,0.42183597923931554,0.2675826036838898,0.2675826036838898,-1.0,-0.7324173963161102,10:30
2020-12-14,-0.902401930267497,-0.9021045218267263,-0.9021045218267263,1.553063292008905,0.6509587701821786,10:30
2020-12-16,0.5149207826101968,0.5149207826101968,0.34106128955431086,0.23013505394070566,0.7450558365509025,11:00
2020-12-18,0.5338821687231822,0.5338821687231822,0.2532523644340693,-0.41678192551859183,0.11710024320459034,11:00
2020-12-21,0.0851605436898876,0.0851605436898876,0.08516013564834482,1.0,1.0851605436898877,11:00
2020-12-23,-0.2601825185521993,0.4814061047714008,0.4814061047714008,2.0503786642091475,2.531784768980548,11:00
2020-12-28,0.8583657586689695,0.47924799536374485,0.47924799536374485,-1.0,-0.5207520046362552,11:00
2020-12-30,0.3930190768092425,0.37130762058096584,0.37130762058096584,-1.0,-0.6286923794190342,11:00
2020-12-31,-0.15564195201348388,-0.15564195201348388,-0.0814192177079124,-0.06961557892127668,-0.22525753093476056,11:00
2021-01-04,-0.11894383668846575,-0.18895671605055403,-0.18895671605055403,-0.30888044321649555,-0.4978371592670496,11:00
2021-01-06,-0.23021459611658374,-0.31702681153848655,-0.31702681153848655,-0.2854054786627356,-0.6024322902012221,11:00
2021-01-08,0.09641069116157445,0.06934897408063366,0.06934897408063366,-0.12931506291511308,-0.05996608883447942,11:00
2021-01-11,0.11675140329396844,0.11675140329396844,-0.07342863811668109,1.0,1.1167514032939685,11:00
2021-01-13,0.6808189993900687,0.6808189993900687,0.23748281236104068,1.0,1.6808189993900688,11:00
2021-01-15,0.6659615005091664,0.6659615005091664,0.43009875042566315,-0.0,0.6659615005091664,11:00
2021-01-19,0.32975620969012537,0.32975620969012537,0.2996379537795919,0.7093098958333333,1.0390661055234587,11:00
2021-01-20,0.4747239834985495,0.4747239834985495,0.4416339898643156,0.08032047877513826,0.5550444622736878,11:00
2021-01-22,0.30321698142081616,0.26246818691957957,0.26246818691957957,1.9413894671253198,2.2038576540448993,11:00
2021-01-25,-0.07110145997364775,-0.07110145997364775,-0.05549249179940863,-1.0214843279795685,-1.0925857879532161,11:00
2021-01-27,-0.2602529076968553,-0.2602529076968553,-0.2618872114155446,0.9465264209097599,0.6862735132129046,11:00
2021-01-29,-0.39072865637978726,-0.39072865637978726,-0.36222668860815943,-0.1545794619425438,-0.5453081183223311,11:00
2021-02-01,0.0645018541658029,0.06447269394002023,0.06447269394002023,-0.80431028461428,-0.7398375906742598,11:00
2021-02-03,0.596985869364068,0.596985869364068,0.3665697759442916,0.004107595749301529,0.6010934651133695,11:00
2021-02-05,0.46781565140314535,0.46781565140314535,0.12499511965897185,0.5693933823529411,1.0372090337560864,11:00
2021-02-08,-0.20585592464843705,-0.20585592464843705,0.42729886809451306,-1.109467147516459,-1.315323072164896,11:00
2021-02-10,0.7610621982629171,0.7610621982629171,0.45357829481471107,0.9773363795130782,1.7383985777759952,11:00
2021-02-12,0.01793846473332557,0.01793846473332557,0.588568411042959,-1.8287994895441018,-1.8108610248107762,11:00
2021-02-16,0.29132564434017555,0.29132564434017555,0.22714878924904702,0.4614721500258644,0.75279779436604,11:00
2021-02-17,0.2774201707269771,0.2774201707269771,0.26927515076538144,0.6305338504963502,0.9079540212233274,11:00
2021-02-19,-0.0641893956882729,-0.038054500251604104,-0.038054500251604104,-0.252263845380132,-0.29031834563173614,11:00
2021-02-22,0.34091443958890977,0.34091443958890977,0.10162498799438258,0.3750000026609216,0.7159144422498314,11:00
2021-02-24,0.026114851311339764,0.02611465690585203,0.02611465690585203,-1.0,-0.973885343094148,11:00
2021-02-26,0.06717297179658614,0.06717297179658614,0.15015227873629858,-0.39630353009259256,-0.3291305582960064,11:00
2021-03-01,0.5454843998416942,0.3575472957560224,0.3575472957560224,-0.42703933910884806,-0.06949204335282566,11:00
2021-03-03,-0.02573650687367589,-0.02573650687367589,0.03134884536476388,-0.3522149592000412,-0.3779514660737171,11:00
2021-03-05,-0.29045757848156195,-0.2904575538295923,-0.2904575538295923,-0.8116561732785501,-1.1021137271081425,11:00
2021-03-08,-0.5741780689998337,-0.5680987706976066,-0.5680987706976066,0.34481795226582923,-0.22328081843177738,11:00
2021-03-10,0.6367824927188415,0.6367824927188415,0.32277201969363406,0.8341545094929887,1.4709370022118302,11:00
2021-03-12,0.39151186374246655,0.39151186374246655,0.40463411182081793,0.31834940675983336,0.7098612705023,11:00
2021-03-15,-0.39721115599135154,-0.026298370692683492,-0.026298370692683492,3.3905327511051473,3.364234380412464,11:00
2021-03-17,0.07268896047111328,0.07268896047111328,0.07211644943570314,1.0,1.0726889604711132,11:00
2021-03-19,0.36968186270634124,0.36968186270634124,0.1455295553090811,0.014299665178571397,0.38398152788491263,11:00
2021-03-22,0.539901399912135,0.539901399912135,0.3181186178683767,-0.12354448305256205,0.416356916859573,11:00
2021-03-24,-0.19953181892751212,-0.19953181892751212,-0.18886627831399916,-1.478141747740779,-1.6776735666682911,11:00
2021-03-26,-0.34742772491039847,-0.34742772491039847,-0.12966802276380435,-4.626674107142857,-4.974101832053255,11:00
2021-03-29,0.0573488618031824,0.0573488618031824,0.055244706517699554,-0.3448923938679245,-0.2875435320647421,11:00
2021-03-31,0.22270226467910037,0.22270226467910037,0.4447821809712186,-0.7300153459821428,-0.5073130813030424,11:00
2021-04-01,0.15300170918392816,0.15300170918392816,0.40734814433696426,-0.10684483633234776,0.046156872851580405,11:00
2021-04-05,0.5936584303665964,0.5936584303665964,0.37701373880574823,0.40001812472776965,0.993676555094366,11:00
2021-04-07,0.5324206885644404,0.5324206885644404,0.21983584835617292,-0.19998818021815,0.33243250834629035,11:00
2021-04-09,0.06357760006889,0.06357760006889,0.08331465248799998,-0.8428909972247578,-0.7793133971558678,11:00
2021-04-12,0.4536974527730702,0.4536974527730702,0.35017055998213525,0.2524413951105088,0.7061388478835791,11:00
2021-04-14,-0.5741393602801612,-0.5372751637735733,-0.5372751637735733,-0.04645647727397306,-0.5837316410475464,11:00
2021-04-16,0.4388662639991969,0.4388662639991969,0.303652032728196,1.0,1.438866263999197,11:00
2021-04-19,0.3177185602989627,0.3177185602989627,0.10981120358811422,0.3512904121129261,0.6690089724118888,11:00
2021-04-21,0.19772871428885938,0.19772871428885938,0.21505725526894537,-1.44055707365035,-1.2428283593614906,11:00
2021-04-23,0.3116050414094171,0.3116050414094171,0.2758887086520564,-0.16387423695822023,0.14773080445119685,11:00
2021-04-26,0.4826519631080936,0.4826519631080936,0.1315831668905489,1.0,1.4826519631080937,11:00
2021-04-28,0.2893397403073122,0.4002669089746903,0.4002669089746903,0.42079672635393073,0.821063635328621,11:00
2021-04-30,0.25805725489498793,0.25805725489498793,0.08082937024825709,0.31605748059043937,0.5741147354854272,11:00
2021-05-03,0.48560456938940694,0.48560456938940694,0.39513068889030695,0.29095644195529025,0.7765610113446972,11:00
2021-05-05,-0.0801019941208103,-0.0801019941208103,-0.25579972223031533,1.0,0.9198980058791897,11:00
2021-05-07,0.5734000686535591,0.5734000686535591,0.1719874425511012,0.4782820951286769,1.051682163782236,11:00
2021-05-10,-0.6493651228712644,-0.6493651228712644,-0.6225029732051325,-1.047756464329332,-1.6971215872005962,11:00
2021-05-12,0.042066716851063474,0.042066716851063474,0.039305221130457306,0.8142217154440186,0.856288432295082,11:00
2021-05-14,0.41779243407586886,0.41779243407586886,0.3260351188652366,0.813024008421487,1.230816442497356,11:00
2021-05-17,0.5584467976091991,0.5584467976091991,0.42299632702975587,0.3733258928571429,0.931772690466342,11:00
2021-05-19,-0.07622784897703434,-0.07622784897703434,-0.07204467670960704,0.22718698357847467,0.15095913460144034,11:00
2021-05-21,0.038157611632888194,0.038157611632888194,0.1518808079169328,-0.7747838370998339,-0.7366262254669457,11:00
2021-05-24,0.4251806954839621,0.4251806954839621,0.4385408093546464,-1.4651768684222,-1.0399961729382379,11:00
2021-05-26,0.8290966455598201,0.8290966455598201,0.5359674121778059,1.0,1.82909664555982,11:00
2021-05-28,0.1750844390059957,0.5713867340011822,0.5713867340011822,1.5064411950584349,2.077827929059617,11:00
2021-06-01,0.5521717763673457,0.3284249862277066,0.3284249862277066,-1.0,-0.6715750137722933,11:00
2021-06-02,0.23797953678258454,0.1311296072759216,0.1311296072759216,0.3714800967906082,0.5026097040665298,11:00
2021-06-04,0.521444627779167,0.521444627779167,0.453839692402333,1.0,1.5214446277791671,11:00
2021-06-07,0.566077394365202,0.566077394365202,0.35375087679234085,1.0,1.566077394365202,11:00
2021-06-09,0.07489445355004354,0.07606975312241372,0.07606975312241372,-0.8434103260869565,-0.7673405729645428,11:00
2021-06-11,0.07701774277335205,0.07701774277335205,0.47713056535096987,-2.27030390626702,-2.193286163493668,11:00
2021-06-14,-1.9844842631269652,-1.9844842631269652,0.3283212853092996,-3.8332868097795467,-5.8177710729065115,11:00
2021-06-16,-0.04211148773548339,-0.04211148773548339,-0.004099129626511169,0.16002602831563995,0.11791454058015655,11:00
2021-06-18,-0.012881284784274052,-0.012881284784274052,0.26973168234183126,-0.9853193889378913,-0.9982006737221654,11:00
2021-06-21,0.5562023294020905,0.5562023294020905,0.4806500811783792,1.0,1.5562023294020904,11:00
2021-06-23,-0.5323818196504079,-0.5323818196504079,0.35334439887392805,-2.330676077129239,-2.863057896779647,11:00
2021-06-25,0.3792037626599371,0.3792037626599371,0.26615868372157725,1.0,1.3792037626599372,11:00
2021-06-28,0.10193953198207924,0.10193953198207924,0.08611046021114571,0.679019321630118,0.7809588536121973,11:00
2021-06-30,0.8437139435857391,0.8437139435857391,0.2730017449465193,1.0,1.843713943585739,11:00
2021-07-02,-0.37414802937049096,-0.37414802937049096,-0.3740442583769348,1.0,0.625851970629509,11:00
2021-07-06,0.21628410121447264,0.21628410121447264,0.21623527610489718,1.0,1.2162841012144727,11:00
2021-07-07,0.05341566103508163,0.05227170550960544,0.05227170550960544,-1.0,-0.9477282944903945,11:00
2021-07-09,0.11002794807052513,0.10772711468918748,0.10772711468918748,-1.0,-0.8922728853108125,11:00
2021-07-12,0.7295435230663766,0.41997267185124626,0.41997267185124626,-0.8355034722222222,-0.41553080037097595,11:00
2021-07-14,-0.545304870377922,-0.6039587797976745,-0.6039587797976745,-0.740668404495263,-1.3446271842929376,11:00
2021-07-16,0.16312479898241983,0.16312479898241983,0.16375476810579503,0.4765265045975562,0.639651303579976,11:00
2021-07-19,-0.037517722928194316,-0.037517722928194316,0.21933053816614131,-1.4013291247397017,-1.438846847667896,11:00
2021-07-21,0.2187622148238071,0.253366749067337,0.253366749067337,0.25082760039356855,0.5041943494609056,11:00
2021-07-23,-0.17836628973402086,-0.17836628973402086,-0.1775184529778128,0.44921875,0.27085246026597914,11:00
2021-07-26,0.1240192267316099,0.1240192267316099,0.12093655510083962,1.0,1.1240192267316098,11:00
2021-07-28,0.4932971303066518,0.5241227793876211,0.5241227793876211,0.0022674154836972438,0.5263901948713183,11:00
2021-07-30,0.7309680861133901,0.7309680861133901,0.2802633807079009,1.0,1.73096808611339,11:00
2021-08-02,-0.6159115865000124,-0.6159115865000124,-0.6127375216540695,0.09846231182269849,-0.5174492746773139,11:00
2021-08-04,0.48864057932451477,0.5816796363963108,0.5816796363963108,-0.05460858358182952,0.5270710528144813,11:00
2021-08-06,0.5625988283990154,0.5625988283990154,0.33715955575175416,1.0,1.5625988283990155,11:00
2021-08-09,0.5040945586108426,0.5040945586108426,0.35758239301745753,1.0,1.5040945586108427,11:00
2021-08-11,0.23928807651698655,0.23928807651698655,0.2804852691706543,-0.8174341953224533,-0.5781461188054667,11:00
2021-08-13,0.5099899390822918,0.5099899390822918,0.5673265987673576,-0.643835573488116,-0.1338456344058242,11:00
2021-08-16,0.04691644083140712,0.04691644083140712,0.04691644637016648,-1.047809145716152,-1.000892704884745,11:00
2021-08-18,-0.045914418117064,-0.045914418117064,-0.014241712657690525,-2.6878468001541833,-2.733761218271247,11:00
2021-08-20,0.3575702946952826,0.3575702946952826,0.3484289943507862,1.0,1.3575702946952826,11:00
2021-08-23,0.12987011961579087,0.24648972517071294,0.24648972517071294,1.5150412936866076,1.7615310188573206,11:00
2021-08-25,0.5392968648015426,0.5392968648015426,0.3320567247325972,1.0,1.5392968648015426,11:00
2021-08-27,0.43977942106095314,0.3900551482778285,0.3900551482778285,-0.6850585960964963,-0.29500344781866783,11:00
2021-08-30,0.29017479645953237,0.29017479645953237,0.4094313889647492,0.29857338531906363,0.588748181778596,11:00
2021-08-31,-0.04478926264679855,-0.04478926264679855,-0.2557619891690057,0.05958743337481609,0.014798170728017541,11:00
2021-09-01,0.049412478269132074,0.1174967535656501,0.1174967535656501,-0.48723591721482373,-0.36973916364917364,11:00
2021-09-03,0.6766950549666486,0.6766950549666486,0.47946996753652027,1.0,1.6766950549666486,11:00
2021-09-07,0.26738001481547885,0.007077999492706079,0.007077999492706079,-1.0,-0.992922000507294,11:00
2021-09-08,-0.09836952857079538,-0.09907115428681403,-0.09907115428681403,-1.0,-1.0990711542868141,11:00
2021-09-10,-0.05114229350236744,-0.05114229350236744,0.042140617158807056,-1.239200409518979,-1.2903427030213466,11:00
2021-09-13,0.24979527941618165,-0.0406958256387781,-0.0406958256387781,-0.32793145573334925,-0.36862728137212736,11:00
2021-09-15,0.11906133458541339,0.11905996996110242,0.11905996996110242,-1.0,-0.8809400300388975,11:00
2021-09-17,0.6182079882616839,0.6182079882616839,0.4751635619021035,1.0,1.618207988261684,11:00
2021-09-20,-0.13843065446144895,-0.06999826271849313,-0.06999826271849313,2.0472506328965347,1.9772523701780416,11:00
2021-09-22,0.24215454726021995,0.24215454726021995,0.03364724450305886,-0.08835619247692628,0.15379835478329368,11:00
2021-09-24,0.24169305694663595,0.24169305694663595,0.20669885574711652,1.0,1.241693056946636,11:00
2021-09-27,0.09445848885000235,0.09445848885000235,0.10540083381820549,0.3999565813265,0.4944150701765024,11:00
2021-09-29,-0.3328347708277285,-0.3328347708277285,0.08107884321014111,-1.3907752403846154,-1.7236100112123438,11:00
2021-09-30,-0.600074237474012,-0.600074237474012,-0.21435916820968748,-1.5077589788055463,-2.107833216279558,11:00
2021-10-01,0.07690155347012798,0.07690155347012798,0.07689691683523342,0.6253213991856919,0.7022229526558198,11:00
2021-10-04,0.7732716240911761,0.7732716240911761,0.49350623234128566,0.42827633876838656,1.2015479628595627,11:00
2021-10-06,-0.3589775227974897,-0.3589775227974897,-0.35565773980892357,-0.10320060483870974,-0.4621781276361994,11:00
2021-10-08,0.06730479615788774,0.06730479615788774,0.2587248252584153,-0.6187207871788203,-0.5514159910209325,11:00
2021-10-11,-0.20234980617273796,-0.20234980617273796,-0.20218409753564257,-0.45620804350205124,-0.6585578496747893,11:00
2021-10-13,0.3308047786709388,0.3308047786709388,0.3355930344829756,0.37708120120517075,0.7078859798761096,11:00
2021-10-15,0.6271506531111828,0.6271506531111828,0.32814064593557973,1.0,1.6271506531111828,11:00
2021-10-18,0.27597564752472303,0.27153359221158113,0.27153359221158113,-0.5252159626469812,-0.2536823704354001,11:00
2021-10-20,0.45348894260173894,0.45348894260173894,0.21407429518986262,0.5711922823518657,1.0246812249536046,11:00
2021-10-22,0.2419319980136949,0.2419319980136949,-0.14362927540127088,1.0,1.241931998013695,11:00
2021-10-25,0.1488097254240899,0.1488097254240899,0.11564285539461676,1.0,1.1488097254240899,11:00
2021-10-27,-0.6534571774294031,-0.18852074625360166,-0.18852074625360166,1.8190104024422338,1.6304896561886322,11:00
2021-10-29,-0.5291519038720162,-0.5291519038720162,-0.09842625184527475,-1.372544642857143,-1.901696546729159,11:00
