segment,estimator,train_win,back_transform,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,clock,866,36.83602771362587,0.8368665013115045,0.36340950568555486,1.3383216004229939
bar1600,reclasso,500,raw,866,36.95150115473441,0.5925036561343677,0.1189257443402907,1.3383216004229939
bar1600,reclasso,2000,clock,866,37.1824480369515,1.143638324734366,0.6697660750250242,1.3383216004229939
bar1600,reclasso,2000,raw,866,37.75981524249423,1.5322499263899436,1.0592160871656298,1.3383216004229939
none,reclasso,500,clock,866,26.32794457274827,0.5436413001822429,0.06581092856099278,1.3383216004229939
none,reclasso,500,pooled,866,34.75750577367205,0.7622027416053727,0.2894716859352634,1.3383216004229939
none,reclasso,500,raw,866,31.986143187066972,0.9263251752446204,0.45077373928663717,1.3383216004229939
none,reclasso,2000,clock,866,35.56581986143187,0.9366256394532466,0.46337556647636885,1.3383216004229939
none,reclasso,2000,pooled,866,42.494226327944574,1.1951949638622288,0.7281010799032536,1.3383216004229939
none,reclasso,2000,raw,866,40.7621247113164,1.099350451849994,0.629510915209602,1.3383216004229939
rth,reclasso,500,clock,866,30.369515011547342,0.5146092636824724,0.041159743625691005,1.3383216004229939
rth,reclasso,500,raw,866,31.293302540415702,0.7457425816139193,0.2712379992262798,1.3383216004229939
rth,reclasso,2000,clock,866,35.45034642032333,1.0469862790254965,0.5755609875960804,1.3383216004229939
rth,reclasso,2000,raw,866,38.22170900692841,1.1249244128815412,0.6549878046419588,1.3383216004229939
