variant,family,lam,base,causal,description,book,sample,n_fallback_stamps,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,sd_diff_vs_V0,mean_abs_diff_vs_V0,sd_diff_vs_V9,mean_abs_diff_vs_V9,mean_turnover,mean_hedge_cost_prem,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",hold,whole,643,865,0.10557865069673006,0.38540682373296453,4.348675264164691,8.056840413852802,-3.298656326140687,-2.4789614902281767,2023-11-30,0.0379092666803865,0.02789409298875669,0.020320532676559165,0.013777834377399257,2.4396794913572863,0.0323339893856484,0.14781835381391062,5.150399129702394,289,0.059564714139459025,2.7614453224346227,289
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",hold,daily_era,643,489,0.09853032263328683,0.40347752920665714,3.8765984930939927,5.400139535118905,-3.0388585126580967,-2.4789614902281767,2023-11-30,0.03876563341309794,0.029109379092198087,0.02168205451735596,0.014874922161700338,2.498376853570511,0.03223899363863669,0.15552216698668436,4.9866735495674295,156,0.030727224501346986,1.314929144114518,169
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",exit_crossed,whole,643,865,0.04931796908278954,0.32049559524580007,2.4427745646818204,4.52575638306269,-6.5403548665745905,-2.112899515769904,2024-04-04,0.04943985065657646,0.03450236034765619,0.0399976581424957,0.026910136725415246,2.1904193699706,0.029086076519485755,0.10203541001350999,5.322228697299679,289,-0.00448583857468074,-0.20671541748599034,289
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",exit_crossed,daily_era,643,489,0.058508876363666557,0.33424140236409167,2.778828749278561,3.870935568137088,-2.4837288771789368,-2.112899515769904,2024-04-04,0.051600949865959846,0.03606998129787783,0.04316244649847441,0.029090490782738787,2.2431314892462244,0.02882898654192586,0.11846846018403968,5.839754515591751,156,-0.014931922154443595,-0.6326671755950998,169
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",exit_mid,whole,643,865,0.088289659904334,0.31343153706290977,4.471646069204327,8.284669831223122,-3.804784924750301,-1.9520084147394072,2024-04-04,0.04943985065657646,0.0345023603476562,0.03999765814249571,0.026910136725415246,2.1904193699706,0.029086076519485755,0.1304979967219268,6.852693363327655,289,0.0440011884119345,2.0737613530595094,289
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",exit_mid,daily_era,643,489,0.08613116335330884,0.32930737416860495,4.1520170437882795,5.783800264224311,-2.2190040705463723,-1.9520084147394072,2024-04-04,0.051600949865959846,0.03606998129787783,0.04316244649847441,0.029090490782738787,2.2431314892462244,0.02882898654192586,0.138778133662205,6.8835928891051275,156,0.018494729767207854,0.799075231332229,169
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",hold,whole,643,865,0.10631558829173848,0.3871249962150805,4.359593565792787,8.077068876192305,-3.2650271558900457,-2.532321469944109,2023-11-30,0.05343089943642679,0.038032385530783946,0.040622860829767744,0.02744914050826373,2.465182911205478,0.03265612358656559,0.14547075513451144,5.0598600010833445,289,0.06339425889866733,2.9092504042938585,289
V12_power_1.00,V12 bounded power,1.0,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^1.00",hold,daily_era,643,489,0.09979936566286689,0.4058630193525838,3.9034495377352285,5.437543302360906,-3.010344751530937,-2.532321469944109,2023-11-30,0.0548482311575762,0.03930872667406009,0.04363442244217594,0.02967218941503671,2.5157101750213817,0.03237543431470418,0.15684610861073175,5.019784957282759,156,0.03186969697429834,1.3497434068705818,169
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),exit_crossed,whole,643,865,0.04769683457630862,0.3246966499688244,2.3319112647330833,4.320358678892741,-6.540385264683076,-2.2058223554769794,2024-04-04,0.04062265705318901,0.026808237872350107,0.04379357871921517,0.028788348069605178,2.120978804171665,0.02813568349332782,0.12169507487619007,6.479976008190619,289,-0.028878487955871175,-1.298527887036279,289
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),exit_crossed,daily_era,643,489,0.05624231230036988,0.33897488331173353,2.6338795969581557,3.669019984301975,-2.3234614926242387,-2.2058223554769794,2024-04-04,0.044207320028823924,0.028978785517295203,0.0500842411824935,0.03422723059839853,2.1670631642691975,0.02782951990463934,0.1417308094339696,7.1396051626353,156,-0.04353408463600982,-1.8009835358819084,169
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),exit_mid,whole,643,865,0.08666852539785308,0.3171925062580988,4.337492724613506,8.036122394890123,-3.7099648152270532,-2.0449312544464826,2024-04-04,0.04062265705318901,0.026808237872350107,0.04379357871921518,0.028788348069605174,2.120978804171665,0.02813568349332782,0.15015766158460686,8.056898425694913,289,0.019608539030744065,0.9001676881661637,289
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),exit_mid,daily_era,643,489,0.08386459929001215,0.3335990985140306,3.9907459194909802,5.5591480141286755,-2.062656167772917,-2.0449312544464826,2024-04-04,0.044207320028823924,0.028978785517295203,0.0500842411824935,0.03422723059839853,2.1670631642691975,0.02782951990463934,0.1620404829121349,8.215713590693301,156,-0.010107432714358369,-0.4263641743719676,169
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),hold,whole,643,865,0.10453726648129773,0.3903299520613308,4.2514740422156105,7.876754597896699,-3.3836632140203307,-2.4073789175764984,2023-11-30,0.04135837670401064,0.027435691602983283,0.04666470034507401,0.03181366862860249,2.3956537714976007,0.031705457401040936,0.16628557464906024,5.867165256614478,289,0.03849329521983184,1.7185585777398806,289
V13_raw_implied_x_r,V13 raw implied x richness,1.0,V0_implied,True,V0 x r (the ratio without V9's per-clock discount),hold,daily_era,643,489,0.09829759866751839,0.4073892771842983,3.8303070077826504,5.335655044291576,-2.9268657538176193,-2.4073789175764984,2023-11-30,0.044749604811429394,0.02963183182267355,0.05285642011792826,0.03744030274924917,2.442233524726152,0.03141117457275101,0.18298426548117483,5.988649996805935,156,0.0032208663314792847,0.13317215848393893,169
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",exit_crossed,whole,1273,865,0.048966683204612074,0.3176201528976906,2.447332106073591,4.5342001921407356,-6.114578445866492,-2.0998934666127838,2024-04-04,0.039304506109731796,0.029963368799694724,0.017949266633340347,0.012548147914539542,2.1839665672839423,0.02901517883904346,0.09359398575710211,4.808198118994687,289,0.003012131955569716,0.14203604906833622,289
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",exit_crossed,daily_era,1273,489,0.05781406565520129,0.330797276270342,2.7744177654029323,3.864791024548685,-2.539170832612081,-2.0998934666127838,2024-04-04,0.04053115713064104,0.03297378602043422,0.01651251368411797,0.012831436628990178,2.258556507203635,0.02916865817652825,0.10322429672307791,5.018106818668883,156,-0.0029477882330438956,-0.12715665038122473,169
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",exit_mid,whole,1273,865,0.08793837402615652,0.3106611896721973,4.493571957631904,8.325292175560634,-3.634133337560172,-1.9390023655822866,2024-04-04,0.039304506109731796,0.029963368799694724,0.017949266633340347,0.012548147914539544,2.1839665672839423,0.02901517883904346,0.12205657246551888,6.30591113756408,289,0.051499158942184965,2.487883014650824,289
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",exit_mid,daily_era,1273,489,0.08543635264484355,0.3260245247083504,4.159993955513897,5.794912180109955,-2.274446025979513,-1.9390023655822866,2024-04-04,0.040531157130641045,0.03297378602043422,0.01651251368411797,0.01283143662899018,2.258556507203635,0.02916865817652825,0.12353397020124324,6.04193916169634,156,0.030478863688607572,1.3413542363458342,169
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",hold,whole,1273,865,0.10605380872877755,0.3839510322206749,4.384809206497255,8.123786182210317,-3.444449605912439,-2.4536384848166954,2023-11-30,0.04366914023614403,0.03375279009901549,0.018079192272452676,0.012645357357171788,2.4554794268752587,0.03256403549110509,0.1373323522740739,4.76062383790933,289,0.07089734647560869,3.3320012836311794,289
V14_smoothed_r,V14 smoothed richness,1.0,V9_implied_bc,True,"V9 x rbar, rbar the expanding lagged per-clock mean of r (minimum 63 sessions) - day-invariant by construction",hold,daily_era,1273,489,0.0990208875074892,0.40214792165204305,3.9087802598030104,5.444969050227299,-3.076778983407671,-2.4536384848166954,2023-11-30,0.044729866527569655,0.036869122571798696,0.01668700034227774,0.012989470206525487,2.5184676305769256,0.03254134004966271,0.14143997159401347,4.515882456622951,156,0.044049008988719954,1.8984998171381058,169
