variant,family,lam,base,causal,description,book,sample,n_fallback_stamps,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,sd_diff_vs_V0,mean_abs_diff_vs_V0,sd_diff_vs_V9,mean_abs_diff_vs_V9,mean_turnover,mean_hedge_cost_prem,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,exit_crossed,whole,0,865,0.045907840134738226,0.3235290821279116,2.2525467094164875,4.1733190592707805,-6.070172381929872,-2.2028675866604797,2024-04-04,0.0,0.0,0.02371722414947445,0.018235181807259443,2.055879436038417,0.027304525433073885,0.12584545974759756,6.685120907537402,289,-0.03720762561642831,-1.6960726358632812,289
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,exit_crossed,daily_era,0,489,0.05329332369079943,0.33663382173958073,2.5131321677178393,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.0,0.0,0.02612845886238031,0.021266762081307976,2.1241286608815755,0.02751042629616354,0.138739040224809,6.956786089265507,156,-0.04658701949249328,-1.95485279284015,169
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,exit_mid,whole,0,865,0.08487953095628267,0.31584457081058137,4.26608815343187,7.903830328942877,-3.4544058900805297,-2.041976485629983,2024-04-04,0.0,0.0,0.023717224149474445,0.01823518180725944,2.055879436038417,0.027304525433073885,0.15430804645601431,8.255378965673808,289,0.011279401370186935,0.525372451174444,289
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,exit_mid,daily_era,0,489,0.0809156106804417,0.3311635003389521,3.8787351170811952,5.403115873185777,-2.1319712654000185,-2.041976485629983,2024-04-04,0.0,0.0,0.02612845886238031,0.02126676208130798,2.1241286608815755,0.02751042629616354,0.15904871370297435,8.026812078360704,156,-0.01316036757084183,-0.5635732268122372,169
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,hold,whole,0,865,0.10280158963047407,0.38849110201440484,4.200674442231098,7.782637597821875,-3.475653002635873,-2.297983622740885,2023-11-30,0.0,0.0,0.02905826854075968,0.022702505829615187,2.3527384483566958,0.031198119965995745,0.1709049311126802,6.046639196881415,289,0.029993752544086687,1.3566875194060593,289
V0_implied,V0 implied,,-,True,the book: the re-inverted implied total volatility,hold,daily_era,0,489,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.995115867154505,-2.297983622740885,2023-11-30,0.0,0.0,0.03085840139510538,0.02532074144923739,2.415577139858137,0.03128208007765915,0.18022229127411846,5.917127796835041,156,0.0002802606208662742,0.011754346031421526,169
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_crossed,whole,631,865,0.04779646042748546,0.31833191955452783,2.3835036338906366,4.415944451484302,-6.047304499244749,-2.1030211387057527,2024-04-04,0.02371722414947445,0.018235181807259443,0.0,0.0,2.129511753710979,0.028293552977466663,0.10625713416904246,5.5365079712542045,289,-0.012317135129855177,-0.5766892962118395,289
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_crossed,daily_era,631,489,0.056032968908128714,0.33082941989311676,2.688684113996008,3.74536321140853,-2.497573753975819,-2.1030211387057527,2024-04-04,0.02612845886238031,0.021266762081307976,0.0,0.0,2.2056938705956814,0.028545870617605187,0.1156726945308575,5.691795941371193,156,-0.017575409500699267,-0.7568381567379406,169
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_mid,whole,631,865,0.08676815124902991,0.3110623928838861,4.428056014051137,8.203910037339602,-3.523672026902048,-1.9421300376752557,2024-04-04,0.023717224149474445,0.01823518180725944,0.0,0.0,2.129511753710979,0.028293552977466663,0.13471972087745926,7.063161168187612,289,0.03616989185676006,1.7336843925818695,289
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,exit_mid,daily_era,631,489,0.08365525589777098,0.3257964279137123,4.076122093534885,5.6780778578132916,-2.2328489473432533,-1.9421300376752557,2024-04-04,0.02612845886238031,0.02126676208130798,0.0,0.0,2.2056938705956814,0.028545870617605187,0.13598236800902286,6.7328196452232305,156,0.015851242420952188,0.696662275833192,169
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,hold,whole,631,865,0.10487239403920397,0.38438665572521763,4.331049528764947,8.02418501222676,-3.3398275477229262,-2.420070762338569,2023-11-30,0.02905826854075968,0.022702505829615187,0.0,0.0,2.425077474445431,0.03216814294226097,0.15014062007214174,5.239110565863573,289,0.05549846119508393,2.587762195044062,289
V9_implied_bc,V9 bias-corrected implied,,V0_implied,True,proposal 36's reference: the implied remaining-window variance times its expanding lagged 63-day realized-over-implied mean at that stamp,hold,daily_era,631,489,0.09732153214692318,0.40187904441349737,3.8442696853972436,5.35510519047953,-3.046168614877141,-2.420070762338569,2023-11-30,0.03085840139510538,0.02532074144923739,0.0,0.0,2.492897871222923,0.032262634680220864,0.1542473124003831,4.956952170754688,156,0.02941031760616933,1.2659594660200046,169
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),exit_crossed,whole,643,865,0.048155651627439476,0.31872037851443374,2.398488838818278,4.443707712095134,-6.18227355280121,-2.104242400304711,2024-04-04,0.02649153693575093,0.01983259638481806,0.010123296131090729,0.006757580264183545,2.137892337111234,0.028397389804669763,0.1058542607588733,5.520260577322015,289,-0.011122836603676205,-0.5192999359866848,289
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),exit_crossed,daily_era,643,489,0.056601710058603705,0.33157050167660307,2.7099041894042375,3.774922983552673,-2.4892412611239663,-2.104242400304711,2024-04-04,0.02835680949151553,0.02210141446968628,0.011263181797137301,0.007616358227339498,2.20809837823434,0.028528198151066927,0.11697255232753258,5.757822299853217,156,-0.017688513168471746,-0.7595262483875594,169
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),exit_mid,whole,643,865,0.08712734244898393,0.3114821245929235,4.440395046397661,8.226770703735305,-3.526488869918552,-1.9433512992742137,2024-04-04,0.02649153693575093,0.01983259638481806,0.01012329613109073,0.0067575802641835474,2.137892337111234,0.028397389804669763,0.13431684746729008,7.049211897703528,289,0.03736419038293904,1.7854437803031817,289
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),exit_mid,daily_era,643,489,0.08422399704824599,0.32654704959885766,4.094400807857305,5.70354028525825,-2.2245164544913996,-1.9433512992742137,2024-04-04,0.02835680949151553,0.02210141446968628,0.011263181797137305,0.007616358227339499,2.20809837823434,0.028528198151066927,0.13728222580569793,6.7997979565626405,156,0.01573813875317971,0.6896014738186714,169
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),hold,whole,643,865,0.10521259965357596,0.38494610040185484,4.338784674270537,8.038516004800526,-3.307876297301476,-2.456898628386136,2023-11-30,0.03172096192859201,0.024176785844854394,0.010282233372258039,0.0068894534301901685,2.428480346560816,0.03219766798915759,0.1496251933196741,5.216661105983416,289,0.056713557990249894,2.6369630009118907,289
V11_shrunk_0.25,V11 shrunk richness,0.25,V9_implied_bc,True,V9 x (1 + 0.25 (r - 1)),hold,daily_era,643,489,0.0978913664848607,0.40276967491138055,3.8582280745372928,5.374549362780592,-3.0323822334033483,-2.456898628386136,2023-11-30,0.032986438856290774,0.02598371291138048,0.011392153226048184,0.00775899288240503,2.4917570052651885,0.03220272790222231,0.15549982220742267,4.990250077769623,156,0.029255932624779653,1.2558180776368326,169
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),exit_crossed,whole,643,865,0.04853225207403053,0.31917053907368353,2.4138368771713004,4.472143198344243,-6.307030978051893,-2.106251818262826,2024-04-04,0.03245589168270098,0.0236064437202803,0.019876661527733087,0.013370834533798495,2.1504861203418204,0.028559723766217984,0.10501282745642107,5.479584321613882,289,-0.009430388859046636,-0.4387217431371459,289
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),exit_crossed,daily_era,643,489,0.05720122464983221,0.33234946457019954,2.7321882159342676,3.8059648499932726,-2.4837293516633148,-2.106251818262826,2024-04-04,0.03425396287028756,0.025498729518031105,0.021874751861042183,0.014848761616384779,2.214897183439975,0.028566834298881686,0.11783440057340518,5.803369151100814,156,-0.01729805994741084,-0.7400475796803858,169
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),exit_mid,whole,643,865,0.08750394289557499,0.3119756837882528,4.452533008240934,8.249258844509244,-3.6029573741508543,-1.9453607172323288,2024-04-04,0.03245589168270099,0.0236064437202803,0.019876661527733087,0.013370834533798495,2.1504861203418204,0.028559723766217984,0.13347541416483785,7.010107703368071,289,0.0390566381275686,1.8592539366734133,289
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),exit_mid,daily_era,643,489,0.08482351163947448,0.3273449963848302,4.113493463002125,5.7301365402125874,-2.2190045450307485,-1.9453607172323288,2024-04-04,0.03425396287028756,0.025498729518031105,0.021874751861042183,0.014848761616384777,2.214897183439975,0.028566834298881686,0.13814407405157056,6.846235579453697,156,0.016128591974240623,0.7039901447325941,169
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),hold,whole,643,865,0.10557000227612443,0.3855410646593209,4.346805010428017,8.053375373357834,-3.2830284658651436,-2.485807176804651,2023-11-30,0.03723440673903385,0.027572837074020546,0.020197281260911585,0.013639467925914129,2.4359042825504313,0.03228370427334149,0.14867176601704257,5.179752411214859,289,0.05842390797571826,2.7068628015383718,289
V11_shrunk_0.50,V11 shrunk richness,0.5,V9_implied_bc,True,V9 x (1 + 0.50 (r - 1)),hold,daily_era,643,489,0.0984917059113453,0.4036732353816686,3.8732004582501007,5.395406039417737,-3.0213894699317265,-2.485807176804651,2023-11-30,0.038391982286764076,0.029049324182436848,0.022129556563197133,0.015136439485702492,2.494896617522108,0.03219825989216917,0.1563132564977801,5.011422785940232,156,0.02960211834629732,1.2660672706082865,169
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),exit_crossed,whole,643,865,0.048933612301510276,0.31968776006595173,2.429861603868818,4.501832392830992,-6.4244368049552545,-2.1091138707695984,2024-04-04,0.04036981585431309,0.028650630449893133,0.02983457318594999,0.02005517208961602,2.1681368205742286,0.028789082913828437,0.10373860299715496,5.413935161173656,289,-0.007249712374180466,-0.3358402987479525,289
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),exit_crossed,daily_era,643,489,0.05786329467428728,0.333131794139509,2.7573211042636263,3.840975208724227,-2.4827911265555667,-2.1091138707695984,2024-04-04,0.04237852007411596,0.03036394913283968,0.03256809151817647,0.021980087144233742,2.2269771106793197,0.02866974867553715,0.1183084442396605,5.829925330180416,156,-0.01641769514973479,-0.6993346013815984,169
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),exit_mid,whole,643,865,0.08790530312305474,0.3125476939049498,4.464769547615,8.27192962100228,-3.6991320432125647,-1.9482227697391017,2024-04-04,0.04036981585431309,0.028650630449893133,0.02983457318594999,0.02005517208961602,2.1681368205742286,0.028789082913828437,0.13220118970557174,6.945082214558863,289,0.04123731461243476,1.9542477068316133,289
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),exit_mid,daily_era,643,489,0.08548558166392956,0.32815444782552144,4.135374509104014,5.760617050983841,-2.2180663199230004,-1.9482227697391017,2024-04-04,0.04237852007411596,0.03036394913283968,0.032568091518176474,0.021980087144233742,2.2269771106793197,0.02866974867553715,0.13861811771782584,6.873475408545122,156,0.017008956771916665,0.7390165246284951,169
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),hold,whole,643,865,0.10595167735664789,0.3861992986650607,4.355084904267915,8.068715627402883,-3.266532310539901,-2.510355573007254,2023-11-30,0.04470352850036188,0.032376485375673794,0.03031453897591476,0.020462857827164536,2.4483188052716853,0.03243705394955276,0.14728578326449696,5.127614259453871,289,0.06061927097218073,2.7966434241509095,289
V11_shrunk_0.75,V11 shrunk richness,0.75,V9_implied_bc,True,V9 x (1 + 0.75 (r - 1)),hold,daily_era,643,489,0.09915412063879397,0.4046056968738323,3.890263731397979,5.419175345444281,-3.0149430358119176,-2.510355573007254,2023-11-30,0.04601297670145654,0.03373321101657387,0.03294008925775947,0.022413317793330098,2.5032809116437145,0.03225864719799781,0.1567375270888515,5.020698443176617,156,0.03043496915613136,1.295984271464883,169
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),exit_crossed,whole,643,865,0.049374310876674876,0.32022423880961,2.4476375970878492,4.534766178837885,-6.536037804210848,-2.112899515769904,2024-04-04,0.05019104447830311,0.03458040894656819,0.040919757577373206,0.027000733004891624,2.1936416407710713,0.02910749030738216,0.10196973308220676,5.319841880904884,289,-0.004632015033018572,-0.2135357838007823,289
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),exit_crossed,daily_era,643,489,0.058641820072184665,0.3337936800411595,2.7888785489299543,3.8849350371339924,-2.4908314515817587,-2.112899515769904,2024-04-04,0.05283366027256809,0.036201907698106564,0.044636652232525595,0.029244612977830892,2.2483034100860646,0.028861980126751834,0.11834437729746117,5.835323454184562,156,-0.015142620969567122,-0.6418946503534994,169
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),exit_mid,whole,643,865,0.08834600169821932,0.31314907148152665,4.478535709166245,8.297434346002941,-3.8016976647558636,-1.9520084147394072,2024-04-04,0.05019104447830311,0.0345804089465682,0.040919757577373206,0.027000733004891624,2.1936416407710713,0.02910749030738216,0.13043231979062356,6.850514258964635,289,0.043855011953596666,2.067649036875301,289
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),exit_mid,daily_era,643,489,0.08626410706182694,0.32884974141118833,4.164212628732444,5.800788833076157,-2.226106644949194,-1.9520084147394072,2024-04-04,0.05283366027256809,0.036201907698106564,0.044636652232525595,0.029244612977830892,2.2483034100860646,0.028861980126751834,0.1386540507756265,6.8793734849089905,156,0.018284030952084335,0.7903281575022703,169
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),hold,whole,643,865,0.10637193008562382,0.38690670820087,4.364364858803097,8.085908705339488,-3.264650858730427,-2.532321469944109,2023-11-30,0.054152350358566706,0.03812240814805669,0.041551427159608474,0.02755907437509618,2.4684051820059496,0.032677537374461996,0.14540507820320822,5.057399548959281,289,0.06324808244032949,2.9036781337618933,289
V11_shrunk_1.00,V11 shrunk richness,1.0,V9_implied_bc,True,V9 x (1 + 1.00 (r - 1)),hold,daily_era,643,489,0.09993230937138498,0.40552224194659825,3.9119339634920163,5.449362190245125,-3.017447325933759,-2.532321469944109,2023-11-30,0.05603100568762118,0.039418571687921296,0.04511132357564759,0.02982854512670723,2.520882095861223,0.032408427899530155,0.15672202572415328,5.015480691567304,156,0.031658998159174806,1.3413889762198996,169
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",exit_crossed,whole,643,865,0.04854070536946633,0.31899138346791145,2.4156132396131222,4.475434285363055,-6.311025844729297,-2.106999432012817,2024-04-04,0.03321291165167995,0.02396869530938906,0.019999060121808163,0.013517464415001382,2.155308770161999,0.02862510978029504,0.10416024648166872,5.432890862877147,289,-0.008288987626866137,-0.3858591986236885,289
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",exit_crossed,daily_era,643,489,0.057242655054384736,0.3320603572728846,2.736547612658796,3.812037532176721,-2.501398919682412,-2.106999432012817,2024-04-04,0.03468805358755564,0.02555971873251243,0.021444213976228865,0.014604108942798672,2.2190481728066263,0.028614535177828363,0.11704803414222506,5.763369683507546,156,-0.01616692971638251,-0.6921293339106368,169
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",exit_mid,whole,643,865,0.0875123961910108,0.31181409812090594,4.455270720960011,8.254331036185258,-3.6127624436119277,-1.9461083309823204,2024-04-04,0.03321291165167995,0.02396869530938906,0.019999060121808167,0.013517464415001384,2.155308770161999,0.02862510978029504,0.13262283319008547,6.962341723740681,289,0.0401980393597491,1.9149235342223192,289
V12_power_0.50,V12 bounded power,0.5,V9_implied_bc,True,"V9 x clip(r, 0.3333, 3.0000)^0.50",exit_mid,daily_era,643,489,0.08486494204402702,0.3270701132306318,4.118961456770178,5.737753508897184,-2.236674113049845,-1.9461083309823204,2024-04-04,0.03468805358755564,0.02555971873251243,0.02144421397622887,0.014604108942798674,2.2190481728066263,0.028614535177828363,0.1373577076203904,6.80562705646499,156,0.01725972220526894,0.7538758757696609,169
