segment,estimator,train_win,back_transform,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,clock,866,36.83602771362587,1.3795759800094027,0.9077607800679997,1.3383216004229939
bar1600,reclasso,500,raw,866,36.489607390300236,1.2655399639297502,0.7928983244539684,1.3383216004229939
bar1600,reclasso,2000,clock,866,38.91454965357968,1.8262315571390573,1.3631530115787844,1.3383216004229939
bar1600,reclasso,2000,raw,866,39.03002309468822,1.9521246960715959,1.4905272650842036,1.3383216004229939
none,reclasso,500,clock,866,29.676674364896073,0.6833144888407022,0.2049800681912021,1.3383216004229939
none,reclasso,500,pooled,866,38.106235565819865,0.895769593166638,0.42505596820264097,1.3383216004229939
none,reclasso,500,raw,866,34.52655889145497,0.654744037963097,0.17903348415324954,1.3383216004229939
none,reclasso,2000,clock,866,32.5635103926097,1.2577277426204692,0.7778592228444018,1.3383216004229939
none,reclasso,2000,pooled,866,40.069284064665126,1.2405112317198956,0.7715453008090046,1.3383216004229939
none,reclasso,2000,raw,866,37.75981524249423,1.3447536370745792,0.8741914893216488,1.3383216004229939
rth,reclasso,500,clock,866,33.02540415704388,1.1576976682662738,0.6846740717677781,1.3383216004229939
rth,reclasso,500,raw,866,34.29561200923787,1.1457126855857724,0.6707925192325772,1.3383216004229939
rth,reclasso,2000,clock,866,33.71824480369515,1.0626001286480256,0.5853054278745337,1.3383216004229939
rth,reclasso,2000,raw,866,35.21939953810623,1.2409958634569127,0.7638473210587604,1.3383216004229939
