estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better
reclasticnet,baseline,0.13296210830544364,2.439730480023349e-10,1.5619636615566155e-05,3.487838233885617e-06,0.2885622221304599,0.3859458780708879,0.0006488070924199896,0.8466418755226001,0.6334068192079635,6363,0.13278705346173697,0.8935049770470576,0.3715868080123984,0.00017505484370669195,b
