day_role,rep_date,entry_clock,terminal,convention,era,n_sessions,mean_premium_pts,total_mean_pts,total_sd_pts,total_p1_pts,total_min_pts,total_mean_dollars,total_p1_dollars,option_mean_pts,option_sd_pts,option_p1_pts,option_min_pts,option_mean_dollars,option_p1_dollars,hedge_mean_pts,hedge_sd_pts,hedge_p1_pts,hedge_min_pts,hedge_mean_dollars,hedge_p1_dollars,total_mean_units,total_p1_units
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2010-2019,2511,10.566939932157247,1.2530822882226114,9.037997983276668,-29.33554987501,-158.30043479597848,125.30822882226114,-2933.5549875009997,0.4447972726365818,13.178959446214552,-55.613060292511335,-111.01463603314465,44.479727263658184,-5561.306029251134,0.8082850155860294,11.326110136307449,-27.121413812611785,-89.88782767063773,80.82850155860294,-2712.1413812611786,0.13788944228695954,-2.7729754292540596
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2020-2024,1088,13.972700276069645,-0.6283848863837141,19.039716275157364,-61.55452996568209,-383.5141800064204,-62.838488638371416,-6155.4529965682095,-1.7323852103589479,19.361641527675847,-89.23792820657057,-161.54114265075714,-173.2385210358948,-8923.792820657058,1.1040003239752338,20.168455222520947,-50.28484767138604,-290.45540067593424,110.40003239752339,-5028.484767138604,-0.04033937821060425,-3.544132435006172
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",1998-2007,2493,14.117980752068204,-0.28051397026889213,9.764359911249189,-39.18380856444301,-152.1964834277281,-28.051397026889212,-3918.380856444301,-1.1654558594204942,14.240967717605633,-50.120806361580186,-137.79093467938603,-116.54558594204943,-5012.080636158019,0.8849418891516022,14.144911939148535,-34.10616008208796,-100.95789320905375,88.49418891516022,-3410.616008208796,-0.030002078610009652,-2.238362625720281
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-2009,501,24.55762572794779,0.3178294600660753,30.244137036816667,-113.57168520310123,-428.76914355967534,31.78294600660753,-11357.168520310122,1.1551437071435473,26.763945223212446,-121.76212744399164,-201.4980973412493,115.51437071435473,-12176.212744399165,-0.8373142470774725,30.906270104412155,-100.30447664122768,-279.2418474278204,-83.73142470774725,-10030.447664122768,0.05456747965949062,-3.1015173346155334
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2010-2019,2511,10.566939932157247,1.46526001244001,6.572335266490556,-22.179260846975314,-86.83232088499608,146.52600124400098,-2217.926084697531,1.0298279652980062,9.77581644987189,-35.583695256995384,-108.47611756800731,102.98279652980062,-3558.3695256995384,0.43543204714200373,8.137262720588334,-20.028875715520712,-51.13751171299755,43.54320471420037,-2002.8875715520712,0.11442407515163265,-1.994957398018842
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2020-2024,1088,13.972700276069645,1.3330046692770006,12.52475496342943,-50.80209960792734,-188.44458679591617,133.30046692770006,-5080.209960792734,0.9594869908835719,13.576202391888971,-49.602894886076506,-95.70919930948708,95.94869908835719,-4960.28948860765,0.3735176783934284,14.254856230798408,-46.115761777567016,-160.42126096882012,37.35176783934284,-4611.576177756701,0.06800377324198995,-2.696291101871168
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),1998-2007,2493,7.6000001430511475,-8.342645162124947,13.920942874619161,-68.69689654208626,-168.41909785164682,-834.2645162124948,-6869.689654208626,-9.401539834517253,19.32072678727235,-85.2294393388928,-178.53140222953743,-940.1539834517254,-8522.94393388928,1.0588946723923072,19.03795072396598,-52.154749912298755,-116.22619274543496,105.88946723923071,-5215.474991229876,-1.0627573422658392,-8.751196985151779
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-2009,501,7.6000001430511475,-21.648332602795765,40.42215420420467,-184.633208796906,-467.655048360077,-2164.8332602795767,-18463.3208796906,-22.28754841388549,43.07179028044077,-203.48224825280522,-366.0193195520915,-2228.754841388549,-20348.224825280522,0.6392158110897275,43.50689038303142,-117.46295603907916,-291.09644722757025,63.921581108972745,-11746.295603907916,-2.757749367776547,-23.52015391543208
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2010-2019,2511,7.6000001430511475,-1.7138575008834873,10.190193508177927,-36.78073254815745,-175.37742236330456,-171.38575008834874,-3678.0732548157453,-2.522142516469517,14.329277913785122,-63.946776905567,-119.91856529891083,-252.2142516469517,-6394.6776905567,0.8082850155860294,11.326110136307449,-27.121413812611785,-89.88782767063773,80.82850155860294,-2712.1413812611786,-0.21832579562779555,-4.685443622477423
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2020-2024,1088,7.6000001430511475,-7.001085019402211,20.812793264103224,-78.56207547460308,-426.692499637398,-700.1085019402211,-7856.207547460308,-8.105085343377445,21.21317266745249,-109.49581711336522,-192.36404075052724,-810.5085343377444,-10949.581711336523,1.1040003239752338,20.168455222520947,-50.28484767138604,-290.45540067593424,110.40003239752339,-5028.484767138604,-0.8918579615463261,-10.00790767337528
