block,entry_clock,target,n,intercept,slope,r2,resid_sd_ln,resid_mean_abs_ln,clip_lo_p5,clip_hi_p99,retransform_factor_exp_half_sigma2,rv21_overlap_min,rv21_overlap_median,rv21_overlap_max,rv21_mean,actual_premium_pts,actual_premium_own_spot_pts,repriced_premium_pts,repriced_over_actual,mean_ln_residual,frozen_premium_pts,frozen_over_actual
regression,13:30,ln(entry midpoint / spot),866,-0.8669303422600312,0.5116617756535585,0.5404766750272469,0.4027918481439815,0.3133533141245292,0.0012224045646741443,0.016485529189959897,1.0845017191299728,1.2460899283107398e-05,5.8748651890856895e-05,0.0015529551029622047,,,,,,,,
regression,13:30,ln(implied remaining variance),866,-2.087047229564963,0.9006450425536388,0.551675175516021,0.6931715541162139,0.5339152264463636,4.654384565875043e-06,0.0004627584778080684,1.271558612208777,1.2460899283107398e-05,5.8748651890856895e-05,0.0015529551029622047,,,,,,,,
regression,11:00,ln(entry midpoint / spot),865,-0.8030729526901608,0.48047552030711194,0.5875673214501956,0.34356425665750384,0.26859403960215883,0.0019423781282536929,0.019332240953424937,1.0607945462045028,1.2460899283107398e-05,5.849672564780709e-05,0.0015529551029622047,,,,,,,,
regression,11:00,ln(implied remaining variance),865,-1.707018724688965,0.8753301738541301,0.5977029439031581,0.6129028219327112,0.4760730573730219,9.346308088266023e-06,0.0006420969084461655,1.206622259009508,1.2460899283107398e-05,5.849672564780709e-05,0.0015529551029622047,,,,,,,,
decile,13:30,"volatility decile 1 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,1.9814218434085954e-05,7.192049730828325,7.767816082499493,6.627543425355598,0.9215096771295946,-0.027882069286490122,11.649999856948853,1.619844174187474
decile,13:30,"volatility decile 2 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,2.517469525619988e-05,7.746260242159615,9.138505765076342,7.5116390703259555,0.9697116848002709,-0.016862195784096062,11.649999856948853,1.503951518894606
decile,13:30,"volatility decile 3 of RV21, 2020-2024 overlap",86,,,,,,,,,,,,3.072960810867331e-05,10.320428387172054,11.128197688002919,8.314835389112341,0.805667660021497,0.10747239800127004,11.649999856948853,1.1288290970004125
decile,13:30,"volatility decile 4 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,3.8622609318806176e-05,9.181829687172625,9.66551723630949,9.349609407185948,1.0182730159161761,-0.0885660290853218,11.649999856948853,1.268810275714911
decile,13:30,"volatility decile 5 of RV21, 2020-2024 overlap",86,,,,,,,,,,,,5.058940564945277e-05,11.36064470983789,12.001162775727206,10.723243442681921,0.9438939176925405,-0.034792342771548565,11.649999856948853,1.0254699583079463
decile,13:30,"volatility decile 6 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,6.827027197322909e-05,14.827375639609542,14.831609194306122,12.50683473429665,0.8434961815418065,0.06029224794194381,11.649999856948853,0.7857088226609222
decile,13:30,"volatility decile 7 of RV21, 2020-2024 overlap",86,,,,,,,,,,,,8.674772859200738e-05,16.145481196544566,15.320348822793296,14.143846428299542,0.8760250782322045,0.0383319611722552,11.649999856948853,0.7215641153787458
decile,13:30,"volatility decile 8 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,0.0001069981236063825,16.745103895346414,15.861494265753647,15.743632397092414,0.940193175001302,-0.05759572940369126,11.649999856948853,0.6957257434626292
decile,13:30,"volatility decile 9 of RV21, 2020-2024 overlap",86,,,,,,,,,,,,0.0001498278074396967,21.092447192035213,19.809302306452462,18.700227767961874,0.8865840742758065,0.05240529436104932,11.649999856948853,0.552330402958081
decile,13:30,"volatility decile 10 of RV21, 2020-2024 overlap",87,,,,,,,,,,,,0.0004312591375961898,30.40995486751955,24.344827547840687,29.263836962315875,0.9623110948307316,-0.030925175251537724,11.649999856948853,0.38309822910628705
decile,13:30,whole 2020-2024 overlap,866,,,,,,,,,,,,0.00010090188125867334,14.50110631779452,13.984209001133127,13.289993662949872,0.9164813616076676,4.99472159808269e-16,11.649999856948853,0.8033869693550876
