day_role,rep_date,entry_clock,terminal,convention,session,era,pnl_pts,pnl_units,pnl_dollars,option_pts,hedge_pts,premium_pts,premium_over_spot,implied_rem_var,rv21_trail,path_net_logpct,path_sum_abs_bar_logpct,path_trend_ratio,path_max_abs_bar_logpct,path_max_abs_bar_stamp,path_last_bar_logpct,S_settle_replayed,rank
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-10-10,2008-2009,-397.31390899989947,-8.546975894805252,-39731.39089998994,-149.52729613848857,-247.7866128614109,46.48590494345281,0.011069891076111641,0.00020586058539770293,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2022-09-21,2020-2024,-154.41208583770887,-9.342984104372011,-15441.208583770887,-28.024240419910356,-126.38784541779852,16.527062886198465,0.003935661490957633,3.334314165339393e-05,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,2
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-09-16,2008-2009,-138.93484164104555,-7.370105165710207,-13893.484164104555,-31.967107160092322,-106.96773448095324,18.851134212771758,0.004489102721575306,4.2032917235558137e-05,0.00014034162707999518,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4287.791629529517,3
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-11-21,2008-2009,-138.38398534547727,-2.317934627107433,-13838.398534547727,-53.55587681729349,-84.82810852818378,59.70141855043067,0.014216958909298368,0.0003197762978963859,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,4
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2002-07-15,1998-2007,-115.68734278420345,-4.85619840169031,-11568.734278420345,-61.8265419362017,-53.86080084800176,23.822614566969882,0.005672982998294609,6.346303657801798e-05,0.0002217464575682614,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,5
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-09-29,2008-2009,-105.97183036744154,-3.5153799164072046,-10597.183036744154,-201.4980973412493,95.52626697380775,30.145199917893105,0.007178607794440409,9.604338921692039e-05,0.0003512806208719908,-4.50244190179514,7.063342420687641,0.6374378634976062,3.2711586535309105,14:00,1.2804502594462501,4014.431811772666,6
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-10-06,2008-2009,-103.73528783640299,-2.8370918798905818,-10373.528783640299,-0.22096392113093088,-103.51432391527206,36.56395077356598,0.008707132901210534,0.000134907687540051,0.0005122742902170325,2.3610231764990504,6.74943305371693,0.34981059263915937,2.74230094134311,15:30,1.51362848041549,4299.63644648808,7
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2018-02-06,2010-2019,-83.96220239545852,-7.87132105502313,-8396.220239545852,-42.6079623068205,-41.35424008863802,10.666850177820855,0.0025401435066676006,1.542698683388013e-05,4.611655848409541e-05,1.70759612699472,3.16450214747446,0.5396097229251451,1.51847295465725,15:00,0.43069709683569,4271.633049439555,8
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2002-07-22,1998-2007,-81.21834896952811,-3.0140329622007425,-8121.834896952811,-17.49762840541521,-63.7207205641129,26.946735483020493,0.006416943523347337,7.883569242649609e-05,0.0002821309023498641,-0.6394114219995402,6.69218797254494,0.09554594470788325,2.23282888867699,14:00,-1.70543339505928,4172.544851520053,9
p25 premium,2021-05-26,13:30,flatten at 15:30,repriced premium + repriced implied,2008-12-04,2008-2009,-78.25441518998568,-1.404715635533013,-7825.4415189985675,-35.54088947820266,-42.71352571178303,55.70836773685686,0.013266076321954725,0.0002830910761629562,0.0011665447050402994,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,10
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2008-10-10,2008-2009,-428.76914355967534,-9.223637661378135,-42876.914355967536,-137.6726963321051,-291.09644722757025,46.48590494345281,0.011069891076111641,9.002759540012776e-06,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2020-03-18,2020-2024,-383.5141800064204,-7.552715050697169,-38351.41800064204,-93.05877933048617,-290.45540067593424,50.77831977402872,0.012092062521106905,9.002759540012776e-06,0.0009733108502638893,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,2
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2008-10-29,2008-2009,-309.7445911274436,-4.486940282689001,-30974.45911274436,-33.83007260000166,-275.91451852744194,69.03247460690856,0.016439003942001346,9.002759540012776e-06,0.0017738710049213463,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,4092.13745279309,3
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2008-11-21,2008-2009,-232.84586571833884,-3.900173084189792,-23284.586571833883,-189.21697660231501,-43.62888911602383,59.70141855043067,0.014216958909298368,9.002759540012776e-06,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,4
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2022-09-21,2020-2024,-188.44458679631236,-11.402182474520624,-18844.458679631236,-73.47141693444847,-114.9731698618639,16.527062886198465,0.003935661490957633,9.002759540012776e-06,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,5
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2009-03-06,2008-2009,-162.05752949709623,-4.626488639409424,-16205.752949709622,-33.52758411676053,-128.5299453803357,35.028191383991604,0.008341415826704094,9.002759540012776e-06,0.0004710654275318697,1.63553041193705,3.7690796303530902,0.4339336316393592,2.38680868774734,16:00,2.38680868774734,4268.555775500752,6
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2008-12-04,2008-2009,-161.96654951317555,-2.9074007387586387,-16196.654951317556,2.1540132712993767,-164.12056278447494,55.70836773685686,0.013266076321954725,9.002759540012776e-06,0.0011665447050402994,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,7
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2011-10-04,2010-2019,-158.30043479597848,-6.414901067094564,-15830.043479597847,-85.05882225372694,-73.24161254225153,24.67698771037725,0.005876438597306385,9.002759540012776e-06,0.0002375552176926647,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4309.735809964104,8
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2002-07-15,1998-2007,-152.19648342772808,-6.388739699409355,-15219.648342772809,-97.65251202354983,-54.543971404178265,23.822614566969882,0.005672982998294609,9.002759540012776e-06,0.0002217464575682614,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,9
p25 premium,2021-05-26,13:30,hold to cash settlement,"repriced premium, frozen implied",2020-02-28,2020-2024,-134.93052462287412,-9.494962957398219,-13493.05246228741,-36.82608291629496,-98.10444170657917,14.210747870031435,0.0033840673043300544,9.002759540012776e-06,8.078662944413385e-05,1.2242673336050578,4.952896905656862,0.24718207483922847,2.5822733565465,16:00,2.5822733565465,4251.036830786326,10
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-10-10,2008-2009,-428.76914355967534,-9.223637661378135,-42876.914355967536,-149.52729613185494,-279.2418474278204,46.48590494345281,0.011069891076111641,9.002759540012776e-06,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-11-21,2008-2009,-232.84586571833884,-3.900173084189792,-23284.586571833883,-53.507113683555595,-179.33875203478325,59.70141855043067,0.014216958909298368,9.002759540012776e-06,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,2
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2022-09-21,2020-2024,-188.44458679591617,-11.40218247449665,-18844.45867959162,-28.02332582709606,-160.42126096882012,16.527062886198465,0.003935661490957633,9.002759540012776e-06,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,3
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-12-04,2008-2009,-161.96654951317558,-2.9074007387586396,-16196.654951317558,-35.40467696941279,-126.56187254376279,55.70836773685686,0.013266076321954725,9.002759540012776e-06,0.0011665447050402994,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,4
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2002-07-15,1998-2007,-152.1964834277281,-6.388739699409356,-15219.64834277281,-61.82653838190317,-90.36994504582493,23.822614566969882,0.005672982998294609,9.002759540012776e-06,0.0002217464575682614,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,5
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-09-16,2008-2009,-132.2705580136012,-7.016583539253946,-13227.05580136012,-31.96608137237352,-100.30447664122768,18.851134212771758,0.004489102721575306,9.002759540012776e-06,0.00014034162707999518,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4287.791629529517,6
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-09-29,2008-2009,-115.99303571766266,-3.84781112859077,-11599.303571766266,-201.4980973412493,85.50506162358663,30.145199917893105,0.007178607794440409,9.002759540012776e-06,0.0003512806208719908,-4.50244190179514,7.063342420687641,0.6374378634976062,3.2711586535309105,14:00,1.2804502594462501,4014.431811772666,7
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-10-24,2008-2009,-113.57168520310123,-1.7275706423255741,-11357.168520310122,-7.6603551564040515,-105.91133004669717,65.74068950964366,0.01565511681498905,9.002759540012776e-06,0.0016123187877741497,-0.1971426398033202,7.214773396993681,0.02732485539815671,2.07573234846418,15:00,-1.94611941507281,4191.039582886394,8
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2008-10-29,2008-2009,-99.01949671362318,-1.434390079125363,-9901.949671362318,-1.387344215425017,-97.63215249819817,69.03247460690856,0.016439003942001346,9.002759540012776e-06,0.0017738710049213463,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,4092.13745279309,9
p25 premium,2021-05-26,13:30,flatten at 15:30,"repriced premium, frozen implied",2020-03-18,2020-2024,-91.26447431675237,-1.7973118197469553,-9126.447431675237,31.964653583107584,-123.22912789985995,50.77831977402872,0.012092062521106905,9.002759540012776e-06,0.0009733108502638893,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,10
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-10-10,2008-2009,-467.655048360077,-59.573891329901244,-46765.5048360077,-176.55860113250674,-291.09644722757025,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2020-03-18,2020-2024,-426.692499637398,-54.355732272796985,-42669.2499637398,-136.23709896146374,-290.45540067593424,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0009733108502638893,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,2
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-10-29,2008-2009,-371.177065591301,-47.283702479486585,-37117.7065591301,-95.26254706385907,-275.91451852744194,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0017738710049213463,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,4092.13745279309,3
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-11-21,2008-2009,-284.9472841257184,-36.29901697583215,-28494.72841257184,-241.31839500969454,-43.62888911602383,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,4
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-12-04,2008-2009,-210.07491710698127,-26.7611358559167,-21007.491710698127,-45.95435432250633,-164.12056278447494,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0011665447050402994,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,5
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2022-09-21,2020-2024,-197.37164953945967,-25.14288521528746,-19737.16495394597,-82.39847967759579,-114.9731698618639,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,6
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2009-03-06,2008-2009,-189.4857207380367,-24.138308300959817,-18948.57207380367,-60.955775357700986,-128.5299453803357,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0004710654275318697,1.63553041193705,3.7690796303530902,0.4339336316393592,2.38680868774734,16:00,2.38680868774734,4268.555775500752,7
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2008-10-24,2008-2009,-184.633208796906,-23.52015391543208,-18463.3208796906,3.6395830294450207,-188.272791826351,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0016123187877741497,-0.1971426398033202,7.214773396993681,0.02732485539815671,2.07573234846418,15:00,-1.94611941507281,4191.039582886394,8
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2011-10-04,2010-2019,-175.37742236330456,-22.34107284466903,-17537.742236330458,-102.13580982105304,-73.24161254225153,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0002375552176926647,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4309.735809964104,9
p25 premium,2021-05-26,13:30,hold to cash settlement,49 frozen (reproduced),2002-07-15,1998-2007,-168.41909785164682,-21.454662081544946,-16841.909785164684,-113.87512644746857,-54.543971404178265,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0002217464575682614,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,10
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-10-10,2008-2009,-467.655048360077,-59.573891329901244,-46765.5048360077,-188.4132009322566,-279.2418474278204,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-11-21,2008-2009,-284.9472841257184,-36.29901697583215,-28494.72841257184,-105.60853209093511,-179.33875203478325,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,2
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-12-04,2008-2009,-210.07491710698127,-26.7611358559167,-21007.491710698127,-83.5130445632185,-126.56187254376279,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0011665447050402994,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,3
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2022-09-21,2020-2024,-197.3716495390635,-25.142885215236994,-19737.16495390635,-36.950388570243376,-160.42126096882012,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,4
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-10-24,2008-2009,-171.71237456969374,-21.874187776837257,-17171.237456969375,-65.80104452299656,-105.91133004669717,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0016123187877741497,-0.1971426398033202,7.214773396993681,0.02732485539815671,2.07573234846418,15:00,-1.94611941507281,4191.039582886394,5
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2002-07-15,1998-2007,-168.41909785164682,-21.454662081544946,-16841.909785164684,-78.0491528058219,-90.36994504582493,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0002217464575682614,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,6
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-10-29,2008-2009,-160.4519711774806,-20.439741489192254,-16045.197117748061,-62.819818679282434,-97.63215249819817,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0017738710049213463,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,4092.13745279309,7
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-09-16,2008-2009,-143.5216920833218,-18.28301804425741,-14352.16920833218,-43.21721544209413,-100.30447664122768,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.00014034162707999518,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4287.791629529517,8
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2008-09-29,2008-2009,-138.5382354925046,-17.648182811686514,-13853.823549250461,-224.04329711609125,85.50506162358663,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0003512806208719908,-4.50244190179514,7.063342420687641,0.6374378634976062,3.2711586535309105,14:00,1.2804502594462501,4014.431811772666,9
p25 premium,2021-05-26,13:30,flatten at 15:30,49 frozen (reproduced),2020-03-18,2020-2024,-134.44279394772994,-17.12647051457364,-13444.279394772993,-11.213666047869992,-123.22912789985995,7.6000001430511475,0.001809821146094701,9.002759540012776e-06,0.0009733108502638893,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,10
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2008-10-10,2008-2009,-359.791818334588,-8.061411793034038,-35979.1818334588,-129.62273722998398,-230.16908110460403,44.631365767158606,0.011069891076111641,0.00020586058539770293,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2020-03-18,2020-2024,-241.811193365863,-4.959971568356001,-24181.1193365863,-86.78867709009751,-155.0225162757655,48.752536185608044,0.012092062521106905,0.0002404864476276902,0.0009733108502638893,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4170.541213275706,2
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2008-10-29,2008-2009,-195.1642181755568,-2.944610573553491,-19516.42181755568,-34.83851449153633,-160.32570368402048,66.27844779489362,0.016439003942001346,0.00041291643948279324,0.0017738710049213463,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,3928.88303771357,3
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2020-03-13,2020-2024,-171.59191407856446,-4.651444152847562,-17159.191407856444,-152.53896009877386,-19.052953979790605,36.890029943392484,0.009149812161212065,0.00014721324687364833,0.0005644101681239578,4.66761283347877,7.533601990658189,0.6195725284222207,4.5524542919014,16:00,4.5524542919014,4224.428990042166,4
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2022-09-21,2020-2024,-140.0058596067945,-8.823312186158326,-14000.585960679451,-72.89838103914349,-67.10747856765101,15.867721401315748,0.003935661490957633,3.334314165339393e-05,0.00010851946482845361,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,3941.2338975595408,5
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2002-07-22,1998-2007,-132.39671078664378,-5.1174328125501445,-13239.671078664378,1.9543156927950278,-134.35102647943881,25.871704746557718,0.006416943523347337,7.883569242649609e-05,0.0002821309023498641,-0.6394114219995402,6.69218797254494,0.09554594470788325,2.23282888867699,14:00,-1.70543339505928,4006.0826109462373,6
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2020-02-28,2020-2024,-130.50872796792427,-9.565413207617281,-13050.872796792428,-32.799364742875255,-97.70936322504902,13.643814975394424,0.0033840673043300544,2.5560685962734852e-05,8.078662944413385e-05,1.2242673336050578,4.952896905656862,0.24718207483922847,2.5822733565465,16:00,2.5822733565465,4081.4431797182697,7
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2011-08-09,2010-2019,-130.29065039343527,-6.612635241065669,-13029.065039343528,-79.53790645300165,-50.752743940433604,19.70328706236609,0.004886994558034521,4.881025482379205e-05,0.00016567992572057275,2.5095830362337903,7.276779381385371,0.3448755149363907,2.59055168116266,16:00,2.59055168116266,4134.241193515368,8
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2008-11-21,2008-2009,-126.60465972807155,-2.208747916325369,-12660.465972807155,-179.1106761814388,52.50601645336725,57.31965100784344,0.014216958909298368,0.0003197762978963859,0.0013355476118952444,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4271.430327189282,9
median premium,2023-01-23,13:30,hold to cash settlement,repriced premium + repriced implied,2011-10-04,2010-2019,-125.31779464708869,-5.289342766527516,-12531.779464708869,-79.10787554716309,-46.2099190999256,23.692507780009226,0.005876438597306385,6.752385600028286e-05,0.0002375552176926647,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4137.800383327172,10
median premium,2023-01-23,13:30,flatten at 15:30,repriced premium + repriced implied,2008-10-10,2008-2009,-359.79182040247224,-8.06141183936657,-35979.18204024722,-141.0044025991492,-218.78741780332308,44.631365767158606,0.011069891076111641,0.00020586058539770293,0.0008190038743663609,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
