day_role,rep_date,entry_clock,terminal,convention,n_sessions,n_rv_fallback,n_premium_clipped_low,n_premium_clipped_high,n_implied_clipped_low,n_implied_clipped_high,mean_premium_pts,median_premium_pts,min_premium_pts,max_premium_pts,mean_hedge_cost_pts,mean_halfspread_pts,mean_pts_net_of_rep_halfspread,total_pts_mean,total_pts_median,total_pts_sd,total_pts_min,total_pts_max,total_pts_p1,total_pts_p0.5,total_pts_p0.1,total_pts_ES_below_p1,total_pts_n_below_p1,total_units_mean,total_units_median,total_units_sd,total_units_min,total_units_max,total_units_p1,total_units_p0.5,total_units_p0.1,total_units_ES_below_p1,total_units_n_below_p1,option_pts_mean,option_pts_median,option_pts_sd,option_pts_min,option_pts_max,option_pts_p1,option_pts_p0.5,option_pts_p0.1,option_pts_ES_below_p1,option_pts_n_below_p1,option_units_mean,option_units_median,option_units_sd,option_units_min,option_units_max,option_units_p1,option_units_p0.5,option_units_p0.1,option_units_ES_below_p1,option_units_n_below_p1,hedge_pts_mean,hedge_pts_median,hedge_pts_sd,hedge_pts_min,hedge_pts_max,hedge_pts_p1,hedge_pts_p0.5,hedge_pts_p0.1,hedge_pts_ES_below_p1,hedge_pts_n_below_p1,hedge_units_mean,hedge_units_median,hedge_units_sd,hedge_units_min,hedge_units_max,hedge_units_p1,hedge_units_p0.5,hedge_units_p0.1,hedge_units_ES_below_p1,hedge_units_n_below_p1,total_dollars_mean,total_dollars_median,total_dollars_sd,total_dollars_min,total_dollars_max,total_dollars_p1,total_dollars_p0.5,total_dollars_p0.1,total_dollars_ES_below_p1,total_dollars_n_below_p1,w1_n,w1_total_pts,w1_n_last_bar,w1_share_n_last_bar,w1_pts_last_bar,w1_share_loss_last_bar,w1_mean_pts_last_bar,w1_n_earlier_bar,w1_share_n_earlier_bar,w1_pts_earlier_bar,w1_share_loss_earlier_bar,w1_mean_pts_earlier_bar,w1_n_whipsaw,w1_share_n_whipsaw,w1_pts_whipsaw,w1_share_loss_whipsaw,w1_mean_pts_whipsaw
median premium,2023-01-23,13:30,hold to cash settlement,49 frozen (reproduced),6593,21,0,0,0,0,11.5,11.5,11.5,11.5,0.32272158620847374,0.14806853013675392,-2.126657186990707,-1.978588656853953,1.2519317807972201,17.025712191538194,-431.99271917596803,11.573563836400037,-63.421185465009124,-81.28623166440863,-163.96357904209574,-112.47124929569559,66.0,-0.16983593829606689,0.1074619567527705,1.4614345408238696,-37.08092055626062,0.9934389681126714,-5.4438786475332375,-6.9773590268264245,-14.07412712922024,-9.654184607445302,66.0,-2.755505213253094,3.6086137355464416,20.70259550410492,-344.65635127173664,11.5,-82.71843505824582,-112.42671915150909,-180.98476429749223,-128.80498522703502,66.0,-0.23652405554404562,0.30975225578170446,1.7770468462071685,-29.584236523930954,0.9871244756402823,-7.100294941970056,-9.650362277425279,-15.535173091829748,-11.056222043660112,66.0,0.7769165563991411,-0.5959484439098368,17.509103902302666,-270.64138693371416,303.80343866266077,-42.26889297000103,-57.1422768073377,-118.13332653573383,-75.27938736866838,66.0,0.06668811724797878,-0.05115437349592521,1.5029273920427602,-23.23102062291316,26.077548703269017,-3.6282312007745645,-4.904916524376964,-10.140199827150305,-6.46175006807117,66.0,-197.85886568539533,125.19317807972202,1702.5712191538191,-43199.2719175968,1157.3563836400037,-6342.118546500913,-8128.623166440863,-16396.357904209577,-11247.12492956956,66.0,66.0,-7423.102453515909,39.0,0.5909090909090909,-4274.336864869996,0.5758154210636661,-109.59838115051272,7.0,0.10606060606060606,-835.7494417058937,0.11258762046454658,-119.39277738655623,20.0,0.30303030303030304,-2313.016146940019,0.3115969584717873,-115.65080734700095
median premium,2023-01-23,13:30,flatten at 15:30,49 frozen (reproduced),6593,21,0,0,0,0,11.5,11.5,11.5,11.5,0.23774280793008487,0.14806853013675392,-2.5486471998191402,-2.4005786696823863,0.9278912869816474,12.583907076123147,-431.99271917596803,5.360965625849929,-48.432214833841044,-65.21562562834914,-128.19992711184184,-84.00339411217261,66.0,-0.20605825743856282,0.07964732174895177,1.0801637107847044,-37.08092055626062,0.4601687288993643,-4.157271710604595,-5.597907847994531,-11.004285724121678,-7.2105918578245545,66.0,-2.756881528492705,2.74490635837401,14.368815251078026,-231.07544435868658,5.384100090424909,-58.498658280145406,-76.93348419280406,-140.36160342230025,-90.01273732888478,66.0,-0.23664219419267316,0.2356142825818801,1.2333747148080425,-19.83480233442728,0.46215451987438994,-5.021344120039008,-6.603732629826231,-12.048206450284122,-7.726415316236682,66.0,0.3563028588103179,-0.33355890208628386,12.180199289961468,-257.8569515574837,190.2225317496107,-32.48735448073776,-45.293444425772236,-91.76998767039095,-57.096736377256235,66.0,0.03058393675411031,-0.028631665766701845,1.0455106815041177,-22.13364418229415,16.328114513765343,-2.7886141527598465,-3.8878493546724076,-7.8772522572738986,-4.9010074745365655,66.0,-240.05786696823867,92.78912869816473,1258.390707612315,-43199.2719175968,536.096562584993,-4843.221483384104,-6521.562562834914,-12819.992711184184,-8400.339411217263,66.0,66.0,-5544.224011403392,18.0,0.2727272727272727,-1430.7967986622627,0.2580698030453661,-79.48871103679238,14.0,0.21212121212121213,-1242.8429836838475,0.22416896956680699,-88.77449883456053,34.0,0.5151515151515151,-2870.5842290572828,0.5177612273878271,-84.42894791344949
p75 premium,2022-06-27,13:30,hold to cash settlement,repriced premium + repriced implied,6593,21,71,7,95,0,12.593491386722242,10.798687095028075,4.776227999339859,64.41291891118742,0.3026918929170118,0.19023400667047166,-0.6249504284928643,-0.4347164218223927,1.5081760335466479,12.616225063993593,-363.04176931844904,59.959520929835335,-43.276660108027926,-61.7163096668409,-125.72541746818627,-80.57571386034992,66.0,0.01964055607152539,0.13272784418890432,0.7643892121333237,-9.500774841566688,1.0205068383688929,-2.6664772006684836,-3.4344126193942106,-6.090412908061299,-4.081141362390151,66.0,-1.1683406934230534,3.3750114322091527,17.795727840722147,-290.98929711879845,64.24759138193774,-70.22461177146764,-90.63886182971525,-144.9819483791654,-105.0204538378342,66.0,-0.0420480515033763,0.3241202685318762,1.2332461545477464,-13.671640397092496,1.0,-4.719347402818997,-5.48863803955424,-9.221301737116024,-6.268651220930366,66.0,0.7336242716006609,-0.6979872287226341,14.851056424106421,-237.0625281637331,254.70109807362394,-33.18762715755223,-46.75663001938892,-98.80409570775225,-59.70386408237136,66.0,0.06168860757490169,-0.0700143468751413,0.968144301336174,-7.069537484968803,8.998259927277505,-2.2349575835548112,-2.702305294309977,-4.3980463384533595,-3.0762575380068844,66.0,-43.47164218223926,150.81760335466478,1261.622506399359,-36304.17693184491,5995.9520929835335,-4327.666010802793,-6171.63096668409,-12572.541746818626,-8057.571386034992,66.0,66.0,-5317.997114783095,37.0,0.5606060606060606,-2959.571573882745,0.5565199660706204,-79.98842091574986,10.0,0.15151515151515152,-719.7115799658995,0.13533508282003917,-71.97115799658995,19.0,0.2878787878787879,-1638.7139609344501,0.3081449511093404,-86.24810320707633
p75 premium,2022-06-27,13:30,flatten at 15:30,repriced premium + repriced implied,6593,21,71,7,95,0,12.593491386722242,10.798687095028075,4.776227999339859,64.41291891118742,0.22796980398421385,0.19023400667047166,-1.1982612407701205,-1.0080272340996488,1.0465806914574904,9.084952261499591,-363.0417719868591,24.899466594774783,-32.70399004427793,-41.3535656833534,-84.45178721465084,-55.65373491511526,66.0,-0.0510074979345415,0.09771384437492181,0.5511110250995914,-9.02088840196564,0.5736201012215058,-2.0301331227285284,-2.63708761386647,-4.215329826901125,-3.0877550857239697,66.0,-1.3774312575542527,2.464886348223965,11.75047143309782,-189.25381373944006,26.276483668188547,-46.32944358737426,-59.581790842567244,-114.02411863169985,-71.18615414519026,66.0,-0.08789722822559108,0.2409024397056236,0.8582547353769502,-11.174100999057307,0.5881579199846723,-3.47994056104,-4.3658321330277605,-6.682307855677876,-4.866957472969469,66.0,0.3694040234546038,-0.3737253973573209,9.963668062434985,-226.03244020636214,144.6286623113645,-24.303374285044306,-35.90132430263405,-67.11322060481567,-43.42818070423355,66.0,0.03688973029104958,-0.03830079005350196,0.6741146710454152,-7.209945871903352,8.627052962698853,-1.6217902756030778,-1.9646191123849086,-3.1545875679405917,-2.3196721046819486,66.0,-100.80272340996487,104.65806914574904,908.495226149959,-36304.17719868591,2489.946659477478,-3270.3990044277925,-4135.356568335341,-8445.178721465083,-5565.373491511526,66.0,66.0,-3673.1465043976073,14.0,0.21212121212121213,-590.064287899469,0.16064273156353154,-42.14744913567636,18.0,0.2727272727272727,-1010.8256601324658,0.2751933958861356,-56.15698111847033,34.0,0.5151515151515151,-2072.256556365672,0.5641638725503328,-60.94872224604918
p75 premium,2022-06-27,13:30,hold to cash settlement,"repriced premium, frozen implied",6593,21,71,7,0,0,12.593491386722242,10.798687095028075,4.776227999339859,64.41291891118742,0.25368237707640634,0.19023400667047166,-0.6566677220555953,-0.4664337153851236,1.7806946106167616,13.659312834568524,-388.5725285655835,55.05541250173447,-44.14135198747608,-63.35579658939762,-130.67487249839678,-86.59758602048524,66.0,0.012709109970201313,0.15795047238051596,0.8098568211046046,-9.67703059644856,1.009098726126672,-2.7507590282410623,-3.5451918593397287,-6.017521718834266,-4.11961545213022,66.0,-1.1683406934230534,3.3750114322091527,17.795727840722147,-290.98929711879845,64.24759138193774,-70.22461177146764,-90.63886182971525,-144.9819483791654,-105.0204538378342,66.0,-0.0420480515033763,0.3241202685318762,1.2332461545477464,-13.671640397092496,1.0,-4.719347402818997,-5.48863803955424,-9.221301737116024,-6.268651220930366,66.0,0.7019069780379299,-0.4589991419814644,15.761137056521594,-262.59328741086756,293.09563848683985,-36.08085584796326,-50.80174657245252,-107.97796959056106,-67.74242605142965,66.0,0.0547571614735776,-0.051558690684431814,0.8605153179436188,-7.245793239850678,8.555497070578783,-1.9012339787063242,-2.548914493337427,-4.109834358533539,-2.900610964230772,66.0,-46.643371538512355,178.06946106167615,1365.9312834568525,-38857.25285655835,5505.541250173447,-4414.135198747608,-6335.579658939762,-13067.487249839678,-8659.758602048525,66.0,66.0,-5715.440677352027,36.0,0.5454545454545454,-3107.692006399389,0.543736201954455,-86.32477795553858,11.0,0.16666666666666666,-846.4251693515118,0.14809447199855497,-76.94774266831926,19.0,0.2878787878787879,-1761.3235016011247,0.30816932604698977,-92.70123692637499
p75 premium,2022-06-27,13:30,flatten at 15:30,"repriced premium, frozen implied",6593,21,71,7,0,0,12.593491386722242,10.798687095028075,4.776227999339859,64.41291891118742,0.18717934572075437,0.19023400667047166,-3.197375325214831,-3.0071413185443596,-2.4931116078251074,9.870598333184855,-388.5725285655835,49.20484348494914,-33.049613946144966,-43.926942048798146,-92.4853984090401,-60.392151331119315,66.0,-0.34531167235247323,-0.2551847329472467,0.5732582993715596,-8.983770701179933,0.7638971236933512,-2.2962241634518934,-2.79347204909454,-4.5179099255465776,-3.315587323361171,66.0,-3.318244715685816,-1.88713893931385,11.80614149138168,-189.25381373944006,50.809671805493025,-46.32931239344214,-59.57974095657774,-114.02185055383413,-71.17944575470844,66.0,-0.37461526275198087,-0.21207099252735617,0.8099850297475097,-11.174100999057357,0.84675153176366,-3.5132577825923232,-4.365994600141344,-6.682389060233947,-4.868859144227176,66.0,0.31110339714145613,-0.24255255199974873,10.762499022098659,-251.56319776292233,183.02319941700472,-27.910524162732543,-40.039254550134764,-82.4760806948641,-51.442763322115226,66.0,0.029303590399507543,-0.027327796374526613,0.5876296249116056,-7.028307980611987,8.314228457397164,-1.447114679543857,-1.8682872437385458,-2.898591515738463,-2.220680026390849,66.0,-300.71413185443595,-249.31116078251074,987.0598333184855,-38857.25285655835,4920.484348494913,-3304.961394614497,-4392.694204879815,-9248.53984090401,-6039.215133111932,66.0,66.0,-3985.881987853875,17.0,0.25757575757575757,-791.9668397147159,0.19869299746657473,-46.586284689100935,18.0,0.2727272727272727,-1095.212299321339,0.2747728865678324,-60.84512774007439,31.0,0.4696969696969697,-2098.70284881782,0.5265341159655927,-67.70009189734903
p75 premium,2022-06-27,13:30,hold to cash settlement,49 frozen (reproduced),6593,21,0,0,0,0,16.300000190734863,16.300000190734863,16.300000190734863,16.300000190734863,0.25368237707640634,0.24622356499820564,2.9938515236292926,3.2400750886274983,6.426027645180325,16.264388025886415,-415.5252494749707,16.363214303950883,-53.827104603595316,-71.64876955110495,-148.0109008739325,-100.65765106776934,66.0,0.19577492757017487,0.388279611548149,0.9827424675796474,-25.107265539948024,0.9887138438289235,-3.2523929899245063,-4.329230738693035,-8.943256747319738,-6.082033227052179,66.0,2.538168110589569,8.708671451585815,20.038713460824585,-329.21532415416823,16.300000190734863,-74.79765392671868,-103.28372788561259,-170.08122361753874,-119.62032591103453,66.0,0.15336363029231284,0.5262037070223821,1.2107983824702795,-19.892164372207795,0.9848942599928212,-4.519495653455788,-6.240708561649057,-10.276810976277499,-7.2278141711443125,66.0,0.7019069780379299,-0.4589991419814644,15.761137056521594,-262.59328741086756,293.09563848683985,-36.08085584796326,-50.80174657245252,-107.97796959056106,-67.74242605142965,66.0,0.04241129727786205,-0.027734086809160553,0.9523345543733048,-15.866663709035748,17.709706048881056,-2.1801121107033157,-3.0695919025362137,-6.524348540552286,-4.093197901553722,66.0,324.0075088627499,642.6027645180325,1626.4388025886417,-41552.52494749707,1636.3214303950883,-5382.710460359532,-7164.876955110495,-14801.090087393251,-10065.765106776933,66.0,66.0,-6643.404970472775,38.0,0.5757575757575758,-3759.619503743319,0.5659175558999179,-98.93735536166629,8.0,0.12121212121212122,-803.598727552947,0.12096187589415602,-100.44984094411838,20.0,0.30303030303030304,-2080.1867391765095,0.31312056820592615,-104.00933695882547
p75 premium,2022-06-27,13:30,flatten at 15:30,49 frozen (reproduced),6593,21,0,0,0,0,16.300000190734863,16.300000190734863,16.300000190734863,16.300000190734863,0.18717934572075437,0.24622356499820564,0.45314392047005647,0.6993674854682621,3.875483537454823,11.432502319106193,-415.5252494749707,7.138521346318754,-38.569841482797706,-56.27110233340126,-122.43427215684916,-73.30864604434106,66.0,0.04225785361983184,0.23416818687557617,0.6907856306555463,-25.107265539948024,0.4313305899727476,-2.3305039902289635,-3.4000665670628414,-7.397841132678123,-4.429525389696442,66.0,0.3882640883268064,5.252198459143301,13.062411934742,-219.1428850843331,7.148443059554438,-51.180756342252245,-68.91624210011902,-131.23115765901014,-82.01439197118253,66.0,0.02346006548955612,0.3173533775596947,0.7892695942115269,-13.241261786027966,0.4319300892550037,-3.0924927947073146,-4.1641233417447445,-7.929374993752379,-4.955552327854136,66.0,0.31110339714145613,-0.24255255199974873,10.762499022098659,-251.56319776292233,183.02319941700472,-27.910524162732543,-40.039254550134764,-82.4760806948641,-51.442763322115226,66.0,0.018797788130275692,-0.01465574315434366,0.6503020482213527,-15.20019304312481,11.05880346270123,-1.6864364858652754,-2.419290277262342,-4.983448927150855,-3.1083240319788192,66.0,69.93674854682625,387.5483537454823,1143.2502319106193,-41552.52494749707,713.8521346318754,-3856.9841482797706,-5627.110233340126,-12243.427215684917,-7330.864604434105,66.0,66.0,-4838.370638926509,16.0,0.24242424242424243,-1161.1267624627817,0.23998301269462097,-72.57042265392386,17.0,0.25757575757575757,-1200.5098417938323,0.24812275275798007,-70.61822598787249,33.0,0.5,-2476.734034669895,0.511894234547399,-75.05254650514834
median premium,2021-06-16,11:00,hold to cash settlement,repriced premium + repriced implied,6593,21,93,24,120,12,19.47010443495713,16.985026383378184,8.244637361407397,82.0578206302372,0.4686046510373083,0.21754337635119816,-0.531938878940328,-0.3143955025891298,1.4248365640293006,13.985409478967586,-326.1842727141817,67.6171782757367,-44.42865362369179,-70.83843481672918,-125.09408601161654,-85.56593690831917,66.0,0.012822349806338304,0.08563025576874447,0.6091305732815762,-9.685686199126135,0.9760478544677328,-1.95863951452571,-2.55847442226996,-5.587482180218925,-3.1434049091162244,66.0,-1.6008439835740351,3.7373970197728923,23.114279646746123,-381.01031412066357,76.90943797014747,-81.67223493268501,-110.40209263566979,-189.4273514029671,-127.97504997122569,66.0,-0.05372972527685057,0.23168487780880295,1.0622911245344375,-13.84828863544084,1.0,-3.667497933121977,-4.619835480755735,-5.984719907983659,-4.895252669680045,66.0,1.2864484809849053,-1.0684614571343283,19.03729108001998,-266.79347720060986,342.42139256344524,-42.86244253084512,-59.29378165306691,-126.7406734943113,-73.0002011849597,66.0,0.06655207508318887,-0.06993781124025102,0.836965010309553,-6.663046966889896,13.105932249558183,-1.619430531494881,-2.108814176972818,-3.524348403066284,-2.4505434128941763,66.0,-31.439550258912966,142.48365640293005,1398.5409478967586,-32618.42727141817,6761.717827573671,-4442.865362369178,-7083.843481672918,-12509.408601161655,-8556.593690831916,66.0,66.0,-5647.351835949065,27.0,0.4090909090909091,-2292.6040389342074,0.40596090088460446,-84.91126070126694,5.0,0.07575757575757576,-474.7949966235673,0.08407391825690556,-94.95899932471346,34.0,0.5151515151515151,-2879.9528003912906,0.50996518085849,-84.7044941291556
median premium,2021-06-16,11:00,flatten at 15:30,repriced premium + repriced implied,6593,21,93,24,120,12,19.47010443495713,16.985026383378184,8.244637361407397,82.0578206302372,0.39487976234682115,0.21754337635119816,-1.334427836156584,-1.1168844598053858,1.0957375719463576,11.272082613025324,-326.19783274828774,36.213044659209984,-39.1961154885686,-53.614660280523196,-112.09961426750438,-68.8394638798338,66.0,-0.0407443426144722,0.06510056199150396,0.4904497757652929,-8.19371366913883,0.6025045053625856,-1.724660986096317,-2.227434502803666,-5.309183718148904,-2.6994074310472276,66.0,-1.7569376438738795,3.588211936529106,17.183897010159615,-231.2417935616645,42.83677766925156,-67.65991254426639,-82.96235150758362,-123.43338834659927,-94.20409361295033,66.0,-0.07935244985571809,0.22876550169201612,0.8253350574314433,-7.228333431186751,0.6478721257778852,-3.1831464769504523,-3.6396723399071003,-5.231791419438083,-4.097673695886587,66.0,0.6400531840684941,-0.9639085068547852,14.112934174511281,-254.99275360967528,192.65287275927813,-31.777403923370507,-45.13293178635886,-84.13917409557124,-54.42561311066317,66.0,0.0386081072412459,-0.06310732619029293,0.6523726268007319,-5.376631026895185,6.485977045304095,-1.37291121212274,-1.722068554808222,-2.7875566080355916,-2.067276617824469,66.0,-111.68844598053855,109.57375719463576,1127.2082613025325,-32619.783274828773,3621.3044659209986,-3919.61154885686,-5361.466028052319,-11209.961426750437,-6883.946387983381,66.0,66.0,-4543.404616069031,14.0,0.21212121212121213,-761.962001030387,0.16770727360171567,-54.425857216456215,10.0,0.15151515151515152,-685.1118174398173,0.150792604959005,-68.51118174398172,42.0,0.6363636363636364,-3096.3307975988264,0.6815001214392792,-73.72216184759111
median premium,2021-06-16,11:00,hold to cash settlement,"repriced premium, frozen implied",6593,21,93,24,0,0,19.47010443495713,16.985026383378184,8.244637361407397,82.0578206302372,0.4713137135029883,0.21754337635119816,-0.36086965852371966,-0.14332628217252147,1.92258989407589,14.884958622748194,-288.19406173671064,56.340601517311725,-50.98024371311871,-80.5663838491132,-163.47740929236292,-96.42548450902042,66.0,0.014096312708488407,0.11064470924276934,0.6376342771974153,-10.11109126228503,0.9752274943371425,-2.0639298458055872,-2.6944102532071703,-5.873031227572786,-3.270418800881994,66.0,-1.6008439835740351,3.7373970197728923,23.114279646746123,-381.01031412066357,76.90943797014747,-81.67223493268501,-110.40209263566979,-189.4273514029671,-127.97504997122569,66.0,-0.05372972527685057,0.23168487780880295,1.0622911245344375,-13.84828863544084,1.0,-3.667497933121977,-4.619835480755735,-5.984719907983659,-4.895252669680045,66.0,1.4575177014015137,-0.9324313915763698,21.52646327901356,-230.21409832921466,421.31167851582643,-53.63064628618984,-73.08368607143082,-124.78867017337896,-86.2302757461452,66.0,0.06782603798533898,-0.0633759749237439,0.83678970687956,-6.99967724270274,12.243379071632033,-1.7554461863084014,-2.235040112916014,-3.569547648450369,-2.5952273351323645,66.0,-14.332628217252152,192.258989407589,1488.4958622748193,-28819.406173671065,5634.0601517311725,-5098.024371311872,-8056.638384911319,-16347.740929236294,-9642.548450902044,66.0,66.0,-6364.081977595348,29.0,0.4393939393939394,-2776.7591899158183,0.43631731955863484,-95.7503168936489,3.0,0.045454545454545456,-408.30318783787226,0.0641574368896091,-136.10106261262408,34.0,0.5151515151515151,-3179.019599841658,0.49952524355175615,-93.50057646593112
median premium,2021-06-16,11:00,flatten at 15:30,"repriced premium, frozen implied",6593,21,93,24,0,0,19.47010443495713,16.985026383378184,8.244637361407397,82.0578206302372,0.40044254159029186,0.21754337635119816,-1.146444149494488,-0.9289007731432898,0.4261346315923893,12.386032789212882,-288.19406173671064,56.34062100875865,-40.8890044781724,-58.792581767375445,-125.24360078110213,-76.81130132577394,66.0,-0.07966795500527056,0.02816707926376039,0.5035661981109801,-7.936379106882827,0.7230604756427618,-1.882379016469398,-2.269457359964704,-4.818650280978199,-2.788260645619093,66.0,-1.6835971686051165,2.002608498103248,17.85776822180716,-231.24179351259124,74.44983922897076,-67.6470599679874,-82.96235045078755,-123.4333883465984,-94.20300052813327,66.0,-0.11756874070182408,0.1411921054901134,0.815645412566227,-7.228333431186671,0.9072851150221384,-3.1831466019873584,-3.6396723399067303,-5.2317914238020125,-4.097676141382346,66.0,0.7546963954618267,-0.7601996033208429,16.923819786805094,-216.995320141509,271.5431579077541,-38.47229852504424,-59.555571719910056,-111.69920186571177,-71.49273165485768,66.0,0.0379007856965535,-0.05529350571754408,0.657910107130752,-5.649933993790501,5.75670061479864,-1.4616493626314409,-1.7872239668420553,-2.933157451911921,-2.1877299440113367,66.0,-92.89007731432898,42.61346315923893,1238.6032789212884,-28819.406173671065,5634.062100875865,-4088.9004478172405,-5879.258176737544,-12524.360078110214,-7681.130132577395,66.0,66.0,-5069.54588750108,10.0,0.15151515151515152,-738.1688671323261,0.14560847924313594,-73.8168867132326,6.0,0.09090909090909091,-544.563129922672,0.10741852268568819,-90.76052165377867,50.0,0.7575757575757576,-3786.813890446082,0.7469729980711759,-75.73627780892164
median premium,2021-06-16,11:00,hold to cash settlement,49 frozen (reproduced),6593,21,0,0,0,0,17.699999809265137,17.699999809265137,17.699999809265137,17.699999809265137,0.4713137135029883,0.19776564284934103,-2.1111965507138533,-1.9134309078645124,1.492385598413433,18.484155126751165,-333.00803347839593,17.423394633383104,-73.404049675355,-106.5936320555899,-198.8088027175332,-123.4568485212916,66.0,-0.10689558087542765,0.08337349667387245,1.0326343591213114,-18.60380065386588,0.9733739966790461,-4.100784876216406,-5.9549514797587415,-11.106636964152054,-6.897030606901649,66.0,-3.370948609266025,4.551169716998629,26.113807537428887,-445.3681349416356,17.699999809265137,-96.73125293473538,-131.11577941512104,-243.6805759508385,-153.70395277756998,66.0,-0.18832115035230843,0.2542552900978187,1.4588719216927384,-24.88090126082726,0.9888267997186181,-5.403980582087801,-7.324903838914177,-13.613439924724005,-8.586812958584785,66.0,1.4575177014015137,-0.9324313915763698,21.52646327901356,-230.21409832921466,421.31167851582643,-53.63064628618984,-73.08368607143082,-124.78867017337896,-86.2302757461452,66.0,0.08142556947688077,-0.052091138916679984,1.2025957075041953,-12.861122743166616,23.53696515481377,-2.9961254748858686,-4.082887468271303,-6.971434050755933,-4.817333814901031,66.0,-191.34309078645114,149.23855984134332,1848.4155126751166,-33300.803347839596,1742.3394633383105,-7340.4049675355,-10659.36320555899,-19880.88027175332,-12345.684852129161,66.0,66.0,-8148.152002405246,26.0,0.3939393939393939,-3365.029830845633,0.4129807384364348,-129.42422426329358,5.0,0.07575757575757576,-678.5286529803975,0.08327393165715406,-135.7057305960795,35.0,0.5303030303030303,-4104.593518579217,0.5037453299064113,-117.27410053083477
median premium,2021-06-16,11:00,flatten at 15:30,49 frozen (reproduced),6593,21,0,0,0,0,17.699999809265137,17.699999809265137,17.699999809265137,17.699999809265137,0.40044254159029186,0.19776564284934103,-2.8967710416846204,-2.6990053988352796,1.0132940551551926,15.24545048568223,-333.00803347839593,9.963725667379842,-57.07748866300289,-85.79356873401663,-165.9555083881483,-101.97094525303935,66.0,-0.15078242371260045,0.056608606131652243,0.8517011399138369,-18.60380065386588,0.5566327158824139,-3.1886865004975444,-4.792936775247294,-9.271257402456552,-5.696700821774279,66.0,-3.4537017942971064,4.232185355146157,20.362112224994178,-295.5996143335633,10.177537033031058,-82.99115336907252,-113.99475855073604,-160.59890266235917,-121.25496825498185,66.0,-0.19294423329030788,0.2364349347820092,1.137548162933471,-16.513944846853118,0.5685774848495689,-4.636377258486767,-6.368422231474636,-8.97200568752637,-6.774020536813458,66.0,0.7546963954618267,-0.7601996033208429,16.923819786805094,-216.995320141509,271.5431579077541,-38.47229852504424,-59.555571719910056,-111.69920186571177,-71.49273165485768,66.0,0.04216180957770744,-0.042469251355902765,0.9454647875217064,-12.122643518737632,15.170008740839627,-2.149290408942566,-3.327126894000587,-6.240178841933069,-3.994007333740752,66.0,-269.900539883528,101.32940551551926,1524.545048568223,-33300.803347839596,996.3725667379842,-5707.748866300289,-8579.356873401664,-16595.55083881483,-10197.094525303934,66.0,66.0,-6730.082386700596,15.0,0.22727272727272727,-1386.3512049649116,0.20599319968274066,-92.42341366432744,6.0,0.09090909090909091,-749.1640747117799,0.11131573607363454,-124.86067911862999,45.0,0.6818181818181818,-4594.567107023904,0.6826910642436248,-102.10149126719787
