fill,n,long_share_pct,Sharpe_real,pctile,placebo_median,placebo_p05,placebo_p95
mid,803.0,51.55666251556662,1.0908492845058466,98.35000000000001,-0.018289165309448865,-0.9706318887623888,0.8801674943275539
crossed,803.0,51.55666251556662,0.7536060801575514,98.35000000000001,-0.3613227716590417,-1.3100323193933145,0.5397517801844993
