signal,window,n,hit_rate,signal_long_pct,oracle_long_pct,sign_agreement_15_00_vs_15_30_pct
15:00 sign(s_rem),"[15:00,16:00]",803,0.5466998754669987,51.55666251556662,24.65753424657534,66.12702366127023
15:30 sign(s),"[15:30,16:00]",803,0.6737235367372354,38.10709838107098,27.14819427148194,66.12702366127023
15:00 sign(s_rem),"[15:30,16:00]",803,0.5616438356164384,51.55666251556662,27.14819427148194,66.12702366127023
15:30 sign(s),"[15:00,16:00]",803,0.6463262764632628,38.10709838107098,24.65753424657534,66.12702366127023
