fill,unit,n,mean_diff,t_diff,hac_t_diff,hac_lag,dSharpe,pct_draws_positive,pctile_lo,pctile_hi,basic_lo,basic_hi
mid,per premium,803.0,-0.03956708105309441,-0.9055850118978203,-0.9729466685791353,13.0,-0.5448736601565074,15.5,-1.7169762985692893,0.49460502698853415,-1.5843523473015488,0.6272289782562745
mid,points,803.0,0.1024122223313689,0.2753994814221103,0.2919012877979912,13.0,-0.22247825537618263,35.25,-1.4793528710409614,0.881036040599523,-1.3259925513518882,1.0343963602885962
crossed,per premium,803.0,-0.03267466148436605,-0.7466359152856569,-0.800322732792573,13.0,-0.45061877906519054,20.3,-1.6324810059515678,0.5946505074945097,-1.4958880656248907,0.7312434478211867
crossed,points,803.0,0.08105481175675636,0.21793641281064358,0.2314506609141359,13.0,-0.12244422971586276,40.6,-1.3738733587936547,0.9720681718451127,-1.2169566312768383,1.1289848993619291
