date,A 15:30 sign(s) | mid,A 15:30 sign(s) | crossed,B 15:00 sign(s_rem) | mid,B 15:00 sign(s_rem) | crossed,always short 15:00 to settlement | mid,always short 15:00 to settlement | crossed,always short 15:30 (deck) | mid,always short 15:30 (deck) | crossed,pos_A,pos_B,w_1500,signal_1530,signal_rem_1500
2020-06-08,-8.064892590045929,-8.189892649650574,1.664892554283142,1.4398925304412842,-1.664892554283142,-1.889892578125,-8.064892590045929,-8.189892649650574,-1.0,1.0,0.27759769471420165,-6.369356375889566e-07,3.4644572194933513e-06
2020-06-10,-9.360107421875,-9.860107421875,-9.739892721176147,-10.239892959594727,9.739892721176147,9.239892482757568,-9.360107421875,-9.860107421875,-1.0,1.0,0.27754546166800353,-6.23406321761236e-06,1.917496697265763e-05
2020-06-12,-10.210058450698853,-10.91005802154541,1.9600582122802734,1.0100584030151367,-1.9600582122802734,-2.91005802154541,-10.210058450698853,-10.91005802154541,-1.0,1.0,0.27973233043127993,-1.9881918793012512e-05,5.5359699708814784e-05
2020-06-15,-3.2599117755889893,-3.8099117279052734,-12.700000047683716,-13.300000190734863,12.700000047683716,12.099999904632568,3.2599117755889893,2.709911823272705,1.0,1.0,0.28263473925121035,1.1732839157910276e-07,3.71663594873992e-05
2020-06-17,7.3399903774261475,6.889990329742432,1.010009765625,0.6100101470947266,-1.010009765625,-1.4100093841552734,7.3399903774261475,6.889990329742432,-1.0,1.0,0.2840355070658257,-1.0668821714349647e-06,1.3186580255438939e-05
2020-06-19,2.339990258216858,1.8399903774261475,-9.639990329742432,-10.139990329742432,9.639990329742432,9.139990329742432,2.339990258216858,1.8399903774261475,-1.0,1.0,0.2841841250022895,-5.272364201245547e-06,1.854507293205408e-05
2020-06-22,0.33989250659942627,-0.06010746955871582,-5.660107254981995,-5.960107326507568,5.660107254981995,5.360107183456421,0.33989250659942627,-0.06010746955871582,-1.0,1.0,0.2847404120758286,-5.934412200675486e-06,6.1075805230415075e-06
2020-06-24,5.380078077316284,4.930078029632568,-12.919922113418579,-13.369922161102295,12.919922113418579,12.469922065734863,5.380078077316284,4.930078029632568,-1.0,1.0,0.28520466054749266,-8.111504286070978e-06,9.862692012113074e-06
2020-06-26,10.400048971176147,9.950048923492432,10.100049257278442,9.650049209594727,10.100049257278442,9.650049209594727,10.400048971176147,9.950048923492432,-1.0,-1.0,0.28610566820416683,-1.518411497336426e-05,-1.1132530370295399e-05
2020-06-29,-6.964990258216858,-7.289990186691284,3.889990448951721,3.5399904251098633,-3.889990448951721,-4.239990472793579,-6.964990258216858,-7.289990186691284,-1.0,1.0,0.2866771437087023,-3.169171213045609e-06,5.83143233785446e-07
2020-06-30,-2.240039110183716,-2.5900392532348633,-5.6900389194488525,-5.990038871765137,-5.6900389194488525,-5.990038871765137,-2.240039110183716,-2.5900392532348633,-1.0,-1.0,0.2865135498952656,-9.074924282687326e-06,-5.4619329417676974e-06
2020-07-01,1.7101073861122131,1.260107398033142,-7.5,-7.800000190734863,7.5,7.199999809265137,1.7101073861122131,1.260107398033142,-1.0,1.0,0.28620680290495254,-8.75745753935189e-07,6.178418415956455e-06
2020-07-02,-4.314990401268005,-4.539990425109863,13.189990401268005,12.939990282058716,-13.189990401268005,-13.439990520477295,-4.314990401268005,-4.539990425109863,-1.0,1.0,0.2863437173079637,-2.363975583604755e-06,3.1328314770648425e-06
2020-07-06,0.530029296875,0.280029296875,2.594970703125,2.3199706077575684,-2.594970703125,-2.8699707984924316,0.530029296875,0.280029296875,-1.0,1.0,0.28627684660774494,-6.4388981546661e-07,1.2530933524055394e-06
2020-07-08,5.499999940395355,5.349999904632568,2.539941430091858,2.2899413108825684,-2.539941430091858,-2.7899415493011475,5.499999940395355,5.349999904632568,-1.0,1.0,0.28658495257757427,-4.7331262861941894e-07,9.721351352443397e-06
2020-07-10,5.0849608182907104,4.8599607944488525,2.0599608421325684,1.7599608898162842,2.0599608421325684,1.7599608898162842,5.0849608182907104,4.8599607944488525,-1.0,-1.0,0.28681412255318584,-9.350753343407819e-07,-3.005041572615858e-06
2020-07-13,12.230029225349426,11.780029296875,46.93002939224243,46.58002948760986,-46.93002939224243,-47.280029296875,-12.230029225349426,-12.680029153823853,1.0,1.0,0.28691863265888407,1.618341812925358e-06,1.2808670801739534e-05
2020-07-15,-5.9399412870407104,-6.239941358566284,-4.739941358566284,-5.039941310882568,4.739941358566284,4.43994140625,5.9399412870407104,5.639941215515137,1.0,1.0,0.2870161246882262,2.187128726843622e-07,6.026280406034715e-06
2020-07-17,-0.49501949548721313,-0.7200194597244263,6.829980373382568,6.6299803256988525,6.829980373382568,6.6299803256988525,-0.49501949548721313,-0.7200194597244263,-1.0,-1.0,0.28769153059971714,-4.457925810160463e-07,-1.6671055445439174e-06
2020-07-20,4.174999952316284,4.0,3.734912157058716,3.5099122524261475,3.734912157058716,3.5099122524261475,4.174999952316284,4.0,-1.0,-1.0,0.2879034772760147,-1.336529661938131e-06,-2.3246311180915094e-06
2020-07-22,1.9200196266174316,1.6700196266174316,0.32001954317092896,0.07001948356628418,-0.32001954317092896,-0.5700196027755737,-1.9200196266174316,-2.1700196266174316,1.0,1.0,0.28790845615300187,1.2365989980435283e-06,3.605941177658963e-06
2020-07-24,2.0701171159744263,1.6701171398162842,-8.550000071525574,-8.900000095367432,8.550000071525574,8.200000047683716,2.0701171159744263,1.6701171398162842,-1.0,1.0,0.288013279333055,-2.2029346612787034e-06,8.778411214131112e-06
2020-07-27,-3.3999999165534973,-3.5999999046325684,1.0400879383087158,0.840087890625,1.0400879383087158,0.840087890625,3.3999999165534973,3.1999999284744263,1.0,-1.0,0.28807579040401443,1.9361421185529504e-07,-1.3841176916066102e-06
2020-07-29,-5.199999988079071,-5.450000047683716,-3.8100587129592896,-4.1600587368011475,3.8100587129592896,3.4600586891174316,5.199999988079071,4.949999928474426,1.0,1.0,0.28815128224551373,3.5219861498298347e-06,7.344362485736349e-06
2020-07-31,11.270117282867432,11.020117282867432,13.645117044448853,13.370116949081421,-13.645117044448853,-13.920117139816284,-11.270117282867432,-11.520117282867432,1.0,1.0,0.2886912203565719,2.777504412585584e-06,7.302995026432748e-06
2020-08-03,-3.460107445716858,-3.6601074934005737,0.31489264965057373,0.08989262580871582,-0.31489264965057373,-0.5398926734924316,3.460107445716858,3.260107398033142,1.0,1.0,0.28880763196200576,1.4198564260809677e-06,1.3828809135598723e-06
2020-08-05,-0.529980480670929,-0.72998046875,-4.349999964237213,-4.4999998807907104,4.349999964237213,4.200000047683716,0.529980480670929,0.3299804925918579,1.0,1.0,0.2886488545946396,7.794001377284251e-07,6.639554921453905e-07
2020-08-07,-5.380029320716858,-5.680029392242432,4.0300294160842896,3.780029535293579,-4.0300294160842896,-4.280029296875,-5.380029320716858,-5.680029392242432,-1.0,1.0,0.28856942897315757,-1.3597299194689527e-06,5.672715432497451e-06
2020-08-10,-3.2050291895866394,-3.3800292015075684,-4.124999940395355,-4.299999952316284,4.124999940395355,3.9499999284744263,3.2050291895866394,3.0300291776657104,1.0,1.0,0.28903771823917507,2.998901434454502e-07,3.0493169219140363e-06
2020-08-12,-0.22490233182907104,-0.39990234375,-5.924999952316284,-6.099999904632568,5.924999952316284,5.75,-0.22490233182907104,-0.39990234375,-1.0,1.0,0.28916543791840227,-1.1566312162700915e-06,6.492333392319561e-07
2020-08-14,2.1499024033546448,1.9499024152755737,6.375,6.199999809265137,6.375,6.199999809265137,2.1499024033546448,1.9499024152755737,-1.0,-1.0,0.2891154458730433,-1.9255472906130357e-06,-1.2936915613153726e-06
2020-08-17,2.625,2.5,3.824999988079071,3.700000047683716,3.824999988079071,3.700000047683716,2.625,2.5,-1.0,-1.0,0.28914846288177093,-6.061812504051898e-08,-2.7564233053637724e-07
2020-08-19,-1.1499024033546448,-1.3499023914337158,5.099902331829071,4.849902272224426,-5.099902331829071,-5.349902391433716,-1.1499024033546448,-1.3499023914337158,-1.0,1.0,0.28917280492312747,-1.188355435943248e-06,5.624952173677231e-06
2020-08-21,3.300000011920929,3.149999976158142,-4.424999892711639,-4.599999904632568,4.424999892711639,4.2499998807907104,3.300000011920929,3.149999976158142,-1.0,1.0,0.2891702288509543,-4.212405617101511e-08,1.7834072638598633e-07
2020-08-24,4.280029267072678,4.180029273033142,7.530029296875,7.380029201507568,-7.530029296875,-7.680029392242432,-4.280029267072678,-4.380029261112213,1.0,1.0,0.2892443472003912,1.0020016703524875e-06,2.234858719831819e-06
2020-08-26,4.674999892711639,4.4999998807907104,2.3799805641174316,2.1299805641174316,-2.3799805641174316,-2.6299805641174316,4.674999892711639,4.4999998807907104,-1.0,1.0,0.28922617676161116,-2.608853254622664e-06,2.9084778313017935e-06
2020-08-28,3.9000000953674316,3.700000047683716,-2.2100098729133606,-2.5100098848342896,-2.2100098729133606,-2.5100098848342896,3.9000000953674316,3.700000047683716,-1.0,-1.0,0.28951434265861137,-1.4178221645712027e-06,-1.4979355238713393e-06
2020-08-31,0.1350587010383606,-0.13994133472442627,4.814941346645355,4.589941382408142,-4.814941346645355,-5.039941310882568,0.1350587010383606,-0.13994133472442627,-1.0,1.0,0.28958196257809515,-2.277118769308937e-06,2.896508701933368e-07
2020-09-02,4.459912061691284,4.209912061691284,5.015087842941284,4.790087938308716,-5.015087842941284,-5.2400877475738525,4.459912061691284,4.209912061691284,-1.0,1.0,0.28898690858480774,-3.3516945928640074e-06,3.8958603900711964e-07
2020-09-04,11.740039110183716,11.140038967132568,0.8400390148162842,0.24003887176513672,-0.8400390148162842,-1.4400391578674316,-11.740039110183716,-12.340039253234863,1.0,1.0,0.2889533905268373,6.30488482406547e-06,2.4718861229443775e-05
2020-09-08,5.859912395477295,5.359912395477295,-3.140087842941284,-3.640087604522705,3.140087842941284,2.6400880813598633,-5.859912395477295,-6.359912395477295,1.0,1.0,0.2901959172253177,6.109866090209579e-07,2.571179566425399e-05
2020-09-09,14.490039110183716,14.0400390625,6.390038728713989,5.940038681030273,-6.390038728713989,-6.840038776397705,-14.490039110183716,-14.940039157867432,1.0,1.0,0.2911035438828767,4.152528940131278e-07,4.677336060917138e-06
2020-09-11,5.369970321655273,4.869970321655273,-12.030029296875,-12.530029296875,12.030029296875,11.530029296875,5.369970321655273,4.869970321655273,-1.0,1.0,0.290786435260368,-9.610724454415827e-07,1.2374459582090192e-05
2020-09-14,-5.599999904632568,-5.849999904632568,-6.1650390625,-6.540038824081421,6.1650390625,5.790039300918579,5.599999904632568,5.349999904632568,1.0,1.0,0.2917895160124122,3.2622305644537363e-06,1.434954764400959e-05
2020-09-16,0.26000964641571045,-0.08999037742614746,13.310009956359863,13.010009765625,-13.310009956359863,-13.610010147094727,-0.26000964641571045,-0.6100096702575684,1.0,1.0,0.29227896835615275,2.2766123043606057e-06,9.374870053260993e-06
2020-09-18,6.869970679283142,6.569970607757568,-10.599999904632568,-10.899999618530273,10.599999904632568,10.300000190734863,6.869970679283142,6.569970607757568,-1.0,1.0,0.2935442784017866,-1.1700096300084816e-06,1.6902427051949672e-05
2020-09-21,-7.510058641433716,-7.860058784484863,19.410058736801147,19.06005859375,-19.410058736801147,-19.760058879852295,-7.510058641433716,-7.860058784484863,-1.0,1.0,0.29377601039152623,-2.2129268688963295e-06,4.647690925505141e-06
2020-09-23,-0.6699216365814209,-1.219921588897705,-4.469921827316284,-5.019921779632568,4.469921827316284,3.919921875,0.6699216365814209,0.11992168426513672,1.0,1.0,0.2940696427060941,4.831255525155185e-06,1.3298716269349171e-05
2020-09-25,5.559960961341858,5.159960985183716,5.790038824081421,5.440038681030273,5.790038824081421,5.440038681030273,5.559960961341858,5.159960985183716,-1.0,-1.0,0.2959398020741571,-3.4255218900758773e-06,-2.9295645685594425e-06
2020-09-28,2.2000975608825684,1.9500975608825684,4.650097727775574,4.300097942352295,4.650097727775574,4.300097942352295,2.2000975608825684,1.9500975608825684,-1.0,-1.0,0.2959999726265827,-1.91442189350971e-06,-3.836064200345935e-06
2020-09-30,2.8500001430511475,2.4000000953674316,-11.5,-12.0,11.5,11.0,2.8500001430511475,2.4000000953674316,-1.0,1.0,0.2959539405218516,-1.504063243328256e-06,1.597068148628829e-05
2020-10-02,-2.7800780534744263,-3.080077886581421,-0.31992197036743164,-0.6199216842651367,0.31992197036743164,0.019922256469726562,-2.7800780534744263,-3.080077886581421,-1.0,1.0,0.2975863225874048,-1.1054775467209516e-06,7.461608467532776e-06
2020-10-05,4.849999964237213,4.700000047683716,-3.39990234375,-3.6999025344848633,3.39990234375,3.0999021530151367,4.849999964237213,4.700000047683716,-1.0,1.0,0.2980702948935909,-9.644091506815905e-07,2.1458470718576243e-06
2020-10-07,4.214941382408142,4.039941310882568,-6.339941382408142,-6.539941310882568,6.339941382408142,6.139941453933716,4.214941382408142,4.039941310882568,-1.0,1.0,0.2981392376042219,-1.0236212515038897e-06,2.7074096251600716e-06
2020-10-09,4.0,3.8500001430511475,4.160107493400574,3.9601075649261475,4.160107493400574,3.9601075649261475,4.0,3.8500001430511475,-1.0,-1.0,0.29805681620272695,-1.9824169973139434e-06,-1.4457732395606246e-06
2020-10-12,1.9550292491912842,1.780029296875,0.00502932071685791,-0.219970703125,-0.00502932071685791,-0.23002934455871582,-1.9550292491912842,-2.1300292015075684,1.0,1.0,0.29808354479164556,2.6178947619945013e-07,1.7419197121666975e-06
2020-10-14,1.180078148841858,0.9300780296325684,-6.4449217319488525,-6.769921779632568,6.4449217319488525,6.119921684265137,-1.180078148841858,-1.4300782680511475,1.0,1.0,0.2983547169400262,4.4200275683115236e-07,8.299225024206916e-06
2020-10-16,6.864941358566284,6.68994140625,15.214941382408142,15.039941310882568,-15.214941382408142,-15.389941453933716,-6.864941358566284,-7.039941310882568,1.0,1.0,0.29858912497910184,1.1342732623803179e-06,1.8939775218218143e-06
2020-10-19,8.0,7.6000001430511475,-7.469921827316284,-7.919921875,7.469921827316284,7.019921779632568,8.0,7.6000001430511475,-1.0,1.0,0.29869757246614614,-4.328284426768094e-06,9.2253048353576e-06
2020-10-21,-7.339941501617432,-7.589941501617432,9.389941453933716,9.139941692352295,-9.389941453933716,-9.639941215515137,-7.339941501617432,-7.589941501617432,-1.0,1.0,0.29943378354013306,-2.521786918500082e-06,2.373225039506543e-06
2020-10-23,-0.3648926615715027,-0.5898926258087158,-1.235107421875,-1.4601073265075684,1.235107421875,1.0101075172424316,-0.3648926615715027,-0.5898926258087158,-1.0,1.0,0.29965169187296026,-2.3798380171895166e-06,7.117611297341248e-07
2020-10-26,1.630029320716858,1.2300293445587158,5.030029296875,4.630029201507568,5.030029296875,4.630029201507568,1.630029320716858,1.2300293445587158,-1.0,-1.0,0.2996957220037576,-7.584564179256345e-06,-6.6156011659357034e-06
2020-10-28,-12.869970798492432,-13.369970798492432,-10.719970703125,-10.969970703125,-10.719970703125,-10.969970703125,-12.869970798492432,-13.369970798492432,-1.0,-1.0,0.29988547340815125,-1.5051131156862134e-05,-1.3949953416253171e-06
2020-10-30,-7.709961175918579,-8.159961223602295,8.05996036529541,7.759960174560547,-8.05996036529541,-8.359960556030273,-7.709961175918579,-8.159961223602295,-1.0,1.0,0.29998937920038354,-1.233162518746353e-05,2.8984868185437e-07
2020-11-02,8.760009765625,8.460009574890137,7.260009765625,6.960009574890137,7.260009765625,6.960009574890137,8.760009765625,8.460009574890137,-1.0,-1.0,0.30014450174297935,-6.583873094229916e-06,-2.993566177103603e-06
2020-11-04,-9.889941453933716,-10.339941501617432,2.260058641433716,1.860058307647705,-2.260058641433716,-2.6600589752197266,9.889941453933716,9.43994140625,1.0,1.0,0.30030550215441865,7.24394330568297e-06,7.424980078312698e-07
2020-11-06,-6.424999833106995,-6.699999809265137,8.850000143051147,8.5,8.850000143051147,8.5,6.424999833106995,6.1499998569488525,1.0,-1.0,0.3004136468631072,2.0863321535843273e-06,-1.3790416534923617e-06
2020-11-09,24.40000009536743,24.0,36.39999985694885,36.09999990463257,-36.39999985694885,-36.69999980926514,-24.40000009536743,-24.800000190734863,1.0,1.0,0.30059119908161097,1.0659226756726894e-06,5.908625812469939e-06
