date,A 15:30 sign(s) | mid,A 15:30 sign(s) | crossed,B 15:00 sign(s_rem) | mid,B 15:00 sign(s_rem) | crossed,always short 15:00 to settlement | mid,always short 15:00 to settlement | crossed,always short 15:30 (deck) | mid,always short 15:30 (deck) | crossed,pos_A,pos_B,w_1500,signal_1530,signal_rem_1500
2020-01-03,-2.400097668170929,-2.60009765625,,,-2.099902331829071,-2.249902367591858,2.400097668170929,2.200097680091858,1.0,,,1.3082880386950056e-06,
2020-01-06,-0.3699706941843033,-0.469970703125,,,-3.9300293028354645,-4.080029308795929,0.3699706941843033,0.26997068524360657,1.0,,,3.7140185810282654e-07,
2020-01-08,10.424951195716858,10.349951207637787,,,-4.399951159954071,-4.549951195716858,-10.424951195716858,-10.499951183795929,1.0,,,3.007854870646169e-07,
2020-01-10,-2.450000047683716,-2.600000023841858,,,-1.624902367591858,-1.799902319908142,2.450000047683716,2.3000000715255737,1.0,,,1.7904111944441836e-07,
2020-01-13,-1.904882788658142,-2.029882788658142,,,-0.9548828601837158,-1.0798828601837158,-1.904882788658142,-2.029882788658142,-1.0,,,-3.6453025281095857e-07,
2020-01-15,1.6650390625,1.4900391101837158,,,1.840039074420929,1.690039038658142,-1.6650390625,-1.8400390148162842,1.0,,,2.844355537932098e-07,
2020-01-17,-2.295117139816284,-2.420117139816284,,,2.925000011920929,2.75,-2.295117139816284,-2.420117139816284,-1.0,,,-7.530908923402642e-07,
2020-01-21,-1.550000011920929,-1.75,,,2.25,2.100000023841858,1.550000011920929,1.350000023841858,1.0,,,1.5082750178105673e-07,
2020-01-22,-2.3000000417232513,-2.450000047683716,,,-1.0500000417232513,-1.2000000476837158,2.3000000417232513,2.150000035762787,1.0,,,5.816749088202124e-07,
2020-01-24,3.924999952316284,3.6499998569488525,,,6.005029320716858,5.780029296875,3.924999952316284,3.6499998569488525,-1.0,,,-8.67442344465923e-07,
2020-01-27,-1.670117199420929,-1.8701171875,,,5.329882979393005,5.079882860183716,-1.670117199420929,-1.8701171875,-1.0,,,-1.6166205802951584e-06,
2020-01-29,2.400097608566284,2.150097608566284,,,-6.550097644329071,-6.85009765625,-2.400097608566284,-2.650097608566284,1.0,,,1.8221054679516148e-06,
2020-01-31,7.329980492591858,6.879980564117432,,,4.970019578933716,4.620019435882568,7.329980492591858,6.879980564117432,-1.0,,,-6.556175488749615e-06,
2020-02-03,3.305078148841858,3.1300781965255737,,,3.594921886920929,3.4199219942092896,-3.305078148841858,-3.480078101158142,1.0,,,4.0227733088255886e-07,
2020-02-05,-2.800000011920929,-3.0,,,3.225000023841858,3.049999952316284,2.800000011920929,2.600000023841858,1.0,,,1.2273423104914918e-06,
2020-02-07,2.975000023841858,2.75,,,4.9499998688697815,4.699999928474426,2.975000023841858,2.75,-1.0,,,-1.2347521492545618e-08,
2020-02-10,0.2400878369808197,0.14008784294128418,,,-4.390087902545929,-4.540087819099426,-0.2400878369808197,-0.3400878310203552,1.0,,,4.159079912067527e-07,
2020-02-12,-1.574999988079071,-1.699999988079071,,,2.4499999582767487,2.349999964237213,1.574999988079071,1.449999988079071,1.0,,,1.8659209558082622e-07,
2020-02-14,-2.834912121295929,-3.009912133216858,,,-1.7849120497703552,-1.9599120616912842,-2.834912121295929,-3.009912133216858,-1.0,,,-3.850509775878615e-07,
2020-02-18,-1.725000023841858,-1.9000000357627869,,,2.5,2.299999952316284,1.725000023841858,1.550000011920929,1.0,,,6.05206482739689e-07,
2020-02-19,-1.6749999672174454,-1.7999999523162842,,,-1.8750976920127869,-2.000097692012787,1.6749999672174454,1.5499999821186066,1.0,,,1.117518352618971e-07,
2020-02-21,2.200000047683716,1.9000000953674316,,,6.424999833106995,6.099999904632568,2.200000047683716,1.9000000953674316,-1.0,,,-3.1118614652620763e-06,
2020-02-24,-6.110107421875,-6.510107517242432,,,-10.010107517242432,-10.410107612609863,-6.110107421875,-6.510107517242432,-1.0,,,-4.19409036865499e-06,
2020-02-26,7.939892530441284,7.289892673492432,,,15.25,14.5,7.939892530441284,7.289892673492432,-1.0,,,-2.663969690825654e-07,
2020-02-28,-36.86997032165527,-38.61997032165527,,,-0.5699706077575684,-2.4199705123901367,-36.86997032165527,-38.61997032165527,-1.0,,,-5.405784725368128e-05,
2020-03-02,40.57998061180115,39.62998056411743,,,-61.22998046875,-62.32998085021973,-40.57998061180115,-41.52998065948486,1.0,,,8.203725594459234e-06,
2020-03-04,-2.6201171875,-3.420116901397705,,,-17.220117568969727,-18.02011775970459,-2.6201171875,-3.420116901397705,-1.0,,,-6.5963572470393266e-06,
2020-03-06,-26.420116901397705,-27.8701171875,,,-35.22011661529541,-36.27011680603027,-26.420116901397705,-27.8701171875,-1.0,,,-3.7137089739115736e-05,
2020-03-09,0.5100584030151367,-0.93994140625,,,27.910058975219727,26.660058975219727,0.5100584030151367,-0.93994140625,-1.0,,,-5.534932838734637e-05,
2020-03-11,18.670116901397705,16.920117378234863,,,28.6201171875,27.520118713378906,18.670116901397705,16.920117378234863,-1.0,,,-5.375018434341177e-05,
2020-03-13,-78.37001895904541,-85.22001838684082,,,-88.07001876831055,-97.02001953125,-78.37001895904541,-85.22001838684082,-1.0,,,-0.0002818030623946572,
2020-03-16,-28.27011775970459,-31.17011833190918,,,-48.57011795043945,-51.57011795043945,-28.27011775970459,-31.17011833190918,-1.0,,,-4.903163909901801e-05,
2020-03-18,30.500097274780273,28.200098037719727,,,3.14990234375,0.89990234375,-30.500097274780273,-32.80009651184082,1.0,,,9.801004863304143e-05,
2020-03-20,-0.5699214935302734,-9.419921875,,,14.269922256469727,10.919921875,0.5699214935302734,-8.280078887939453,1.0,,,9.977931813642512e-05,
2020-03-23,3.75009822845459,2.4000988006591797,,,37.50009727478027,36.00009727478027,3.75009822845459,2.4000988006591797,-1.0,,,-1.752250811705913e-05,
2020-03-25,-37.389941692352295,-38.73994159698486,,,-39.23994159698486,-40.43994140625,-37.389941692352295,-38.73994159698486,-1.0,,,-0.0001113709723027269,
2020-03-27,-36.530029296875,-37.83002948760986,,,-5.480030059814453,-6.530030250549316,-36.530029296875,-37.83002948760986,-1.0,,,-2.0869624922313163e-05,
2020-03-30,-3.850097179412842,-4.95009708404541,,,11.950097560882568,10.85009765625,3.850097179412842,2.7500972747802734,1.0,,,4.447213623519789e-05,
2020-03-31,-15.609911918640137,-16.50991153717041,,,3.2400879859924316,2.090087890625,15.609911918640137,14.709912300109863,1.0,,,9.412413169056097e-05,
2020-04-01,-5.299999952316284,-6.300000190734863,,,21.34999990463257,20.5,5.299999952316284,4.299999713897705,1.0,,,7.273948353151815e-05,
2020-04-03,-13.050097465515137,-14.050097465515137,,,16.70009756088257,16.050097465515137,13.050097465515137,12.050097465515137,1.0,,,0.000109426649381973,
2020-04-06,12.029931783676147,11.279932022094727,,,-14.979931592941284,-15.579931735992432,-12.029931783676147,-12.779931545257568,1.0,,,5.493646955311038e-05,
2020-04-08,-14.800000190734863,-15.600000381469727,,,14.220019340515137,13.420019149780273,14.800000190734863,14.0,1.0,,,1.2518862825529338e-05,
2020-04-09,-19.5,-20.300000190734863,,,11.079931259155273,10.379931449890137,19.5,18.699999809265137,1.0,,,4.1655023972654774e-05,
2020-04-13,-9.770117044448853,-10.970117092132568,,,3.2701172828674316,2.570117473602295,9.770117044448853,8.570116996765137,1.0,,,4.361429421072574e-05,
2020-04-15,-9.560107231140137,-9.960107326507568,,,-1.639892578125,-2.139892578125,9.560107231140137,9.160107135772705,1.0,,,3.8144669008307614e-05,
2020-04-17,9.110058546066284,8.660058498382568,,,-15.110058546066284,-15.56005859375,-9.110058546066284,-9.56005859375,1.0,,,1.0247806411410913e-05,
2020-04-20,-5.2599122524261475,-5.959912300109863,,,15.950000047683716,15.300000190734863,5.2599122524261475,4.559912204742432,1.0,,,4.7389288096019686e-05,
2020-04-22,-3.2600585222244263,-3.7100582122802734,,,5.910058498382568,5.410058498382568,3.2600585222244263,2.810058832168579,1.0,,,2.51962002111376e-05,
2020-04-24,-8.049999952316284,-8.5,,,3.6600096225738525,3.260009765625,8.049999952316284,7.599999904632568,1.0,,,2.0714594276215723e-05,
2020-04-27,-3.929980516433716,-4.22998046875,,,8.049999833106995,7.699999809265137,3.929980516433716,3.6299805641174316,1.0,,,1.5668345054140086e-05,
2020-04-29,3.5649901628494263,3.0899901390075684,,,3.8100099563598633,3.4100098609924316,-3.5649901628494263,-4.039990186691284,1.0,,,2.0665801049174027e-05,
2020-04-30,-9.950000047683716,-10.400000095367432,,,-1.3299317359924316,-1.8299317359924316,9.950000047683716,9.5,1.0,,,5.787140570497846e-06,
2020-05-01,-8.449999928474426,-8.900000095367432,,,10.900000095367432,10.5,8.449999928474426,7.999999761581421,1.0,,,1.2344348146264251e-05,
2020-05-04,-3.960009813308716,-4.460009813308716,,,1.2100096940994263,0.8600099086761475,3.960009813308716,3.460009813308716,1.0,,,8.424956880278829e-06,
2020-05-06,10.005078077316284,9.630078077316284,,,-7.530078172683716,-7.980078220367432,-10.005078077316284,-10.380078077316284,1.0,,,4.693631519993933e-06,
2020-05-08,1.8749511241912842,1.5499510765075684,,,3.849951386451721,3.4999513626098633,1.8749511241912842,1.5499510765075684,-1.0,,,-3.7870010681933645e-06,
2020-05-11,0.4350585341453552,0.31005859375,,,1.9399412870407104,1.5899412631988525,-0.4350585341453552,-0.5600584745407104,1.0,,,2.8214588145848973e-06,
2020-05-13,5.849999785423279,5.299999713897705,,,-2.700000047683716,-3.0999999046325684,-5.849999785423279,-6.3999998569488525,1.0,,,8.170630344590416e-06,
2020-05-15,4.400048732757568,4.000048637390137,,,-2.399951457977295,-2.7999515533447266,4.400048732757568,4.000048637390137,-1.0,,,-5.1558103922260835e-06,
2020-05-18,0.7400878667831421,0.49008798599243164,,,6.434912204742432,6.159912347793579,-0.7400878667831421,-0.9900877475738525,1.0,,,4.900833098820714e-07,
2020-05-20,-5.4999998807907104,-5.799999952316284,,,6.800000071525574,6.6000001430511475,5.4999998807907104,5.199999809265137,1.0,,,1.2811177634492388e-06,
2020-05-22,-0.12495124340057373,-0.449951171875,,,5.975048899650574,5.750048875808716,-0.12495124340057373,-0.449951171875,-1.0,,,-2.9248662512470103e-06,
2020-05-26,8.879980504512787,8.629980564117432,12.279980540275574,12.079980611801147,-12.279980540275574,-12.47998046875,-8.879980504512787,-9.129980444908142,1.0,1.0,0.27493400065115253,2.811846791345088e-07,3.050273606074376e-06
2020-05-27,-6.404882788658142,-6.679882764816284,9.229882836341858,8.929882764816284,-9.229882836341858,-9.529882907867432,-6.404882788658142,-6.679882764816284,-1.0,1.0,0.2747204843688043,-1.932838123529763e-06,1.7500469225633844e-06
2020-05-29,-3.5399413108825684,-3.989941358566284,-5.489941358566284,-6.489941596984863,5.489941358566284,4.489941120147705,3.5399413108825684,3.0899412631988525,1.0,1.0,0.27480149708553586,2.4361654596705365e-06,2.9968027368801786e-05
2020-06-01,4.824999928474426,4.599999904632568,-6.399999976158142,-6.6499998569488525,6.399999976158142,6.150000095367432,4.824999928474426,4.599999904632568,-1.0,1.0,0.27704196316656926,-7.40382405949591e-07,1.2267760692540804e-06
2020-06-03,2.1451172828674316,1.9201172590255737,-5.650000095367432,-5.900000095367432,5.650000095367432,5.400000095367432,2.1451172828674316,1.9201172590255737,-1.0,1.0,0.2771684690701174,-1.5666741003182373e-07,3.940870201710096e-06
2020-06-05,0.6049317121505737,0.27993154525756836,-7.079931616783142,-7.429931402206421,7.079931616783142,6.729931831359863,0.6049317121505737,0.27993154525756836,-1.0,1.0,0.27731810621776964,-2.956897019497359e-06,7.55251692568947e-06
