rule,n,mean,t,Sharpe,pct_buy
always short,866.0,0.014475039378387317,0.37776209796508636,0.2037791310734338,0.0
sign(s),866.0,0.09473635268767665,2.4809565970336562,1.3383216111351313,39.953810623556585
