tag,forecast,n_deck,n_common,pct_buy_A,pct_buy_B,Sharpe_A_mid,Sharpe_A_crossed,Sharpe_B_mid,Sharpe_B_crossed,Sharpe_AS1500_mid,Sharpe_AS1500_crossed,Sharpe_AS1530_mid,Sharpe_AS1530_crossed,dSharpe_mid,dS_pctile_lo_mid,dS_pctile_hi_mid,dS_basic_lo_mid,dS_basic_hi_mid,hac_t_mid,dSharpe_crossed,dS_pctile_lo_crossed,dS_pctile_hi_crossed,dS_basic_lo_crossed,dS_basic_hi_crossed,hac_t_crossed
a0,baseline (HAR + calendar OLS),866,803,31.133250311332507,53.54919053549191,1.1010964116041875,0.6600518453947676,0.3147527001335644,-0.027179657385801078,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.786343711470623,-2.0967423854085916,0.4302940283814446,-2.0029814513226905,0.5240549624673456,-1.2228755749864482,-0.6872315027805687,-2.0110561795275164,0.5183381521229518,-1.892801157684089,0.636593173966379,-1.0609600056612758
blk2,block-diagonal ridge,866,803,38.10709838107098,51.55666251556662,1.6357229446623538,1.2042248592227418,1.0908492845058466,0.7536060801575514,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.5448736601565074,-1.7169762985692893,0.49460502698853415,-1.5843523473015488,0.6272289782562745,-0.9729466685791353,-0.45061877906519054,-1.6324810059515678,0.5946505074945097,-1.4958880656248907,0.7312434478211867,-0.800322732792573
blk2_inc,"block-diagonal ridge, without the FOMC columns",866,803,39.10336239103363,54.29638854296388,1.597632117291114,1.1699558635817577,1.196642012359358,0.861141147333928,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.40099010493175596,-1.6725337615801537,0.77077932988515,-1.5727595397486618,0.8705535517166417,-0.6828156896027493,-0.30881471624782963,-1.5760422566191767,0.8819442867727233,-1.4995737192683825,0.9584128241235175,-0.5250632843829092
lgbm,LightGBM,866,803,31.755915317559154,58.9041095890411,1.6082512692113538,1.168136787642572,0.805882829844036,0.4702452812600933,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.8023684393673177,-1.9363311532414056,0.27399450073098336,-1.8787313794656189,0.33159427450677015,-1.382428188040822,-0.6978915063824787,-1.8346853125274494,0.394980660164399,-1.7907636729293563,0.43890229976249207,-1.2032398452304418
xgb,XGBoost,866,803,30.510585305105852,59.7758405977584,1.5628405874954063,1.1214714938787698,0.6271111523672476,0.28991109455323366,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.9357294351281588,-2.1876332868353807,0.2737145465315481,-2.1451734167878658,0.3161744165790632,-1.5114472249874504,-0.8315603993255359,-2.0875029187816225,0.38563014978520993,-2.0487509484362816,0.42438212013055066,-1.3406508785926616
lasso_t,lasso (causally tuned),866,803,36.1145703611457,55.168119551681194,1.8110091393815095,1.3761787717808531,1.20609674022476,0.8712527628138778,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.6049123991567494,-1.8213940880869763,0.5803142159195047,-1.7901390142330036,0.6115692897734775,-1.0522910057024082,-0.5049260089669754,-1.740923139884826,0.6920732430902199,-1.7019252610241706,0.7310711219508752,-0.8802723057932534
lasso_f,lasso (fixed 1e-4),866,803,39.47696139476962,51.681195516811954,1.859789960628041,1.4329215333059635,1.2298084776652207,0.8925693123450639,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.6299814829628204,-1.7652353520407675,0.4131010240449984,-1.6730639899706392,0.5052723861151267,-1.1665533687782943,-0.5403522209608996,-1.6900198615946354,0.5124945670921602,-1.5931990090139596,0.6093154196728361,-0.989353932049548
enet,elastic net (causally tuned),866,803,34.12204234122042,55.541718555417184,1.4201851244331534,0.9836742958399194,1.0436509280318607,0.7076044094728249,0.7476230408931382,0.38337395199567575,0.30801790497099185,-0.13428311333923587,-0.37653419640129276,-1.4471245083290376,0.6497664935331506,-1.4028348863357363,0.6940561155264521,-0.6929179271254545,-0.2760698863670944,-1.3727106306471142,0.7577652025836389,-1.3099049753178278,0.8205708579129254,-0.514653700227907
