fill,bar,n,mean_pts,t_pts,sd_pts,share_of_total_pct,Sharpe_pts,additivity_max_abs_gap_pts
mid,15:00-15:30,803,0.04386676904301195,0.34792847676181377,3.572756722195377,6.864507391911582,0.19490926038154635,0.0
mid,15:30-16:00,803,0.5951706234245082,1.9953729019382271,8.452305575692847,93.13549260808843,1.1178063380204597,0.0
mid,total,803,0.6390373924675201,1.8461724253193157,9.808707496918002,100.0,1.034224347787811,0.0
crossed,15:00-15:30,803,-0.1617372197169778,-1.2817091350184133,3.575841548715336,-37.315356484640915,-0.718012454329029,0.0
crossed,15:30-16:00,803,0.5951706234245082,1.9953729019382271,8.452305575692847,137.31535648464092,1.1178063380204597,0.0
crossed,total,803,0.4334334037075304,1.2527936073196777,9.803939495309027,100.0,0.7018139983424531,0.0
