date,K_c,K_p,S_1530,S_close,entry_mid,entry_bid,ask_c_1530,ask_p_1530,hedge_exit_pts,hedge_hold_pts,ride_leg,case,K_ride,dist_ride_pts,total_vol_1530_mid,implied_last_bar_pts,dist_in_implied_moves,ask_ride_pts,ask_buyback_pts,pay_ride_pts,pay_buyback_pts,saved_pts,delta_ride_1530,resid_hedge_pts,settle_move_pts,r_book,r_ride_flat,r_ride_hedged,r_hold,r_book_pts,r_ride_flat_pts,r_ride_hedged_pts,r_hold_pts,slice_1530,rv_hat_a0,s_a0,ride_a0,r_a0_flat,r_a0_hedged,rv_hat_blk2,s_blk2,ride_blk2,r_blk2_flat,r_blk2_hedged,rv_hat_blk2_inc,s_blk2_inc,ride_blk2_inc,r_blk2_inc_flat,r_blk2_inc_hedged,rv_hat_lgbm,s_lgbm,ride_lgbm,r_lgbm_flat,r_lgbm_hedged,rv_hat_xgb,s_xgb,ride_xgb,r_xgb_flat,r_xgb_hedged,rv_hat_lasso_t,s_lasso_t,ride_lasso_t,r_lasso_t_flat,r_lasso_t_hedged,rv_hat_lasso_f,s_lasso_f,ride_lasso_f,r_lasso_f_flat,r_lasso_f_hedged,rv_hat_enet,s_enet,ride_enet,r_enet_flat,r_enet_hedged
2020-01-03,3235.0,3230.0,3238.300048828125,3234.85009765625,8.900000095367432,8.599999904632568,4.300000190734863,0.5,-2.8714302903850735,-5.084611012365924,put,call in the money,3230.0,8.300048828125,0.0017736069422566044,5.743471447711464,1.4451275511140962,0.5,4.300000190734863,0.0,0.0,0.5,-0.07498908265675852,0.2587086735895153,-3.449951171875,0.10433364197332586,0.16051341665223362,0.18958180663170976,0.39498751175255054,0.9285694235126316,1.4285694235126316,1.6872780971021468,3.5153888922666443,3.1819318771688775e-06,3.825817485576841e-06,6.438856084079634e-07,False,0.10433364197332586,0.10433364197332586,4.490219915863882e-06,1.3082880386950048e-06,False,0.10433364197332586,0.10433364197332586,4.44658343363665e-06,1.2646515564677722e-06,False,0.10433364197332586,0.10433364197332586,3.6711628993691576e-06,4.892310222002801e-07,False,0.10433364197332586,0.10433364197332586,3.6015831393185414e-06,4.1965126214966395e-07,False,0.10433364197332586,0.10433364197332586,3.922797320867344e-06,7.408654436984668e-07,False,0.10433364197332586,0.10433364197332586,4.3016776624510835e-06,1.119745785282206e-06,False,0.10433364197332586,0.10433364197332586,3.889660600181811e-06,7.077287230129335e-07,False,0.10433364197332586,0.10433364197332586
2020-01-06,3235.0,3230.0,3240.5400390625,3246.280029296875,6.199999928474426,6.0,5.900000095367432,0.15000000596046448,2.0679865751205,7.318330706170796,put,call in the money,3230.0,10.5400390625,0.0012559496133754473,4.069955009188204,2.589718814754742,0.15000000596046448,5.900000095367432,0.0,11.280029296875,0.15000000596046448,-0.003938368749443644,-0.022606198161174196,5.739990234375,0.3254816930762692,0.3496752427038372,0.3460290816680359,0.32875829561458414,2.017986473792604,2.1679864797530684,2.145380281591894,2.038301409295796,1.503767505478472e-06,1.7086311667509892e-06,2.0486366127251712e-07,False,0.3254816930762692,0.3254816930762692,1.8751693635812986e-06,3.7140185810282654e-07,False,0.3254816930762692,0.3254816930762692,1.873812280543419e-06,3.7004477506494705e-07,False,0.3254816930762692,0.3254816930762692,1.7251322352098926e-06,2.2136472973142054e-07,False,0.3254816930762692,0.3254816930762692,1.436240144508413e-06,-6.752736097005911e-08,True,0.3496752427038372,0.3460290816680359,1.5659646396398562e-06,6.219713416138412e-08,False,0.3254816930762692,0.3254816930762692,1.8066514718520754e-06,3.028839663736033e-07,False,0.3254816930762692,0.3254816930762692,1.538273898993181e-06,3.450639351470894e-08,False,0.3254816930762692,0.3254816930762692
2020-01-08,3245.0,3240.0,3266.530029296875,3253.050048828125,10.5,10.300000190734863,22.399999618530273,0.05000000074505806,11.82830828884829,-1.6516697277330028,put,call in the money,3240.0,26.530029296875,0.0012961134819902045,4.233793610297537,6.266254744290796,0.05000000074505806,22.399999618530273,0.0,8.050048828125,0.05000000074505806,-1.7680035213629708e-10,2.383265293665407e-09,-13.47998046875,-0.030637251399254984,-0.025875346566392312,-0.025875346339414663,0.05697920332160576,-0.32169113969217733,-0.27169113894711927,-0.27169113656385396,0.5982816348768605,1.690234453295068e-06,2.2622058710337216e-06,5.719714177386536e-07,False,-0.030637251399254984,-0.030637251399254984,1.9910199403596845e-06,3.0078548706461646e-07,False,-0.030637251399254984,-0.030637251399254984,1.951463532652104e-06,2.612290793570361e-07,False,-0.030637251399254984,-0.030637251399254984,2.241733866527291e-06,5.51499413232223e-07,False,-0.030637251399254984,-0.030637251399254984,2.2250067966453688e-06,5.347723433503007e-07,False,-0.030637251399254984,-0.030637251399254984,1.6564228662596633e-06,-3.38115870354047e-08,True,-0.025875346566392312,-0.025875346339414663,1.848350100271168e-06,1.5811564697610004e-07,False,-0.030637251399254984,-0.030637251399254984,1.5702066786655183e-06,-1.200277746295497e-07,True,-0.025875346566392312,-0.025875346339414663
2020-01-10,3285.0,3280.0,3267.570068359375,3265.35009765625,4.899999916553497,4.7499998807907104,0.05000000074505806,14.5,6.694631037361516,8.880632512548319,call,put in the money,3285.0,17.429931640625,0.0017322552935820925,5.660265548065927,3.0793487500918904,0.05000000074505806,14.5,0.0,14.64990234375,0.05000000074505806,0.001069867925860779,-0.002375075451624039,-2.219970703125,-0.6337488031585619,-0.6235447212000816,-0.6240294304841778,-0.20801427913653772,-3.1053690825928317,-3.0553690818477737,-3.0577441572993975,-1.0192699504109708,3.0010598341045634e-06,3.136167155574509e-06,1.351073214699457e-07,False,-0.6337488031585619,-0.6337488031585619,3.1801009535489818e-06,1.7904111944441836e-07,False,-0.6337488031585619,-0.6337488031585619,3.136684723415336e-06,1.3562488931077257e-07,False,-0.6337488031585619,-0.6337488031585619,3.1519166953677156e-06,1.5085686126315218e-07,False,-0.6337488031585619,-0.6337488031585619,3.253107983041671e-06,2.5204814893710774e-07,False,-0.6337488031585619,-0.6337488031585619,2.8889302524387424e-06,-1.1212958166582105e-07,True,-0.6235447212000816,-0.6240294304841778,3.124761959284092e-06,1.237021251795288e-07,False,-0.6337488031585619,-0.6337488031585619,2.8952360376011846e-06,-1.058237965033788e-07,True,-0.6235447212000816,-0.6240294304841778
2020-01-13,3280.0,3275.0,3282.340087890625,3288.1298828125,4.675000071525574,4.5,3.0999999046325684,0.25,-0.16151312847236143,3.8762313731135003,put,call in the money,3275.0,7.340087890625,0.0011847868296076909,3.888873306426163,1.8874587347692409,0.25,3.0999999046325684,0.0,8.1298828125,0.25,-0.029304873293223288,-0.1696692065792945,5.789794921875,0.2114410592024871,0.2649169942132043,0.2286241163557871,0.05269487846940511,0.9884869668950702,1.2384869668950702,1.0688177603157758,0.24634856061350033,1.4023168761943101e-06,1.023087640338885e-06,-3.792292358554251e-07,True,0.2649169942132043,0.2286241163557871,1.0377866233833511e-06,-3.64530252810959e-07,True,0.2649169942132043,0.2286241163557871,1.0460802988764128e-06,-3.562365773178973e-07,True,0.2649169942132043,0.2286241163557871,1.0819762443185538e-06,-3.203406318757563e-07,True,0.2649169942132043,0.2286241163557871,9.970542019739853e-07,-4.052626742203248e-07,True,0.2649169942132043,0.2286241163557871,9.509928437261613e-07,-4.513240324681488e-07,True,0.2649169942132043,0.2286241163557871,1.0659603903941925e-06,-3.363564858001176e-07,True,0.2649169942132043,0.2286241163557871,9.643266460258566e-07,-4.3799023016845347e-07,True,0.2649169942132043,0.2286241163557871
2020-01-15,3300.0,3295.0,3284.679931640625,3289.2900390625,6.424999952316284,6.25,0.05000000074505806,11.5,2.7455114757745274,-1.7088360322921416,call,put in the money,3300.0,15.320068359375,0.0016673390748872413,5.476675198522367,2.7973300960970677,0.05000000074505806,11.5,0.0,5.7099609375,0.05000000074505806,0.0028089929407936753,0.012949759204347405,4.610107421875,-0.3975857655920463,-0.3898036642510132,-0.38778813751164276,-0.18191392660956787,-2.5544885249705307,-2.5044885242254726,-2.4915387650211254,-1.1687969697921416,2.821731148642795e-06,2.9750450839396196e-06,1.533139352968246e-07,False,-0.3975857655920463,-0.3975857655920463,3.1061667024360044e-06,2.844355537932094e-07,False,-0.3975857655920463,-0.3975857655920463,3.1378516139686764e-06,3.1612046532588136e-07,False,-0.3975857655920463,-0.3975857655920463,4.301368145025825e-06,1.4796369963830301e-06,False,-0.3975857655920463,-0.3975857655920463,4.253082476404463e-06,1.4313513277616678e-06,False,-0.3975857655920463,-0.3975857655920463,3.4067131735277123e-06,5.849820248849173e-07,False,-0.3975857655920463,-0.3975857655920463,3.3063998236143476e-06,4.846686749715526e-07,False,-0.3975857655920463,-0.3975857655920463,3.447092029677388e-06,6.253608810345931e-07,False,-0.3975857655920463,-0.3975857655920463
2020-01-17,3325.0,3320.0,3324.280029296875,3329.6201171875,5.2499998807907104,5.099999904632568,1.7000000476837158,0.75,-1.0800780682068467,0.1992008480705687,put,between,3320.0,4.280029296875,0.001560400507023226,5.187208243202028,0.8251122947462327,0.75,1.7000000476837158,0.0,4.6201171875,0.75,-0.2059505906512724,-1.0997942552039262,5.340087890625,0.29903272845514,0.4418898745560731,0.23240524976056084,0.12934925345195614,1.5699217887420058,2.319921788742006,1.2201275335380797,0.6790835652031371,2.469887246087099e-06,1.6260562703424456e-06,-8.438309757446534e-07,True,0.4418898745560731,0.23240524976056084,1.7167963537468345e-06,-7.530908923402646e-07,True,0.4418898745560731,0.23240524976056084,1.7725106699713734e-06,-6.973765761157257e-07,True,0.4418898745560731,0.23240524976056084,1.64939879385391e-06,-8.204884522331891e-07,True,0.4418898745560731,0.23240524976056084,1.4583266689553122e-06,-1.011560577131787e-06,True,0.4418898745560731,0.23240524976056084,1.8079501747815615e-06,-6.619370713055376e-07,True,0.4418898745560731,0.23240524976056084,1.7728412285870837e-06,-6.970460175000154e-07,True,0.4418898745560731,0.23240524976056084,1.7654668928238594e-06,-7.044203532632396e-07,True,0.4418898745560731,0.23240524976056084
2020-01-21,3320.0,3315.0,3323.949951171875,3320.7900390625,5.349999964237213,5.200000047683716,4.699999809265137,0.20000000298023224,-2.424868771532122,-4.9753605392450115,put,call in the money,3315.0,8.949951171875,0.001243048842251411,4.131832138505834,2.1660974773073693,0.20000000298023224,4.699999809265137,0.0,0.7900390625,0.20000000298023224,-0.01728487948675206,0.054618699999275364,-3.159912109375,-0.3971716916444377,-0.3597885132673987,-0.34957941039555174,-0.10568216034407182,-2.1248685360937754,-1.9248685331135431,-1.8702498331142678,-0.5653995540612957,1.6286110849346144e-06,2.1307497738200243e-06,5.021386888854099e-07,False,-0.3971716916444377,-0.3971716916444377,1.779438586715671e-06,1.5082750178105651e-07,False,-0.3971716916444377,-0.3971716916444377,1.7860231785927947e-06,1.5741209365818028e-07,False,-0.3971716916444377,-0.3971716916444377,2.2638680810450234e-06,6.35256996110409e-07,False,-0.3971716916444377,-0.3971716916444377,2.3592518342877396e-06,7.306407493531252e-07,False,-0.3971716916444377,-0.3971716916444377,1.7614953574188895e-06,1.3288427248427515e-07,False,-0.3971716916444377,-0.3971716916444377,1.9336872731348685e-06,3.050761882002541e-07,False,-0.3971716916444377,-0.3971716916444377,1.723078813420839e-06,9.446772848622459e-08,False,-0.3971716916444377,-0.3971716916444377
2020-01-22,3335.0,3330.0,3321.7099609375,3321.75,4.774999916553497,4.600000023841858,0.05000000074505806,8.600000381469727,1.9877730204995632,1.9504708749837874,call,put in the money,3335.0,13.2900390625,0.0016239883450547923,5.394418262214909,2.463664924833471,0.05000000074505806,8.600000381469727,0.0,8.25,0.05000000074505806,0.006758320056468592,0.0002705967991359495,0.0400390625,-0.43188007830622943,-0.421408873778723,-0.4213522042910026,-0.3559223310732625,-2.0622273378733635,-2.0122273371283055,-2.0119567403291696,-1.6995291011743545,2.611956938218383e-06,2.4580689528507762e-06,-1.5388798536760664e-07,True,-0.421408873778723,-0.4213522042910026,3.193631847038595e-06,5.81674908820212e-07,False,-0.43188007830622943,-0.43188007830622943,3.2753664992056924e-06,6.634095609873095e-07,False,-0.43188007830622943,-0.43188007830622943,3.2945609685234008e-06,6.826040303050179e-07,False,-0.43188007830622943,-0.43188007830622943,3.2068058967502426e-06,5.948489585318598e-07,False,-0.43188007830622943,-0.43188007830622943,3.3680105710979374e-06,7.560536328795546e-07,False,-0.43188007830622943,-0.43188007830622943,3.2678180170505974e-06,6.558610788322145e-07,False,-0.43188007830622943,-0.43188007830622943,3.348505392982563e-06,7.365484547641803e-07,False,-0.43188007830622943,-0.43188007830622943
2020-01-24,3320.0,3315.0,3297.219970703125,3295.469970703125,7.550000071525574,7.300000190734863,0.05000000074505806,19.200000762939453,5.053205527964188,6.782888552654154,call,put in the money,3320.0,22.780029296875,0.0023177394661002583,7.6420968545125705,2.9808611079593494,0.05000000074505806,19.200000762939453,0.0,19.530029296875,0.05000000074505806,0.0014777640653854673,-0.002586087114424568,-1.75,-0.9134827787613351,-0.9068602621690995,-0.9072027902604803,-0.7214755631631826,-6.89679504498546,-6.846795044240402,-6.849381131354827,-5.4471405534859825,5.361542296827837e-06,4.495281701507919e-06,-8.662605953199184e-07,True,-0.9068602621690995,-0.9072027902604803,4.494099952361913e-06,-8.674423444659238e-07,True,-0.9068602621690995,-0.9072027902604803,4.37332597597248e-06,-9.882163208553568e-07,True,-0.9068602621690995,-0.9072027902604803,5.9774525154281275e-06,6.159102186002905e-07,False,-0.9134827787613351,-0.9134827787613351,5.967495605907817e-06,6.0595330907998e-07,False,-0.9134827787613351,-0.9134827787613351,4.715170169808569e-06,-6.46372127019268e-07,True,-0.9068602621690995,-0.9072027902604803,4.645993471108096e-06,-7.155488257197414e-07,True,-0.9068602621690995,-0.9072027902604803,4.9929956293341685e-06,-3.685466674936685e-07,True,-0.9068602621690995,-0.9072027902604803
