date,K_c,K_p,S_1530,S_close,entry_mid,entry_bid,ask_c_1530,ask_p_1530,hedge_exit_pts,hedge_hold_pts,ride_leg,case,K_ride,dist_ride_pts,total_vol_1530_mid,implied_last_bar_pts,dist_in_implied_moves,ask_ride_pts,ask_buyback_pts,pay_ride_pts,pay_buyback_pts,saved_pts,delta_ride_1530,resid_hedge_pts,settle_move_pts,r_book,r_ride_flat,r_ride_hedged,r_hold,r_book_pts,r_ride_flat_pts,r_ride_hedged_pts,r_hold_pts,slice_1530,rv_hat_a0,s_a0,ride_a0,r_a0_flat,r_a0_hedged,rv_hat_blk2,s_blk2,ride_blk2,r_blk2_flat,r_blk2_hedged,rv_hat_blk2_inc,s_blk2_inc,ride_blk2_inc,r_blk2_inc_flat,r_blk2_inc_hedged,rv_hat_lgbm,s_lgbm,ride_lgbm,r_lgbm_flat,r_lgbm_hedged,rv_hat_xgb,s_xgb,ride_xgb,r_xgb_flat,r_xgb_hedged,rv_hat_lasso_t,s_lasso_t,ride_lasso_t,r_lasso_t_flat,r_lasso_t_hedged,rv_hat_lasso_f,s_lasso_f,ride_lasso_f,r_lasso_f_flat,r_lasso_f_hedged,rv_hat_enet,s_enet,ride_enet,r_enet_flat,r_enet_hedged
2020-01-27,3250.0,3245.0,3250.409912109375,3243.6298828125,14.800000190734863,14.400000095367432,3.700000047683716,1.850000023841858,-3.557017609404076,-5.332111351046315,put,call in the money,3245.0,5.409912109375,0.002585834559963438,8.405022284780143,0.6436523219184435,1.850000023841858,3.700000047683716,1.3701171875,0.0,0.4798828363418579,-0.25824921878715257,1.750937269271976,-6.780029296875,0.35763394231246765,0.39005845786364146,0.5083650285870731,0.5201196930821729,5.292982414437782,5.77286525077964,7.523802520051616,7.697771556821117,6.619017510510869e-06,5.401435043740465e-06,-1.2175824667704041e-06,True,0.39005845786364146,0.5083650285870731,5.002396930215709e-06,-1.61662058029516e-06,True,0.39005845786364146,0.5083650285870731,4.956503251721508e-06,-1.6625142587893615e-06,True,0.39005845786364146,0.5083650285870731,5.439925155485115e-06,-1.1790923550257538e-06,True,0.39005845786364146,0.5083650285870731,6.199417799562201e-06,-4.195997109486678e-07,True,0.39005845786364146,0.5083650285870731,5.14496380216626e-06,-1.4740537083446088e-06,True,0.39005845786364146,0.5083650285870731,4.969548391882159e-06,-1.6494691186287102e-06,True,0.39005845786364146,0.5083650285870731,5.5881538877001196e-06,-1.0308636228107496e-06,True,0.39005845786364146,0.5083650285870731
2020-01-29,3290.0,3285.0,3282.25,3273.39990234375,10.899999856948853,10.5,0.6000000238418579,4.800000190734863,-0.6318359065214673,3.5011041714227895,call,put in the money,3290.0,7.75,0.0024391921459002213,8.006038420881001,0.9680193364781746,0.6000000238418579,4.800000190734863,0.0,11.60009765625,0.6000000238418579,0.166958488022111,-1.4775989235355282,-8.85009765625,0.40992329702218433,0.4649691714915636,0.3294096354431713,0.2202758299709633,4.468163878901811,5.068163902743669,3.590564979208141,2.4010065151727895,5.9423449793414445e-06,7.36309625707649e-06,1.4207512777350452e-06,False,0.40992329702218433,0.40992329702218433,7.764450447293058e-06,1.822105467951613e-06,False,0.40992329702218433,0.40992329702218433,6.952952363826165e-06,1.0106073844847203e-06,False,0.40992329702218433,0.40992329702218433,6.7214743418159485e-06,7.791293624745039e-07,False,0.40992329702218433,0.40992329702218433,6.833887774220737e-06,8.915427948792921e-07,False,0.40992329702218433,0.40992329702218433,7.221136963949978e-06,1.2787919846085331e-06,False,0.40992329702218433,0.40992329702218433,7.47673183634806e-06,1.5343868570066155e-06,False,0.40992329702218433,0.40992329702218433,6.582948776900309e-06,6.406037975588643e-07,False,0.40992329702218433,0.40992329702218433
2020-01-31,3250.0,3245.0,3221.969970703125,3225.52001953125,15.349999904632568,15.0,0.20000000298023224,24.0,5.831720690706289,2.458549897699235,call,put in the money,3250.0,28.030029296875,0.003946345474310746,12.715006612249402,2.2044840519289535,0.20000000298023224,24.0,0.0,19.47998046875,0.20000000298023224,0.014141025122293482,0.05020132966388416,3.550048828125,-0.21943187838440376,-0.20640256214839042,-0.20313211719882834,-0.13168928883450387,-3.368279312273943,-3.1682793092937107,-3.1180779796298266,-2.021430571050765,1.5568331853396228e-05,7.492242593925128e-06,-8.0760892594711e-06,True,-0.20640256214839042,-0.20313211719882834,9.012156364646613e-06,-6.556175488749615e-06,True,-0.20640256214839042,-0.20313211719882834,8.611953167110459e-06,-6.9563786862857686e-06,True,-0.20640256214839042,-0.20313211719882834,1.1174192003106627e-05,-4.3941398502896e-06,True,-0.20640256214839042,-0.20313211719882834,1.095985668972844e-05,-4.608475163667787e-06,True,-0.20640256214839042,-0.20313211719882834,9.160487167413017e-06,-6.4078446859832105e-06,True,-0.20640256214839042,-0.20313211719882834,9.113093352888261e-06,-6.4552385005079664e-06,True,-0.20640256214839042,-0.20313211719882834,9.112959234151034e-06,-6.455372619245194e-06,True,-0.20640256214839042,-0.20313211719882834
2020-02-03,3260.0,3255.0,3256.3798828125,3248.919921875,11.799999952316284,11.5,1.0499999523162842,1.899999976158142,-4.659811353811889,-3.651009876074354,call,between,3260.0,3.6201171875,0.0018430132944124511,6.001551415680697,0.6031968963960639,1.0499999523162842,1.899999976158142,0.0,6.080078125,1.0499999523162842,0.2733627126652517,-2.0392751582518143,-7.4599609375,0.32967701130795846,0.4186600584740031,0.245840129110231,0.14990779712489888,3.8901887177136847,4.940188670029969,2.900913511778155,1.7689119989256459,3.388455818686136e-06,3.64196900040546e-06,2.5351318171932415e-07,False,0.32967701130795846,0.32967701130795846,3.790733149568695e-06,4.0227733088255886e-07,False,0.32967701130795846,0.32967701130795846,4.032119628977394e-06,6.436638102912583e-07,False,0.32967701130795846,0.32967701130795846,3.6410851414000235e-06,2.526293227138876e-07,False,0.32967701130795846,0.32967701130795846,3.740706126007658e-06,3.522503073215221e-07,False,0.32967701130795846,0.32967701130795846,3.920539562512424e-06,5.320837438262878e-07,False,0.32967701130795846,0.32967701130795846,3.626718574331468e-06,2.3826275564533196e-07,False,0.32967701130795846,0.32967701130795846,4.0992450870958895e-06,7.107892684097535e-07,False,0.32967701130795846,0.32967701130795846
2020-02-05,3325.0,3320.0,3334.9599609375,3334.68994140625,8.549999952316284,8.299999713897705,10.800000190734863,0.15000000596046448,4.99678086990121,4.7384264064106665,put,call in the money,3320.0,14.9599609375,0.0016835305305956116,5.61450691255223,2.664519105685727,0.15000000596046448,10.800000190734863,0.0,9.68994140625,0.15000000596046448,-0.004068132732143237,0.0010984752933960987,-0.27001953125,0.2744772397885008,0.2920211002325968,0.29214957687581583,0.3916356412553233,2.3467803871035873,2.4967803930640518,2.4978788683574478,3.3484847140583716,2.888097567414756e-06,3.4775637321760284e-06,5.894661647612722e-07,False,0.2744772397885008,0.2744772397885008,4.1154398779062475e-06,1.2273423104914913e-06,False,0.2744772397885008,0.2744772397885008,4.292848424612281e-06,1.4047508571975251e-06,False,0.2744772397885008,0.2744772397885008,2.945935600936827e-06,5.7838033522070774e-08,False,0.2744772397885008,0.2744772397885008,2.775836253015397e-06,-1.1226131439935933e-07,True,0.2920211002325968,0.29214957687581583,4.2006427183666495e-06,1.3125451509518933e-06,False,0.2744772397885008,0.2744772397885008,3.970366384591088e-06,1.0822688171763316e-06,False,0.2744772397885008,0.2744772397885008,4.304421593310601e-06,1.4163240258958446e-06,False,0.2744772397885008,0.2744772397885008
2020-02-07,3335.0,3330.0,3328.110107421875,3327.7099609375,8.74999988079071,8.399999856948853,0.4000000059604645,3.5999999046325684,-4.537221928663217,-4.346561608713388,call,put in the money,3335.0,6.889892578125,0.0019077865660074647,6.349323753133113,1.085138015639089,0.4000000059604645,3.5999999046325684,0.0,2.2900390625,0.4000000059604645,0.13990149333926888,-0.05598109071852092,-0.400146484375,-0.015682512477359845,0.030031774540929545,0.023633935514506373,0.20153133825827116,-0.1372219823073975,0.262778023653067,0.2067969329345461,1.763399185735465,3.6551327699491196e-06,2.716808616551178e-06,-9.383241533979414e-07,True,0.030031774540929545,0.023633935514506373,3.642785248456574e-06,-1.2347521492545618e-08,True,0.030031774540929545,0.023633935514506373,3.785100483108296e-06,1.2996771315917624e-07,False,-0.015682512477359845,-0.015682512477359845,2.9313840429218886e-06,-7.23748727027231e-07,True,0.030031774540929545,0.023633935514506373,2.9984250007837075e-06,-6.567077691654121e-07,True,0.030031774540929545,0.023633935514506373,3.6253561861849557e-06,-2.9776583764163888e-08,True,0.030031774540929545,0.023633935514506373,3.826950386927367e-06,1.7181761697824697e-07,False,-0.015682512477359845,-0.015682512477359845,3.822143602486606e-06,1.670108325374862e-07,False,-0.015682512477359845,-0.015682512477359845
2020-02-10,3340.0,3335.0,3346.72998046875,3352.090087890625,7.7499998807907104,7.5,7.400000095367432,0.15000000596046448,2.4233630832565356,7.338205174974359,put,call in the money,3335.0,11.72998046875,0.0014207513713654961,4.754871209340997,2.466939681921631,0.15000000596046448,7.400000095367432,0.0,12.090087890625,0.15000000596046448,-0.006389906621729113,-0.03425058590821843,5.360107421875,0.30624038947552756,0.3255952292520103,0.3211757987442612,0.3545957840800607,2.3733629819286395,2.523362987889104,2.4891124019808855,2.748117284349359,1.9896578696747373e-06,1.9911293316589587e-06,1.4714619842213996e-09,False,0.30624038947552756,0.30624038947552756,2.4055658608814895e-06,4.1590799120675226e-07,False,0.30624038947552756,0.30624038947552756,2.3922685853694828e-06,4.026107156947455e-07,False,0.30624038947552756,0.30624038947552756,1.8101857704501746e-06,-1.7947209922456267e-07,True,0.3255952292520103,0.3211757987442612,1.8373487390907749e-06,-1.523091305839624e-07,True,0.3255952292520103,0.3211757987442612,1.9508066806641582e-06,-3.885118901057905e-08,True,0.3255952292520103,0.3211757987442612,2.3629947058092314e-06,3.733368361344941e-07,False,0.30624038947552756,0.30624038947552756,2.128401659098203e-06,1.3874378942346562e-07,False,0.30624038947552756,0.30624038947552756
2020-02-12,3375.0,3370.0,3377.27001953125,3379.449951171875,7.024999976158142,6.799999952316284,3.4000000953674316,0.3499999940395355,-0.9564294966322889,0.45679084994722186,put,call in the money,3370.0,7.27001953125,0.0013064254274032356,4.412151428722247,1.647726658682562,0.3499999940395355,3.4000000953674316,0.0,4.449951171875,0.3499999940395355,-0.049016979953504736,-0.10685366552852632,2.179931640625,0.2980171350010406,0.34783919837860444,0.33262871213075074,0.3995501266782239,2.093570366277028,2.4435703603165635,2.3367166947880373,2.806839630388506,1.6978704380736165e-06,1.6236411234623027e-06,-7.422931461131373e-08,True,0.34783919837860444,0.33262871213075074,1.8844625336544425e-06,1.86592095580826e-07,False,0.2980171350010406,0.2980171350010406,1.9151263929342885e-06,2.17255954860672e-07,False,0.2980171350010406,0.2980171350010406,1.4655892801684478e-06,-2.3228115790516866e-07,True,0.34783919837860444,0.33262871213075074,1.3575104080960563e-06,-3.403600299775602e-07,True,0.34783919837860444,0.33262871213075074,1.6930096348599565e-06,-4.860803213659991e-09,True,0.34783919837860444,0.33262871213075074,2.005615621580237e-06,3.077451835066207e-07,False,0.2980171350010406,0.2980171350010406,1.8413030539611054e-06,1.4343261588748895e-07,False,0.2980171350010406,0.2980171350010406
2020-02-14,3380.0,3375.0,3371.989990234375,3380.159912109375,6.600000023841858,6.400000095367432,0.20000000298023224,4.099999904632568,0.0008695475693860644,-5.208146598797083,call,put in the money,3380.0,8.010009765625,0.0016202002232622342,5.463298935015754,1.4661489076291783,0.20000000298023224,4.099999904632568,0.159912109375,0.0,0.04008789360523224,0.0714296222922372,0.5835744336883364,8.169921875,0.31831359511133783,0.3243875183629164,0.41280788678416347,0.1563547550708425,2.100869735324017,2.1409576289292493,2.7245320626175857,1.0319413871953484,2.619232565372657e-06,2.0556868179436773e-06,-5.635457474289796e-07,True,0.3243875183629164,0.41280788678416347,2.234181587784795e-06,-3.850509775878619e-07,True,0.3243875183629164,0.41280788678416347,2.2886465644374226e-06,-3.305860009352344e-07,True,0.3243875183629164,0.41280788678416347,1.9883925993638475e-06,-6.308399660088094e-07,True,0.3243875183629164,0.41280788678416347,1.980622400253897e-06,-6.3861016511876e-07,True,0.3243875183629164,0.41280788678416347,2.476085060624758e-06,-1.4314750474789908e-07,True,0.3243875183629164,0.41280788678416347,2.379322595269006e-06,-2.39909970103651e-07,True,0.3243875183629164,0.41280788678416347,2.3406304905280615e-06,-2.786020748445955e-07,True,0.3243875183629164,0.41280788678416347
2020-02-18,3370.0,3365.0,3372.1298828125,3370.2900390625,7.699999928474426,7.5,3.299999952316284,0.44999998807907104,-5.613182665238658,-6.750638368335824,put,call in the money,3365.0,7.1298828125,0.0013707159383058807,4.622232176408636,1.5425194019655994,0.44999998807907104,3.299999952316284,0.0,0.2900390625,0.44999998807907104,-0.06034339049180015,0.11102240985014794,-1.83984375,-0.24197176921314065,-0.18353021177688908,-0.16911171685722165,0.05965228226374536,-1.8631826056340133,-1.4131826175549422,-1.3021602077047942,0.4593225691641756,1.8617921314719236e-06,2.2646874925632244e-06,4.0289536109130083e-07,False,-0.24197176921314065,-0.24197176921314065,2.4669986142116122e-06,6.052064827396886e-07,False,-0.24197176921314065,-0.24197176921314065,2.542812506215887e-06,6.810203747439634e-07,False,-0.24197176921314065,-0.24197176921314065,1.7250283889066662e-06,-1.3676374256525736e-07,True,-0.18353021177688908,-0.16911171685722165,1.7533558954004128e-06,-1.084362360715108e-07,True,-0.18353021177688908,-0.16911171685722165,2.120074964926143e-06,2.582828334542193e-07,False,-0.24197176921314065,-0.24197176921314065,2.409426593474125e-06,5.476344620022014e-07,False,-0.24197176921314065,-0.24197176921314065,1.966435535668673e-06,1.0464340419674937e-07,False,-0.24197176921314065,-0.24197176921314065
