block,sample,family,variant,forecast,n_active,frac_active,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,Sharpe_uncond_ride,Sharpe_book,Sharpe_hold,beats_ride,beats_book,beats_both,modal_pick,modal_pick_share,null_share,n_candidates,d_ride_mean,d_ride_t_hac,d_ride_t_lag,d_ride_ci_lo,d_ride_ci_hi,d_ride_positive,d_ride_Sharpe,d_book_mean,d_book_t_hac,d_book_t_lag,d_book_ci_lo,d_book_ci_hi,d_book_positive,d_book_Sharpe
fixed_rule_oos,whole,rule,hedged,enet,524,0.657465495608532,797,0.05656144440341703,0.3404029608365454,2.6377123510022336,4.690901603003741,4.987772233245493,13,-5.344567048369484,-2.1979172269074536,2024-04-04,2.633999281222972,2.2508623989667926,3.409981689327548,True,True,True,enet,1.0,,1,-0.000846165962785437,-0.3844410160944504,13,-0.004619548666157748,0.0035112420302998433,False,0.0037130697792613354,0.01015902763331101,3.2764343814835737,13,0.004023492217677434,0.015720618326437938,True,0.3868499520354409
fixed_rule_oos,era,rule,hedged,a0,312,0.6380368098159509,489,0.06000542624490663,0.3539193875617226,2.691450777854278,3.749217201164767,4.5690372296112125,11,-2.8400066226497316,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,False,True,False,a0,1.0,,1,-0.002327344324232494,-0.8810315902983179,11,-0.0068120316082169695,0.002834872981880238,False,-0.0876306749254101,0.006712102554107206,1.874383785353454,11,-0.000507429969410465,0.01357026024998406,False,0.17831861013643824
fixed_rule_oos,era,rule,hedged,blk2,270,0.5521472392638037,489,0.06198734276842811,0.34753763289082246,2.831401457760974,3.9441698641442495,4.832984925010993,11,-2.845085166362651,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,blk2,1.0,,1,-0.00034542780071101245,-0.0983073740681242,11,-0.006313332549057948,0.005930077596612993,False,0.05232000498128597,0.008694019077628687,3.009808981191843,11,0.002709213400106562,0.014457925704115793,True,0.3182692900431343
fixed_rule_oos,era,rule,hedged,blk2_inc,261,0.5337423312883436,489,0.06236880482596542,0.3471352945592167,2.852127393396133,3.9730412947618734,4.887528119896049,11,-2.845085166362651,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,blk2_inc,1.0,,1,3.603425682629444e-05,0.010176773983800376,11,-0.00594985360788658,0.006083698738774088,False,0.07304594061644476,0.009075481135165995,3.225820437733551,11,0.003045587617772663,0.01454308950394424,True,0.3389952256782931
fixed_rule_oos,era,rule,hedged,lgbm,297,0.6073619631901841,489,0.06362894106302043,0.350179078360773,2.884461659340457,4.018083242793391,4.846035239695543,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,lgbm,1.0,,1,0.0012961704938813136,0.3975526267641239,11,-0.00420486377193972,0.007060177472303962,False,0.10538020656076874,0.010335617372221013,3.3811586073466136,11,0.00436411022527701,0.016372903502608265,True,0.3713294916226171
fixed_rule_oos,era,rule,hedged,xgb,305,0.623721881390593,489,0.06380238438609807,0.35014465244991455,2.892608656864389,4.02943208985606,4.8587775291095365,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,xgb,1.0,,1,0.001469613816958951,0.4462100423683937,11,-0.004142294817276915,0.007306049322104311,False,0.11352720408470107,0.010509060695298651,3.406131715404094,11,0.004452949673012527,0.01665389316111018,True,0.3794764891465494
fixed_rule_oos,era,rule,hedged,lasso_t,274,0.5603271983640081,489,0.06335768257535623,0.348081277639195,2.8894746573560743,4.025066397954244,4.915682784259203,11,-2.8292212191365103,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,lasso_t,1.0,,1,0.001024912006217109,0.289780724854358,11,-0.005154824301300344,0.0074598692183883465,False,0.11039320457638624,0.010064358884556809,3.521508437598368,11,0.004006730968010726,0.015671690979385467,True,0.3763424896382346
fixed_rule_oos,era,rule,hedged,lasso_f,257,0.5255623721881391,489,0.06191260068612,0.34769231266482337,2.826729354720524,3.9376615790108183,4.812557281859747,11,-2.845085166362651,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,lasso_f,1.0,,1,-0.0004201698830191379,-0.1190413697246043,11,-0.006392633561200887,0.005771793694812821,False,0.04764790194083579,0.00861927699532056,3.006691497210135,11,0.0026466845779681424,0.01437736477020988,True,0.31359718700268413
fixed_rule_oos,era,rule,hedged,enet,287,0.5869120654396728,489,0.062277994940578424,0.3477562109805192,2.8428896145364253,3.9601729786528255,4.838438727537497,11,-2.8400066226497316,-2.1979172269074536,2024-04-04,2.779081452779688,2.5131321677178398,3.3233348969887193,True,True,True,enet,1.0,,1,-5.477562856070267e-05,-0.016249633835194694,11,-0.0060971862566786186,0.006095430736344956,False,0.0638081617567372,0.008984671249778997,2.94248046103113,11,0.0025826425953897583,0.014946567854179282,True,0.32975744681858554
fixed_rule_oos,whole,reverse,flat,a0,248,0.3111668757841907,797,0.04777350510329992,0.3333972145929832,2.2747067143109874,4.045333210223024,4.106782247005086,13,-5.794675172730685,-2.2028675866604797,2024-04-04,2.561002201690752,2.2508623989667926,3.409981689327548,False,True,False,a0,1.0,,1,-0.009717518789071974,-2.18939723991812,13,-0.01753896306305563,-0.0010252026062557015,False,-0.2862954873797645,0.001371088333193898,0.5934051102827528,13,-0.0034747752025428478,0.005301181657448382,False,0.023844315344194733
