variant,family,causal,description,book,sample,n_fallback_stamps,n,mean,sd,Sharpe_ann,t,MaxDD,worst_day,worst_date,sd_diff_vs_V0,mean_abs_diff_vs_V0,mean_turnover,mean_hedge_cost_prem,mean_choppy,Sharpe_choppy,n_choppy,mean_trend,Sharpe_trend,n_trend
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,exit_crossed,whole,0,865,0.045907840134738226,0.3235290821279116,2.2525467094164875,4.1733190592707805,-6.070172381929872,-2.2028675866604797,2024-04-04,0.0,0.0,2.055879436038417,0.027304525433073885,0.12584545974759756,6.685120907537402,289,-0.03720762561642831,-1.6960726358632812,289
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,exit_crossed,daily_era,0,489,0.05329332369079943,0.33663382173958073,2.5131321677178393,3.5008176369177386,-2.4206059081086444,-2.2028675866604797,2024-04-04,0.0,0.0,2.1241286608815755,0.02751042629616354,0.138739040224809,6.956786089265507,156,-0.04658701949249328,-1.95485279284015,169
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,exit_mid,whole,0,865,0.08487953095628267,0.31584457081058137,4.26608815343187,7.903830328942877,-3.4544058900805297,-2.041976485629983,2024-04-04,0.0,0.0,2.055879436038417,0.027304525433073885,0.15430804645601431,8.255378965673808,289,0.011279401370186935,0.525372451174444,289
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,exit_mid,daily_era,0,489,0.0809156106804417,0.3311635003389521,3.8787351170811952,5.403115873185777,-2.1319712654000185,-2.041976485629983,2024-04-04,0.0,0.0,2.1241286608815755,0.02751042629616354,0.15904871370297435,8.026812078360704,156,-0.01316036757084183,-0.5635732268122372,169
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,hold,whole,0,865,0.10280158963047407,0.38849110201440484,4.200674442231098,7.782637597821875,-3.475653002635873,-2.297983622740885,2023-11-30,0.0,0.0,2.3527384483566958,0.031198119965995745,0.1709049311126802,6.046639196881415,289,0.029993752544086687,1.3566875194060593,289
V0_implied,V0 implied,True,the book: the re-inverted implied total volatility,hold,daily_era,0,489,0.09534612514974292,0.4042389863021925,3.744252447208741,5.21578020154985,-2.995115867154505,-2.297983622740885,2023-11-30,0.0,0.0,2.415577139858137,0.03128208007765915,0.18022229127411846,5.917127796835041,156,0.0002802606208662742,0.011754346031421526,169
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,exit_crossed,whole,13,865,0.04973390815644971,0.32803610019306473,2.4067513172821458,4.459015700473767,-6.218447798367498,-2.001257442487507,2024-04-04,0.07646724767684561,0.05207075466024128,2.1940243067133736,0.029052248966073474,0.1155278723804087,6.201734806280856,289,-0.015317564486576113,-0.6751364132703722,289
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,exit_crossed,daily_era,13,489,0.056088546067022994,0.34285477656221314,2.596953948499627,3.617582195617892,-2.6778625054821146,-2.001257442487507,2024-04-04,0.07770277639089553,0.049898813161413265,2.205384611579152,0.028115158894370957,0.1438714520037496,7.323319350673493,156,-0.042800954779481384,-1.754933529873804,169
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,exit_mid,whole,13,865,0.08870559897799417,0.32133856618279616,4.382162233112552,8.11888210433722,-3.391435195993104,-1.84036634145701,2024-04-04,0.07646724767684561,0.052070754660241296,2.1940243067133736,0.029052248966073474,0.1439904590888255,7.792067346991749,289,0.03316946250003912,1.4850086637336355,289
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,exit_mid,daily_era,13,489,0.08371083305666527,0.33786179670830285,3.9331711688231565,5.478945824539064,-2.0453628223082845,-1.84036634145701,2024-04-04,0.07770277639089553,0.049898813161413265,2.205384611579152,0.028115158894370957,0.16418112548191496,8.407650156300816,156,-0.009374302857829938,-0.3911542918167716,169
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,hold,whole,13,865,0.10578093879024673,0.3935205306331631,4.267173410845463,7.9058409977691575,-3.5005766696403526,-2.4650373408959307,2023-11-30,0.08166681792488953,0.057103933479549916,2.4545831799955877,0.032400000067466614,0.15816036716041013,5.604780525026452,289,0.05220579178211971,2.279645588661968,289
V1_forecast_blk2,V1 forecast,True,sqrt(rv_hat / w_slice) of blk2,hold,daily_era,13,489,0.0980645187939454,0.41015078045580683,3.79549680065946,5.287164086033583,-2.7857374064352083,-2.4650373408959307,2023-11-30,0.08047417370214364,0.05387020168099862,2.474072234326389,0.031563753749964785,0.18425878622538944,6.061599152465451,156,0.003643923992779789,0.14921074618476235,169
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,exit_crossed,whole,13,865,0.04916222455072933,0.3283539788731738,2.3767828946001655,4.403492860910812,-5.993879387079479,-2.0317655697143966,2024-04-04,0.08108709051406776,0.053473263577322,2.2008576150133212,0.029082776590481633,0.11766706754871334,6.3452001062228485,289,-0.018632600447964828,-0.8270654644780899,289
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,exit_crossed,daily_era,13,489,0.05583015755073289,0.3431259463638293,2.582947412204769,3.5980709538602826,-2.9243025704916645,-2.0317655697143966,2024-04-04,0.08486371016216816,0.05203130811612535,2.208146401145427,0.0280860286268582,0.14807827903407286,7.63514622452278,156,-0.04476595351194756,-1.8457158056562533,169
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,exit_mid,whole,13,865,0.0881339153722738,0.3216840887392771,4.349243813568417,8.057893771837694,-3.2741835053163513,-1.8708744686838996,2024-04-04,0.08108709051406775,0.05347326357732201,2.2008576150133212,0.029082776590481633,0.1461296542571301,7.943312656040502,289,0.029854426538650416,1.3459615154120022,289
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,exit_mid,daily_era,13,489,0.08345244454037518,0.33820283614755564,3.917076812293405,5.456526228817856,-2.1133914973521906,-1.8708744686838996,2024-04-04,0.08486371016216816,0.05203130811612535,2.208146401145427,0.0280860286268582,0.16838795251223823,8.736793328629046,156,-0.011339301590296101,-0.4754823845677655,169
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,hold,whole,13,865,0.10561037363394389,0.3941253751924622,4.253754801262119,7.880980186275667,-3.2654676445420634,-2.5129481381719483,2023-11-30,0.08702670946116428,0.05917979109166126,2.476201772644868,0.032657220041372205,0.16015590083467635,5.654659049035538,289,0.049318162000769945,2.1720634169621706,289
V1_forecast_a0,V1 forecast,True,sqrt(rv_hat / w_slice) of a0,hold,daily_era,13,489,0.0979298041865026,0.4113446150307841,3.7792823586522104,5.264577210070229,-2.8758252997977394,-2.5129481381719483,2023-11-30,0.08795571642302887,0.05664015160194088,2.4937771839292675,0.031796867018680154,0.18730348853795162,6.137539947748123,156,0.002725518595486641,0.11215883900819089,169
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,exit_crossed,whole,13,865,0.04785670454963576,0.3300596786077487,2.301709909059889,4.264404281712046,-6.263837854958286,-2.096123279658143,2024-04-04,0.07967620730248916,0.05174762652236109,2.1773629156318495,0.02879221229998693,0.11942743472312581,6.450800991357848,289,-0.023975794575773115,-1.0525503942479508,289
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,exit_crossed,daily_era,13,489,0.054408053646908,0.3444665616476521,2.5073582512085424,3.492774514868892,-2.954530052731128,-2.096123279658143,2024-04-04,0.0822709838086017,0.049995784290783274,2.188007870263493,0.027840993969570273,0.14961785495029176,7.771360020016884,156,-0.05209352228638353,-2.1223977138572847,169
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,exit_mid,whole,13,865,0.08682839537118023,0.32317860272341475,4.265004037180164,7.901821774360282,-3.436799195779386,-1.935232178627646,2024-04-04,0.07967620730248916,0.05174762652236109,2.1773629156318495,0.02879221229998693,0.1478900214315426,8.052720593344775,289,0.02451123241084212,1.0929911086136868,289
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,exit_mid,daily_era,13,489,0.08203034063655026,0.339337503482413,3.83745172388485,5.345607703551859,-2.0322442201210897,-1.935232178627646,2024-04-04,0.08227098380860169,0.049995784290783274,2.188007870263493,0.027840993969570273,0.1699275284284571,8.881926804793613,156,-0.01866687036473208,-0.7739746826271332,169
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,hold,whole,13,865,0.10448699689170408,0.39591706119535985,4.189462432067595,7.76186497831859,-3.4837712229978024,-2.52269803762603,2023-11-30,0.08727107200830395,0.05878248645769041,2.459026063421599,0.0324574822128941,0.16180769826701566,5.71125445433334,289,0.043289134348963185,1.8879555004956798,289
V1_forecast_xgb,V1 forecast,True,sqrt(rv_hat / w_slice) of xgb,hold,daily_era,13,489,0.0967114566977921,0.41225566868865365,3.724016179091907,5.187590882564235,-2.8479173624994516,-2.52269803762603,2023-11-30,0.08638095602978524,0.055017893248868376,2.4812409472223704,0.031652263485242776,0.189868804679717,6.2645734076278865,156,-0.0052570357506634005,-0.21421092060315813,169
