sample,book,leg,mean_weight,ann_growth,ann_vol,Sharpe,max_drawdown,worst_20,worst_day
2022-12-21..2024-04,buy and hold,S&P alone,1.0,0.22687817406487665,0.12906769979182578,1.6491667099045,-0.10276617093291418,-0.059459636714578136,-0.020041234255327334
2022-12-21..2024-04,buy and hold,S&P + insurance,1.0,0.3483701163256743,0.1387589350380817,2.224542436098482,-0.09053318338352723,-0.06234453273821759,-0.03452119539023942
2022-12-21..2024-04,vol_managed L0,S&P alone,0.9912491752539361,0.22493614240095616,0.12769173194906425,1.6531459039020493,-0.104273007154293,-0.061322732651726955,-0.020041234255327334
2022-12-21..2024-04,vol_managed L0,S&P + insurance,0.9912491752539361,0.34615308784649734,0.137932208674349,2.225107914553743,-0.0924782901186888,-0.06283617559959957,-0.03452119539023942
2022-12-21..2024-04,vol_managed L1,S&P alone,0.9912491752539361,0.21969788378900668,0.12749983100516926,1.6218125051026677,-0.10511478766621685,-0.059459636714578115,-0.020041234255327334
2022-12-21..2024-04,vol_managed L1,S&P + insurance,0.9912491752539361,0.3404852537104377,0.13727770587286778,2.2043040707740027,-0.09290816047483808,-0.06234453273821759,-0.03452119539023942
2022-12-21..2024-04,brake L0,S&P alone,1.0,0.22687817406487665,0.12906769979182578,1.6491667099045,-0.10276617093291418,-0.059459636714578136,-0.020041234255327334
2022-12-21..2024-04,brake L0,S&P + insurance,1.0,0.3483701163256743,0.1387589350380817,2.224542436098482,-0.09053318338352723,-0.06234453273821759,-0.03452119539023942
2022-12-21..2024-04,brake L1,S&P alone,1.0,0.22687817406487665,0.12906769979182578,1.6491667099045,-0.10276617093291418,-0.059459636714578136,-0.020041234255327334
2022-12-21..2024-04,brake L1,S&P + insurance,1.0,0.3483701163256743,0.1387589350380817,2.224542436098482,-0.09053318338352723,-0.06234453273821759,-0.03452119539023942
HOLDOUT 2024-05..2025-12,buy and hold,S&P alone,1.0,0.20281452797928434,0.16680807363780073,1.1902460277754898,-0.18902206184283954,-0.12064054861614705,-0.05974960534553109
HOLDOUT 2024-05..2025-12,buy and hold,S&P + insurance,1.0,0.32540665220511245,0.18151592925000687,1.643284570143629,-0.1778340700309169,-0.12370289159865035,-0.074266832529097
HOLDOUT 2024-05..2025-12,vol_managed L0,S&P alone,0.9201848397150503,0.16181390214569502,0.12345565269051757,1.2770116079687666,-0.13309316145425953,-0.07915556237356897,-0.0367669832326347
HOLDOUT 2024-05..2025-12,vol_managed L0,S&P + insurance,0.9201848397150503,0.2805227868500506,0.1413202101920087,1.8213529397457089,-0.13809092783298793,-0.0821098109514882,-0.05128421041620061
HOLDOUT 2024-05..2025-12,vol_managed L1,S&P alone,0.9201848397150503,0.15472190665249919,0.1238134799182908,1.2242324496239154,-0.13362112072886756,-0.08216581684009813,-0.03961376474229262
HOLDOUT 2024-05..2025-12,vol_managed L1,S&P + insurance,0.9201848397150503,0.2726927054515429,0.14170857129193767,1.773471824951453,-0.13755574741429633,-0.08514228043138453,-0.05413099192585853
HOLDOUT 2024-05..2025-12,brake L0,S&P alone,0.9498806682577565,0.10933829098043835,0.13857711932867525,0.8186755484122697,-0.18569852579970036,-0.13054969668010327,-0.05974960534553109
HOLDOUT 2024-05..2025-12,brake L0,S&P + insurance,0.9498806682577565,0.22240139272507609,0.15619127848852213,1.3649249814099407,-0.1778340700309169,-0.12370289159865035,-0.074266832529097
HOLDOUT 2024-05..2025-12,brake L1,S&P alone,0.9498806682577565,0.1355198278950709,0.14360730318710768,0.9573080182133151,-0.18902206184283954,-0.12064054861614705,-0.05974960534553109
HOLDOUT 2024-05..2025-12,brake L1,S&P + insurance,0.9498806682577565,0.2512708705031208,0.1605159585343787,1.4778349997377231,-0.1778340700309169,-0.12370289159865035,-0.074266832529097
all,buy and hold,S&P alone,1.0,0.21353510965321765,0.15097832429382615,1.3575034671846886,-0.18902206184283976,-0.12064054861614709,-0.05974960534553109
all,buy and hold,S&P + insurance,1.0,0.33564455889801637,0.16364691993794533,1.8511675515462696,-0.17783407003091656,-0.12370289159865029,-0.074266832529097
all,vol_managed L0,S&P alone,0.9520186659116526,0.18967748476553892,0.12529882539979542,1.4492762671103605,-0.13309316145425876,-0.07915556237356906,-0.0367669832326347
all,vol_managed L0,S&P + insurance,0.9520186659116526,0.30951716333879453,0.13972951234805828,2.000843477169873,-0.13809092783298826,-0.08210981095148809,-0.05128421041620061
all,vol_managed L1,S&P alone,0.9520186659116526,0.1833890388926076,0.1254068372224399,1.4058698936406042,-0.13362112072886734,-0.08216581684009797,-0.03961376474229262
all,vol_managed L1,S&P + insurance,0.9520186659116526,0.3026263120890207,0.13965875572933792,1.9640012176558999,-0.13755574741429644,-0.0851422804313845,-0.05413099192585853
all,brake L0,S&P alone,0.9723320158102767,0.1605304271990986,0.13434927590136034,1.175880575648911,-0.18569852579970036,-0.13054969668010333,-0.05974960534553109
all,brake L0,S&P + insurance,0.9723320158102767,0.27730533714453065,0.1485697877689322,1.7228467316922589,-0.17783407003091656,-0.12370289159865029,-0.074266832529097
all,brake L1,S&P alone,0.9723320158102767,0.1755716795859883,0.13721644628341426,1.2479733513217393,-0.18902206184283976,-0.12064054861614709,-0.05974960534553109
all,brake L1,S&P + insurance,0.9723320158102767,0.2938712214891812,0.15107726397378518,1.7820466868694371,-0.17783407003091656,-0.12370289159865029,-0.074266832529097
