book,ann_growth,ann_vol,Sharpe,max_drawdown,worst_20,worst_day
insurance alone (realized),0.07428113740471565,0.05373438216772723,1.3605080376450354,-0.061837221571497514,-0.03404657180593627,-0.02370338287801858
buy and hold + insurance,0.1899594631693089,0.23176539057627443,0.8671006653277159,-0.3329113235630171,-0.30549149983869617,-0.11984055240393414
BRK L0 (from the prior close) + insurance,0.19301999268519965,0.18234581938317518,1.0595784788604317,-0.23316960012038723,-0.12659881128343053,-0.058944059274438035
BRK L1 (a session late) + insurance,0.19420845280060028,0.18338961456622704,1.0599814699496684,-0.22806713956692182,-0.1316989794781346,-0.058944059274438035
VM L0 (from the prior close) + insurance,0.16576132894259676,0.1516710372517431,1.0875231714882085,-0.19419467033829263,-0.14307850471164585,-0.03924662922949878
VM L1 (a session late) + insurance,0.17534396968917232,0.15342547324045044,1.1302667073124928,-0.21122719267838563,-0.1280391364093341,-0.0546170346997451
MA200 L0 (from the prior close) + insurance,0.14486905509814818,0.13980113515493414,1.0382122602655217,-0.20449761785872145,-0.16694582053758722,-0.058944059274438035
MA200 L1 (a session late) + insurance,0.15369598819658092,0.14047038404688056,1.0885947758216739,-0.1735915464319262,-0.10524724072110139,-0.058944059274438035
