book,day_role,rep_date,entry_clock,terminal,iv_mode,session,era,pnl_pts,pnl_units,pnl_dollars,option_pts,hedge_pts,var_scale,path_net_logpct,path_sum_abs_bar_logpct,path_trend_ratio,path_max_abs_bar_logpct,path_max_abs_bar_stamp,path_last_bar_logpct,S_settle_replayed,rank
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-10-10,2008-2009,-444.1006615973943,-56.5733325157428,-44410.066159739436,-176.55860113250674,-267.5420604648876,18.920434480394796,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2020-03-18,2020-2024,-321.67924081233275,-40.97824711278155,-32167.924081233276,-136.23709896146374,-185.44214185086898,22.485197870062297,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,2
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-10-29,2008-2009,-278.01749894083616,-35.41624179572575,-27801.749894083616,-95.26254706385907,-182.75495187697712,40.979549884611544,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,4092.13745279309,3
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2020-03-13,2020-2024,-196.57298381511515,-25.04114435899207,-19657.298381511515,-192.36404075052724,-4.208943064587906,13.038870682168499,4.66761283347877,7.533601990658189,0.6195725284222207,4.5524542919014,16:00,4.5524542919014,4399.964040893578,4
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-11-21,2008-2009,-196.12799182609658,-24.984457481582254,-19612.79918260966,-241.31839500969454,45.190403183597965,30.85350616425557,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,5
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2022-09-21,2020-2024,-174.8237336694897,-22.27053925331448,-17482.37336694897,-82.39847967759579,-92.42525399189392,2.506991100283612,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,6
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-11-14,2008-2009,-173.14734520670945,-22.05698658354521,-17314.734520670943,-40.79693975340615,-132.3504054533033,30.467871639797924,-1.2630780709894602,8.13681592298774,0.15523001662371066,3.47160357507978,16:00,-3.47160357507978,4146.603060103543,7
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2009-03-06,2008-2009,-153.125089465719,-19.506380764414093,-15312.5089465719,-60.955775357700986,-92.169314108018,10.882442484770229,1.63553041193705,3.7690796303530902,0.4339336316393592,2.38680868774734,16:00,2.38680868774734,4268.555775500752,8
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-09-16,2008-2009,-150.55528234869558,-19.17901680145633,-15055.528234869558,-80.19162938646605,-70.36365296222954,3.242139192678905,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4287.791629529517,9
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2011-10-04,2010-2019,-150.31097418221947,-19.147894742127143,-15031.097418221947,-102.13580982105304,-48.17516436116644,5.487944651430815,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4309.735809964104,10
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-10-10,2008-2009,-444.1006615978073,-56.57333251579541,-44410.06615978073,-188.41320093236794,-255.68746066543935,18.920434480394796,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4384.158601275558,1
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-11-21,2008-2009,-195.8697437665695,-24.9515596397042,-19586.97437665695,-105.63042052342544,-90.23932324314407,30.85350616425557,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4448.918395152746,2
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2022-09-21,2020-2024,-174.8232116978627,-22.27047276011379,-17482.321169786268,-36.95041537142879,-137.8727963264339,2.506991100283612,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,4105.001520179353,3
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-09-16,2008-2009,-150.55477570008117,-19.17895226023176,-15055.477570008117,-43.217253825026624,-107.33752187505453,3.242139192678905,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4287.791629529517,4
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2002-07-15,1998-2007,-138.0877471481461,-17.590795761624054,-13808.77471481461,-78.04915283391824,-60.03859431422785,5.122734400891448,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4321.47512659052,5
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-10-06,2008-2009,-131.43649928506306,-16.743503042785584,-13143.649928506307,-28.471081510558435,-102.96541777450463,11.83443991829816,2.3610231764990504,6.74943305371693,0.34981059263915937,2.74230094134311,15:30,1.51362848041549,4299.63644648808,6
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-12-04,2008-2009,-129.37030241610552,-16.480293251361108,-12937.030241610551,-83.57908187273279,-45.79122054337272,26.949240841189614,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,4141.4456455344425,7
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-09-29,2008-2009,-129.12208216628773,-16.44867283746762,-12912.208216628773,-224.04329711609125,94.92121494980354,8.11520211254558,-4.50244190179514,7.063342420687641,0.6374378634976062,3.2711586535309105,14:00,1.2804502594462501,4014.431811772666,8
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2020-03-18,2020-2024,-122.73664685094326,-15.635241589575802,-12273.664685094325,-20.650755402581126,-102.08589144836213,22.485197870062297,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4343.837099104515,9
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,flatten at 15:30,regime-scaled IV,2008-10-28,2008-2009,-111.01883940006059,-14.142527269156236,-11101.883940006059,-183.3900705183264,72.37123111826583,41.301348350366936,7.696246775800949,9.71142800038279,0.7924938305157172,3.2327999065845603,16:00,3.2327999065845603,4535.26133337969,10
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2008-10-10,2008-2009,-431.99271917596803,-37.08092055626062,-43199.2719175968,-162.75410299714258,-269.23861617882545,1.0,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2020-03-18,2020-2024,-394.6826002094197,-33.87833519791884,-39468.26002094197,-124.04121327570556,-270.64138693371416,1.0,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4170.541213275706,2
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2008-10-29,2008-2009,-334.65941752962317,-28.726130612783614,-33465.94175296232,-89.61696228642995,-245.0424552431932,1.0,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,3928.88303771357,3
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2008-11-21,2008-2009,-257.9526240629157,-22.141856414620914,-25795.262406291567,-224.93032718928225,-33.02229687363342,1.0,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4271.430327189282,4
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2020-03-13,2020-2024,-200.8339152120662,-17.238962890825718,-20083.39152120662,-177.92899004216633,-22.90492516989986,1.0,4.66761283347877,7.533601990658189,0.6195725284222207,4.5524542919014,16:00,4.5524542919014,4224.428990042166,5
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2008-12-04,2008-2009,-173.4013331125713,-14.88423478470199,-17340.13331125713,-42.2759029215772,-131.1254301909941,1.0,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,3976.224097078423,6
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2009-03-06,2008-2009,-164.5466031532803,-14.124172117919256,-16454.66031532803,-51.76321216370252,-112.78339098957778,1.0,1.63553041193705,3.7690796303530902,0.4339336316393592,2.38680868774734,16:00,2.38680868774734,4098.2632121637025,7
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2008-10-24,2008-2009,-163.56176512763074,-14.039636664035783,-16356.176512763073,5.339501370992821,-168.90126649862356,1.0,-0.1971426398033202,7.214773396993681,0.02732485539815671,2.07573234846418,15:00,-1.94611941507281,4023.839501370993,8
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2022-09-21,2020-2024,-160.0605320157622,-13.739101629283814,-16006.053201576218,-77.26610244045924,-82.79442957530296,1.0,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,3941.2338975595408,9
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,hold to cash settlement,frozen IV,2011-10-04,2010-2019,-159.8654659323507,-13.722357759257488,-15986.54659323507,-91.30038332717231,-68.56508260517839,1.0,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4137.800383327172,10
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-10-10,2008-2009,-431.99271917596803,-37.08092055626062,-43199.2719175968,-174.13576761848435,-257.8569515574837,1.0,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-11-21,2008-2009,-257.9526240629157,-22.141856414620914,-25795.262406291567,-94.63456253748063,-163.31806152543504,1.0,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4271.430327189282,2
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-12-04,2008-2009,-173.4013331125713,-14.88423478470199,-17340.13331125713,-78.33620214362645,-95.06513096894486,1.0,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,3976.224097078423,3
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2022-09-21,2020-2024,-160.06017972247153,-13.739071389516004,-16006.017972247153,-33.63116576815764,-126.42901395431389,1.0,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,3941.2338975595408,4
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-10-24,2008-2009,-146.24076787570903,-12.55285576578622,-14624.076787570903,-56.41518098361291,-89.82558689209611,1.0,-0.1971426398033202,7.214773396993681,0.02732485539815671,2.07573234846418,15:00,-1.94611941507281,4023.839501370993,5
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2002-07-15,1998-2007,-137.397478542587,-11.793775127012882,-13739.747854258701,-68.17465520243053,-69.2228233401565,1.0,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4149.071363957696,6
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-09-16,2008-2009,-129.32361577931852,-11.100739688179576,-12932.361577931852,-34.73234070512724,-94.59127507419129,1.0,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4116.731658417375,7
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-10-29,2008-2009,-127.42549303020253,-10.937810694838532,-12742.549303020252,-53.552890119314654,-73.87260291088788,1.0,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,3928.88303771357,8
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2020-03-18,2020-2024,-124.08976260364113,-10.651481899343162,-12408.976260364114,-9.044338241444166,-115.04542436219697,1.0,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4170.541213275706,9
median premium | 13:30 | frozen IV,median premium,2023-01-23,13:30,flatten at 15:30,frozen IV,2008-11-20,2008-2009,-123.32643574730906,-10.585960279969342,-12332.643574730906,-105.39193941676922,-17.934496330539844,1.0,-5.57609441425175,7.377858681418751,0.7557876417849028,2.58849297238583,16:00,-2.58849297238583,3813.1172440672212,10
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2008-10-10,2008-2009,-398.3806284696316,-34.19576252028967,-39838.062846963156,-162.75410299714258,-235.626525472489,9.79755556332933,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2020-03-18,2020-2024,-284.4211485245633,-24.413832791157947,-28442.114852456332,-124.04121327570556,-160.37993524885775,11.643494535638848,3.3837841690495205,9.203297781479042,0.3676708338025459,3.93584509405551,16:00,3.93584509405551,4170.541213275706,2
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2008-10-29,2008-2009,-251.20253362073555,-21.56244950259817,-25120.253362073556,-89.61696228642995,-161.5855713343056,21.220412108968116,-2.58528018924707,7.702510680299748,0.3356412339497674,4.26447024936091,16:00,-4.26447024936091,3928.88303771357,3
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2020-03-13,2020-2024,-197.94181447758604,-16.99071389769332,-19794.181447758605,-177.92899004216633,-20.012824435419695,6.751909430197506,4.66761283347877,7.533601990658189,0.6195725284222207,4.5524542919014,16:00,4.5524542919014,4224.428990042166,4
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2008-11-21,2008-2009,-174.03274689476513,-14.93843339328113,-17403.27468947651,-224.93032718928225,50.89758029451714,15.976849859396587,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4271.430327189282,5
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2008-11-14,2008-2009,-167.1185024719565,-14.344936010645155,-16711.85024719565,-37.324241631421046,-129.79426084053546,15.777156999043571,-1.2630780709894602,8.13681592298774,0.15523001662371066,3.47160357507978,16:00,-3.47160357507978,3981.175758368579,6
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2022-09-21,2020-2024,-152.89857978193865,-13.124341773338266,-15289.857978193864,-77.26610244045924,-75.63247734147942,1.2981934758026918,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,3941.2338975595408,7
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2002-07-22,1998-2007,-148.93404944774875,-12.784038736181987,-14893.404944774875,-12.41738905376269,-136.51666039398606,3.375067296285515,-0.6394114219995402,6.69218797254494,0.09554594470788325,2.23282888867699,14:00,-1.70543339505928,4006.0826109462373,8
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2008-10-08,2008-2009,-142.6199315976533,-12.242054364711866,-14261.99315976533,-18.654530068447002,-123.9654015292063,7.5013288823088535,-0.7952245198325096,5.91215519249821,0.13450670592029634,3.15179009242223,16:00,-3.15179009242223,3999.845469931553,9
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,hold to cash settlement,regime-scaled IV,2011-10-04,2010-2019,-141.4387160736484,-12.140662472994343,-14143.871607364841,-91.30038332717231,-50.138332746476095,2.8418186012897246,2.5956365212985997,4.4656901109591,0.5812397315543091,2.76074461334379,16:00,2.76074461334379,4137.800383327172,10
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-10-10,2008-2009,-398.38062887924957,-34.19576255545001,-39838.062887924956,-174.13576775744102,-224.24486112180858,9.79755556332933,4.307748625774271,8.85090355848355,0.4867015663779676,6.347396750495,15:30,-0.27003132216423004,4209.254102997143,1
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-11-21,2008-2009,-172.7929758785748,-14.832015278996703,-17279.29758785748,-94.78111760588769,-78.01185827268712,15.976849859396587,5.7740769334052,9.31850316331772,0.619635668111897,3.51604138869885,15:30,3.09789431741278,4271.430327189282,2
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2022-09-21,2020-2024,-152.89502764853734,-13.124036869179903,-15289.502764853734,-33.63138627839726,-119.26364137014008,1.2981934758026918,-2.27141268036853,5.77092166940313,0.3935961724123446,1.55021453182495,15:30,-1.10105552151726,3941.2338975595408,3
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-09-16,2008-2009,-131.76423357826448,-11.310234780790262,-13176.423357826448,-34.73392408244495,-97.03030949581954,1.6788747064573994,2.0851588696214405,5.046023307773799,0.41322814867087265,2.69953326306882,15:00,0.8660578256288,4116.731658417375,4
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2002-07-15,1998-2007,-120.9630673118261,-10.383096034089261,-12096.306731182609,-68.17466373302256,-52.78840357880354,2.652702028641008,2.86765684269888,4.92812405683708,0.5818962367070303,2.32840611072639,15:30,0.83247736127409,4149.071363957696,5
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-09-29,2008-2009,-114.86784658233674,-9.859901115262396,-11486.784658233673,-213.2600486443671,98.39220206203035,4.20228952393771,-4.50244190179514,7.063342420687641,0.6374378634976062,3.2711586535309105,14:00,1.2804502594462501,3854.2774364937427,6
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-10-28,2008-2009,-113.1743702438353,-9.714538337640443,-11317.43702438353,-169.31567283075597,56.14130258692067,21.38704878698413,7.696246775800949,9.71142800038279,0.7924938305157172,3.2327999065845603,16:00,3.2327999065845603,4354.328643616715,7
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-12-04,2008-2009,-112.67168518828504,-9.671389405303724,-11267.168518828505,-78.56336365131392,-34.10832153697111,13.955106834607419,-1.3875323404553002,5.290653056559281,0.2622610716714936,2.6619217727462,15:30,0.9110354144595999,3976.224097078423,8
median premium | 13:30 | regime-scaled IV,median premium,2023-01-23,13:30,flatten at 15:30,regime-scaled IV,2008-10-06,2008-2009,-110.99169988447929,-9.527184656425234,-11099.16998844793,-22.07783709878396,-88.91386278569533,6.128219876797958,2.3610231764990504,6.74943305371693,0.34981059263915937,2.74230094134311,15:30,1.51362848041549,4128.10393048061,9
