series,iv_mode,n_sessions,mean_pts,median_pts,sd_pts,p1_pts,min_pts,mean_units,p1_units,min_units,mean_entry_premium_pts
"actual 13:30 hold book (proposal 43, quoted bid fill, own premium)",actual market,866,0.7983451428262665,1.5557007374909642,7.5481790630095436,-25.5789426814204,-75.84721307472019,0.06916039415148115,-1.6598975790422081,-6.742309029989063,13.984209001133127
"replay, median premium book, same sessions",frozen IV,866,-2.414563806565796,1.300575731692165,20.50221922047661,-64.96560225103495,-394.6826002094197,-0.20725869838750136,-5.576446613626785,-33.87833519791884,11.649999856948853
"replay, median premium book, same sessions",regime-scaled IV,866,-2.3735206042078274,1.3680436115418928,18.367968798888004,-64.49892581448533,-284.4211485245633,-0.20373567668261372,-5.536388549911766,-24.413832791157947,11.649999856948853
