book,day_role,rep_date,entry_clock,terminal,iv_mode,era,n_sessions,total_mean_pts,total_sd_pts,total_p1_pts,total_min_pts,total_mean_dollars,total_p1_dollars,option_mean_pts,option_sd_pts,option_p1_pts,option_min_pts,option_mean_dollars,option_p1_dollars,hedge_mean_pts,hedge_sd_pts,hedge_p1_pts,hedge_min_pts,hedge_mean_dollars,hedge_p1_dollars,total_mean_units,total_p1_units
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,hold to cash settlement,frozen IV,1998-2007,2493,-8.342645162124947,13.920942874619161,-68.69689654208626,-168.41909785164682,-834.2645162124948,-6869.689654208626,-9.401539834517253,19.32072678727235,-85.2294393388928,-178.53140222953743,-940.1539834517254,-8522.94393388928,1.0588946723923072,19.03795072396598,-52.154749912298755,-116.22619274543496,105.88946723923071,-5215.474991229876,-1.0627573422658392,-8.751196985151779
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,hold to cash settlement,frozen IV,2008-2009,501,-21.648332602795765,40.42215420420467,-184.633208796906,-467.655048360077,-2164.8332602795767,-18463.3208796906,-22.28754841388549,43.07179028044077,-203.48224825280522,-366.0193195520915,-2228.754841388549,-20348.224825280522,0.6392158110897275,43.50689038303142,-117.46295603907916,-291.09644722757025,63.921581108972745,-11746.295603907916,-2.757749367776547,-23.52015391543208
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,hold to cash settlement,frozen IV,2010-2019,2511,-1.7138575008834873,10.190193508177927,-36.78073254815745,-175.37742236330456,-171.38575008834874,-3678.0732548157453,-2.522142516469517,14.329277913785122,-63.946776905567,-119.91856529891083,-252.2142516469517,-6394.6776905567,0.8082850155860294,11.326110136307449,-27.121413812611785,-89.88782767063773,80.82850155860294,-2712.1413812611786,-0.21832579562779555,-4.685443622477423
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,hold to cash settlement,frozen IV,2020-2024,1088,-7.001085019402211,20.812793264103224,-78.56207547460308,-426.692499637398,-700.1085019402211,-7856.207547460308,-8.105085343377445,21.21317266745249,-109.49581711336522,-192.36404075052724,-810.5085343377444,-10949.581711336523,1.1040003239752338,20.168455222520947,-50.28484767138604,-290.45540067593424,110.40003239752339,-5028.484767138604,-0.8918579615463261,-10.00790767337528
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,flatten at 15:30,frozen IV,1998-2007,2493,-6.798494579285949,11.034161631833074,-50.61622478408312,-168.41909785164682,-679.8494579285949,-5061.622478408312,-7.683436468437551,15.176591306184248,-61.35304345615601,-155.63892500599013,-768.3436468437551,-6135.304345615601,0.8849418891516022,14.144911939148535,-34.10616008208796,-100.95789320905375,88.49418891516022,-3410.616008208796,-0.866050262246841,-6.447926704503512
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,flatten at 15:30,frozen IV,2008-2009,501,-16.63979612483057,34.33729589349237,-143.5216920833218,-467.655048360077,-1663.979612483057,-14352.16920833218,-15.802481877753097,30.9783133271091,-156.42129858762019,-247.7188563823902,-1580.2481877753098,-15642.129858762019,-0.8373142470774725,30.906270104412155,-100.30447664122768,-279.2418474278204,-83.73142470774725,-10030.447664122768,-2.1197192451328055,-18.28301804425741
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,flatten at 15:30,frozen IV,2010-2019,2511,-1.501679776666089,7.20363489009106,-28.652119523929517,-89.89917091976578,-150.1679776666089,-2865.211952392952,-1.9371118238080929,10.49343955308291,-46.51748771258226,-110.75420465925117,-193.71118238080928,-4651.748771258226,0.43543204714200373,8.137262720588334,-20.028875715520712,-51.13751171299755,43.54320471420037,-2002.8875715520712,-0.1912967862554418,-3.6499515206252093
p25 premium | 13:30 | frozen IV,p25 premium,2021-05-26,13:30,flatten at 15:30,frozen IV,2020-2024,1088,-5.039695463741498,13.568987688378565,-67.453042776563,-197.3716495390635,-503.9695463741498,-6745.3042776563,-5.413213142134926,13.974154145244592,-61.6876957118432,-112.9059661266615,-541.3213142134925,-6168.76957118432,0.3735176783934284,14.254856230798408,-46.115761777567016,-160.42126096882012,37.35176783934284,-4611.576177756701,-0.6419994201828073,-8.592744276649173
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,1998-2007,2493,-8.348123834334318,12.852100177155172,-55.972097367873396,-149.19508632065856,-834.8123834334318,-5597.209736787339,-9.401539834517253,19.32072678727235,-85.2294393388928,-178.53140222953743,-940.1539834517254,-8522.94393388928,1.053416000182936,16.598208639646298,-38.6144686394878,-134.33993798376298,105.3416000182936,-3861.4468639487795,-1.063455262290391,-7.130203464697592
p25 premium | 13:30 | regime-scaled IV,p25 premium,2021-05-26,13:30,hold to cash settlement,regime-scaled IV,2008-2009,501,-21.719526150701615,35.627455219345606,-150.55528234869558,-444.1006615973943,-2171.9526150701613,-15055.528234869558,-22.28754841388549,43.07179028044077,-203.48224825280522,-366.0193195520915,-2228.754841388549,-20348.224825280522,0.5680222631838764,36.20004780817703,-92.169314108018,-267.5420604648876,56.80222631838764,-9216.9314108018,-2.766818609520448,-19.17901680145633
