book,leg,n_cells,n_comparable,vendor_min,vendor_max,own_min,own_max,max_abs_diff,mean_abs_diff,corr,share_same_sign
1100_exit_crossed,call at K_c,8650,8580,0.0024080167058855295,1.0,0.0,0.9999917413700583,8.474896692223233e-05,2.7758055311108944e-06,0.9999999997710624,1.0
1100_exit_crossed,put at K_p,8650,8531,-1.0,-0.001915052067488432,-0.9999679272228427,0.0,6.47067586801997e-05,2.325285168493186e-06,0.9999999998124954,1.0
1330_hold,call at K_c,6395,6358,0.002027238020673394,1.0,0.0,0.9983549149896775,8.474896692223233e-05,3.1678547791252797e-06,0.9999999996802507,1.0
1330_hold,put at K_p,6395,6296,-1.0,-0.002209373749792576,-0.9999650224880532,0.0,8.094838659311598e-05,2.8358299458447944e-06,0.9999999996859225,1.0
1100_hold,call at K_c,12790,12661,0.001321017974987626,1.0,0.0,0.9999917413700583,8.474896692223233e-05,2.8861563722074787e-06,0.9999999997694836,1.0
1100_hold,put at K_p,12790,12550,-1.0,-8.174599486210354e-08,-0.9999679272228427,0.0,9.567581813740844e-05,2.4875465049010974e-06,0.9999999997909226,1.0
