book,variant,clock,h_rem,held,n_days,mean_abs_delta_D0,mean_delta_diff,mean_abs_delta_diff,max_abs_delta_diff
1100_hold,D1_leg_vol,13:00,3.0,True,1278,0.3953944536305858,-0.019706182255863465,0.02111425368218238,0.15953129799459487
1100_hold,D1_leg_vol,13:30,2.5,True,1278,0.44912662893768396,-0.0228849790205281,0.025180684260618914,0.18292852381037195
1100_hold,D1_leg_vol,14:00,2.0,True,1278,0.5064449240223645,-0.024012454032229673,0.027391530780621745,0.1500627263513601
1100_hold,D1_leg_vol,14:30,1.5,True,1278,0.5744521107577829,-0.025065225248498788,0.0312595381564598,0.18518614624948704
1100_hold,D1_leg_vol,15:00,1.0,True,1278,0.6401131010369608,-0.026214206523435972,0.03417290743636236,0.17075065418055835
1100_hold,D1_leg_vol,15:30,0.5,True,1278,0.7209900263872618,-0.022465079960571864,0.033649666913320844,0.16276382911046072
1100_hold,D1v_vendor_delta,11:00,5.0,True,1278,0.040019676478917576,-0.0007098632404084147,0.0015010651621296326,0.013197103609884686
1100_hold,D1v_vendor_delta,11:30,4.5,True,1278,0.20746338808662085,-0.007444466935015836,0.007890161650198709,0.10988442233743956
1100_hold,D1v_vendor_delta,12:00,4.0,True,1278,0.2852443808639281,-0.012266023177001992,0.01279096668724599,0.12036621795252112
1100_hold,D1v_vendor_delta,12:30,3.5,True,1278,0.3426708398241069,-0.015617865376374664,0.016550837604645194,0.1388944824602092
1100_hold,D1v_vendor_delta,13:00,3.0,True,1278,0.3953944536305858,-0.019706048789889703,0.021114061379581793,0.15952819307167054
1100_hold,D1v_vendor_delta,13:30,2.5,True,1278,0.44912662893768396,-0.022884777399534737,0.025180502963141005,0.18287338185932522
1100_hold,D1v_vendor_delta,14:00,2.0,True,1278,0.5064449240223645,-0.023984004341584535,0.02736327517749161,0.1500750700834399
1100_hold,D1v_vendor_delta,14:30,1.5,True,1278,0.5744521107577829,-0.025070177061557546,0.03124216285438755,0.18519912276585204
1100_hold,D1v_vendor_delta,15:00,1.0,True,1278,0.6401131010369608,-0.026246383782251494,0.034118538976828705,0.1707424492418641
1100_hold,D1v_vendor_delta,15:30,0.5,True,1278,0.7209900263872618,-0.02229689816436059,0.03345650826442064,0.16276576385518604
1100_hold,D2_skew_sticky_delta,11:00,5.0,True,1278,0.040019676478917576,0.06394094085248209,0.0665425980933817,0.2146039123998359
1100_hold,D2_skew_sticky_delta,11:30,4.5,True,1278,0.20746338808662085,0.0522857274001071,0.05545163946104869,0.2859327516442525
1100_hold,D2_skew_sticky_delta,12:00,4.0,True,1278,0.2852443808639281,0.042433196150827086,0.04754579952679767,0.17964948640225858
1100_hold,D2_skew_sticky_delta,12:30,3.5,True,1278,0.3426708398241069,0.03444251170575914,0.042447609539106826,0.18135011478393467
1100_hold,D2_skew_sticky_delta,13:00,3.0,True,1278,0.3953944536305858,0.02557800057156183,0.038492411683205385,0.1767108120785168
1100_hold,D2_skew_sticky_delta,13:30,2.5,True,1278,0.44912662893768396,0.0164063591007334,0.03537273641233735,0.16069774153909633
1100_hold,D2_skew_sticky_delta,14:00,2.0,True,1278,0.5064449240223645,0.009158449305112112,0.03434719239149657,0.17394091301327186
1100_hold,D2_skew_sticky_delta,14:30,1.5,True,1278,0.5744521107577829,0.001806559756733698,0.035571506411718655,0.1521614906989911
1100_hold,D2_skew_sticky_delta,15:00,1.0,True,1278,0.6401131010369608,-0.005530755835690998,0.036293615890519396,0.1763678401122909
1100_hold,D2_skew_sticky_delta,15:30,0.5,True,1278,0.7209900263872618,-0.009754983043767216,0.03438644236035752,0.18547036925522864
1100_hold,D3_charm_half,11:00,5.0,True,1278,0.040019676478917576,-0.00011542434156869477,0.0010226571771356624,0.004592567186152863
1100_hold,D3_charm_half,11:30,4.5,True,1278,0.20746338808662085,0.0003222892044038248,0.00548229230790086,0.013942801671476435
1100_hold,D3_charm_half,12:00,4.0,True,1278,0.2852443808639281,0.0007739066579857378,0.007902319696189103,0.015787192177817655
1100_hold,D3_charm_half,12:30,3.5,True,1278,0.3426708398241069,0.0009100054991406095,0.010154697123046183,0.01843295917450405
1100_hold,D3_charm_half,13:00,3.0,True,1278,0.3953944536305858,0.00130479938451627,0.012812797094682577,0.021439771637378646
1100_hold,D3_charm_half,13:30,2.5,True,1278,0.44912662893768396,0.0015309120810048362,0.016097803109395747,0.025850435452504428
1100_hold,D3_charm_half,14:00,2.0,True,1278,0.5064449240223645,0.001956601044346332,0.020453480136811912,0.03304486386289551
1100_hold,D3_charm_half,14:30,1.5,True,1278,0.5744521107577829,0.0018192303885686285,0.02689176730311726,0.044368848565957686
1100_hold,D3_charm_half,15:00,1.0,True,1278,0.6401131010369608,0.0031430782202378754,0.03793243165750465,0.06994699111279123
1100_hold,D3_charm_half,15:30,0.5,True,1278,0.7209900263872618,0.0036651451999223207,0.06717270310524157,0.16836925058239793
1100_hold,D3_charm_full,11:00,5.0,True,1278,0.040019676478917576,-0.00023660118000734689,0.002127158178964628,0.009524255752135558
1100_hold,D3_charm_full,11:30,4.5,True,1278,0.20746338808662085,0.0006760730700201508,0.011424447110856231,0.028701756105935505
1100_hold,D3_charm_full,12:00,4.0,True,1278,0.2852443808639281,0.0016144205866765605,0.01650636292081922,0.03264626188878306
1100_hold,D3_charm_full,12:30,3.5,True,1278,0.3426708398241069,0.0018957196255805315,0.021283302643444767,0.038326568546551254
1100_hold,D3_charm_full,13:00,3.0,True,1278,0.3953944536305858,0.002716888060185941,0.026992266783164482,0.04491496401231487
1100_hold,D3_charm_full,13:30,2.5,True,1278,0.44912662893768396,0.0032193479067156184,0.0341416537188749,0.054991733192577
1100_hold,D3_charm_full,14:00,2.0,True,1278,0.5064449240223645,0.004139748609877944,0.0438139219946244,0.07043978151473529
1100_hold,D3_charm_full,14:30,1.5,True,1278,0.5744521107577829,0.003871638807523538,0.05851201255662396,0.09899089165120278
1100_hold,D3_charm_full,15:00,1.0,True,1278,0.6401131010369608,0.006580062897413489,0.08556700478741036,0.1667313553867008
1100_hold,D3_charm_full,15:30,0.5,True,1278,0.7209900263872618,-0.0961257281173998,0.7209900263872618,1.0
1100_hold,D4_D9_D1,11:00,5.0,True,1278,0.040019676478917576,-0.0009635759401845795,0.0026140018038521844,0.022293990047673296
1100_hold,D4_D9_D1,11:30,4.5,True,1278,0.20746338808662085,-0.0070164890243099645,0.01085221354369881,0.12477134019098934
1100_hold,D4_D9_D1,12:00,4.0,True,1278,0.2852443808639281,-0.01128491458226948,0.014061308314660239,0.1243468647115672
1100_hold,D4_D9_D1,12:30,3.5,True,1278,0.3426708398241069,-0.01459967617131035,0.017385135423548543,0.12792362532932222
1100_hold,D4_D9_D1,13:00,3.0,True,1278,0.3953944536305858,-0.018704702314222256,0.02045699267869218,0.14864389092196595
1100_hold,D4_D9_D1,13:30,2.5,True,1278,0.44912662893768396,-0.021850769770784883,0.024226301536676407,0.19221954175197709
1100_hold,D4_D9_D1,14:00,2.0,True,1278,0.5064449240223645,-0.02268585349342329,0.02588148385960713,0.1490977296260545
1100_hold,D4_D9_D1,14:30,1.5,True,1278,0.5744521107577829,-0.023119734927245623,0.028447247462416492,0.1641949196443384
1100_hold,D4_D9_D1,15:00,1.0,True,1278,0.6401131010369608,-0.02486122321495936,0.03116285292366194,0.15722156268348964
1100_hold,D4_D9_D1,15:30,0.5,True,1278,0.7209900263872618,-0.0235348994669345,0.037513708969748205,0.17623182432120132
1100_hold,D4_D9_D3,11:00,5.0,True,1278,0.040019676478917576,-0.00033652024131638456,0.0030589607809795405,0.017801351283948774
1100_hold,D4_D9_D3,11:30,4.5,True,1278,0.20746338808662085,0.0010092178925525574,0.015267440155371372,0.062560585834877
1100_hold,D4_D9_D3,12:00,4.0,True,1278,0.2852443808639281,0.001958754830931009,0.01867132980137875,0.05437074249756013
1100_hold,D4_D9_D3,12:30,3.5,True,1278,0.3426708398241069,0.002032653759644551,0.021580559729346895,0.056079434236474324
1100_hold,D4_D9_D3,13:00,3.0,True,1278,0.3953944536305858,0.002253491520226216,0.021639880797554686,0.04518768295845166
1100_hold,D4_D9_D3,13:30,2.5,True,1278,0.44912662893768396,0.0023654607109274174,0.024613990942303092,0.05311663599191063
1100_hold,D4_D9_D3,14:00,2.0,True,1278,0.5064449240223645,0.0028283062488883904,0.029691726742859824,0.060483979216042094
1100_hold,D4_D9_D3,14:30,1.5,True,1278,0.5744521107577829,0.002708579143065059,0.040793412521375576,0.0792830541127989
1100_hold,D4_D9_D3,15:00,1.0,True,1278,0.6401131010369608,0.003466042012137468,0.04517212550196336,0.0953551819387568
1100_hold,D4_D9_D3,15:30,0.5,True,1278,0.7209900263872618,0.003422418630194157,0.06340679607337807,0.16836925058239793
1100_hold,D4_D9_D1_D3,11:00,5.0,True,1278,0.040019676478917576,-0.0010972577409725248,0.0035118239269428166,0.026892938106320208
1100_hold,D4_D9_D1_D3,11:30,4.5,True,1278,0.20746338808662085,-0.006808935742725902,0.014831191932031444,0.13749449879602604
1100_hold,D4_D9_D1_D3,12:00,4.0,True,1278,0.2852443808639281,-0.01062401349396117,0.017946046438637023,0.13670903766608233
1100_hold,D4_D9_D1_D3,12:30,3.5,True,1278,0.3426708398241069,-0.01376547659591863,0.021385569646269587,0.1119242746107515
1100_hold,D4_D9_D1_D3,13:00,3.0,True,1278,0.3953944536305858,-0.01734850534449568,0.023446341194152894,0.12852726164970552
1100_hold,D4_D9_D1_D3,13:30,2.5,True,1278,0.44912662893768396,-0.019972401600746433,0.02678559963267756,0.20707666195645547
1100_hold,D4_D9_D1_D3,14:00,2.0,True,1278,0.5064449240223645,-0.01983836344711099,0.03049510413408373,0.13406516708133664
1100_hold,D4_D9_D1_D3,14:30,1.5,True,1278,0.5744521107577829,-0.01949994790970514,0.0366561438956947,0.15258346256744615
1100_hold,D4_D9_D1_D3,15:00,1.0,True,1278,0.6401131010369608,-0.01777960512844507,0.039192040502059246,0.170534763139096
1100_hold,D4_D9_D1_D3,15:30,0.5,True,1278,0.7209900263872618,-0.009662635017231993,0.05661224777905778,0.2138214372196392
1100_hold,D4_D9_D2_D3,11:00,5.0,True,1278,0.040019676478917576,0.0634645950887202,0.06616805823489742,0.21708595131857134
1100_hold,D4_D9_D2_D3,11:30,4.5,True,1278,0.20746338808662085,0.052383330369666664,0.05859166749001172,0.2820186305294219
1100_hold,D4_D9_D2_D3,12:00,4.0,True,1278,0.2852443808639281,0.0432849861726518,0.05196291661550736,0.17953655541626062
1100_hold,D4_D9_D2_D3,12:30,3.5,True,1278,0.3426708398241069,0.03527504529013381,0.04656175861870836,0.18359613877728292
1100_hold,D4_D9_D2_D3,13:00,3.0,True,1278,0.3953944536305858,0.026791542963689234,0.041367372175843166,0.1713036042713987
1100_hold,D4_D9_D2_D3,13:30,2.5,True,1278,0.44912662893768396,0.017961178239704063,0.03799314687895843,0.18908641982336072
1100_hold,D4_D9_D2_D3,14:00,2.0,True,1278,0.5064449240223645,0.011697765664240214,0.03918953497522535,0.1793933767234584
1100_hold,D4_D9_D2_D3,14:30,1.5,True,1278,0.5744521107577829,0.005016113836815216,0.042192071197098335,0.14132547650612615
1100_hold,D4_D9_D2_D3,15:00,1.0,True,1278,0.6401131010369608,0.00027313127520959516,0.04230876987994832,0.16335300339886605
1100_hold,D4_D9_D2_D3,15:30,0.5,True,1278,0.7209900263872618,-0.0005061585069577255,0.05812767630297558,0.2100139111480459
1100_hold,D5_lastbar_1.25,11:00,5.0,True,1278,0.040019676478917576,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,11:30,4.5,True,1278,0.20746338808662085,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,12:00,4.0,True,1278,0.2852443808639281,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,12:30,3.5,True,1278,0.3426708398241069,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,13:00,3.0,True,1278,0.3953944536305858,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,13:30,2.5,True,1278,0.44912662893768396,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,14:00,2.0,True,1278,0.5064449240223645,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,14:30,1.5,True,1278,0.5744521107577829,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,15:00,1.0,True,1278,0.6401131010369608,0.0,0.0,0.0
1100_hold,D5_lastbar_1.25,15:30,0.5,True,1278,0.7209900263872618,0.02403143202934995,0.18024750659681546,0.25
1100_hold,D5_lastbar_0.75,11:00,5.0,True,1278,0.040019676478917576,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,11:30,4.5,True,1278,0.20746338808662085,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,12:00,4.0,True,1278,0.2852443808639281,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,12:30,3.5,True,1278,0.3426708398241069,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,13:00,3.0,True,1278,0.3953944536305858,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,13:30,2.5,True,1278,0.44912662893768396,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,14:00,2.0,True,1278,0.5064449240223645,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,14:30,1.5,True,1278,0.5744521107577829,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,15:00,1.0,True,1278,0.6401131010369608,0.0,0.0,0.0
1100_hold,D5_lastbar_0.75,15:30,0.5,True,1278,0.7209900263872618,-0.02403143202934996,0.18024750659681546,0.25
